indicativo,nombre,provincia,altitud_m,lat,lon,dist_costa_km,grupo_costa,franja_altitud,region,dia_mas_frio,dia_mas_calido,desfase_invierno_dias,desfase_verano_dias,desfase_invierno_tmin,desfase_verano_tmin,desfase_invierno_tmax,desfase_verano_tmax,verano_termico_ini,verano_termico_fin,verano_termico_dias,invierno_termico_ini,invierno_termico_fin,invierno_termico_dias,cuartil_calido_ini,cuartil_calido_fin,amplitud_anual_c,tmed_min_c,tmed_max_c,fuente
B228,"PALMA, PUERTO",BALEARES,3.0,39.5542,2.6253,0.6,litoral,<200,baleares,15 de enero,2 de agosto,25,42,37,44,25,42,31 de mayo,10 de octubre,133,,,0,18 de junio,16 de septiembre,15.52,12.69,28.21,AEMET
B236C,"PALMA, UNIVERSITAT",BALEARES,95.0,39.6422,2.6439,9.1,litoral,<200,baleares,15 de enero,2 de agosto,25,42,37,44,22,41,10 de junio,19 de septiembre,102,,,0,15 de junio,13 de septiembre,16.56,9.86,26.42,AEMET
B248,"SIERRA DE ALFABIA, BUNYOLA",BALEARES,1030.0,39.735,2.7131,6.0,litoral,800-1200,baleares,18 de enero,2 de agosto,28,42,28,42,28,41,29 de junio,24 de agosto,57,14 de enero,22 de enero,9,12 de junio,10 de septiembre,18.07,5.81,23.89,AEMET
B275E,"SON BONET, AEROPUERTO",BALEARES,47.0,39.6058,2.7067,5.6,litoral,<200,baleares,27 de enero,2 de agosto,37,42,37,42,37,41,30 de mayo,30 de septiembre,124,,,0,14 de junio,12 de septiembre,17.04,10.99,28.03,AEMET
B334X,LLUCMAJOR,BALEARES,140.0,39.4956,2.8917,13.2,litoral,<200,baleares,15 de enero,2 de agosto,25,42,29,43,25,41,3 de junio,28 de septiembre,118,,,0,15 de junio,13 de septiembre,17.45,10.57,28.02,AEMET
B496X,SON SERVERA,BALEARES,25.0,39.6303,3.3836,1.4,litoral,<200,baleares,19 de enero,2 de agosto,29,42,25,45,29,42,12 de junio,24 de septiembre,105,,,0,19 de junio,17 de septiembre,14.44,11.49,25.93,AEMET
B526X,ARTÀ,BALEARES,110.0,39.6886,3.3511,7.2,litoral,<200,baleares,15 de enero,2 de agosto,25,42,54,52,25,42,10 de junio,20 de septiembre,103,,,0,16 de junio,14 de septiembre,15.38,10.76,26.15,AEMET
B569X,CAPDEPERA,BALEARES,57.0,39.7167,3.4781,1.6,litoral,<200,baleares,25 de enero,2 de agosto,35,42,36,51,35,42,3 de junio,17 de octubre,137,,,0,21 de junio,19 de septiembre,14.31,13.5,27.82,AEMET
B603X,ARTÀ-COLÒNIA DE SANT PERE,BALEARES,99.0,39.7231,3.2786,1.1,litoral,<200,baleares,16 de enero,2 de agosto,26,42,37,44,24,41,4 de junio,29 de septiembre,118,,,0,15 de junio,13 de septiembre,15.67,11.94,27.61,AEMET
B605X,"MURO, S'ALBUFERA",BALEARES,2.0,39.7967,3.1047,2.2,litoral,<200,baleares,11 de enero,2 de agosto,21,42,21,44,24,42,10 de junio,20 de septiembre,103,,,0,16 de junio,14 de septiembre,15.33,10.68,26.01,AEMET
B644B,SINEU,BALEARES,120.0,39.6433,3.0022,18.9,litoral,<200,baleares,15 de enero,2 de agosto,25,42,29,43,25,41,6 de junio,21 de septiembre,108,,,0,14 de junio,12 de septiembre,17.05,10.11,27.16,AEMET
B656A,SANTA MARÍA DEL CAMÍ,BALEARES,121.0,39.6525,2.8003,14.3,litoral,<200,baleares,11 de enero,2 de agosto,21,42,21,44,25,41,5 de junio,23 de septiembre,111,,,0,14 de junio,12 de septiembre,17.09,10.18,27.27,AEMET
B662X,BINISSALEM,BALEARES,105.0,39.6781,2.8739,19.1,litoral,<200,baleares,15 de enero,2 de agosto,25,42,21,44,25,41,6 de junio,21 de septiembre,108,,,0,14 de junio,12 de septiembre,17.27,9.96,27.24,AEMET
B684A,"ESCORCA, SON TORRELLA",BALEARES,842.0,39.7928,2.7878,4.4,litoral,800-1200,baleares,11 de enero,2 de agosto,21,42,54,44,20,41,30 de julio,7 de agosto,9,31 de diciembre,2 de febrero,34,13 de junio,11 de septiembre,16.79,5.36,22.15,AEMET
B691Y,SA POBLA,BALEARES,32.0,39.7492,3.0167,10.7,litoral,<200,baleares,15 de enero,2 de agosto,25,42,21,43,25,42,5 de junio,23 de septiembre,111,,,0,14 de junio,12 de septiembre,16.47,10.63,27.1,AEMET
B760X,POLLENÇA,BALEARES,45.0,39.8769,3.0242,4.2,litoral,<200,baleares,15 de enero,2 de agosto,25,42,54,43,21,42,4 de junio,26 de septiembre,115,,,0,15 de junio,13 de septiembre,16.02,11.25,27.27,AEMET
B780X,PORT DE POLLENÇA,BALEARES,2.0,39.9094,3.1003,1.2,litoral,<200,baleares,15 de enero,2 de agosto,25,42,54,43,28,42,5 de junio,28 de septiembre,116,,,0,16 de junio,14 de septiembre,15.2,11.81,27.01,AEMET
B800X,"LA MOLA, MAÓ",BALEARES,78.0,39.8761,4.3239,1.3,litoral,<200,baleares,19 de enero,2 de agosto,29,42,30,42,28,42,7 de junio,2 de octubre,118,,,0,19 de junio,17 de septiembre,14.37,12.47,26.85,AEMET
B825B,ES MERCADAL,BALEARES,80.0,39.9906,4.0864,7.7,litoral,<200,baleares,19 de enero,2 de agosto,29,42,36,43,28,41,7 de junio,23 de septiembre,109,,,0,15 de junio,13 de septiembre,15.35,11.35,26.7,AEMET
B860X,CIUTADELLA,BALEARES,20.0,39.9928,3.8539,2.1,litoral,<200,baleares,15 de enero,2 de agosto,25,42,54,44,22,41,5 de junio,27 de septiembre,115,,,0,15 de junio,13 de septiembre,15.65,11.52,27.18,AEMET
B893,"MENORCA, AEROPUERTO",BALEARES,91.0,39.8547,4.2156,2.7,litoral,<200,baleares,16 de enero,2 de agosto,26,42,54,44,25,41,10 de junio,22 de septiembre,105,,,0,17 de junio,15 de septiembre,15.35,10.88,26.23,AEMET
B908X,SANT JOAN DE LABRITJA,BALEARES,110.0,39.0561,1.4925,4.9,litoral,<200,baleares,11 de enero,2 de agosto,21,42,19,44,21,41,11 de junio,19 de septiembre,101,,,0,16 de junio,14 de septiembre,16.17,10.09,26.26,AEMET
0061X,PONTONS,BARCELONA,632.0,41.4169,1.5192,25.3,litoral,500-800,peninsula,11 de enero,1 de agosto,21,41,21,52,26,41,5 de julio,25 de agosto,52,,,0,12 de junio,10 de septiembre,16.56,6.77,23.32,AEMET
0106X,BALSARENY,BARCELONA,361.0,41.8664,1.8725,54.8,interior,200-500,peninsula,11 de enero,1 de agosto,21,41,25,38,21,41,17 de junio,6 de septiembre,82,23 de diciembre,29 de enero,38,12 de junio,10 de septiembre,20.45,4.81,25.26,AEMET
0149D,MANRESA (LA CULLA),BARCELONA,291.0,41.72,1.8403,45.3,interior,200-500,peninsula,12 de enero,1 de agosto,22,41,22,39,21,41,9 de junio,11 de septiembre,95,,,0,11 de junio,9 de septiembre,20.18,6.09,26.28,AEMET
0149X,MANRESA,BARCELONA,291.0,41.72,1.8403,45.3,interior,200-500,peninsula,11 de enero,1 de agosto,21,41,25,38,18,41,10 de junio,10 de septiembre,93,8 de enero,13 de enero,6,11 de junio,9 de septiembre,20.33,5.93,26.27,AEMET
0171X,IGUALADA,BARCELONA,313.0,41.5789,1.6178,41.1,interior,200-500,peninsula,12 de enero,1 de agosto,22,41,25,52,20,41,11 de junio,15 de septiembre,97,,,0,14 de junio,12 de septiembre,18.89,7.0,25.89,AEMET
0320I,PLANOLES,GIRONA,1151.0,42.3169,2.1028,4.6,litoral,800-1200,peninsula,17 de enero,1 de agosto,27,41,27,42,27,41,,,0,3 de enero,4 de febrero,33,11 de junio,9 de septiembre,15.93,4.93,20.86,AEMET
0433D,CABO DE CREUS,GIRONA,75.0,42.3192,3.3156,0.4,litoral,<200,peninsula,16 de enero,1 de agosto,26,41,26,51,24,41,6 de junio,18 de septiembre,105,,,0,12 de junio,10 de septiembre,14.75,11.16,25.91,AEMET
1012P,IRUN,GIPUZKOA,120.0,43.3264,-1.7967,2.0,litoral,<200,peninsula,15 de enero,1 de agosto,25,41,25,41,25,53,,,0,,,0,18 de junio,16 de septiembre,12.57,9.15,21.72,AEMET
1014,"HONDARRIBIA, MALKARROA",GIPUZKOA,4.0,43.3569,-1.7922,0.4,litoral,<200,peninsula,15 de enero,1 de agosto,25,41,24,41,25,53,19 de julio,22 de agosto,35,,,0,17 de junio,15 de septiembre,13.54,8.93,22.48,AEMET
1014A,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,GIPUZKOA,4.0,43.3569,-1.7922,0.4,litoral,<200,peninsula,15 de enero,1 de agosto,25,41,24,41,25,53,13 de julio,26 de agosto,45,,,0,16 de junio,14 de septiembre,13.46,9.33,22.79,AEMET
1021X,"ERRENTERIA, AÑARBE",GIPUZKOA,165.0,43.2139,-1.8789,13.3,litoral,<200,peninsula,15 de enero,1 de agosto,25,41,21,41,27,53,,,0,,,0,15 de junio,13 de septiembre,13.01,8.33,21.35,AEMET
1021Y,ARTICUTZA (AUTOMATICA),NAVARRA,305.0,43.2122,-1.7978,11.2,litoral,200-500,peninsula,13 de enero,1 de agosto,23,41,22,41,23,37,,,0,4 de enero,25 de enero,22,12 de junio,10 de septiembre,14.21,5.47,19.68,AEMET
1033X,ARESO,NAVARRA,520.0,43.085,-1.9508,25.8,litoral,500-800,peninsula,15 de enero,1 de agosto,25,41,25,41,27,53,,,0,,,0,13 de junio,11 de septiembre,13.75,6.09,19.84,AEMET
1041A,ZUMAIA,GIPUZKOA,28.0,43.3022,-2.2511,0.3,litoral,<200,peninsula,14 de enero,1 de agosto,24,41,24,41,27,41,25 de julio,15 de agosto,22,,,0,21 de junio,19 de septiembre,12.04,10.23,22.27,AEMET
1056K,FORUA,BIZKAIA,45.0,43.3425,-2.6711,6.7,litoral,<200,peninsula,11 de enero,1 de agosto,21,41,21,41,27,53,,,0,,,0,19 de junio,17 de septiembre,12.48,8.88,21.36,AEMET
1060X,AMURRIO,ARABA/ALAVA,240.0,43.0503,-3.0056,34.6,interior,200-500,peninsula,13 de enero,1 de agosto,23,41,21,41,25,53,,,0,,,0,14 de junio,12 de septiembre,14.44,7.21,21.65,AEMET
1074C,AMOREBIETA-ETXANO,BIZKAIA,100.0,43.2028,-2.7061,21.5,litoral,<200,peninsula,14 de enero,1 de agosto,24,41,21,41,27,53,,,0,,,0,18 de junio,16 de septiembre,13.0,8.16,21.17,AEMET
1078C,BALMASEDA,BIZKAIA,210.0,43.1806,-3.2097,19.1,litoral,200-500,peninsula,14 de enero,1 de agosto,24,41,21,41,25,53,,,0,,,0,15 de junio,13 de septiembre,13.68,7.55,21.23,AEMET
1109X,SANTANDER AEROPUERTO,CANTABRIA,3.0,43.4286,-3.8314,4.8,litoral,<200,peninsula,11 de enero,1 de agosto,21,41,21,41,27,53,,,0,,,0,20 de junio,18 de septiembre,11.86,9.42,21.28,AEMET
1152C,SAN FELICES DE BUELNA,CANTABRIA,105.0,43.2719,-4.0486,16.7,litoral,<200,peninsula,11 de enero,1 de agosto,21,41,21,41,25,53,,,0,,,0,19 de junio,17 de septiembre,12.34,8.34,20.69,AEMET
2005Y,"VINUESA, QUINTANAREJO",SORIA,1197.0,41.9678,-2.7828,151.9,interior,800-1200,peninsula,15 de enero,1 de agosto,25,41,25,41,27,51,,,0,17 de noviembre,18 de marzo,122,11 de junio,9 de septiembre,17.04,3.21,20.25,AEMET
2017Y,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",SORIA,1260.0,41.9958,-2.4942,145.4,interior,>1200,peninsula,16 de enero,1 de agosto,26,41,25,34,27,40,,,0,15 de noviembre,22 de marzo,128,11 de junio,9 de septiembre,17.27,2.77,20.04,AEMET
2030,SORIA,SORIA,1081.0,41.775,-2.4831,169.8,interior,800-1200,peninsula,15 de enero,1 de agosto,25,41,21,41,27,40,18 de julio,17 de agosto,31,4 de diciembre,7 de febrero,66,11 de junio,9 de septiembre,18.51,4.28,22.79,AEMET
2044B,LUBIA,SORIA,1100.0,41.6006,-2.5075,189.3,interior,800-1200,peninsula,15 de enero,1 de agosto,25,41,24,41,25,40,29 de julio,2 de agosto,5,27 de noviembre,24 de febrero,90,11 de junio,9 de septiembre,18.51,3.59,22.11,AEMET
2048A,MORÓN DE ALMAZÁN,SORIA,978.0,41.4194,-2.4203,208.9,interior,800-1200,peninsula,15 de enero,1 de agosto,25,41,21,41,27,40,28 de julio,2 de agosto,6,26 de noviembre,25 de febrero,92,11 de junio,9 de septiembre,19.04,3.02,22.06,AEMET
2059B,LA RIBA DE ESCALOTE,SORIA,1042.0,41.3497,-2.7833,219.5,interior,800-1200,peninsula,15 de enero,1 de agosto,25,41,21,41,25,40,22 de julio,14 de agosto,24,27 de noviembre,24 de febrero,90,11 de junio,9 de septiembre,19.43,3.07,22.5,AEMET
2096B,LICERAS,SORIA,1150.0,41.3736,-3.2514,219.9,interior,800-1200,peninsula,13 de enero,1 de agosto,23,41,21,51,27,40,18 de julio,17 de agosto,31,29 de noviembre,23 de febrero,87,10 de junio,8 de septiembre,19.25,3.68,22.93,AEMET
2296A,ÓLVEGA,SORIA,1039.0,41.7756,-1.9767,168.7,interior,800-1200,peninsula,18 de enero,1 de agosto,28,41,29,52,27,41,,,0,26 de diciembre,6 de febrero,43,11 de junio,9 de septiembre,17.07,4.41,21.48,AEMET
2302N,MONTERRUBIO DE LA DEMANDA,BURGOS,1197.0,42.1464,-3.1097,133.8,interior,800-1200,peninsula,16 de enero,1 de agosto,26,41,21,41,27,40,,,0,14 de noviembre,22 de marzo,129,11 de junio,9 de septiembre,17.0,2.57,19.57,AEMET
2737E,LAGUNAS DE SOMOZA,LEON,1020.0,42.3775,-6.1967,130.5,interior,800-1200,peninsula,11 de enero,1 de agosto,21,41,20,41,19,50,,,0,26 de noviembre,12 de marzo,107,13 de junio,11 de septiembre,16.8,3.47,20.26,AEMET
3021Y,ZAOREJAS,GUADALAJARA,1250.0,40.7583,-2.1997,204.7,interior,>1200,peninsula,15 de enero,1 de agosto,25,41,24,41,27,40,12 de julio,18 de agosto,38,19 de noviembre,25 de febrero,99,10 de junio,8 de septiembre,20.24,3.09,23.33,AEMET
3094B,TARANCÓN,CUENCA,819.0,40.0119,-3.0214,237.0,interior,800-1200,peninsula,7 de enero,1 de agosto,17,41,18,41,17,40,7 de junio,15 de septiembre,101,,,0,11 de junio,9 de septiembre,21.65,6.49,28.14,AEMET
3110C,BUITRAGO DEL LOZOYA,MADRID,1030.0,41.0069,-3.6139,263.1,interior,800-1200,peninsula,13 de enero,1 de agosto,23,41,20,41,26,40,17 de julio,16 de agosto,31,11 de diciembre,6 de febrero,58,10 de junio,8 de septiembre,18.61,4.1,22.71,AEMET
3130C,SIGÜENZA,GUADALAJARA,1005.0,41.0864,-2.6181,247.0,interior,800-1200,peninsula,14 de enero,1 de agosto,24,41,24,41,27,40,,,0,23 de noviembre,27 de febrero,97,11 de junio,9 de septiembre,18.83,3.16,21.99,AEMET
3140Y,MANDAYONA,GUADALAJARA,990.0,40.985,-2.76,258.1,interior,800-1200,peninsula,16 de enero,1 de agosto,26,41,18,41,27,40,27 de junio,28 de agosto,63,22 de diciembre,2 de febrero,43,11 de junio,9 de septiembre,20.05,4.76,24.81,AEMET
4090Y,SAN CLEMENTE,CUENCA,728.0,39.4167,-2.4206,180.4,interior,500-800,peninsula,9 de enero,1 de agosto,19,41,18,41,20,34,12 de junio,9 de septiembre,90,27 de diciembre,27 de enero,32,11 de junio,9 de septiembre,22.0,4.93,26.93,AEMET
4148,VISO DEL MARQUÉS,CIUDAD REAL,804.0,38.5181,-3.5667,196.6,interior,800-1200,peninsula,13 de enero,1 de agosto,23,41,21,41,27,40,9 de junio,12 de septiembre,96,7 de enero,19 de enero,13,11 de junio,9 de septiembre,22.06,5.89,27.95,AEMET
5192,VILLARRODRIGO,JAEN,862.0,38.4892,-2.6375,151.1,interior,800-1200,peninsula,20 de enero,1 de agosto,30,41,30,41,27,34,3 de junio,24 de septiembre,114,,,0,13 de junio,11 de septiembre,20.91,7.71,28.62,AEMET
5582A,LOJA,GRANADA,760.0,37.1611,-4.1528,46.2,interior,500-800,peninsula,13 de enero,1 de agosto,23,41,23,41,29,40,30 de mayo,30 de septiembre,124,,,0,12 de junio,10 de septiembre,20.24,8.95,29.2,AEMET
5598X,BENAMEJÍ,CORDOBA,465.0,37.2308,-4.5478,57.4,interior,200-500,peninsula,13 de enero,1 de agosto,23,41,23,41,27,40,31 de mayo,30 de septiembre,123,,,0,13 de junio,11 de septiembre,19.32,9.42,28.74,AEMET
5612X,LORA DE ESTEPA,SEVILLA,450.0,37.2703,-4.8269,71.5,interior,200-500,peninsula,13 de enero,1 de agosto,23,41,24,52,27,40,31 de mayo,30 de septiembre,123,,,0,13 de junio,11 de septiembre,18.87,9.58,28.45,AEMET
6100B,ANTEQUERA AYUNTAMIENTO (AUTOMÁTICA THIES),MALAGA,515.0,37.0239,-4.5625,36.1,interior,500-800,peninsula,20 de enero,1 de agosto,30,41,31,41,29,34,29 de mayo,4 de octubre,129,,,0,12 de junio,10 de septiembre,19.58,9.85,29.43,AEMET
6106X,ANTEQUERA,MALAGA,408.0,37.0294,-4.7483,45.7,interior,200-500,peninsula,6 de enero,1 de agosto,16,41,15,52,20,43,5 de junio,22 de septiembre,110,,,0,13 de junio,11 de septiembre,19.48,8.38,27.86,AEMET
6281X,VÁLOR,GRANADA,1020.0,37.0053,-3.0714,27.6,litoral,800-1200,peninsula,8 de enero,1 de agosto,18,41,18,43,18,35,8 de junio,19 de septiembre,104,,,0,13 de junio,11 de septiembre,18.32,9.43,27.75,AEMET
8005X,FONTANARS DELS ALFORINS,VALENCIA,622.0,38.78,-0.7958,52.1,interior,500-800,peninsula,9 de enero,1 de agosto,19,41,18,43,26,34,19 de junio,6 de septiembre,80,,,0,13 de junio,11 de septiembre,18.33,7.2,25.53,AEMET
8210Y,SALVACAÑETE,CUENCA,1160.0,40.1031,-1.5036,118.7,interior,800-1200,peninsula,7 de enero,1 de agosto,17,41,15,53,29,34,,,0,24 de noviembre,25 de febrero,94,11 de junio,9 de septiembre,18.36,3.49,21.85,AEMET
8458X,CEDRILLAS,TERUEL,1380.0,40.4306,-0.8494,87.7,interior,>1200,peninsula,16 de enero,1 de agosto,26,41,21,41,28,41,,,0,16 de noviembre,22 de marzo,127,11 de junio,9 de septiembre,18.69,2.24,20.93,AEMET
8486X,MOSQUERUELA,TERUEL,1515.0,40.3625,-0.4544,55.8,interior,>1200,peninsula,19 de enero,1 de agosto,29,41,29,41,29,40,,,0,19 de noviembre,22 de marzo,124,11 de junio,9 de septiembre,17.65,3.31,20.96,AEMET
8489X,VILLAFRANCA DEL CID/VILAFRANCA,CASTELLON,1130.0,40.4333,-0.2556,47.8,interior,800-1200,peninsula,19 de enero,1 de agosto,29,41,29,41,29,42,,,0,23 de diciembre,22 de febrero,62,11 de junio,9 de septiembre,17.31,4.39,21.69,AEMET
8520X,LA POBLA DE BENIFASSÀ-FREDES,CASTELLON,1165.0,40.6936,0.1653,33.9,interior,800-1200,peninsula,18 de enero,1 de agosto,28,41,29,41,28,42,,,0,22 de diciembre,12 de marzo,81,11 de junio,9 de septiembre,16.7,3.92,20.62,AEMET
9001D,REINOSA,CANTABRIA,870.0,42.9919,-4.1606,44.3,interior,800-1200,peninsula,13 de enero,1 de agosto,23,41,20,41,25,52,,,0,22 de noviembre,27 de febrero,98,12 de junio,10 de septiembre,14.4,3.48,17.88,AEMET
9016X,"VALDERREDIBLE, CUBILLO DE EBRO",CANTABRIA,770.0,42.8097,-4.0322,65.8,interior,500-800,peninsula,11 de enero,1 de agosto,21,41,26,41,21,52,,,0,3 de diciembre,21 de febrero,81,11 de junio,9 de septiembre,16.15,4.04,20.2,AEMET
9019B,"VALDERREDIBLE, POLIENTES",CANTABRIA,720.0,42.8061,-3.9339,68.2,interior,500-800,peninsula,13 de enero,1 de agosto,23,41,26,41,21,52,,,0,23 de diciembre,5 de febrero,45,11 de junio,9 de septiembre,16.25,4.57,20.82,AEMET
9031C,BRIVIESCA,BURGOS,730.0,42.5594,-3.3089,88.6,interior,500-800,peninsula,13 de enero,1 de agosto,23,41,24,41,21,40,,,0,23 de diciembre,6 de febrero,46,11 de junio,9 de septiembre,16.85,4.52,21.37,AEMET
9051,MEDINA DE POMAR,BURGOS,580.0,42.92,-3.4828,54.1,interior,500-800,peninsula,10 de enero,1 de agosto,20,41,24,41,18,41,,,0,28 de diciembre,27 de enero,31,11 de junio,9 de septiembre,16.38,5.12,21.49,AEMET
9060X,LALASTRA,ARABA/ALAVA,910.0,42.8753,-3.2317,53.0,interior,800-1200,peninsula,21 de enero,1 de agosto,31,41,23,41,31,53,,,0,27 de noviembre,23 de febrero,89,11 de junio,9 de septiembre,15.42,3.74,19.15,AEMET
9069C,MIRANDA DE EBRO,BURGOS,460.0,42.6872,-2.9606,74.8,interior,200-500,peninsula,13 de enero,1 de agosto,23,41,30,41,20,40,13 de julio,23 de agosto,42,,,0,11 de junio,9 de septiembre,16.99,6.14,23.13,AEMET
9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660.0,42.8297,-2.3597,52.3,interior,500-800,peninsula,15 de enero,1 de agosto,25,41,25,41,23,41,,,0,26 de diciembre,1 de febrero,38,12 de junio,10 de septiembre,15.9,4.75,20.65,AEMET
9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513.0,42.8819,-2.735,54.3,interior,500-800,peninsula,11 de enero,1 de agosto,21,41,24,41,20,53,,,0,30 de diciembre,28 de enero,30,12 de junio,10 de septiembre,15.69,5.25,20.94,AEMET
9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,513.0,42.8719,-2.7328,55.2,interior,500-800,peninsula,11 de enero,1 de agosto,21,41,24,41,20,53,,,0,29 de diciembre,30 de enero,33,12 de junio,10 de septiembre,15.85,5.09,20.94,AEMET
9111,BELORADO,BURGOS,820.0,42.4211,-3.1703,103.3,interior,800-1200,peninsula,21 de enero,1 de agosto,31,41,31,41,31,40,,,0,27 de diciembre,7 de febrero,43,13 de junio,11 de septiembre,16.66,4.69,21.35,AEMET
9122I,LABASTIDA,ARABA/ALAVA,612.0,42.6039,-2.7767,84.2,interior,500-800,peninsula,10 de enero,1 de agosto,20,41,21,41,20,40,22 de julio,17 de agosto,27,4 de enero,24 de enero,21,11 de junio,9 de septiembre,17.07,5.51,22.59,AEMET
9136X,"ANGUIANO, VALVANERA",LA RIOJA,1006.0,42.2308,-2.8711,125.7,interior,800-1200,peninsula,10 de enero,1 de agosto,20,41,26,41,20,41,,,0,26 de noviembre,23 de febrero,90,11 de junio,9 de septiembre,16.81,3.5,20.31,AEMET
9141V,NÁJERA,LA RIOJA,500.0,42.4142,-2.7267,102.7,interior,500-800,peninsula,10 de enero,1 de agosto,20,41,21,41,20,40,28 de junio,24 de agosto,58,4 de enero,20 de enero,17,10 de junio,8 de septiembre,18.08,5.59,23.67,AEMET
9145X,LEZA,ARABA/ALAVA,575.0,42.5672,-2.6328,84.2,interior,500-800,peninsula,10 de enero,1 de agosto,20,41,24,41,20,40,25 de julio,14 de agosto,21,29 de diciembre,28 de enero,31,10 de junio,8 de septiembre,17.14,5.23,22.37,AEMET
9145Y,CENICERO,LA RIOJA,429.0,42.4828,-2.6394,93.5,interior,200-500,peninsula,10 de enero,1 de agosto,20,41,24,41,19,40,24 de junio,27 de agosto,65,7 de enero,16 de enero,10,9 de junio,7 de septiembre,18.35,5.83,24.18,AEMET
9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353.0,42.4522,-2.3311,93.9,interior,200-500,peninsula,9 de enero,1 de agosto,19,41,24,41,19,40,21 de junio,1 de septiembre,73,,,0,10 de junio,8 de septiembre,18.53,6.06,24.6,AEMET
9171K,LOS ARCOS,NAVARRA,470.0,42.5703,-2.1839,80.0,interior,200-500,peninsula,10 de enero,1 de agosto,20,41,21,41,20,41,25 de junio,31 de agosto,68,,,0,11 de junio,9 de septiembre,18.19,6.14,24.33,AEMET
9178X,CAMPEZO/KANPEZU,ARABA/ALAVA,570.0,42.6706,-2.3461,70.0,interior,500-800,peninsula,11 de enero,1 de agosto,21,41,24,41,20,40,25 de julio,14 de agosto,21,23 de diciembre,1 de febrero,41,10 de junio,8 de septiembre,17.54,4.86,22.41,AEMET
9188,ENCISO,LA RIOJA,855.0,42.1494,-2.2733,127.0,interior,800-1200,peninsula,14 de enero,1 de agosto,24,41,21,41,25,40,,,0,26 de diciembre,3 de febrero,40,11 de junio,9 de septiembre,16.77,4.75,21.53,AEMET
9207,"VALLE DE HECHO, HECHO",HUESCA,860.0,42.7406,-0.7506,99.1,interior,800-1200,peninsula,15 de enero,1 de agosto,25,41,24,41,20,41,,,0,28 de noviembre,21 de febrero,86,11 de junio,9 de septiembre,17.7,3.99,21.69,AEMET
9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025.0,42.7086,-0.6728,106.3,interior,800-1200,peninsula,17 de enero,1 de agosto,27,41,29,41,27,41,22 de julio,17 de agosto,27,2 de enero,2 de febrero,32,11 de junio,9 de septiembre,17.75,4.95,22.7,AEMET
9211F,"BAILO, PUYALTO",HUESCA,722.0,42.5142,-0.8172,113.2,interior,500-800,peninsula,15 de enero,1 de agosto,25,41,24,41,20,41,2 de julio,24 de agosto,54,24 de diciembre,2 de febrero,41,10 de junio,8 de septiembre,19.12,4.68,23.79,AEMET
9218A,ISABA/IZABA,NAVARRA,838.0,42.8625,-0.9247,79.6,interior,800-1200,peninsula,16 de enero,1 de agosto,26,41,25,41,22,41,,,0,26 de noviembre,22 de febrero,89,10 de junio,8 de septiembre,17.27,3.76,21.03,AEMET
9228J,OROZ-BETELU/OROTZ-BETELU,NAVARRA,635.0,42.8961,-1.3003,55.4,interior,500-800,peninsula,15 de enero,1 de agosto,25,41,25,40,25,41,,,0,22 de diciembre,4 de febrero,45,11 de junio,9 de septiembre,17.16,4.51,21.67,AEMET
9228T,RONCESVALLES/ORREAGA,NAVARRA,947.0,43.0078,-1.3256,44.5,interior,800-1200,peninsula,16 de enero,1 de agosto,26,41,26,41,27,41,,,0,20 de noviembre,14 de marzo,115,11 de junio,9 de septiembre,14.97,3.07,18.04,AEMET
9238X,NAVASCUÉS/NABASKOZE,NAVARRA,612.0,42.7175,-1.1172,80.3,interior,500-800,peninsula,11 de enero,1 de agosto,21,41,25,41,20,41,25 de julio,13 de agosto,20,27 de noviembre,10 de febrero,76,10 de junio,8 de septiembre,18.98,3.36,22.34,AEMET
9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626.0,42.4908,-1.2133,98.3,interior,500-800,peninsula,14 de enero,1 de agosto,24,41,24,41,20,40,29 de junio,24 de agosto,57,28 de diciembre,28 de enero,32,10 de junio,8 de septiembre,18.57,5.03,23.59,AEMET
9245X,CÁSEDA,NAVARRA,440.0,42.5214,-1.3664,90.7,interior,200-500,peninsula,9 de enero,1 de agosto,19,41,24,41,18,41,19 de junio,2 de septiembre,76,29 de diciembre,24 de enero,27,10 de junio,8 de septiembre,19.92,5.18,25.1,AEMET
9252X,OLITE/ERRIBERRI,NAVARRA,390.0,42.4892,-1.6556,90.2,interior,200-500,peninsula,9 de enero,1 de agosto,19,41,24,41,19,40,24 de junio,27 de agosto,65,3 de enero,20 de enero,18,10 de junio,8 de septiembre,18.61,5.5,24.11,AEMET
9257X,"ESTERIBAR, EMBALSE DE EUGI",NAVARRA,615.0,42.9706,-1.5169,39.5,interior,500-800,peninsula,14 de enero,1 de agosto,24,41,25,41,20,51,,,0,30 de noviembre,6 de febrero,69,11 de junio,9 de septiembre,16.69,4.0,20.69,AEMET
