indicativo,nombre,provincia,altitud_m,lat,lon,dist_costa_km,grupo_costa,franja_altitud,region,dia_mas_frio,dia_mas_calido,desfase_invierno_dias,desfase_verano_dias,desfase_invierno_tmin,desfase_verano_tmin,desfase_invierno_tmax,desfase_verano_tmax,verano_termico_ini,verano_termico_fin,verano_termico_dias,invierno_termico_ini,invierno_termico_fin,invierno_termico_dias,cuartil_calido_ini,cuartil_calido_fin,amplitud_anual_c,tmed_min_c,tmed_max_c,fuente
7002Y,ÁGUILAS,MURCIA,32.0,37.4172,-1.5869,1.7,litoral,<200,peninsula,14 de enero,13 de agosto,24,53,24,52,24,43,29 de mayo,11 de octubre,136,,,0,20 de junio,18 de septiembre,14.83,13.02,27.85,AEMET
7031X,SAN JAVIER AEROPUERTO,MURCIA,4.0,37.7783,-0.8058,0.4,litoral,<200,peninsula,9 de enero,13 de agosto,19,53,16,52,21,43,3 de junio,6 de octubre,126,,,0,20 de junio,18 de septiembre,15.94,11.6,27.54,AEMET
9001S,ALTO CAMPOO,CANTABRIA,1650.0,43.0367,-4.3744,39.3,interior,>1200,peninsula,19 de enero,13 de agosto,29,53,31,48,28,53,,,0,3 de noviembre,22 de abril,171,13 de junio,11 de septiembre,13.64,1.81,15.45,AEMET
9012E,SANTA GADEA DE ALFOZ,BURGOS,915.0,42.9514,-3.9572,52.3,interior,800-1200,peninsula,15 de enero,13 de agosto,25,53,26,41,27,53,,,0,28 de noviembre,23 de febrero,88,13 de junio,11 de septiembre,14.64,3.85,18.49,AEMET
C316I,ARURE,SANTA CRUZ DE TENERIFE,916.0,28.1283,-17.315,2.5,litoral,800-1200,canarias,13 de marzo,13 de agosto,82,53,76,53,30,49,12 de julio,1 de septiembre,52,,,0,3 de julio,1 de octubre,10.55,13.05,23.6,AEMET
0073X,SITGES,BARCELONA,58.0,41.2439,1.8525,0.5,litoral,<200,peninsula,16 de enero,12 de agosto,26,52,26,52,26,49,13 de junio,17 de septiembre,97,,,0,16 de junio,14 de septiembre,15.48,10.16,25.64,AEMET
1002Y,"BAZTAN, IRURITA",NAVARRA,183.0,43.1358,-1.5431,22.2,litoral,<200,peninsula,12 de enero,12 de agosto,22,52,21,41,25,53,,,0,,,0,11 de junio,9 de septiembre,15.4,6.5,21.9,AEMET
1010X,BERA,NAVARRA,54.0,43.2786,-1.6758,3.1,litoral,<200,peninsula,15 de enero,12 de agosto,25,52,21,41,25,53,,,0,,,0,14 de junio,12 de septiembre,13.94,7.84,21.77,AEMET
1037X,LEGAZPI,GIPUZKOA,460.0,43.0517,-2.3372,27.6,litoral,200-500,peninsula,15 de enero,12 de agosto,25,52,25,41,25,52,,,0,,,0,13 de junio,11 de septiembre,13.99,6.19,20.19,AEMET
1038X,AZPEITIA,GIPUZKOA,180.0,43.1725,-2.2672,14.2,litoral,<200,peninsula,15 de enero,12 de agosto,25,52,24,41,25,53,,,0,,,0,18 de junio,14 de septiembre,13.25,8.06,21.3,AEMET
1064L,"OROZKO, IBARRA",BIZKAIA,270.0,43.0964,-2.8603,32.7,interior,200-500,peninsula,15 de enero,12 de agosto,25,52,24,41,23,57,,,0,,,0,19 de junio,17 de septiembre,13.75,7.44,21.2,AEMET
1082,BILBAO AEROPUERTO,BIZKAIA,42.0,43.2981,-2.9064,12.7,litoral,<200,peninsula,14 de enero,12 de agosto,24,52,21,41,27,53,11 de agosto,14 de agosto,4,,,0,19 de junio,17 de septiembre,12.73,9.32,22.05,AEMET
1207U,"GIJÓN, CAMPUS",ASTURIAS,26.0,43.5231,-5.6211,3.0,litoral,<200,peninsula,21 de enero,12 de agosto,31,52,21,37,31,52,,,0,,,0,20 de junio,18 de septiembre,11.64,8.94,20.57,AEMET
1208H,"GIJÓN, PUERTO",ASTURIAS,5.0,43.5597,-5.7008,0.9,litoral,<200,peninsula,21 de enero,12 de agosto,31,52,30,50,31,52,,,0,,,0,23 de junio,21 de septiembre,10.24,10.95,21.19,AEMET
1210X,CABO PEÑAS,ASTURIAS,100.0,43.6558,-5.8486,0.7,litoral,<200,peninsula,27 de enero,12 de agosto,37,52,37,52,34,52,,,0,,,0,24 de junio,22 de septiembre,9.82,10.38,20.2,AEMET
1226X,"ALLER, FELECHOSA",ASTURIAS,750.0,43.0953,-5.4769,46.6,interior,500-800,peninsula,13 de enero,12 de agosto,23,52,31,34,23,52,,,0,4 de enero,28 de enero,25,12 de junio,10 de septiembre,13.59,5.42,19.01,AEMET
1276F,POLA DE SOMIEDO,ASTURIAS,670.0,43.1,-6.2569,50.3,interior,500-800,peninsula,21 de enero,12 de agosto,31,52,31,34,25,52,,,0,,,0,13 de junio,11 de septiembre,13.28,6.15,19.43,AEMET
1297E,CERVANTES,LUGO,1020.0,42.7686,-7.0175,86.9,interior,800-1200,peninsula,17 de enero,12 de agosto,27,52,34,54,27,52,,,0,4 de enero,31 de enero,28,18 de junio,15 de septiembre,13.92,5.42,19.34,AEMET
1302F,DEGAÑA,ASTURIAS,1310.0,42.9553,-6.4725,65.0,interior,>1200,peninsula,17 de enero,12 de agosto,27,52,33,55,27,49,,,0,15 de noviembre,24 de marzo,130,12 de junio,10 de septiembre,14.32,3.18,17.5,AEMET
1309C,"IBIAS, SAN ANTOLIN",ASTURIAS,780.0,43.0275,-6.885,58.5,interior,500-800,peninsula,20 de enero,12 de agosto,30,52,34,53,25,49,,,0,,,0,19 de junio,16 de septiembre,13.81,6.38,20.19,AEMET
1354C,FERROL,A CORUÑA,4.0,43.4764,-8.2622,4.2,litoral,<200,peninsula,16 de enero,12 de agosto,26,52,30,49,26,53,,,0,,,0,23 de junio,21 de septiembre,10.32,10.64,20.95,AEMET
1387,A CORUÑA,A CORUÑA,57.0,43.3658,-8.4214,1.6,litoral,<200,peninsula,20 de enero,12 de agosto,30,52,30,49,27,53,,,0,,,0,26 de junio,24 de septiembre,9.2,11.25,20.46,AEMET
1400,FISTERRA,A CORUÑA,230.0,42.9247,-9.2914,0.5,litoral,200-500,peninsula,23 de enero,12 de agosto,33,52,36,53,30,74,,,0,,,0,29 de junio,27 de septiembre,8.43,10.4,18.83,AEMET
1406X,MAZARICOS,A CORUÑA,340.0,42.9353,-8.9936,12.5,litoral,200-500,peninsula,10 de enero,12 de agosto,20,52,30,49,20,52,,,0,,,0,19 de junio,17 de septiembre,11.07,8.28,19.35,AEMET
1410X,SOBRADO,A CORUÑA,500.0,43.0378,-8.0222,46.4,interior,500-800,peninsula,15 de enero,12 de agosto,25,52,20,32,25,52,,,0,,,0,19 de junio,17 de septiembre,12.17,6.9,19.07,AEMET
1428,SANTIAGO DE COMPOSTELA AEROPUERTO,A CORUÑA,370.0,42.8881,-8.4106,42.1,interior,200-500,peninsula,14 de enero,12 de agosto,24,52,30,49,23,52,,,0,,,0,20 de junio,18 de septiembre,12.02,7.99,20.01,AEMET
1446X,MONTERROSO,LUGO,680.0,42.8097,-7.7683,79.0,interior,500-800,peninsula,15 de enero,12 de agosto,25,52,25,52,23,52,,,0,,,0,19 de junio,17 de septiembre,13.54,6.69,20.23,AEMET
1455I,RODEIRO-VILAMAIOR,PONTEVEDRA,645.0,42.7111,-7.9539,66.6,interior,500-800,peninsula,15 de enero,12 de agosto,25,52,36,36,25,52,,,0,,,0,18 de junio,16 de septiembre,12.99,6.11,19.1,AEMET
1465U,LALIN-CRISTIMIL,PONTEVEDRA,463.0,42.6656,-8.1925,49.0,interior,200-500,peninsula,15 de enero,12 de agosto,25,52,31,35,23,52,,,0,,,0,19 de junio,17 de septiembre,12.67,7.49,20.16,AEMET
1466A,SILLEDA,PONTEVEDRA,435.0,42.7008,-8.2578,44.2,interior,200-500,peninsula,15 de enero,12 de agosto,25,52,30,52,25,52,,,0,,,0,22 de junio,20 de septiembre,12.76,8.58,21.34,AEMET
1475X,SANTIAGO DE COMPOSTELA,A CORUÑA,240.0,42.8761,-8.5558,33.0,interior,200-500,peninsula,10 de enero,12 de agosto,20,52,20,49,23,52,,,0,,,0,20 de junio,18 de septiembre,11.87,9.34,21.22,AEMET
1521X,BECERREÁ,LUGO,1080.0,42.8639,-7.1853,76.5,interior,800-1200,peninsula,21 de enero,12 de agosto,31,52,34,53,27,52,,,0,22 de diciembre,27 de febrero,68,18 de junio,15 de septiembre,13.47,4.63,18.09,AEMET
1542,PUERTO DE LEITARIEGOS,ASTURIAS,1530.0,42.9942,-6.4142,60.9,interior,>1200,peninsula,16 de enero,12 de agosto,26,52,31,53,25,52,,,0,5 de noviembre,5 de abril,152,15 de junio,11 de septiembre,13.78,2.07,15.84,AEMET
1631E,A POBRA DE TRIVES,OURENSE,840.0,42.3394,-7.2825,78.3,interior,800-1200,peninsula,10 de enero,12 de agosto,20,52,20,34,19,52,,,0,25 de diciembre,30 de enero,37,12 de junio,10 de septiembre,15.27,5.09,20.36,AEMET
1639X,CHANDREXA DE QUEIXA,OURENSE,990.0,42.2603,-7.3836,68.0,interior,800-1200,peninsula,15 de enero,12 de agosto,25,52,30,54,22,52,,,0,4 de diciembre,4 de febrero,63,17 de junio,13 de septiembre,14.47,4.64,19.11,AEMET
1658,FOLGOSO DO COUREL,LUGO,612.0,42.5886,-7.1917,96.6,interior,500-800,peninsula,10 de enero,12 de agosto,20,52,31,34,22,52,,,0,,,0,17 de junio,12 de septiembre,13.84,6.41,20.25,AEMET
1696O,BEARIZ,OURENSE,610.0,42.4681,-8.2781,36.6,interior,500-800,peninsula,10 de enero,12 de agosto,20,52,30,35,22,52,,,0,7 de enero,13 de enero,7,16 de junio,13 de septiembre,13.54,5.95,19.49,AEMET
1700X,O CARBALLIÑO,OURENSE,400.0,42.4214,-8.0925,32.5,interior,200-500,peninsula,8 de enero,12 de agosto,18,52,20,34,11,52,22 de julio,17 de agosto,27,,,0,15 de junio,13 de septiembre,15.57,6.74,22.31,AEMET
1719,A CAÑIZA,PONTEVEDRA,560.0,42.2181,-8.2811,9.1,litoral,500-800,peninsula,10 de enero,12 de agosto,20,52,20,52,21,52,,,0,,,0,21 de junio,19 de septiembre,13.03,7.73,20.76,AEMET
1723X,"PONTEAREAS, CANEDO",PONTEVEDRA,90.0,42.1822,-8.4928,10.4,litoral,<200,peninsula,10 de enero,12 de agosto,20,52,25,33,20,52,13 de julio,24 de agosto,43,,,0,18 de junio,16 de septiembre,14.04,8.84,22.87,AEMET
1738U,MUIÑOS,OURENSE,730.0,41.9342,-7.9889,24.8,litoral,500-800,peninsula,11 de enero,12 de agosto,21,52,20,33,22,52,,,0,,,0,17 de junio,15 de septiembre,14.55,6.32,20.88,AEMET
2235U,CERVERA DE PISUERGA,PALENCIA,1140.0,42.8706,-4.52,57.8,interior,800-1200,peninsula,15 de enero,12 de agosto,25,52,26,41,25,52,,,0,24 de noviembre,26 de febrero,95,11 de junio,9 de septiembre,16.06,3.92,19.99,AEMET
5656,FUENTES DE ANDALUCÍA,SEVILLA,165.0,37.4972,-5.4331,111.2,interior,<200,peninsula,14 de enero,12 de agosto,24,52,24,52,23,47,20 de mayo,12 de octubre,146,,,0,16 de junio,14 de septiembre,19.28,10.49,29.78,AEMET
5790Y,"SEVILLA, TABLADA",SEVILLA,9.0,37.3642,-6.0058,62.4,interior,<200,peninsula,14 de enero,12 de agosto,24,52,24,53,24,48,15 de mayo,16 de octubre,155,,,0,17 de junio,15 de septiembre,17.5,11.68,29.17,AEMET
5796,MORÓN DE LA FRONTERA,SEVILLA,87.0,37.1644,-5.6114,78.9,interior,<200,peninsula,13 de enero,12 de agosto,23,52,23,53,24,47,25 de mayo,11 de octubre,140,,,0,17 de junio,15 de septiembre,18.34,10.67,29.01,AEMET
5858X,ALMONTE,HUELVA,5.0,36.9886,-6.4431,6.0,litoral,<200,peninsula,14 de enero,12 de agosto,24,52,23,53,25,52,12 de junio,27 de septiembre,108,,,0,20 de junio,18 de septiembre,14.57,10.69,25.26,AEMET
5891X,LAS CABEZAS DE SAN JUAN,SEVILLA,105.0,36.9533,-5.8467,50.9,interior,<200,peninsula,15 de enero,12 de agosto,25,52,24,52,25,52,25 de mayo,10 de octubre,139,,,0,17 de junio,15 de septiembre,17.35,11.09,28.44,AEMET
5906X,CHIPIONA,CADIZ,10.0,36.75,-6.4006,0.8,litoral,<200,peninsula,14 de enero,12 de agosto,24,52,24,53,25,52,7 de junio,30 de septiembre,116,,,0,19 de junio,17 de septiembre,13.36,11.76,25.12,AEMET
5910,"ROTA, BASE NAVAL",CADIZ,21.0,36.6389,-6.3325,2.1,litoral,<200,peninsula,13 de enero,12 de agosto,23,52,23,53,25,52,2 de junio,6 de octubre,127,,,0,19 de junio,17 de septiembre,14.64,11.6,26.25,AEMET
5941X,EL BOSQUE,CADIZ,295.0,36.7294,-5.5122,45.4,interior,200-500,peninsula,13 de enero,12 de agosto,23,52,23,52,29,47,7 de junio,2 de octubre,118,,,0,18 de junio,16 de septiembre,16.87,10.67,27.54,AEMET
5950X,SAN JOSÉ DEL VALLE,CADIZ,105.0,36.6639,-5.7833,41.8,interior,<200,peninsula,14 de enero,12 de agosto,24,52,23,52,26,46,27 de mayo,13 de octubre,140,,,0,19 de junio,17 de septiembre,16.43,12.05,28.49,AEMET
5972X,SAN FERNANDO,CADIZ,28.0,36.4656,-6.2056,3.5,litoral,<200,peninsula,14 de enero,12 de agosto,24,52,23,52,27,52,31 de mayo,14 de octubre,137,,,0,23 de junio,21 de septiembre,13.36,12.9,26.25,AEMET
5973,CÁDIZ,CADIZ,2.0,36.4997,-6.2578,1.1,litoral,<200,peninsula,14 de enero,12 de agosto,24,52,23,52,27,52,31 de mayo,12 de octubre,135,,,0,23 de junio,21 de septiembre,12.65,13.3,25.95,AEMET
5983X,MEDINA SIDONIA,CADIZ,70.0,36.4061,-5.9203,21.3,litoral,<200,peninsula,14 de enero,12 de agosto,24,52,23,52,29,51,8 de junio,5 de octubre,120,,,0,21 de junio,19 de septiembre,15.7,11.38,27.09,AEMET
5995B,VEJER DE LA FRONTERA,CADIZ,183.0,36.2453,-5.9653,6.2,litoral,<200,peninsula,19 de enero,12 de agosto,29,52,31,52,29,51,8 de junio,5 de octubre,120,,,0,23 de junio,21 de septiembre,13.57,12.83,26.4,AEMET
5996B,BARBATE,CADIZ,4.0,36.1847,-5.9094,0.6,litoral,<200,peninsula,14 de enero,12 de agosto,24,52,23,53,29,52,7 de junio,6 de octubre,122,,,0,20 de junio,18 de septiembre,13.28,12.63,25.91,AEMET
6213X,NERJA,MALAGA,169.0,36.7628,-3.8453,1.5,litoral,<200,peninsula,15 de enero,12 de agosto,25,52,23,53,20,43,5 de junio,7 de octubre,125,,,0,21 de junio,19 de septiembre,12.97,13.82,26.79,AEMET
6291B,EL EJIDO,ALMERIA,98.0,36.7747,-2.8131,7.9,litoral,<200,peninsula,9 de enero,12 de agosto,19,52,19,53,27,40,22 de mayo,14 de octubre,146,,,0,18 de junio,16 de septiembre,14.4,14.24,28.64,AEMET
6293X,ROQUETAS DE MAR,ALMERIA,3.0,36.6869,-2.7017,0.4,litoral,<200,peninsula,13 de enero,12 de agosto,23,52,11,51,30,52,11 de junio,29 de septiembre,111,,,0,21 de junio,19 de septiembre,14.04,12.09,26.13,AEMET
8036Y,BENIDORM,ALICANTE,36.0,38.5436,-0.1378,1.5,litoral,<200,peninsula,20 de enero,12 de agosto,30,52,30,51,30,40,2 de junio,3 de octubre,124,,,0,17 de junio,15 de septiembre,15.53,11.93,27.46,AEMET
C117A,PUNTAGORDA,SANTA CRUZ DE TENERIFE,684.0,28.7606,-17.9856,1.4,litoral,500-800,canarias,25 de enero,12 de agosto,35,52,35,53,31,51,30 de julio,1 de septiembre,34,,,0,7 de julio,5 de octubre,8.95,14.11,23.06,AEMET
C117Z,TIJARAFE,SANTA CRUZ DE TENERIFE,733.0,28.6747,-17.9367,2.1,litoral,500-800,canarias,21 de enero,12 de agosto,31,52,77,53,27,51,22 de julio,3 de septiembre,44,,,0,4 de julio,14 de septiembre,8.98,14.49,23.47,AEMET
C428T,ARICO,SANTA CRUZ DE TENERIFE,418.0,28.1808,-16.4833,5.2,litoral,200-500,canarias,24 de enero,12 de agosto,34,52,81,57,29,51,12 de julio,13 de septiembre,64,,,0,10 de julio,8 de octubre,7.0,16.4,23.4,AEMET
C439J,GÜÍMAR,SANTA CRUZ DE TENERIFE,115.0,28.3183,-16.3822,1.2,litoral,<200,canarias,24 de enero,12 de agosto,34,52,50,56,26,51,20 de junio,23 de octubre,126,,,0,5 de julio,3 de octubre,7.04,17.39,24.42,AEMET
C446G,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",SANTA CRUZ DE TENERIFE,868.0,28.5264,-16.2803,4.2,litoral,800-1200,canarias,25 de enero,12 de agosto,35,52,34,52,35,52,9 de agosto,18 de agosto,10,,,0,11 de julio,9 de octubre,9.36,12.78,22.14,AEMET
C449C,STA.CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,36.0,28.4633,-16.2553,0.6,litoral,<200,canarias,24 de enero,12 de agosto,34,52,48,56,33,48,15 de mayo,16 de noviembre,186,,,0,4 de julio,2 de octubre,7.54,18.96,26.49,AEMET
C628B,"LA ALDEA DE SAN NICOLÁS, TASARTE",LAS PALMAS,318.0,27.9089,-15.77,5.0,litoral,200-500,canarias,16 de enero,12 de agosto,26,52,26,52,28,51,21 de mayo,8 de noviembre,172,,,0,2 de julio,30 de septiembre,9.36,17.95,27.31,AEMET
C648N,"TELDE, CENTRO FORESTAL DORAMAS",LAS PALMAS,344.0,27.9875,-15.4578,7.4,litoral,200-500,canarias,24 de enero,12 de agosto,34,52,34,57,32,52,28 de junio,12 de octubre,107,,,0,3 de julio,1 de octubre,9.11,15.97,25.07,AEMET
C656V,TEROR,LAS PALMAS,683.0,28.0753,-15.5472,8.1,litoral,500-800,canarias,24 de enero,12 de agosto,34,52,48,57,31,51,,,0,,,0,8 de julio,6 de octubre,8.15,13.45,21.6,AEMET
C665T,VALLESECO,LAS PALMAS,900.0,28.0656,-15.5656,9.4,litoral,800-1200,canarias,23 de enero,12 de agosto,33,52,61,52,31,52,6 de agosto,24 de agosto,19,,,0,4 de julio,2 de octubre,9.94,12.74,22.68,AEMET
C925F,"SAN ANDRÉS, VALVERDE",SANTA CRUZ DE TENERIFE,1070.0,27.7689,-17.9603,4.4,litoral,800-1200,canarias,23 de enero,12 de agosto,33,52,50,50,31,52,,,0,,,0,4 de julio,14 de septiembre,11.29,10.42,21.71,AEMET
0042Y,TARRAGONA,TARRAGONA,55.0,41.1239,1.2492,1.5,litoral,<200,peninsula,11 de enero,11 de agosto,21,51,23,41,21,49,10 de junio,24 de septiembre,107,,,0,17 de junio,15 de septiembre,15.5,10.85,26.35,AEMET
1223P,"LENA, RONZÓN",ASTURIAS,370.0,43.1328,-5.8228,47.8,interior,200-500,peninsula,10 de enero,11 de agosto,20,51,20,35,25,52,,,0,,,0,15 de junio,12 de septiembre,13.18,7.03,20.22,AEMET
1387D,A CORUÑA BENS,A CORUÑA,132.0,43.3633,-8.4419,0.7,litoral,<200,peninsula,20 de enero,11 de agosto,30,51,30,51,26,52,,,0,,,0,27 de junio,25 de septiembre,9.2,10.82,20.02,AEMET
1495,VIGO AEROPUERTO,PONTEVEDRA,255.0,42.2386,-8.6239,13.7,litoral,200-500,peninsula,10 de enero,11 de agosto,20,51,23,33,20,51,,,0,,,0,21 de junio,19 de septiembre,12.6,8.86,21.46,AEMET
2491C,"LA COVATILLA, ESTACIÓN DE ESQUÍ",SALAMANCA,1960.0,40.355,-5.69,262.7,interior,>1200,peninsula,26 de enero,11 de agosto,36,51,36,51,34,50,,,0,29 de octubre,30 de abril,184,10 de junio,8 de septiembre,16.43,0.96,17.39,AEMET
2930Y,NAVASFRÍAS,SALAMANCA,880.0,40.2967,-6.8128,231.3,interior,800-1200,peninsula,10 de enero,11 de agosto,20,51,20,34,21,50,,,0,3 de diciembre,21 de febrero,81,12 de junio,10 de septiembre,16.18,3.99,20.17,AEMET
2978X,VERÍN,OURENSE,380.0,41.9267,-7.4219,66.3,interior,200-500,peninsula,8 de enero,11 de agosto,18,51,25,34,9,52,11 de julio,22 de agosto,43,4 de enero,15 de enero,12,12 de junio,10 de septiembre,17.23,5.73,22.97,AEMET
3427Y,OROPESA,TOLEDO,345.0,39.9933,-5.1144,254.9,interior,200-500,peninsula,7 de enero,11 de agosto,17,51,18,51,17,40,7 de junio,13 de septiembre,99,,,0,11 de junio,9 de septiembre,20.41,6.51,26.92,AEMET
3455X,JARAICEJO,CACERES,559.0,39.67,-5.8083,190.9,interior,500-800,peninsula,15 de enero,11 de agosto,25,51,24,51,25,50,6 de junio,20 de septiembre,107,,,0,12 de junio,10 de septiembre,19.75,8.2,27.95,AEMET
4245X,GUADALUPE,CACERES,660.0,39.4553,-5.3333,198.2,interior,500-800,peninsula,15 de enero,11 de agosto,25,51,21,51,25,50,11 de junio,15 de septiembre,97,,,0,14 de junio,12 de septiembre,19.43,7.83,27.26,AEMET
4263X,VALSEQUILLO,CORDOBA,575.0,38.4094,-5.3506,142.4,interior,500-800,peninsula,10 de enero,11 de agosto,20,51,20,51,20,34,8 de junio,14 de septiembre,99,,,0,12 de junio,10 de septiembre,20.25,6.86,27.11,AEMET
4300Y,ALMADÉN,CIUDAD REAL,535.0,38.7753,-4.8453,194.9,interior,500-800,peninsula,13 de enero,11 de agosto,23,51,20,51,27,37,28 de mayo,2 de octubre,128,,,0,11 de junio,9 de septiembre,20.96,8.76,29.71,AEMET
4325Y,CASTUERA,BADAJOZ,459.0,38.7419,-5.5292,138.4,interior,200-500,peninsula,17 de enero,11 de agosto,27,51,29,51,28,50,28 de mayo,29 de septiembre,125,,,0,10 de junio,8 de septiembre,19.97,9.32,29.3,AEMET
4358X,DON BENITO,BADAJOZ,274.0,38.9556,-5.8806,125.9,interior,200-500,peninsula,10 de enero,11 de agosto,20,51,21,53,20,50,24 de mayo,2 de octubre,132,,,0,11 de junio,9 de septiembre,19.54,8.89,28.43,AEMET
4386B,LLERENA,BADAJOZ,655.0,38.2317,-6.0169,82.5,interior,500-800,peninsula,17 de enero,11 de agosto,27,51,29,51,22,34,5 de junio,23 de septiembre,111,,,0,13 de junio,11 de septiembre,19.47,8.49,27.96,AEMET
4411C,ALCUESCAR,CACERES,467.0,39.1975,-6.2311,127.2,interior,200-500,peninsula,10 de enero,11 de agosto,20,51,22,52,20,50,5 de junio,23 de septiembre,111,,,0,13 de junio,11 de septiembre,19.2,8.21,27.42,AEMET
4427X,ZAFRA,BADAJOZ,433.0,38.4258,-6.4367,52.1,interior,200-500,peninsula,13 de enero,11 de agosto,23,51,23,51,27,50,8 de junio,17 de septiembre,102,,,0,13 de junio,11 de septiembre,18.7,8.28,26.99,AEMET
4499X,MONESTERIO,BADAJOZ,771.0,38.0814,-6.2719,60.4,interior,500-800,peninsula,17 de enero,11 de agosto,27,51,23,51,27,34,20 de junio,8 de septiembre,81,,,0,14 de junio,12 de septiembre,18.38,7.76,26.14,AEMET
4501X,FUENTE DE CANTOS,BADAJOZ,602.0,38.2086,-6.3114,56.7,interior,500-800,peninsula,17 de enero,11 de agosto,27,51,30,51,27,34,9 de junio,17 de septiembre,101,,,0,13 de junio,11 de septiembre,18.61,8.5,27.12,AEMET
4560Y,ALAJAR,HUELVA,572.0,37.8686,-6.675,33.6,interior,500-800,peninsula,15 de enero,11 de agosto,25,51,23,51,27,47,8 de junio,29 de septiembre,114,,,0,17 de junio,15 de septiembre,17.69,10.12,27.82,AEMET
5473X,AZUAGA,BADAJOZ,581.0,38.2678,-5.6861,111.5,interior,500-800,peninsula,13 de enero,11 de agosto,23,51,23,51,23,34,6 de junio,19 de septiembre,106,,,0,13 de junio,11 de septiembre,19.43,8.06,27.49,AEMET
5612B,LA RODA DE ANDALUCÍA,SEVILLA,410.0,37.1944,-4.77,61.7,interior,200-500,peninsula,13 de enero,11 de agosto,23,51,24,52,27,43,3 de junio,29 de septiembre,119,,,0,15 de junio,13 de septiembre,19.1,9.16,28.26,AEMET
5625X,LA RAMBLA,CORDOBA,200.0,37.6386,-4.7639,106.3,interior,200-500,peninsula,13 de enero,11 de agosto,23,51,23,53,23,40,31 de mayo,4 de octubre,127,,,0,16 de junio,14 de septiembre,19.65,9.38,29.04,AEMET
5911A,GRAZALEMA,CADIZ,913.0,36.7606,-5.3742,41.4,interior,800-1200,peninsula,19 de enero,11 de agosto,29,51,23,51,29,46,29 de junio,3 de septiembre,67,,,0,17 de junio,15 de septiembre,17.3,7.75,25.05,AEMET
5919X,OLVERA,CADIZ,530.0,36.9317,-5.2594,54.8,interior,500-800,peninsula,18 de enero,11 de agosto,28,51,23,52,29,40,3 de junio,4 de octubre,124,,,0,17 de junio,15 de septiembre,18.35,10.29,28.64,AEMET
5960,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27.0,36.7506,-6.0558,24.9,litoral,<200,peninsula,10 de enero,11 de agosto,20,51,18,53,24,51,31 de mayo,5 de octubre,128,,,0,19 de junio,17 de septiembre,16.57,10.64,27.21,AEMET
7007Y,MAZARRÓN,MURCIA,66.0,37.5881,-1.2306,0.9,litoral,<200,peninsula,14 de enero,11 de agosto,24,51,18,51,25,42,28 de mayo,13 de octubre,139,,,0,20 de junio,18 de septiembre,15.32,13.3,28.62,AEMET
7012D,"CARTAGENA, TENTEGORRA",MURCIA,56.0,37.6044,-1.0233,2.2,litoral,<200,peninsula,14 de enero,11 de agosto,24,51,17,52,25,43,6 de junio,30 de septiembre,117,,,0,19 de junio,17 de septiembre,15.69,11.35,27.04,AEMET
7031,SAN JAVIER AEROPUERTO,MURCIA,4.0,37.7889,-0.8033,0.3,litoral,<200,peninsula,9 de enero,11 de agosto,19,51,16,51,21,43,7 de junio,2 de octubre,118,,,0,21 de junio,19 de septiembre,15.73,11.24,26.97,AEMET
9263X,"ARANGUREN, ILUNDAIN",NAVARRA,572.0,42.7761,-1.5325,59.8,interior,500-800,peninsula,14 de enero,11 de agosto,24,51,24,51,20,51,28 de julio,16 de agosto,20,30 de diciembre,28 de enero,30,11 de junio,9 de septiembre,17.28,5.06,22.33,AEMET
B398A,"CABRERA, PARQUE NACIONAL DE CABRERA",BALEARES,165.0,39.1356,2.9367,0.7,litoral,<200,baleares,9 de enero,11 de agosto,19,51,18,51,19,42,12 de junio,5 de octubre,116,,,0,23 de junio,21 de septiembre,14.5,12.16,26.66,AEMET
C126A,EL PASO,SANTA CRUZ DE TENERIFE,844.0,28.6539,-17.8531,8.4,litoral,800-1200,canarias,25 de enero,11 de agosto,35,51,62,52,32,50,11 de julio,2 de septiembre,54,,,0,1 de julio,29 de septiembre,11.59,12.53,24.12,AEMET
0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,41.3906,2.2,0.1,litoral,<200,peninsula,10 de enero,10 de agosto,20,50,21,50,20,49,10 de junio,21 de septiembre,104,,,0,15 de junio,13 de septiembre,15.11,10.98,26.09,AEMET
0284X,CASTELL D'ARO,GIRONA,14.0,41.8078,3.0308,2.5,litoral,<200,peninsula,16 de enero,10 de agosto,26,50,21,52,26,42,18 de junio,8 de septiembre,83,,,0,13 de junio,11 de septiembre,16.09,8.68,24.77,AEMET
1103X,SAN ROQUE DE RIOMIERA,CANTABRIA,849.0,43.2275,-3.7211,25.9,litoral,800-1200,peninsula,24 de enero,10 de agosto,34,50,36,50,28,50,,,0,,,0,12 de junio,7 de septiembre,11.7,6.27,17.97,AEMET
1351,ESTACA DE BARES,A CORUÑA,90.0,43.7861,-7.685,0.8,litoral,<200,peninsula,20 de enero,10 de agosto,30,50,38,52,31,50,,,0,,,0,28 de junio,26 de septiembre,8.57,11.09,19.67,AEMET
