indicativo_alta,nombre_alta,provincia_alta,altitud_alta_m,lat_alta,lon_alta,indicativo_baja,nombre_baja,provincia_baja,altitud_baja_m,lat_baja,lon_baja,distancia_km,delta_altitud_m,delta_tmin_c,gradiente_c_por_100m,veranos_comunes,anio_ini,anio_fin,tmin_alta_comun_c,tmin_baja_comun_c,tmin_alta_serie_c,tmin_baja_serie_c,dist_costa_baja_km,dist_costa_alta_km,grupo_altitud,grupo_costa,delta_esperado_c,anomalia_c,inversion_pura,fuente
C018J,TÍAS,LAS PALMAS,376.0,28.96972222222222,-13.690277777777778,C048W,TINAJO,LAS PALMAS,275.0,29.0425,-13.680833333333332,8.14,101.0,-0.909,-0.9,10,2017,2026,17.75,18.66,17.75,18.66,4.2,5.5,<400,litoral,-0.354,-0.555,no,AEMET
C048W,TINAJO,LAS PALMAS,275.0,29.0425,-13.680833333333332,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14.0,28.951944444444443,-13.600277777777777,12.76,261.0,-2.053,-0.786,10,2017,2026,18.66,20.71,18.66,20.71,1.0,4.2,<400,litoral,-0.915,-1.138,no,AEMET
C038N,HARÍA,LAS PALMAS,277.0,29.14361111111111,-13.489166666666666,C839X,LA GRACIOSA,LAS PALMAS,19.0,29.22972222222222,-13.510277777777778,9.79,258.0,-1.74,-0.674,9,2017,2026,18.85,20.59,18.86,20.59,1.4,2.7,<400,litoral,-0.904,-0.836,no,AEMET
C101A,ROQUE DE LOS MUCHACHOS,SANTA CRUZ DE TENERIFE,2223.0,28.75583333333333,-17.89527777777778,C117A,PUNTAGORDA,STA. CRUZ DE TENERIFE,684.0,28.760555555555555,-17.985555555555557,8.82,1539.0,-2.98,-0.194,7,2020,2026,13.6,16.58,13.6,16.35,1.4,8.6,400-800,litoral,-5.393,2.413,no,AEMET
C101A,ROQUE DE LOS MUCHACHOS,SANTA CRUZ DE TENERIFE,2223.0,28.75583333333333,-17.89527777777778,C117Z,TIJARAFE,STA. CRUZ DE TENERIFE,733.0,28.674722222222222,-17.936666666666667,9.88,1490.0,-3.743,-0.251,6,2020,2026,13.52,17.26,13.6,17.0,2.1,8.6,400-800,litoral,-5.221,1.478,no,AEMET
C101A,ROQUE DE LOS MUCHACHOS,SANTA CRUZ DE TENERIFE,2223.0,28.75583333333333,-17.89527777777778,C126A,EL PASO,SANTA CRUZ DE TENERIFE,844.0,28.653888888888886,-17.853055555555557,12.06,1379.0,-2.592,-0.188,6,2020,2025,13.49,16.08,13.6,15.86,8.4,8.6,>800,litoral,-4.832,2.24,no,AEMET
C101A,ROQUE DE LOS MUCHACHOS,SANTA CRUZ DE TENERIFE,2223.0,28.75583333333333,-17.89527777777778,C148F,SAN ANDRÉS Y SAUCES,STA. CRUZ DE TENERIFE,362.0,28.804722222222225,-17.78222222222222,12.29,1861.0,-4.388,-0.236,7,2020,2026,13.6,17.99,13.6,17.94,1.3,8.6,<400,litoral,-6.521,2.133,no,AEMET
C126A,EL PASO,SANTA CRUZ DE TENERIFE,844.0,28.653888888888886,-17.853055555555557,C117Z,TIJARAFE,STA. CRUZ DE TENERIFE,733.0,28.674722222222222,-17.936666666666667,8.48,111.0,-1.066,-0.961,8,2017,2025,15.9,16.97,15.86,17.0,2.1,8.4,400-800,litoral,-0.389,-0.677,no,AEMET
C117Z,TIJARAFE,STA. CRUZ DE TENERIFE,733.0,28.674722222222222,-17.936666666666667,C129Z,TAZACORTE,SANTA CRUZ DE TENERIFE,62.0,28.59583333333333,-17.915277777777778,9.02,671.0,-3.765,-0.561,7,2017,2025,17.13,20.9,17.0,20.85,0.7,2.1,<400,litoral,-2.351,-1.414,no,AEMET
C126A,EL PASO,SANTA CRUZ DE TENERIFE,844.0,28.653888888888886,-17.853055555555557,C129Z,TAZACORTE,SANTA CRUZ DE TENERIFE,62.0,28.59583333333333,-17.915277777777778,8.86,782.0,-4.842,-0.619,8,2017,2025,16.01,20.85,15.86,20.85,0.7,8.4,<400,litoral,-2.74,-2.102,no,AEMET
C126A,EL PASO,SANTA CRUZ DE TENERIFE,844.0,28.653888888888886,-17.853055555555557,C139E,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33.0,28.633055555555558,-17.755,9.85,811.0,-5.321,-0.656,9,2017,2025,15.86,21.18,15.86,21.2,0.6,8.4,<400,litoral,-2.842,-2.479,no,AEMET
C314Z,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474.0,28.106944444444444,-17.249166666666667,C316I,ARURE,STA. CRUZ DE TENERIFE,916.0,28.128333333333334,-17.315,6.88,558.0,-1.43,-0.256,8,2019,2026,14.91,16.34,14.85,16.34,2.5,7.2,>800,litoral,-1.955,0.525,no,AEMET
C314Z,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474.0,28.106944444444444,-17.249166666666667,C317B,AGULO,STA. CRUZ DE TENERIFE,765.0,28.17888888888889,-17.213055555555556,8.75,709.0,-0.755,-0.107,10,2017,2026,14.85,15.61,14.85,15.61,1.3,7.2,400-800,litoral,-2.484,1.729,no,AEMET
C314Z,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474.0,28.106944444444444,-17.249166666666667,C319W,"VALLEHERMOSO, DAMA",STA. CRUZ DE TENERIFE,190.0,28.054166666666667,-17.30638888888889,8.12,1284.0,-4.254,-0.331,10,2017,2026,14.85,19.11,14.85,19.11,0.9,7.2,<400,litoral,-4.499,0.245,no,AEMET
C314Z,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474.0,28.106944444444444,-17.249166666666667,C328W,HERMIGUA,STA. CRUZ DE TENERIFE,252.0,28.16361111111111,-17.194166666666668,8.29,1222.0,-4.098,-0.335,8,2017,2026,14.96,19.06,14.85,19.06,1.6,7.2,<400,litoral,-4.282,0.184,no,AEMET
C314Z,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474.0,28.106944444444444,-17.249166666666667,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219.0,28.031666666666666,-17.210833333333333,9.18,1255.0,-5.39,-0.429,10,2017,2026,14.85,20.24,14.85,20.24,0.9,7.2,<400,litoral,-4.398,-0.992,no,AEMET
C314Z,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474.0,28.106944444444444,-17.249166666666667,C329Z,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15.0,28.08972222222222,-17.11138888888889,13.65,1459.0,-7.378,-0.506,10,2017,2026,14.85,22.23,14.85,22.23,0.1,7.2,<400,litoral,-5.112,-2.266,no,AEMET
C316I,ARURE,STA. CRUZ DE TENERIFE,916.0,28.128333333333334,-17.315,C317B,AGULO,STA. CRUZ DE TENERIFE,765.0,28.17888888888889,-17.213055555555556,11.47,151.0,0.712,0.472,8,2019,2026,16.34,15.62,16.34,15.61,1.3,2.5,400-800,litoral,-0.529,1.241,si,AEMET
C316I,ARURE,STA. CRUZ DE TENERIFE,916.0,28.128333333333334,-17.315,C319W,"VALLEHERMOSO, DAMA",STA. CRUZ DE TENERIFE,190.0,28.054166666666667,-17.30638888888889,8.29,726.0,-2.872,-0.396,8,2019,2026,16.34,19.21,16.34,19.11,0.9,2.5,<400,litoral,-2.544,-0.328,no,AEMET
C316I,ARURE,STA. CRUZ DE TENERIFE,916.0,28.128333333333334,-17.315,C328W,HERMIGUA,STA. CRUZ DE TENERIFE,252.0,28.16361111111111,-17.194166666666668,12.48,664.0,-2.768,-0.417,7,2019,2026,16.31,19.08,16.34,19.06,1.6,2.5,<400,litoral,-2.327,-0.441,no,AEMET
C316I,ARURE,STA. CRUZ DE TENERIFE,916.0,28.128333333333334,-17.315,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219.0,28.031666666666666,-17.210833333333333,14.83,697.0,-3.986,-0.572,8,2019,2026,16.34,20.32,16.34,20.24,0.9,2.5,<400,litoral,-2.442,-1.544,no,AEMET
C317B,AGULO,STA. CRUZ DE TENERIFE,765.0,28.17888888888889,-17.213055555555556,C328W,HERMIGUA,STA. CRUZ DE TENERIFE,252.0,28.16361111111111,-17.194166666666668,2.51,513.0,-3.41,-0.665,8,2017,2026,15.65,19.06,15.61,19.06,1.6,1.3,<400,litoral,-1.798,-1.612,no,AEMET
C317B,AGULO,STA. CRUZ DE TENERIFE,765.0,28.17888888888889,-17.213055555555556,C329Z,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15.0,28.08972222222222,-17.11138888888889,14.06,750.0,-6.622,-0.883,10,2017,2026,15.61,22.23,15.61,22.23,0.1,1.3,<400,litoral,-2.628,-3.994,no,AEMET
C328W,HERMIGUA,STA. CRUZ DE TENERIFE,252.0,28.16361111111111,-17.194166666666668,C329Z,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15.0,28.08972222222222,-17.11138888888889,11.55,237.0,-3.239,-1.367,8,2017,2026,19.06,22.3,19.06,22.23,0.1,1.6,<400,litoral,-0.83,-2.409,no,AEMET
C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219.0,28.031666666666666,-17.210833333333333,C329Z,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15.0,28.08972222222222,-17.11138888888889,11.7,204.0,-1.988,-0.975,10,2017,2026,20.24,22.23,20.24,22.23,0.1,0.9,<400,litoral,-0.715,-1.273,no,AEMET
C406G,"LA OROTAVA, CAÑADAS TEIDE",SANTA CRUZ DE TENERIFE,2150.0,28.224166666666665,-16.62611111111111,C428T,ARICO,SANTA CRUZ DE TENERIFE,418.0,28.180833333333336,-16.483333333333334,14.8,1732.0,-6.006,-0.347,9,2017,2026,11.64,17.65,11.64,17.69,5.2,17.6,400-800,litoral,-6.069,0.063,no,AEMET
C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369.0,28.308333333333334,-16.499722222222225,C428T,ARICO,SANTA CRUZ DE TENERIFE,418.0,28.180833333333336,-16.483333333333334,14.27,1951.0,-4.858,-0.249,10,2017,2026,12.84,17.69,12.84,17.69,5.2,11.5,400-800,litoral,-6.836,1.978,no,AEMET
C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369.0,28.308333333333334,-16.499722222222225,C438N,CANDELARIA,SANTA CRUZ DE TENERIFE,463.0,28.359166666666667,-16.401666666666664,11.14,1906.0,-4.93,-0.259,10,2017,2026,12.84,17.77,12.84,17.77,3.1,11.5,400-800,litoral,-6.679,1.749,no,AEMET
C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369.0,28.308333333333334,-16.499722222222225,C439J,GÜÍMAR,SANTA CRUZ DE TENERIFE,115.0,28.31833333333333,-16.38222222222222,11.56,2254.0,-6.501,-0.288,10,2017,2026,12.84,19.34,12.84,19.34,1.2,11.5,<400,litoral,-7.898,1.397,no,AEMET
C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369.0,28.308333333333334,-16.499722222222225,C457I,LA VICTORIA DE ACENTEJO,SANTA CRUZ DE TENERIFE,567.0,28.434444444444445,-16.454444444444444,14.71,1802.0,-2.372,-0.132,10,2017,2026,12.84,15.21,12.84,15.21,1.8,11.5,400-800,litoral,-6.314,3.942,no,AEMET
C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369.0,28.308333333333334,-16.499722222222225,C459Z,PUERTO DE LA CRUZ,SANTA CRUZ DE TENERIFE,25.0,28.418055555555558,-16.548333333333336,13.09,2344.0,-8.324,-0.355,9,2017,2025,12.7,21.03,12.84,21.03,0.9,11.5,<400,litoral,-8.213,-0.111,no,AEMET
C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369.0,28.308333333333334,-16.499722222222225,C468X,SAN JUAN DE LA RAMBLA,SANTA CRUZ DE TENERIFE,667.0,28.373055555555556,-16.625833333333333,14.29,1702.0,-1.824,-0.107,7,2020,2026,13.05,14.87,12.84,14.87,1.9,11.5,400-800,litoral,-5.964,4.14,no,AEMET
C438N,CANDELARIA,SANTA CRUZ DE TENERIFE,463.0,28.359166666666667,-16.401666666666664,C439J,GÜÍMAR,SANTA CRUZ DE TENERIFE,115.0,28.31833333333333,-16.38222222222222,4.92,348.0,-1.572,-0.452,10,2017,2026,17.77,19.34,17.77,19.34,1.2,3.1,<400,litoral,-1.219,-0.353,no,AEMET
C447A,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632.0,28.4775,-16.329444444444444,C438N,CANDELARIA,SANTA CRUZ DE TENERIFE,463.0,28.359166666666667,-16.401666666666664,14.93,169.0,-1.063,-0.629,10,2017,2026,16.7,17.77,16.7,17.77,3.1,5.7,400-800,litoral,-0.592,-0.471,no,AEMET
C457I,LA VICTORIA DE ACENTEJO,SANTA CRUZ DE TENERIFE,567.0,28.434444444444445,-16.454444444444444,C438N,CANDELARIA,SANTA CRUZ DE TENERIFE,463.0,28.359166666666667,-16.401666666666664,9.83,104.0,-2.558,-2.459,10,2017,2026,15.21,17.77,15.21,17.77,3.1,1.8,400-800,litoral,-0.364,-2.194,no,AEMET
C457I,LA VICTORIA DE ACENTEJO,SANTA CRUZ DE TENERIFE,567.0,28.434444444444445,-16.454444444444444,C439J,GÜÍMAR,SANTA CRUZ DE TENERIFE,115.0,28.31833333333333,-16.38222222222222,14.72,452.0,-4.129,-0.914,10,2017,2026,15.21,19.34,15.21,19.34,1.2,1.8,<400,litoral,-1.584,-2.545,no,AEMET
C446G,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868.0,28.52638888888889,-16.280277777777776,C447A,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632.0,28.4775,-16.329444444444444,7.26,236.0,-1.587,-0.672,10,2017,2026,15.11,16.7,15.11,16.7,5.7,4.2,400-800,litoral,-0.827,-0.76,no,AEMET
C446G,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868.0,28.52638888888889,-16.280277777777776,C449C,STA.CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,36.0,28.46333333333333,-16.255277777777778,7.42,832.0,-6.869,-0.826,10,2017,2026,15.11,21.98,15.11,21.98,0.6,4.2,<400,litoral,-2.915,-3.954,no,AEMET
C446G,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868.0,28.52638888888889,-16.280277777777776,C449F,ANAGA,SANTA CRUZ DE TENERIFE,19.0,28.508055555555554,-16.195555555555554,8.53,849.0,-6.663,-0.785,10,2017,2026,15.11,21.78,15.11,21.78,0.5,4.2,<400,litoral,-2.975,-3.688,no,AEMET
C446G,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868.0,28.52638888888889,-16.280277777777776,C458A,TACORONTE,STA. CRUZ DE TENERIFE,310.0,28.49638888888889,-16.42,14.05,558.0,-3.227,-0.578,10,2017,2026,15.11,18.34,15.11,18.34,0.4,4.2,<400,litoral,-1.955,-1.272,no,AEMET
C447A,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632.0,28.4775,-16.329444444444444,C449C,STA.CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,36.0,28.46333333333333,-16.255277777777778,7.42,596.0,-5.282,-0.886,10,2017,2026,16.7,21.98,16.7,21.98,0.6,5.7,<400,litoral,-2.088,-3.194,no,AEMET
C447A,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632.0,28.4775,-16.329444444444444,C449F,ANAGA,SANTA CRUZ DE TENERIFE,19.0,28.508055555555554,-16.195555555555554,13.52,613.0,-5.075,-0.828,10,2017,2026,16.7,21.78,16.7,21.78,0.5,5.7,<400,litoral,-2.148,-2.927,no,AEMET
C447A,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632.0,28.4775,-16.329444444444444,C458A,TACORONTE,STA. CRUZ DE TENERIFE,310.0,28.49638888888889,-16.42,9.1,322.0,-1.64,-0.509,10,2017,2026,16.7,18.34,16.7,18.34,0.4,5.7,<400,litoral,-1.128,-0.512,no,AEMET
C457I,LA VICTORIA DE ACENTEJO,SANTA CRUZ DE TENERIFE,567.0,28.434444444444445,-16.454444444444444,C458A,TACORONTE,STA. CRUZ DE TENERIFE,310.0,28.49638888888889,-16.42,7.67,257.0,-3.134,-1.22,10,2017,2026,15.21,18.34,15.21,18.34,0.4,1.8,<400,litoral,-0.901,-2.233,no,AEMET
C457I,LA VICTORIA DE ACENTEJO,SANTA CRUZ DE TENERIFE,567.0,28.434444444444445,-16.454444444444444,C459Z,PUERTO DE LA CRUZ,SANTA CRUZ DE TENERIFE,25.0,28.418055555555558,-16.548333333333336,9.36,542.0,-5.822,-1.074,9,2017,2025,15.2,21.03,15.21,21.03,0.9,1.8,<400,litoral,-1.899,-3.923,no,AEMET
C468X,SAN JUAN DE LA RAMBLA,SANTA CRUZ DE TENERIFE,667.0,28.373055555555556,-16.625833333333333,C459Z,PUERTO DE LA CRUZ,SANTA CRUZ DE TENERIFE,25.0,28.418055555555558,-16.548333333333336,9.08,642.0,-6.275,-0.977,6,2020,2025,14.91,21.18,14.87,21.03,0.9,1.9,<400,litoral,-2.25,-4.025,no,AEMET
C611E,VEGA DE SAN MATEO,LAS PALMAS,1702.0,27.976666666666667,-15.58388888888889,C612F,"TEJEDA, CRUZ DE TEJEDA",LAS PALMAS,1514.0,28.006944444444443,-15.59888888888889,3.67,188.0,-0.742,-0.395,9,2017,2025,14.54,15.28,14.54,15.4,13.6,16.9,>800,litoral,-0.659,-0.083,no,AEMET
C611E,VEGA DE SAN MATEO,LAS PALMAS,1702.0,27.976666666666667,-15.58388888888889,C614H,TEJEDA,LAS PALMAS,1060.0,27.995,-15.615833333333333,3.74,642.0,-4.708,-0.733,9,2017,2025,14.54,19.24,14.54,19.35,13.2,16.9,>800,litoral,-2.25,-2.458,no,AEMET
C611E,VEGA DE SAN MATEO,LAS PALMAS,1702.0,27.976666666666667,-15.58388888888889,C623I,"SAN BARTOLOME TIRAJANA, CUEVAS DEL PINAR",LAS PALMAS,1220.0,27.92666666666667,-15.599722222222223,5.77,482.0,-4.829,-1.002,9,2017,2025,14.54,19.37,14.54,19.53,17.1,16.9,>800,litoral,-1.689,-3.14,no,AEMET
C611E,VEGA DE SAN MATEO,LAS PALMAS,1702.0,27.976666666666667,-15.58388888888889,C625O,"SAN BARTOLOME TIRAJANA, LOMO PEDRO ALFONSO",LAS PALMAS,806.0,27.856944444444444,-15.645,14.6,896.0,-4.907,-0.548,9,2017,2025,14.54,19.44,14.54,19.57,10.5,16.9,>800,litoral,-3.14,-1.767,no,AEMET
C611E,VEGA DE SAN MATEO,LAS PALMAS,1702.0,27.976666666666667,-15.58388888888889,C635B,"SAN BARTOLOME TIRAJANA, LAS TIRAJANAS",LAS PALMAS,960.0,27.92,-15.574166666666667,6.37,742.0,-4.386,-0.591,9,2017,2025,14.54,18.92,14.54,19.08,15.4,16.9,>800,litoral,-2.6,-1.786,no,AEMET
C611E,VEGA DE SAN MATEO,LAS PALMAS,1702.0,27.976666666666667,-15.58388888888889,C648N,"TELDE, CENTRO FORESTAL DORAMAS",LAS PALMAS,344.0,27.9875,-15.457777777777777,12.44,1358.0,-4.67,-0.344,9,2017,2025,14.54,19.21,14.54,19.23,7.4,16.9,<400,litoral,-4.758,0.088,no,AEMET
C611E,VEGA DE SAN MATEO,LAS PALMAS,1702.0,27.976666666666667,-15.58388888888889,C656V,TEROR,LAS PALMAS,683.0,28.075277777777778,-15.547222222222222,11.54,1019.0,-0.28,-0.028,9,2017,2025,14.54,14.82,14.54,14.76,8.1,16.9,400-800,litoral,-3.571,3.291,no,AEMET
C611E,VEGA DE SAN MATEO,LAS PALMAS,1702.0,27.976666666666667,-15.58388888888889,C665T,VALLESECO,LAS PALMAS,900.0,28.065555555555555,-15.565555555555557,10.05,802.0,-0.632,-0.079,9,2017,2025,14.54,15.17,14.54,15.21,9.4,16.9,>800,litoral,-2.81,2.178,no,AEMET
C612F,"TEJEDA, CRUZ DE TEJEDA",LAS PALMAS,1514.0,28.006944444444443,-15.59888888888889,C614H,TEJEDA,LAS PALMAS,1060.0,27.995,-15.615833333333333,2.13,454.0,-3.949,-0.87,10,2017,2026,15.4,19.35,15.4,19.35,13.2,13.6,>800,litoral,-1.591,-2.358,no,AEMET
C612F,"TEJEDA, CRUZ DE TEJEDA",LAS PALMAS,1514.0,28.006944444444443,-15.59888888888889,C623I,"SAN BARTOLOME TIRAJANA, CUEVAS DEL PINAR",LAS PALMAS,1220.0,27.92666666666667,-15.599722222222223,8.93,294.0,-4.124,-1.403,10,2017,2026,15.4,19.53,15.4,19.53,17.1,13.6,>800,litoral,-1.03,-3.094,no,AEMET
C612F,"TEJEDA, CRUZ DE TEJEDA",LAS PALMAS,1514.0,28.006944444444443,-15.59888888888889,C635B,"SAN BARTOLOME TIRAJANA, LAS TIRAJANAS",LAS PALMAS,960.0,27.92,-15.574166666666667,9.97,554.0,-3.675,-0.663,10,2017,2026,15.4,19.08,15.4,19.08,15.4,13.6,>800,litoral,-1.941,-1.734,no,AEMET
C612F,"TEJEDA, CRUZ DE TEJEDA",LAS PALMAS,1514.0,28.006944444444443,-15.59888888888889,C648N,"TELDE, CENTRO FORESTAL DORAMAS",LAS PALMAS,344.0,27.9875,-15.457777777777777,14.02,1170.0,-3.829,-0.327,10,2017,2026,15.4,19.23,15.4,19.23,7.4,13.6,<400,litoral,-4.1,0.271,no,AEMET
C612F,"TEJEDA, CRUZ DE TEJEDA",LAS PALMAS,1514.0,28.006944444444443,-15.59888888888889,C656V,TEROR,LAS PALMAS,683.0,28.075277777777778,-15.547222222222222,9.13,831.0,0.641,0.077,10,2017,2026,15.4,14.76,15.4,14.76,8.1,13.6,400-800,litoral,-2.912,3.553,si,AEMET
C612F,"TEJEDA, CRUZ DE TEJEDA",LAS PALMAS,1514.0,28.006944444444443,-15.59888888888889,C665T,VALLESECO,LAS PALMAS,900.0,28.065555555555555,-15.565555555555557,7.29,614.0,0.191,0.031,10,2017,2026,15.4,15.21,15.4,15.21,9.4,13.6,>800,litoral,-2.151,2.342,si,AEMET
C612F,"TEJEDA, CRUZ DE TEJEDA",LAS PALMAS,1514.0,28.006944444444443,-15.59888888888889,C668V,AGAETE - SUERTE ALTA,LAS PALMAS,352.0,28.094444444444445,-15.674999999999999,12.27,1162.0,-3.716,-0.32,9,2018,2026,15.34,19.06,15.4,19.06,2.5,13.6,<400,litoral,-4.072,0.356,no,AEMET
C623I,"SAN BARTOLOME TIRAJANA, CUEVAS DEL PINAR",LAS PALMAS,1220.0,27.92666666666667,-15.599722222222223,C614H,TEJEDA,LAS PALMAS,1060.0,27.995,-15.615833333333333,7.76,160.0,0.175,0.109,10,2017,2026,19.53,19.35,19.53,19.35,13.2,17.1,>800,litoral,-0.561,0.736,si,AEMET
C614H,TEJEDA,LAS PALMAS,1060.0,27.995,-15.615833333333333,C635B,"SAN BARTOLOME TIRAJANA, LAS TIRAJANAS",LAS PALMAS,960.0,27.92,-15.574166666666667,9.29,100.0,0.274,0.274,10,2017,2026,19.35,19.08,19.35,19.08,15.4,13.2,>800,litoral,-0.35,0.624,si,AEMET
C614H,TEJEDA,LAS PALMAS,1060.0,27.995,-15.615833333333333,C656V,TEROR,LAS PALMAS,683.0,28.075277777777778,-15.547222222222222,11.18,377.0,4.59,1.218,10,2017,2026,19.35,14.76,19.35,14.76,8.1,13.2,400-800,litoral,-1.321,5.911,si,AEMET
C614H,TEJEDA,LAS PALMAS,1060.0,27.995,-15.615833333333333,C665T,VALLESECO,LAS PALMAS,900.0,28.065555555555555,-15.565555555555557,9.27,160.0,4.14,2.588,10,2017,2026,19.35,15.21,19.35,15.21,9.4,13.2,>800,litoral,-0.561,4.701,si,AEMET
C614H,TEJEDA,LAS PALMAS,1060.0,27.995,-15.615833333333333,C668V,AGAETE - SUERTE ALTA,LAS PALMAS,352.0,28.094444444444445,-15.674999999999999,12.49,708.0,0.222,0.031,9,2018,2026,19.28,19.06,19.35,19.06,2.5,13.2,<400,litoral,-2.481,2.703,si,AEMET
C665T,VALLESECO,LAS PALMAS,900.0,28.065555555555555,-15.565555555555557,C619X,AGAETE,LAS PALMAS,5.0,28.101111111111113,-15.712777777777777,14.97,895.0,-6.553,-0.732,10,2017,2026,15.21,21.77,15.21,21.77,1.3,9.4,<400,litoral,-3.136,-3.417,no,AEMET
C668V,AGAETE - SUERTE ALTA,LAS PALMAS,352.0,28.094444444444445,-15.674999999999999,C619X,AGAETE,LAS PALMAS,5.0,28.101111111111113,-15.712777777777777,3.78,347.0,-2.71,-0.781,9,2018,2026,19.06,21.77,19.06,21.77,1.3,2.5,<400,litoral,-1.216,-1.494,no,AEMET
C628B,"LA ALDEA DE SAN NICOLÁS, TASARTE",LAS PALMAS,318.0,27.90888888888889,-15.770000000000001,C619Y,LA ALDEA DE SAN NICOLÁS,LAS PALMAS,13.0,28.00111111111111,-15.807500000000001,10.9,305.0,-1.024,-0.336,10,2017,2026,19.97,20.99,19.97,20.99,1.0,5.0,<400,litoral,-1.069,0.045,no,AEMET
C623I,"SAN BARTOLOME TIRAJANA, CUEVAS DEL PINAR",LAS PALMAS,1220.0,27.92666666666667,-15.599722222222223,C625O,"SAN BARTOLOME TIRAJANA, LOMO PEDRO ALFONSO",LAS PALMAS,806.0,27.856944444444444,-15.645,8.94,414.0,-0.045,-0.011,10,2017,2026,19.53,19.57,19.53,19.57,10.5,17.1,>800,litoral,-1.451,1.406,no,AEMET
C623I,"SAN BARTOLOME TIRAJANA, CUEVAS DEL PINAR",LAS PALMAS,1220.0,27.92666666666667,-15.599722222222223,C635B,"SAN BARTOLOME TIRAJANA, LAS TIRAJANAS",LAS PALMAS,960.0,27.92,-15.574166666666667,2.62,260.0,0.449,0.173,10,2017,2026,19.53,19.08,19.53,19.08,15.4,17.1,>800,litoral,-0.911,1.36,si,AEMET
C623I,"SAN BARTOLOME TIRAJANA, CUEVAS DEL PINAR",LAS PALMAS,1220.0,27.92666666666667,-15.599722222222223,C648C,AGÜIMES,LAS PALMAS,306.0,27.9025,-15.453888888888889,14.58,914.0,-0.539,-0.059,10,2017,2026,19.53,20.07,19.53,20.07,6.3,17.1,<400,litoral,-3.203,2.664,no,AEMET
C625O,"SAN BARTOLOME TIRAJANA, LOMO PEDRO ALFONSO",LAS PALMAS,806.0,27.856944444444444,-15.645,C628B,"LA ALDEA DE SAN NICOLÁS, TASARTE",LAS PALMAS,318.0,27.90888888888889,-15.770000000000001,13.58,488.0,-0.396,-0.081,10,2017,2026,19.57,19.97,19.57,19.97,5.0,10.5,<400,litoral,-1.71,1.314,no,AEMET
C625O,"SAN BARTOLOME TIRAJANA, LOMO PEDRO ALFONSO",LAS PALMAS,806.0,27.856944444444444,-15.645,C629Q,"MOGÁN, PUERTO RICO",LAS PALMAS,10.0,27.779999999999998,-15.71111111111111,10.75,796.0,-2.208,-0.277,10,2017,2026,19.57,21.78,19.57,21.78,0.1,10.5,<400,litoral,-2.789,0.581,no,AEMET
C625O,"SAN BARTOLOME TIRAJANA, LOMO PEDRO ALFONSO",LAS PALMAS,806.0,27.856944444444444,-15.645,C629X,"MOGÁN, PUERTO",LAS PALMAS,10.0,27.81638888888889,-15.764166666666666,12.56,796.0,-1.494,-0.188,10,2017,2026,19.57,21.07,19.57,21.07,0.6,10.5,<400,litoral,-2.789,1.295,no,AEMET
