indicativo,mes,tm_mes,tm_max,tm_min,ta_max,ta_min,p_mes,p_max,hr,n_llu,n_nie,n_tor
7096B,05,,,,,,,,,,,
7096B,06,,,,,,,,,,,
7096B,07,,,,,,,,,,,
7096B,08,,,,,,,,,,,
7096B,09,,,,,,,,,,,
7096B,10,,,,,,,,,,,
7096B,11,,,,,,,,,,,
7096B,12,,,,,,,,,,,
7096B,13,,,,,,,,,,,
7103Y,01,,,,,,,,,,,
7103Y,02,,,,,,,,,,,
7103Y,03,,,,,,,,,,,
7103Y,04,,,,,,,,,,,
7103Y,05,,,,,,,,,,,
7103Y,06,,,,,,,,,,,
7103Y,07,,,,,,,,,,,
7103Y,08,,,,,,,,,,,
7103Y,09,,,,,,,,,,,
7103Y,10,,,,,,,,,,,
7103Y,11,,,,,,,,,,,
7103Y,12,,,,,,,,,,,
7103Y,13,,,,,,,,,,,
7119B,01,,,,,,,,,,,
7119B,02,,,,,,,,,,,
7119B,03,,,,,,,,,,,
7119B,04,,,,,,,,,,,
7119B,05,,,,,,,,,,,
7119B,06,,,,,,,,,,,
7119B,07,,,,,,,,,,,
7119B,08,,,,,,,,,,,
7119B,09,,,,,,,,,,,
7119B,10,,,,,,,,,,,
7119B,11,,,,,,,,,,,
7119B,12,,,,,,,,,,,
7119B,13,,,,,,,,,,,
7121A,01,,,,,,,,,,,
7121A,02,,,,,,,,,,,
7121A,03,,,,,,,,,,,
7121A,04,,,,,,,,,,,
7121A,05,,,,,,,,,,,
7121A,06,,,,,,,,,,,
7121A,07,,,,,,,,,,,
7121A,08,,,,,,,,,,,
7121A,09,,,,,,,,,,,
7121A,10,,,,,,,,,,,
7121A,11,,,,,,,,,,,
7121A,12,,,,,,,,,,,
7121A,13,,,,,,,,,,,
7127X,01,,,,,,,,,,,
7127X,02,,,,,,,,,,,
7127X,03,,,,,,,,,,,
7127X,04,,,,,,,,,,,
7127X,05,,,,,,,,,,,
7127X,06,,,,,,,,,,,
7127X,07,,,,,,,,,,,
7127X,08,,,,,,,,,,,
7127X,09,,,,,,,,,,,
7127X,10,,,,,,,,,,,
7127X,11,,,,,,,,,,,
7127X,12,,,,,,,,,,,
7127X,13,,,,,,,,,,,
7138B,01,,,,,,,,,,,
7138B,02,,,,,,,,,,,
7138B,03,,,,,,,,,,,
7138B,04,,,,,,,,,,,
7138B,05,,,,,,,,,,,
7138B,06,,,,,,,,,,,
7138B,07,,,,,,,,,,,
7138B,08,,,,,,,,,,,
7138B,09,,,,,,,,,,,
7138B,10,,,,,,,,,,,
7138B,11,,,,,,,,,,,
7138B,12,,,,,,,,,,,
7138B,13,,,,,,,,,,,
7145D,01,,,,,,,,,,,
7145D,02,,,,,,,,,,,
7145D,03,,,,,,,,,,,
7145D,04,,,,,,,,,,,
7145D,05,,,,,,,,,,,
7145D,06,,,,,,,,,,,
7145D,07,,,,,,,,,,,
7145D,08,,,,,,,,,,,
7145D,09,,,,,,,,,,,
7145D,10,,,,,,,,,,,
7145D,11,,,,,,,,,,,
7145D,12,,,,,,,,,,,
7145D,13,,,,,,,,,,,
7158X,01,,,,,,,,,,,
7158X,02,,,,,,,,,,,
7158X,03,,,,,,,,,,,
7158X,04,,,,,,,,,,,
7158X,05,,,,,,,,,,,
7158X,06,,,,,,,,,,,
7158X,07,,,,,,,,,,,
7158X,08,,,,,,,,,,,
7158X,09,,,,,,,,,,,
7158X,10,,,,,,,,,,,
7158X,11,,,,,,,,,,,
7158X,12,,,,,,,,,,,
7158X,13,,,,,,,,,,,
7172X,01,,,,,,,,,,,
7172X,02,,,,,,,,,,,
7172X,03,,,,,,,,,,,
7172X,04,,,,,,,,,,,
7172X,05,,,,,,,,,,,
7172X,06,,,,,,,,,,,
7172X,07,,,,,,,,,,,
7172X,08,,,,,,,,,,,
7172X,09,,,,,,,,,,,
7172X,10,,,,,,,,,,,
7172X,11,,,,,,,,,,,
7172X,12,,,,,,,,,,,
7172X,13,,,,,,,,,,,
7178I,01,,,,,,,,,,,
7178I,02,,,,,,,,,,,
7178I,03,,,,,,,,,,,
7178I,04,,,,,,,,,,,
7178I,05,,,,,,,,,,,
7178I,06,,,,,,,,,,,
7178I,07,,,,,,,,,,,
7178I,08,,,,,,,,,,,
7178I,09,,,,,,,,,,,
7178I,10,,,,,,,,,,,
7178I,11,,,,,,,,,,,
7178I,12,,,,,,,,,,,
7178I,13,,,,,,,,,,,
7195X,01,,,,,,,,,,,
7195X,02,,,,,,,,,,,
7195X,03,,,,,,,,,,,
7195X,04,,,,,,,,,,,
7195X,05,,,,,,,,,,,
7195X,06,,,,,,,,,,,
7195X,07,,,,,,,,,,,
7195X,08,,,,,,,,,,,
7195X,09,,,,,,,,,,,
7195X,10,,,,,,,,,,,
7195X,11,,,,,,,,,,,
7195X,12,,,,,,,,,,,
7195X,13,,,,,,,,,,,
7203A,01,,,,,,,,,,,
7203A,02,,,,,,,,,,,
7203A,03,,,,,,,,,,,
7203A,04,,,,,,,,,,,
7203A,05,,,,,,,,,,,
7203A,06,,,,,,,,,,,
7203A,07,,,,,,,,,,,
7203A,08,,,,,,,,,,,
7203A,09,,,,,,,,,,,
7203A,10,,,,,,,,,,,
7203A,11,,,,,,,,,,,
7203A,12,,,,,,,,,,,
7203A,13,,,,,,,,,,,
7209,01,,,,,,,,,,,
7209,02,,,,,,,,,,,
7209,03,,,,,,,,,,,
7209,04,,,,,,,,,,,
7209,05,,,,,,,,,,,
7209,06,,,,,,,,,,,
7209,07,,,,,,,,,,,
7209,08,,,,,,,,,,,
7209,09,,,,,,,,,,,
7209,10,,,,,,,,,,,
7209,11,,,,,,,,,,,
7209,12,,,,,,,,,,,
7209,13,,,,,,,,,,,
7211B,01,,,,,,,,,,,
7211B,02,,,,,,,,,,,
7211B,03,,,,,,,,,,,
7211B,04,,,,,,,,,,,
7211B,05,,,,,,,,,,,
7211B,06,,,,,,,,,,,
7211B,07,,,,,,,,,,,
7211B,08,,,,,,,,,,,
7211B,09,,,,,,,,,,,
7211B,10,,,,,,,,,,,
7211B,11,,,,,,,,,,,
7211B,12,,,,,,,,,,,
7211B,13,,,,,,,,,,,
7218Y,01,,,,,,,,,,,
7218Y,02,,,,,,,,,,,
7218Y,03,,,,,,,,,,,
7218Y,04,,,,,,,,,,,
7218Y,05,,,,,,,,,,,
7218Y,06,,,,,,,,,,,
7218Y,07,,,,,,,,,,,
7218Y,08,,,,,,,,,,,
7218Y,09,,,,,,,,,,,
7218Y,10,,,,,,,,,,,
7218Y,11,,,,,,,,,,,
7218Y,12,,,,,,,,,,,
7218Y,13,,,,,,,,,,,
7227X,01,,,,,,,,,,,
7227X,02,,,,,,,,,,,
7227X,03,,,,,,,,,,,
7227X,04,,,,,,,,,,,
7227X,05,,,,,,,,,,,
7227X,06,,,,,,,,,,,
7227X,07,,,,,,,,,,,
7227X,08,,,,,,,,,,,
7227X,09,,,,,,,,,,,
7227X,10,,,,,,,,,,,
7227X,11,,,,,,,,,,,
7227X,12,,,,,,,,,,,
7227X,13,,,,,,,,,,,
7228,01,,,,,,,,,,,
7228,02,,,,,,,,,,,
7228,03,,,,,,,,,,,
7228,04,,,,,,,,,,,
7228,05,,,,,,,,,,,
7228,06,,,,,,,,,,,
7228,07,,,,,,,,,,,
7228,08,,,,,,,,,,,
7228,09,,,,,,,,,,,
7228,10,,,,,,,,,,,
7228,11,,,,,,,,,,,
7228,12,,,,,,,,,,,
7228,13,,,,,,,,,,,
7237E,01,,,,,,,,,,,
7237E,02,,,,,,,,,,,
7237E,03,,,,,,,,,,,
7237E,04,,,,,,,,,,,
7237E,05,,,,,,,,,,,
7237E,06,,,,,,,,,,,
7237E,07,,,,,,,,,,,
7237E,08,,,,,,,,,,,
7237E,09,,,,,,,,,,,
7237E,10,,,,,,,,,,,
7237E,11,,,,,,,,,,,
7237E,12,,,,,,,,,,,
7237E,13,,,,,,,,,,,
7244X,01,,,,,,,,,,,
7244X,02,,,,,,,,,,,
7244X,03,,,,,,,,,,,
7244X,04,,,,,,,,,,,
7244X,05,,,,,,,,,,,
7244X,06,,,,,,,,,,,
7244X,07,,,,,,,,,,,
7244X,08,,,,,,,,,,,
7244X,09,,,,,,,,,,,
7244X,10,,,,,,,,,,,
7244X,11,,,,,,,,,,,
7244X,12,,,,,,,,,,,
7244X,13,,,,,,,,,,,
7247X,01,,,,,,,,,,,
7247X,02,,,,,,,,,,,
7247X,03,,,,,,,,,,,
7247X,04,,,,,,,,,,,
7247X,05,,,,,,,,,,,
7247X,06,,,,,,,,,,,
7247X,07,,,,,,,,,,,
7247X,08,,,,,,,,,,,
7247X,09,,,,,,,,,,,
7247X,10,,,,,,,,,,,
7247X,11,,,,,,,,,,,
7247X,12,,,,,,,,,,,
7247X,13,,,,,,,,,,,
7250C,01,,,,,,,,,,,
7250C,02,,,,,,,,,,,
7250C,03,,,,,,,,,,,
7250C,04,,,,,,,,,,,
7250C,05,,,,,,,,,,,
7250C,06,,,,,,,,,,,
7250C,07,,,,,,,,,,,
7250C,08,,,,,,,,,,,
7250C,09,,,,,,,,,,,
7250C,10,,,,,,,,,,,
7250C,11,,,,,,,,,,,
7250C,12,,,,,,,,,,,
7250C,13,,,,,,,,,,,
7261X,01,,,,,,,,,,,
7261X,02,,,,,,,,,,,
7261X,03,,,,,,,,,,,
7261X,04,,,,,,,,,,,
7261X,05,,,,,,,,,,,
7261X,06,,,,,,,,,,,
7261X,07,,,,,,,,,,,
7261X,08,,,,,,,,,,,
7261X,09,,,,,,,,,,,
7261X,10,,,,,,,,,,,
7261X,11,,,,,,,,,,,
7261X,12,,,,,,,,,,,
7261X,13,,,,,,,,,,,
7275C,01,,,,,,,,,,,
7275C,02,,,,,,,,,,,
7275C,03,,,,,,,,,,,
7275C,04,,,,,,,,,,,
7275C,05,,,,,,,,,,,
7275C,06,,,,,,,,,,,
7275C,07,,,,,,,,,,,
7275C,08,,,,,,,,,,,
7275C,09,,,,,,,,,,,
7275C,10,,,,,,,,,,,
7275C,11,,,,,,,,,,,
7275C,12,,,,,,,,,,,
7275C,13,,,,,,,,,,,
8005X,01,,,,,,,,,,,
8005X,02,,,,,,,,,,,
8005X,03,,,,,,,,,,,
8005X,04,,,,,,,,,,,
8005X,05,,,,,,,,,,,
8005X,06,,,,,,,,,,,
8005X,07,,,,,,,,,,,
8005X,08,,,,,,,,,,,
8005X,09,,,,,,,,,,,
8005X,10,,,,,,,,,,,
8005X,11,,,,,,,,,,,
8005X,12,,,,,,,,,,,
8005X,13,,,,,,,,,,,
8008Y,01,,,,,,,,,,,
8008Y,02,,,,,,,,,,,
8008Y,03,,,,,,,,,,,
8008Y,04,,,,,,,,,,,
8008Y,05,,,,,,,,,,,
8008Y,06,,,,,,,,,,,
8008Y,07,,,,,,,,,,,
8008Y,08,,,,,,,,,,,
8008Y,09,,,,,,,,,,,
8008Y,10,,,,,,,,,,,
8008Y,11,,,,,,,,,,,
8008Y,12,,,,,,,,,,,
8008Y,13,,,,,,,,,,,
8013X,01,,,,,,,,,,,
8013X,02,,,,,,,,,,,
8013X,03,,,,,,,,,,,
8013X,04,,,,,,,,,,,
8013X,05,,,,,,,,,,,
8013X,06,,,,,,,,,,,
8013X,07,,,,,,,,,,,
8013X,08,,,,,,,,,,,
8013X,09,,,,,,,,,,,
8013X,10,,,,,,,,,,,
8013X,11,,,,,,,,,,,
8013X,12,,,,,,,,,,,
8013X,13,,,,,,,,,,,
8018X,01,,,,,,,,,,,
8018X,02,,,,,,,,,,,
8018X,03,,,,,,,,,,,
8018X,04,,,,,,,,,,,
8018X,05,,,,,,,,,,,
8018X,06,,,,,,,,,,,
8018X,07,,,,,,,,,,,
8018X,08,,,,,,,,,,,
8018X,09,,,,,,,,,,,
8018X,10,,,,,,,,,,,
8018X,11,,,,,,,,,,,
8018X,12,,,,,,,,,,,
8018X,13,,,,,,,,,,,
8019,01,,,,,,,,,,,
8019,02,,,,,,,,,,,
8019,03,,,,,,,,,,,
8019,04,,,,,,,,,,,
8019,05,,,,,,,,,,,
8019,06,,,,,,,,,,,
8019,07,,,,,,,,,,,
8019,08,,,,,,,,,,,
8019,09,,,,,,,,,,,
8019,10,,,,,,,,,,,
8019,11,,,,,,,,,,,
8019,12,,,,,,,,,,,
8019,13,,,,,,,,,,,
8025,01,,,,,,,,,,,
8025,02,,,,,,,,,,,
8025,03,,,,,,,,,,,
8025,04,,,,,,,,,,,
8025,05,,,,,,,,,,,
8025,06,,,,,,,,,,,
8025,07,,,,,,,,,,,
8025,08,,,,,,,,,,,
8025,09,,,,,,,,,,,
8025,10,,,,,,,,,,,
8025,11,,,,,,,,,,,
8025,12,,,,,,,,,,,
8025,13,,,,,,,,,,,
8036Y,01,,,,,,,,,,,
8036Y,02,,,,,,,,,,,
8036Y,03,,,,,,,,,,,
8036Y,04,,,,,,,,,,,
8036Y,05,,,,,,,,,,,
8036Y,06,,,,,,,,,,,
8036Y,07,,,,,,,,,,,
8036Y,08,,,,,,,,,,,
8036Y,09,,,,,,,,,,,
8036Y,10,,,,,,,,,,,
8036Y,11,,,,,,,,,,,
8036Y,12,,,,,,,,,,,
8036Y,13,,,,,,,,,,,
8050X,01,,,,,,,,,,,
8050X,02,,,,,,,,,,,
8050X,03,,,,,,,,,,,
8050X,04,,,,,,,,,,,
8050X,05,,,,,,,,,,,
8050X,06,,,,,,,,,,,
8050X,07,,,,,,,,,,,
8050X,08,,,,,,,,,,,
8050X,09,,,,,,,,,,,
8050X,10,,,,,,,,,,,
8050X,11,,,,,,,,,,,
8050X,12,,,,,,,,,,,
8050X,13,,,,,,,,,,,
8057C,01,,,,,,,,,,,
8057C,02,,,,,,,,,,,
8057C,03,,,,,,,,,,,
8057C,04,,,,,,,,,,,
8057C,05,,,,,,,,,,,
8057C,06,,,,,,,,,,,
8057C,07,,,,,,,,,,,
8057C,08,,,,,,,,,,,
8057C,09,,,,,,,,,,,
8057C,10,,,,,,,,,,,
8057C,11,,,,,,,,,,,
8057C,12,,,,,,,,,,,
8057C,13,,,,,,,,,,,
8058X,01,,,,,,,,,,,
8058X,02,,,,,,,,,,,
8058X,03,,,,,,,,,,,
8058X,04,,,,,,,,,,,
8058X,05,,,,,,,,,,,
8058X,06,,,,,,,,,,,
8058X,07,,,,,,,,,,,
8058X,08,,,,,,,,,,,
8058X,09,,,,,,,,,,,
8058X,10,,,,,,,,,,,
8058X,11,,,,,,,,,,,
8058X,12,,,,,,,,,,,
8058X,13,,,,,,,,,,,
8058Y,01,,,,,,,,,,,
8058Y,02,,,,,,,,,,,
8058Y,03,,,,,,,,,,,
8058Y,04,,,,,,,,,,,
8058Y,05,,,,,,,,,,,
8058Y,06,,,,,,,,,,,
8058Y,07,,,,,,,,,,,
8058Y,08,,,,,,,,,,,
8058Y,09,,,,,,,,,,,
8058Y,10,,,,,,,,,,,
8058Y,11,,,,,,,,,,,
8058Y,12,,,,,,,,,,,
8058Y,13,,,,,,,,,,,
8059C,01,,,,,,,,,,,
8059C,02,,,,,,,,,,,
8059C,03,,,,,,,,,,,
8059C,04,,,,,,,,,,,
8059C,05,,,,,,,,,,,
8059C,06,,,,,,,,,,,
8059C,07,,,,,,,,,,,
8059C,08,,,,,,,,,,,
8059C,09,,,,,,,,,,,
8059C,10,,,,,,,,,,,
8059C,11,,,,,,,,,,,
8059C,12,,,,,,,,,,,
8059C,13,,,,,,,,,,,
8072Y,01,,,,,,,,,,,
8072Y,02,,,,,,,,,,,
8072Y,03,,,,,,,,,,,
8072Y,04,,,,,,,,,,,
8072Y,05,,,,,,,,,,,
8072Y,06,,,,,,,,,,,
8072Y,07,,,,,,,,,,,
8072Y,08,,,,,,,,,,,
8072Y,09,,,,,,,,,,,
8072Y,10,,,,,,,,,,,
8072Y,11,,,,,,,,,,,
8072Y,12,,,,,,,,,,,
8072Y,13,,,,,,,,,,,
8084Y,01,,,,,,,,,,,
8084Y,02,,,,,,,,,,,
8084Y,03,,,,,,,,,,,
8084Y,04,,,,,,,,,,,
8084Y,05,,,,,,,,,,,
8084Y,06,,,,,,,,,,,
8084Y,07,,,,,,,,,,,
8084Y,08,,,,,,,,,,,
8084Y,09,,,,,,,,,,,
8084Y,10,,,,,,,,,,,
8084Y,11,,,,,,,,,,,
8084Y,12,,,,,,,,,,,
8084Y,13,,,,,,,,,,,
8096,01,,,,,,,,,,,
8096,02,,,,,,,,,,,
8096,03,,,,,,,,,,,
8096,04,,,,,,,,,,,
8096,05,,,,,,,,,,,
8096,06,,,,,,,,,,,
8096,07,,,,,,,,,,,
8096,08,,,,,,,,,,,
8096,09,,,,,,,,,,,
8096,10,,,,,,,,,,,
8096,11,,,,,,,,,,,
8096,12,,,,,,,,,,,
8096,13,,,,,,,,,,,
8155Y,01,,,,,,,,,,,
8155Y,02,,,,,,,,,,,
8155Y,03,,,,,,,,,,,
8155Y,04,,,,,,,,,,,
8155Y,05,,,,,,,,,,,
8155Y,06,,,,,,,,,,,
8155Y,07,,,,,,,,,,,
8155Y,08,,,,,,,,,,,
8155Y,09,,,,,,,,,,,
8155Y,10,,,,,,,,,,,
8155Y,11,,,,,,,,,,,
8155Y,12,,,,,,,,,,,
8155Y,13,,,,,,,,,,,
8175,01,,,,,,,,,,,
8175,02,,,,,,,,,,,
8175,03,,,,,,,,,,,
8175,04,,,,,,,,,,,
8175,05,,,,,,,,,,,
8175,06,,,,,,,,,,,
8175,07,,,,,,,,,,,
8175,08,,,,,,,,,,,
8175,09,,,,,,,,,,,
8175,10,,,,,,,,,,,
8175,11,,,,,,,,,,,
8175,12,,,,,,,,,,,
8175,13,,,,,,,,,,,
8177A,01,,,,,,,,,,,
8177A,02,,,,,,,,,,,
8177A,03,,,,,,,,,,,
8177A,04,,,,,,,,,,,
8177A,05,,,,,,,,,,,
8177A,06,,,,,,,,,,,
8177A,07,,,,,,,,,,,
8177A,08,,,,,,,,,,,
8177A,09,,,,,,,,,,,
8177A,10,,,,,,,,,,,
8177A,11,,,,,,,,,,,
8177A,12,,,,,,,,,,,
8177A,13,,,,,,,,,,,
8178D,01,,,,,,,,,,,
8178D,02,,,,,,,,,,,
8178D,03,,,,,,,,,,,
8178D,04,,,,,,,,,,,
8178D,05,,,,,,,,,,,
8178D,06,,,,,,,,,,,
8178D,07,,,,,,,,,,,
8178D,08,,,,,,,,,,,
8178D,09,,,,,,,,,,,
8178D,10,,,,,,,,,,,
8178D,11,,,,,,,,,,,
8178D,12,,,,,,,,,,,
8178D,13,,,,,,,,,,,
8193E,01,,,,,,,,,,,
8193E,02,,,,,,,,,,,
8193E,03,,,,,,,,,,,
8193E,04,,,,,,,,,,,
8193E,05,,,,,,,,,,,
8193E,06,,,,,,,,,,,
8193E,07,,,,,,,,,,,
8193E,08,,,,,,,,,,,
8193E,09,,,,,,,,,,,
8193E,10,,,,,,,,,,,
8193E,11,,,,,,,,,,,
8193E,12,,,,,,,,,,,
8193E,13,,,,,,,,,,,
8198Y,01,,,,,,,,,,,
8198Y,02,,,,,,,,,,,
8198Y,03,,,,,,,,,,,
8198Y,04,,,,,,,,,,,
8198Y,05,,,,,,,,,,,
8198Y,06,,,,,,,,,,,
8198Y,07,,,,,,,,,,,
8198Y,08,,,,,,,,,,,
8198Y,09,,,,,,,,,,,
8198Y,10,,,,,,,,,,,
8198Y,11,,,,,,,,,,,
8198Y,12,,,,,,,,,,,
8198Y,13,,,,,,,,,,,
8203O,01,,,,,,,,,,,
8203O,02,,,,,,,,,,,
8203O,03,,,,,,,,,,,
8203O,04,,,,,,,,,,,
8203O,05,,,,,,,,,,,
8203O,06,,,,,,,,,,,
8203O,07,,,,,,,,,,,
8203O,08,,,,,,,,,,,
8203O,09,,,,,,,,,,,
8203O,10,,,,,,,,,,,
8203O,11,,,,,,,,,,,
8203O,12,,,,,,,,,,,
8203O,13,,,,,,,,,,,
8210Y,01,,,,,,,,,,,
8210Y,02,,,,,,,,,,,
8210Y,03,,,,,,,,,,,
8210Y,04,,,,,,,,,,,
8210Y,05,,,,,,,,,,,
8210Y,06,,,,,,,,,,,
8210Y,07,,,,,,,,,,,
8210Y,08,,,,,,,,,,,
8210Y,09,,,,,,,,,,,
8210Y,10,,,,,,,,,,,
8210Y,11,,,,,,,,,,,
8210Y,12,,,,,,,,,,,
8210Y,13,,,,,,,,,,,
8245Y,01,,,,,,,,,,,
8245Y,02,,,,,,,,,,,
8245Y,03,,,,,,,,,,,
8245Y,04,,,,,,,,,,,
8245Y,05,,,,,,,,,,,
8245Y,06,,,,,,,,,,,
8245Y,07,,,,,,,,,,,
8245Y,08,,,,,,,,,,,
8245Y,09,,,,,,,,,,,
8245Y,10,,,,,,,,,,,
8245Y,11,,,,,,,,,,,
8245Y,12,,,,,,,,,,,
8245Y,13,,,,,,,,,,,
8270X,01,,,,,,,,,,,
8270X,02,,,,,,,,,,,
8270X,03,,,,,,,,,,,
8270X,04,,,,,,,,,,,
8270X,05,,,,,,,,,,,
8270X,06,,,,,,,,,,,
8270X,07,,,,,,,,,,,
8270X,08,,,,,,,,,,,
8270X,09,,,,,,,,,,,
8270X,10,,,,,,,,,,,
8270X,11,,,,,,,,,,,
8270X,12,,,,,,,,,,,
8270X,13,,,,,,,,,,,
8283X,01,,,,,,,,,,,
8283X,02,,,,,,,,,,,
8283X,03,,,,,,,,,,,
8283X,04,,,,,,,,,,,
8283X,05,,,,,,,,,,,
8283X,06,,,,,,,,,,,
8283X,07,,,,,,,,,,,
8283X,08,,,,,,,,,,,
8283X,09,,,,,,,,,,,
8283X,10,,,,,,,,,,,
8283X,11,,,,,,,,,,,
8283X,12,,,,,,,,,,,
8283X,13,,,,,,,,,,,
8293X,01,,,,,,,,,,,
8293X,02,,,,,,,,,,,
8293X,03,,,,,,,,,,,
8293X,04,,,,,,,,,,,
8293X,05,,,,,,,,,,,
8293X,06,,,,,,,,,,,
8293X,07,,,,,,,,,,,
8293X,08,,,,,,,,,,,
8293X,09,,,,,,,,,,,
8293X,10,,,,,,,,,,,
8293X,11,,,,,,,,,,,
8293X,12,,,,,,,,,,,
8293X,13,,,,,,,,,,,
8300X,01,,,,,,,,,,,
8300X,02,,,,,,,,,,,
8300X,03,,,,,,,,,,,
8300X,04,,,,,,,,,,,
8300X,05,,,,,,,,,,,
8300X,06,,,,,,,,,,,
8300X,07,,,,,,,,,,,
8300X,08,,,,,,,,,,,
8300X,09,,,,,,,,,,,
8300X,10,,,,,,,,,,,
8300X,11,,,,,,,,,,,
8300X,12,,,,,,,,,,,
8300X,13,,,,,,,,,,,
8309X,01,,,,,,,,,,,
8309X,02,,,,,,,,,,,
8309X,03,,,,,,,,,,,
8309X,04,,,,,,,,,,,
8309X,05,,,,,,,,,,,
8309X,06,,,,,,,,,,,
8309X,07,,,,,,,,,,,
8309X,08,,,,,,,,,,,
8309X,09,,,,,,,,,,,
8309X,10,,,,,,,,,,,
8309X,11,,,,,,,,,,,
8309X,12,,,,,,,,,,,
8309X,13,,,,,,,,,,,
8325X,01,,,,,,,,,,,
8325X,02,,,,,,,,,,,
8325X,03,,,,,,,,,,,
8325X,04,,,,,,,,,,,
8325X,05,,,,,,,,,,,
8325X,06,,,,,,,,,,,
8325X,07,,,,,,,,,,,
8325X,08,,,,,,,,,,,
8325X,09,,,,,,,,,,,
8325X,10,,,,,,,,,,,
8325X,11,,,,,,,,,,,
8325X,12,,,,,,,,,,,
8325X,13,,,,,,,,,,,
8337X,01,,,,,,,,,,,
8337X,02,,,,,,,,,,,
8337X,03,,,,,,,,,,,
8337X,04,,,,,,,,,,,
8337X,05,,,,,,,,,,,
8337X,06,,,,,,,,,,,
8337X,07,,,,,,,,,,,
8337X,08,,,,,,,,,,,
8337X,09,,,,,,,,,,,
8337X,10,,,,,,,,,,,
8337X,11,,,,,,,,,,,
8337X,12,,,,,,,,,,,
8337X,13,,,,,,,,,,,
8354X,01,,,,,,,,,,,
8354X,02,,,,,,,,,,,
8354X,03,,,,,,,,,,,
8354X,04,,,,,,,,,,,
8354X,05,,,,,,,,,,,
8354X,06,,,,,,,,,,,
8354X,07,,,,,,,,,,,
8354X,08,,,,,,,,,,,
8354X,09,,,,,,,,,,,
8354X,10,,,,,,,,,,,
8354X,11,,,,,,,,,,,
8354X,12,,,,,,,,,,,
8354X,13,,,,,,,,,,,
8368U,01,,,,,,,,,,,
8368U,02,,,,,,,,,,,
8368U,03,,,,,,,,,,,
8368U,04,,,,,,,,,,,
8368U,05,,,,,,,,,,,
8368U,06,,,,,,,,,,,
8368U,07,,,,,,,,,,,
8368U,08,,,,,,,,,,,
8368U,09,,,,,,,,,,,
8368U,10,,,,,,,,,,,
8368U,11,,,,,,,,,,,
8368U,12,,,,,,,,,,,
8368U,13,,,,,,,,,,,
8376,01,,,,,,,,,,,
8376,02,,,,,,,,,,,
8376,03,,,,,,,,,,,
8376,04,,,,,,,,,,,
8376,05,,,,,,,,,,,
8376,06,,,,,,,,,,,
8376,07,,,,,,,,,,,
8376,08,,,,,,,,,,,
8376,09,,,,,,,,,,,
8376,10,,,,,,,,,,,
8376,11,,,,,,,,,,,
8376,12,,,,,,,,,,,
8376,13,,,,,,,,,,,
8381X,01,,,,,,,,,,,
8381X,02,,,,,,,,,,,
8381X,03,,,,,,,,,,,
8381X,04,,,,,,,,,,,
8381X,05,,,,,,,,,,,
8381X,06,,,,,,,,,,,
8381X,07,,,,,,,,,,,
8381X,08,,,,,,,,,,,
8381X,09,,,,,,,,,,,
8381X,10,,,,,,,,,,,
8381X,11,,,,,,,,,,,
8381X,12,,,,,,,,,,,
8381X,13,,,,,,,,,,,
8395X,01,,,,,,,,,,,
8395X,02,,,,,,,,,,,
8395X,03,,,,,,,,,,,
8395X,04,,,,,,,,,,,
8395X,05,,,,,,,,,,,
8395X,06,,,,,,,,,,,
8395X,07,,,,,,,,,,,
8395X,08,,,,,,,,,,,
8395X,09,,,,,,,,,,,
8395X,10,,,,,,,,,,,
8395X,11,,,,,,,,,,,
8395X,12,,,,,,,,,,,
8395X,13,,,,,,,,,,,
8409X,01,,,,,,,,,,,
8409X,02,,,,,,,,,,,
8409X,03,,,,,,,,,,,
8409X,04,,,,,,,,,,,
8409X,05,,,,,,,,,,,
8409X,06,,,,,,,,,,,
8409X,07,,,,,,,,,,,
8409X,08,,,,,,,,,,,
8409X,09,,,,,,,,,,,
8409X,10,,,,,,,,,,,
8409X,11,,,,,,,,,,,
8409X,12,,,,,,,,,,,
8409X,13,,,,,,,,,,,
8414A,01,,,,,,,,,,,
8414A,02,,,,,,,,,,,
8414A,03,,,,,,,,,,,
8414A,04,,,,,,,,,,,
8414A,05,,,,,,,,,,,
8414A,06,,,,,,,,,,,
8414A,07,,,,,,,,,,,
8414A,08,,,,,,,,,,,
8414A,09,,,,,,,,,,,
8414A,10,,,,,,,,,,,
8414A,11,,,,,,,,,,,
8414A,12,,,,,,,,,,,
8414A,13,,,,,,,,,,,
8416,01,,,,,,,,,,,
8416,02,,,,,,,,,,,
8416,03,,,,,,,,,,,
8416,04,,,,,,,,,,,
8416,05,,,,,,,,,,,
8416,06,,,,,,,,,,,
8416,07,,,,,,,,,,,
8416,08,,,,,,,,,,,
8416,09,,,,,,,,,,,
8416,10,,,,,,,,,,,
8416,11,,,,,,,,,,,
8416,12,,,,,,,,,,,
8416,13,,,,,,,,,,,
8416X,01,,,,,,,,,,,
8416X,02,,,,,,,,,,,
8416X,03,,,,,,,,,,,
8416X,04,,,,,,,,,,,
8416X,05,,,,,,,,,,,
8416X,06,,,,,,,,,,,
8416X,07,,,,,,,,,,,
8416X,08,,,,,,,,,,,
8416X,09,,,,,,,,,,,
8416X,10,,,,,,,,,,,
8416X,11,,,,,,,,,,,
8416X,12,,,,,,,,,,,
8416X,13,,,,,,,,,,,
8416Y,01,,,,,,,,,,,
8416Y,02,,,,,,,,,,,
