indicativo,mes,tm_mes,tm_max,tm_min,ta_max,ta_min,p_mes,p_max,hr,n_llu,n_nie,n_tor
1178Y,09,,,,,,,,,,,
1178Y,10,,,,,,,,,,,
1178Y,11,,,,,,,,,,,
1178Y,12,,,,,,,,,,,
1178Y,13,,,,,,,,,,,
1179B,01,,,,,,,,,,,
1179B,02,,,,,,,,,,,
1179B,03,,,,,,,,,,,
1179B,04,,,,,,,,,,,
1179B,05,,,,,,,,,,,
1179B,06,,,,,,,,,,,
1179B,07,,,,,,,,,,,
1179B,08,,,,,,,,,,,
1179B,09,,,,,,,,,,,
1179B,10,,,,,,,,,,,
1179B,11,,,,,,,,,,,
1179B,12,,,,,,,,,,,
1179B,13,,,,,,,,,,,
1183X,01,,,,,,,,,,,
1183X,02,,,,,,,,,,,
1183X,03,,,,,,,,,,,
1183X,04,,,,,,,,,,,
1183X,05,,,,,,,,,,,
1183X,06,,,,,,,,,,,
1183X,07,,,,,,,,,,,
1183X,08,,,,,,,,,,,
1183X,09,,,,,,,,,,,
1183X,10,,,,,,,,,,,
1183X,11,,,,,,,,,,,
1183X,12,,,,,,,,,,,
1183X,13,,,,,,,,,,,
1186P,01,,,,,,,,,,,
1186P,02,,,,,,,,,,,
1186P,03,,,,,,,,,,,
1186P,04,,,,,,,,,,,
1186P,05,,,,,,,,,,,
1186P,06,,,,,,,,,,,
1186P,07,,,,,,,,,,,
1186P,08,,,,,,,,,,,
1186P,09,,,,,,,,,,,
1186P,10,,,,,,,,,,,
1186P,11,,,,,,,,,,,
1186P,12,,,,,,,,,,,
1186P,13,,,,,,,,,,,
1199X,01,,,,,,,,,,,
1199X,02,,,,,,,,,,,
1199X,03,,,,,,,,,,,
1199X,04,,,,,,,,,,,
1199X,05,,,,,,,,,,,
1199X,06,,,,,,,,,,,
1199X,07,,,,,,,,,,,
1199X,08,,,,,,,,,,,
1199X,09,,,,,,,,,,,
1199X,10,,,,,,,,,,,
1199X,11,,,,,,,,,,,
1199X,12,,,,,,,,,,,
1199X,13,,,,,,,,,,,
1203D,01,,,,,,,,,,,
1203D,02,,,,,,,,,,,
1203D,03,,,,,,,,,,,
1203D,04,,,,,,,,,,,
1203D,05,,,,,,,,,,,
1203D,06,,,,,,,,,,,
1203D,07,,,,,,,,,,,
1203D,08,,,,,,,,,,,
1203D,09,,,,,,,,,,,
1203D,10,,,,,,,,,,,
1203D,11,,,,,,,,,,,
1203D,12,,,,,,,,,,,
1203D,13,,,,,,,,,,,
1207U,01,,,,,,,,,,,
1207U,02,,,,,,,,,,,
1207U,03,,,,,,,,,,,
1207U,04,,,,,,,,,,,
1207U,05,,,,,,,,,,,
1207U,06,,,,,,,,,,,
1207U,07,,,,,,,,,,,
1207U,08,,,,,,,,,,,
1207U,09,,,,,,,,,,,
1207U,10,,,,,,,,,,,
1207U,11,,,,,,,,,,,
1207U,12,,,,,,,,,,,
1207U,13,,,,,,,,,,,
1208,01,,,,,,,,,,,
1208,02,,,,,,,,,,,
1208,03,,,,,,,,,,,
1208,04,,,,,,,,,,,
1208,05,,,,,,,,,,,
1208,06,,,,,,,,,,,
1208,07,,,,,,,,,,,
1208,08,,,,,,,,,,,
1208,09,,,,,,,,,,,
1208,10,,,,,,,,,,,
1208,11,,,,,,,,,,,
1208,12,,,,,,,,,,,
1208,13,,,,,,,,,,,
1208A,01,,,,,,,,,,,
1208A,02,,,,,,,,,,,
1208A,03,,,,,,,,,,,
1208A,04,,,,,,,,,,,
1208A,05,,,,,,,,,,,
1208A,06,,,,,,,,,,,
1208A,07,,,,,,,,,,,
1208A,08,,,,,,,,,,,
1208A,09,,,,,,,,,,,
1208A,10,,,,,,,,,,,
1208A,11,,,,,,,,,,,
1208A,12,,,,,,,,,,,
1208A,13,,,,,,,,,,,
1208H,01,,,,,,,,,,,
1208H,02,,,,,,,,,,,
1208H,03,,,,,,,,,,,
1208H,04,,,,,,,,,,,
1208H,05,,,,,,,,,,,
1208H,06,,,,,,,,,,,
1208H,07,,,,,,,,,,,
1208H,08,,,,,,,,,,,
1208H,09,,,,,,,,,,,
1208H,10,,,,,,,,,,,
1208H,11,,,,,,,,,,,
1208H,12,,,,,,,,,,,
1208H,13,,,,,,,,,,,
1210X,01,,,,,,,,,,,
1210X,02,,,,,,,,,,,
1210X,03,,,,,,,,,,,
1210X,04,,,,,,,,,,,
1210X,05,,,,,,,,,,,
1210X,06,,,,,,,,,,,
1210X,07,,,,,,,,,,,
1210X,08,,,,,,,,,,,
1210X,09,,,,,,,,,,,
1210X,10,,,,,,,,,,,
1210X,11,,,,,,,,,,,
1210X,12,,,,,,,,,,,
1210X,13,,,,,,,,,,,
1212E,01,,,,,,,,,,,
1212E,02,,,,,,,,,,,
1212E,03,,,,,,,,,,,
1212E,04,,,,,,,,,,,
1212E,05,,,,,,,,,,,
1212E,06,,,,,,,,,,,
1212E,07,,,,,,,,,,,
1212E,08,,,,,,,,,,,
1212E,09,,,,,,,,,,,
1212E,10,,,,,,,,,,,
1212E,11,,,,,,,,,,,
1212E,12,,,,,,,,,,,
1212E,13,,,,,,,,,,,
1221D,01,,,,,,,,,,,
1221D,02,,,,,,,,,,,
1221D,03,,,,,,,,,,,
1221D,04,,,,,,,,,,,
1221D,05,,,,,,,,,,,
1221D,06,,,,,,,,,,,
1221D,07,,,,,,,,,,,
1221D,08,,,,,,,,,,,
1221D,09,,,,,,,,,,,
1221D,10,,,,,,,,,,,
1221D,11,,,,,,,,,,,
1221D,12,,,,,,,,,,,
1221D,13,,,,,,,,,,,
1223P,01,,,,,,,,,,,
1223P,02,,,,,,,,,,,
1223P,03,,,,,,,,,,,
1223P,04,,,,,,,,,,,
1223P,05,,,,,,,,,,,
1223P,06,,,,,,,,,,,
1223P,07,,,,,,,,,,,
1223P,08,,,,,,,,,,,
1223P,09,,,,,,,,,,,
1223P,10,,,,,,,,,,,
1223P,11,,,,,,,,,,,
1223P,12,,,,,,,,,,,
1223P,13,,,,,,,,,,,
1226X,01,,,,,,,,,,,
1226X,02,,,,,,,,,,,
1226X,03,,,,,,,,,,,
1226X,04,,,,,,,,,,,
1226X,05,,,,,,,,,,,
1226X,06,,,,,,,,,,,
1226X,07,,,,,,,,,,,
1226X,08,,,,,,,,,,,
1226X,09,,,,,,,,,,,
1226X,10,,,,,,,,,,,
1226X,11,,,,,,,,,,,
1226X,12,,,,,,,,,,,
1226X,13,,,,,,,,,,,
1234P,01,,,,,,,,,,,
1234P,02,,,,,,,,,,,
1234P,03,,,,,,,,,,,
1234P,04,,,,,,,,,,,
1234P,05,,,,,,,,,,,
1234P,06,,,,,,,,,,,
1234P,07,,,,,,,,,,,
1234P,08,,,,,,,,,,,
1234P,09,,,,,,,,,,,
1234P,10,,,,,,,,,,,
1234P,11,,,,,,,,,,,
1234P,12,,,,,,,,,,,
1234P,13,,,,,,,,,,,
1249I,01,,,,,,,,,,,
1249I,02,,,,,,,,,,,
1249I,03,,,,,,,,,,,
1249I,04,,,,,,,,,,,
1249I,05,,,,,,,,,,,
1249I,06,,,,,,,,,,,
1249I,07,,,,,,,,,,,
1249I,08,,,,,,,,,,,
1249I,09,,,,,,,,,,,
1249I,10,,,,,,,,,,,
1249I,11,,,,,,,,,,,
1249I,12,,,,,,,,,,,
1249I,13,,,,,,,,,,,
1249X,01,,,,,,,,,,,
1249X,02,,,,,,,,,,,
1249X,03,,,,,,,,,,,
1249X,04,,,,,,,,,,,
1249X,05,,,,,,,,,,,
1249X,06,,,,,,,,,,,
1249X,07,,,,,,,,,,,
1249X,08,,,,,,,,,,,
1249X,09,,,,,,,,,,,
1249X,10,,,,,,,,,,,
1249X,11,,,,,,,,,,,
1249X,12,,,,,,,,,,,
1249X,13,,,,,,,,,,,
1272B,01,,,,,,,,,,,
1272B,02,,,,,,,,,,,
1272B,03,,,,,,,,,,,
1272B,04,,,,,,,,,,,
1272B,05,,,,,,,,,,,
1272B,06,,,,,,,,,,,
1272B,07,,,,,,,,,,,
1272B,08,,,,,,,,,,,
1272B,09,,,,,,,,,,,
1272B,10,,,,,,,,,,,
1272B,11,,,,,,,,,,,
1272B,12,,,,,,,,,,,
1272B,13,,,,,,,,,,,
1276F,01,,,,,,,,,,,
1276F,02,,,,,,,,,,,
1276F,03,,,,,,,,,,,
1276F,04,,,,,,,,,,,
1276F,05,,,,,,,,,,,
1276F,06,,,,,,,,,,,
1276F,07,,,,,,,,,,,
1276F,08,,,,,,,,,,,
1276F,09,,,,,,,,,,,
1276F,10,,,,,,,,,,,
1276F,11,,,,,,,,,,,
1276F,12,,,,,,,,,,,
1276F,13,,,,,,,,,,,
1279X,01,,,,,,,,,,,
1279X,02,,,,,,,,,,,
1279X,03,,,,,,,,,,,
1279X,04,,,,,,,,,,,
1279X,05,,,,,,,,,,,
1279X,06,,,,,,,,,,,
1279X,07,,,,,,,,,,,
1279X,08,,,,,,,,,,,
1279X,09,,,,,,,,,,,
1279X,10,,,,,,,,,,,
1279X,11,,,,,,,,,,,
1279X,12,,,,,,,,,,,
1279X,13,,,,,,,,,,,
1283U,01,,,,,,,,,,,
1283U,02,,,,,,,,,,,
1283U,03,,,,,,,,,,,
1283U,04,,,,,,,,,,,
1283U,05,,,,,,,,,,,
1283U,06,,,,,,,,,,,
1283U,07,,,,,,,,,,,
1283U,08,,,,,,,,,,,
1283U,09,,,,,,,,,,,
1283U,10,,,,,,,,,,,
1283U,11,,,,,,,,,,,
1283U,12,,,,,,,,,,,
1283U,13,,,,,,,,,,,
1297E,01,,,,,,,,,,,
1297E,02,,,,,,,,,,,
1297E,03,,,,,,,,,,,
1297E,04,,,,,,,,,,,
1297E,05,,,,,,,,,,,
1297E,06,,,,,,,,,,,
1297E,07,,,,,,,,,,,
1297E,08,,,,,,,,,,,
1297E,09,,,,,,,,,,,
1297E,10,,,,,,,,,,,
1297E,11,,,,,,,,,,,
1297E,12,,,,,,,,,,,
1297E,13,,,,,,,,,,,
1302F,01,,,,,,,,,,,
1302F,02,,,,,,,,,,,
1302F,03,,,,,,,,,,,
1302F,04,,,,,,,,,,,
1302F,05,,,,,,,,,,,
1302F,06,,,,,,,,,,,
1302F,07,,,,,,,,,,,
1302F,08,,,,,,,,,,,
1302F,09,,,,,,,,,,,
1302F,10,,,,,,,,,,,
1302F,11,,,,,,,,,,,
1302F,12,,,,,,,,,,,
1302F,13,,,,,,,,,,,
1309C,01,,,,,,,,,,,
1309C,02,,,,,,,,,,,
1309C,03,,,,,,,,,,,
1309C,04,,,,,,,,,,,
1309C,05,,,,,,,,,,,
1309C,06,,,,,,,,,,,
1309C,07,,,,,,,,,,,
1309C,08,,,,,,,,,,,
1309C,09,,,,,,,,,,,
1309C,10,,,,,,,,,,,
1309C,11,,,,,,,,,,,
1309C,12,,,,,,,,,,,
1309C,13,,,,,,,,,,,
1327A,01,,,,,,,,,,,
1327A,02,,,,,,,,,,,
1327A,03,,,,,,,,,,,
1327A,04,,,,,,,,,,,
1327A,05,,,,,,,,,,,
1327A,06,,,,,,,,,,,
1327A,07,,,,,,,,,,,
1327A,08,,,,,,,,,,,
1327A,09,,,,,,,,,,,
1327A,10,,,,,,,,,,,
1327A,11,,,,,,,,,,,
1327A,12,,,,,,,,,,,
1327A,13,,,,,,,,,,,
1331A,01,,,,,,,,,,,
1331A,02,,,,,,,,,,,
1331A,03,,,,,,,,,,,
1331A,04,,,,,,,,,,,
1331A,05,,,,,,,,,,,
1331A,06,,,,,,,,,,,
1331A,07,,,,,,,,,,,
1331A,08,,,,,,,,,,,
1331A,09,,,,,,,,,,,
1331A,10,,,,,,,,,,,
1331A,11,,,,,,,,,,,
1331A,12,,,,,,,,,,,
1331A,13,,,,,,,,,,,
1341B,01,,,,,,,,,,,
1341B,02,,,,,,,,,,,
1341B,03,,,,,,,,,,,
1341B,04,,,,,,,,,,,
1341B,05,,,,,,,,,,,
1341B,06,,,,,,,,,,,
1341B,07,,,,,,,,,,,
1341B,08,,,,,,,,,,,
1341B,09,,,,,,,,,,,
1341B,10,,,,,,,,,,,
1341B,11,,,,,,,,,,,
1341B,12,,,,,,,,,,,
1341B,13,,,,,,,,,,,
1342X,01,,,,,,,,,,,
1342X,02,,,,,,,,,,,
1342X,03,,,,,,,,,,,
1342X,04,,,,,,,,,,,
1342X,05,,,,,,,,,,,
1342X,06,,,,,,,,,,,
1342X,07,,,,,,,,,,,
1342X,08,,,,,,,,,,,
1342X,09,,,,,,,,,,,
1342X,10,,,,,,,,,,,
1342X,11,,,,,,,,,,,
1342X,12,,,,,,,,,,,
1342X,13,,,,,,,,,,,
1344X,01,,,,,,,,,,,
1344X,02,,,,,,,,,,,
1344X,03,,,,,,,,,,,
1344X,04,,,,,,,,,,,
1344X,05,,,,,,,,,,,
1344X,06,,,,,,,,,,,
1344X,07,,,,,,,,,,,
1344X,08,,,,,,,,,,,
1344X,09,,,,,,,,,,,
1344X,10,,,,,,,,,,,
1344X,11,,,,,,,,,,,
1344X,12,,,,,,,,,,,
1344X,13,,,,,,,,,,,
1347T,01,,,,,,,,,,,
1347T,02,,,,,,,,,,,
1347T,03,,,,,,,,,,,
1347T,04,,,,,,,,,,,
1347T,05,,,,,,,,,,,
1347T,06,,,,,,,,,,,
1347T,07,,,,,,,,,,,
1347T,08,,,,,,,,,,,
1347T,09,,,,,,,,,,,
1347T,10,,,,,,,,,,,
1347T,11,,,,,,,,,,,
1347T,12,,,,,,,,,,,
1347T,13,,,,,,,,,,,
1351,01,,,,,,,,,,,
1351,02,,,,,,,,,,,
1351,03,,,,,,,,,,,
1351,04,,,,,,,,,,,
1351,05,,,,,,,,,,,
1351,06,,,,,,,,,,,
1351,07,,,,,,,,,,,
1351,08,,,,,,,,,,,
1351,09,,,,,,,,,,,
1351,10,,,,,,,,,,,
1351,11,,,,,,,,,,,
1351,12,,,,,,,,,,,
1351,13,,,,,,,,,,,
1354C,01,,,,,,,,,,,
1354C,02,,,,,,,,,,,
1354C,03,,,,,,,,,,,
1354C,04,,,,,,,,,,,
1354C,05,,,,,,,,,,,
1354C,06,,,,,,,,,,,
1354C,07,,,,,,,,,,,
1354C,08,,,,,,,,,,,
1354C,09,,,,,,,,,,,
1354C,10,,,,,,,,,,,
1354C,11,,,,,,,,,,,
1354C,12,,,,,,,,,,,
1354C,13,,,,,,,,,,,
1363X,01,,,,,,,,,,,
1363X,02,,,,,,,,,,,
1363X,03,,,,,,,,,,,
1363X,04,,,,,,,,,,,
1363X,05,,,,,,,,,,,
1363X,06,,,,,,,,,,,
1363X,07,,,,,,,,,,,
1363X,08,,,,,,,,,,,
1363X,09,,,,,,,,,,,
1363X,10,,,,,,,,,,,
1363X,11,,,,,,,,,,,
1363X,12,,,,,,,,,,,
1363X,13,,,,,,,,,,,
1387,01,,,,,,,,,,,
1387,02,,,,,,,,,,,
1387,03,,,,,,,,,,,
1387,04,,,,,,,,,,,
1387,05,,,,,,,,,,,
1387,06,,,,,,,,,,,
1387,07,,,,,,,,,,,
1387,08,,,,,,,,,,,
1387,09,,,,,,,,,,,
1387,10,,,,,,,,,,,
1387,11,,,,,,,,,,,
1387,12,,,,,,,,,,,
1387,13,,,,,,,,,,,
1387D,01,,,,,,,,,,,
1387D,02,,,,,,,,,,,
1387D,03,,,,,,,,,,,
1387D,04,,,,,,,,,,,
1387D,05,,,,,,,,,,,
1387D,06,,,,,,,,,,,
1387D,07,,,,,,,,,,,
1387D,08,,,,,,,,,,,
1387D,09,,,,,,,,,,,
1387D,10,,,,,,,,,,,
1387D,11,,,,,,,,,,,
1387D,12,,,,,,,,,,,
1387D,13,,,,,,,,,,,
1387E,01,,,,,,,,,,,
1387E,02,,,,,,,,,,,
1387E,03,,,,,,,,,,,
1387E,04,,,,,,,,,,,
1387E,05,,,,,,,,,,,
1387E,06,,,,,,,,,,,
1387E,07,,,,,,,,,,,
1387E,08,,,,,,,,,,,
1387E,09,,,,,,,,,,,
1387E,10,,,,,,,,,,,
1387E,11,,,,,,,,,,,
1387E,12,,,,,,,,,,,
1387E,13,,,,,,,,,,,
1390X,01,,,,,,,,,,,
1390X,02,,,,,,,,,,,
1390X,03,,,,,,,,,,,
1390X,04,,,,,,,,,,,
1390X,05,,,,,,,,,,,
1390X,06,,,,,,,,,,,
1390X,07,,,,,,,,,,,
1390X,08,,,,,,,,,,,
1390X,09,,,,,,,,,,,
1390X,10,,,,,,,,,,,
1390X,11,,,,,,,,,,,
1390X,12,,,,,,,,,,,
1390X,13,,,,,,,,,,,
1393,01,,,,,,,,,,,
1393,02,,,,,,,,,,,
1393,03,,,,,,,,,,,
1393,04,,,,,,,,,,,
1393,05,,,,,,,,,,,
1393,06,,,,,,,,,,,
1393,07,,,,,,,,,,,
1393,08,,,,,,,,,,,
1393,09,,,,,,,,,,,
1393,10,,,,,,,,,,,
1393,11,,,,,,,,,,,
1393,12,,,,,,,,,,,
1393,13,,,,,,,,,,,
1399,01,,,,,,,,,,,
1399,02,,,,,,,,,,,
1399,03,,,,,,,,,,,
1399,04,,,,,,,,,,,
1399,05,,,,,,,,,,,
1399,06,,,,,,,,,,,
1399,07,,,,,,,,,,,
1399,08,,,,,,,,,,,
1399,09,,,,,,,,,,,
1399,10,,,,,,,,,,,
1399,11,,,,,,,,,,,
1399,12,,,,,,,,,,,
1399,13,,,,,,,,,,,
1400,01,,,,,,,,,,,
1400,02,,,,,,,,,,,
1400,03,,,,,,,,,,,
1400,04,,,,,,,,,,,
1400,05,,,,,,,,,,,
1400,06,,,,,,,,,,,
1400,07,,,,,,,,,,,
1400,08,,,,,,,,,,,
1400,09,,,,,,,,,,,
1400,10,,,,,,,,,,,
1400,11,,,,,,,,,,,
1400,12,,,,,,,,,,,
1400,13,,,,,,,,,,,
1406X,01,,,,,,,,,,,
1406X,02,,,,,,,,,,,
1406X,03,,,,,,,,,,,
1406X,04,,,,,,,,,,,
1406X,05,,,,,,,,,,,
1406X,06,,,,,,,,,,,
1406X,07,,,,,,,,,,,
1406X,08,,,,,,,,,,,
1406X,09,,,,,,,,,,,
1406X,10,,,,,,,,,,,
1406X,11,,,,,,,,,,,
1406X,12,,,,,,,,,,,
1406X,13,,,,,,,,,,,
1410X,01,,,,,,,,,,,
1410X,02,,,,,,,,,,,
1410X,03,,,,,,,,,,,
1410X,04,,,,,,,,,,,
1410X,05,,,,,,,,,,,
1410X,06,,,,,,,,,,,
1410X,07,,,,,,,,,,,
1410X,08,,,,,,,,,,,
1410X,09,,,,,,,,,,,
1410X,10,,,,,,,,,,,
1410X,11,,,,,,,,,,,
1410X,12,,,,,,,,,,,
1410X,13,,,,,,,,,,,
1428,01,,,,,,,,,,,
1428,02,,,,,,,,,,,
1428,03,,,,,,,,,,,
1428,04,,,,,,,,,,,
1428,05,,,,,,,,,,,
1428,06,,,,,,,,,,,
1428,07,,,,,,,,,,,
1428,08,,,,,,,,,,,
1428,09,,,,,,,,,,,
1428,10,,,,,,,,,,,
1428,11,,,,,,,,,,,
1428,12,,,,,,,,,,,
1428,13,,,,,,,,,,,
1435C,01,,,,,,,,,,,
1435C,02,,,,,,,,,,,
1435C,03,,,,,,,,,,,
1435C,04,,,,,,,,,,,
1435C,05,,,,,,,,,,,
1435C,06,,,,,,,,,,,
1435C,07,,,,,,,,,,,
1435C,08,,,,,,,,,,,
1435C,09,,,,,,,,,,,
1435C,10,,,,,,,,,,,
1435C,11,,,,,,,,,,,
1435C,12,,,,,,,,,,,
1435C,13,,,,,,,,,,,
1437O,01,,,,,,,,,,,
1437O,02,,,,,,,,,,,
1437O,03,,,,,,,,,,,
1437O,04,,,,,,,,,,,
1437O,05,,,,,,,,,,,
1437O,06,,,,,,,,,,,
1437O,07,,,,,,,,,,,
1437O,08,,,,,,,,,,,
1437O,09,,,,,,,,,,,
1437O,10,,,,,,,,,,,
1437O,11,,,,,,,,,,,
1437O,12,,,,,,,,,,,
1437O,13,,,,,,,,,,,
1442U,01,,,,,,,,,,,
1442U,02,,,,,,,,,,,
1442U,03,,,,,,,,,,,
1442U,04,,,,,,,,,,,
1442U,05,,,,,,,,,,,
1442U,06,,,,,,,,,,,
1442U,07,,,,,,,,,,,
1442U,08,,,,,,,,,,,
1442U,09,,,,,,,,,,,
1442U,10,,,,,,,,,,,
1442U,11,,,,,,,,,,,
1442U,12,,,,,,,,,,,
1442U,13,,,,,,,,,,,
1446X,01,,,,,,,,,,,
1446X,02,,,,,,,,,,,
1446X,03,,,,,,,,,,,
1446X,04,,,,,,,,,,,
1446X,05,,,,,,,,,,,
1446X,06,,,,,,,,,,,
1446X,07,,,,,,,,,,,
1446X,08,,,,,,,,,,,
1446X,09,,,,,,,,,,,
1446X,10,,,,,,,,,,,
1446X,11,,,,,,,,,,,
1446X,12,,,,,,,,,,,
1446X,13,,,,,,,,,,,
1455I,01,,,,,,,,,,,
1455I,02,,,,,,,,,,,
1455I,03,,,,,,,,,,,
1455I,04,,,,,,,,,,,
1455I,05,,,,,,,,,,,
1455I,06,,,,,,,,,,,
1455I,07,,,,,,,,,,,
1455I,08,,,,,,,,,,,
1455I,09,,,,,,,,,,,
1455I,10,,,,,,,,,,,
1455I,11,,,,,,,,,,,
1455I,12,,,,,,,,,,,
1455I,13,,,,,,,,,,,
1465U,01,,,,,,,,,,,
1465U,02,,,,,,,,,,,
1465U,03,,,,,,,,,,,
1465U,04,,,,,,,,,,,
1465U,05,,,,,,,,,,,
1465U,06,,,,,,,,,,,
1465U,07,,,,,,,,,,,
1465U,08,,,,,,,,,,,
1465U,09,,,,,,,,,,,
1465U,10,,,,,,,,,,,
1465U,11,,,,,,,,,,,
1465U,12,,,,,,,,,,,
1465U,13,,,,,,,,,,,
1466A,01,,,,,,,,,,,
1466A,02,,,,,,,,,,,
1466A,03,,,,,,,,,,,
1466A,04,,,,,,,,,,,
1466A,05,,,,,,,,,,,
1466A,06,,,,,,,,,,,
1466A,07,,,,,,,,,,,
1466A,08,,,,,,,,,,,
1466A,09,,,,,,,,,,,
1466A,10,,,,,,,,,,,
1466A,11,,,,,,,,,,,
1466A,12,,,,,,,,,,,
1466A,13,,,,,,,,,,,
1468X,01,,,,,,,,,,,
1468X,02,,,,,,,,,,,
1468X,03,,,,,,,,,,,
1468X,04,,,,,,,,,,,
1468X,05,,,,,,,,,,,
1468X,06,,,,,,,,,,,
1468X,07,,,,,,,,,,,
1468X,08,,,,,,,,,,,
1468X,09,,,,,,,,,,,
1468X,10,,,,,,,,,,,
1468X,11,,,,,,,,,,,
1468X,12,,,,,,,,,,,
1468X,13,,,,,,,,,,,
1473A,01,,,,,,,,,,,
1473A,02,,,,,,,,,,,
1473A,03,,,,,,,,,,,
1473A,04,,,,,,,,,,,
1473A,05,,,,,,,,,,,
1473A,06,,,,,,,,,,,
1473A,07,,,,,,,,,,,
1473A,08,,,,,,,,,,,
1473A,09,,,,,,,,,,,
1473A,10,,,,,,,,,,,
1473A,11,,,,,,,,,,,
1473A,12,,,,,,,,,,,
1473A,13,,,,,,,,,,,
1475X,01,,,,,,,,,,,
1475X,02,,,,,,,,,,,
1475X,03,,,,,,,,,,,
1475X,04,,,,,,,,,,,
1475X,05,,,,,,,,,,,
1475X,06,,,,,,,,,,,
1475X,07,,,,,,,,,,,
1475X,08,,,,,,,,,,,
1475X,09,,,,,,,,,,,
1475X,10,,,,,,,,,,,
1475X,11,,,,,,,,,,,
1475X,12,,,,,,,,,,,
1475X,13,,,,,,,,,,,
1476R,01,,,,,,,,,,,
1476R,02,,,,,,,,,,,
1476R,03,,,,,,,,,,,
1476R,04,,,,,,,,,,,
1476R,05,,,,,,,,,,,
1476R,06,,,,,,,,,,,
1476R,07,,,,,,,,,,,
1476R,08,,,,,,,,,,,
1476R,09,,,,,,,,,,,
1476R,10,,,,,,,,,,,
1476R,11,,,,,,,,,,,
1476R,12,,,,,,,,,,,
1476R,13,,,,,,,,,,,
1477U,01,,,,,,,,,,,
1477U,02,,,,,,,,,,,
1477U,03,,,,,,,,,,,
1477U,04,,,,,,,,,,,
1477U,05,,,,,,,,,,,
1477U,06,,,,,,,,,,,
1477U,07,,,,,,,,,,,
1477U,08,,,,,,,,,,,
1477U,09,,,,,,,,,,,
1477U,10,,,,,,,,,,,
1477U,11,,,,,,,,,,,
1477U,12,,,,,,,,,,,
1477U,13,,,,,,,,,,,
1477V,01,,,,,,,,,,,
1477V,02,,,,,,,,,,,
1477V,03,,,,,,,,,,,
1477V,04,,,,,,,,,,,
1477V,05,,,,,,,,,,,
1477V,06,,,,,,,,,,,
1477V,07,,,,,,,,,,,
1477V,08,,,,,,,,,,,
1477V,09,,,,,,,,,,,
1477V,10,,,,,,,,,,,
1477V,11,,,,,,,,,,,
1477V,12,,,,,,,,,,,
1477V,13,,,,,,,,,,,
1484,01,,,,,,,,,,,
1484,02,,,,,,,,,,,
1484,03,,,,,,,,,,,
1484,04,,,,,,,,,,,
1484,05,,,,,,,,,,,
1484,06,,,,,,,,,,,
1484,07,,,,,,,,,,,
1484,08,,,,,,,,,,,
1484,09,,,,,,,,,,,
1484,10,,,,,,,,,,,
1484,11,,,,,,,,,,,
1484,12,,,,,,,,,,,
1484,13,,,,,,,,,,,
1484C,01,,,,,,,,,,,
1484C,02,,,,,,,,,,,
1484C,03,,,,,,,,,,,
1484C,04,,,,,,,,,,,
1484C,05,,,,,,,,,,,
1484C,06,,,,,,,,,,,
1484C,07,,,,,,,,,,,
1484C,08,,,,,,,,,,,
1484C,09,,,,,,,,,,,
1484C,10,,,,,,,,,,,
1484C,11,,,,,,,,,,,
1484C,12,,,,,,,,,,,
1484C,13,,,,,,,,,,,
1486E,01,,,,,,,,,,,
1486E,02,,,,,,,,,,,
1486E,03,,,,,,,,,,,
1486E,04,,,,,,,,,,,
1486E,05,,,,,,,,,,,
1486E,06,,,,,,,,,,,
1486E,07,,,,,,,,,,,
1486E,08,,,,,,,,,,,
1486E,09,,,,,,,,,,,
1486E,10,,,,,,,,,,,
1486E,11,,,,,,,,,,,
1486E,12,,,,,,,,,,,
1486E,13,,,,,,,,,,,
1489A,01,,,,,,,,,,,
1489A,02,,,,,,,,,,,
1489A,03,,,,,,,,,,,
1489A,04,,,,,,,,,,,
1489A,05,,,,,,,,,,,
1489A,06,,,,,,,,,,,
1489A,07,,,,,,,,,,,
1489A,08,,,,,,,,,,,
1489A,09,,,,,,,,,,,
1489A,10,,,,,,,,,,,
1489A,11,,,,,,,,,,,
1489A,12,,,,,,,,,,,
1489A,13,,,,,,,,,,,
1495,01,,,,,,,,,,,
1495,02,,,,,,,,,,,
1495,03,,,,,,,,,,,
1495,04,,,,,,,,,,,
1495,05,,,,,,,,,,,
1495,06,,,,,,,,,,,
1495,07,,,,,,,,,,,
1495,08,,,,,,,,,,,
1495,09,,,,,,,,,,,
1495,10,,,,,,,,,,,
1495,11,,,,,,,,,,,
1495,12,,,,,,,,,,,
1495,13,,,,,,,,,,,
1496X,01,,,,,,,,,,,
1496X,02,,,,,,,,,,,
1496X,03,,,,,,,,,,,
1496X,04,,,,,,,,,,,
1496X,05,,,,,,,,,,,
1496X,06,,,,,,,,,,,
1496X,07,,,,,,,,,,,
1496X,08,,,,,,,,,,,
1496X,09,,,,,,,,,,,
1496X,10,,,,,,,,,,,
1496X,11,,,,,,,,,,,
1496X,12,,,,,,,,,,,
1496X,13,,,,,,,,,,,
1505,01,,,,,,,,,,,
1505,02,,,,,,,,,,,
1505,03,,,,,,,,,,,
1505,04,,,,,,,,,,,
1505,05,,,,,,,,,,,
1505,06,,,,,,,,,,,
1505,07,,,,,,,,,,,
1505,08,,,,,,,,,,,
1505,09,,,,,,,,,,,
1505,10,,,,,,,,,,,
1505,11,,,,,,,,,,,
1505,12,,,,,,,,,,,
1505,13,,,,,,,,,,,
1518A,01,,,,,,,,,,,
1518A,02,,,,,,,,,,,
1518A,03,,,,,,,,,,,
