indicativo,nombre,provincia,altitud_m,anio,dias_con_dato,noches_trop,noches_trop_jja,noches_ecua,noches_sobre_22,racha_max,tmin_minima,tmin_minima_fecha,tmin_maxima,tmin_maxima_fecha,tmin_p95,primera_trop,ultima_trop
1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38.0,2021,364,0,0,0,0,0,0.1,2021-01-08,20.0,2021-08-12,17.7,,
1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38.0,2022,355,8,6,0,0,2,0.0,2022-01-23,21.5,2022-10-27,19.1,2022-07-17,2022-10-27
1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38.0,2023,360,4,2,0,0,2,0.1,2023-02-11,20.9,2023-09-10,19.2,2023-08-20,2023-09-10
1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38.0,2024,366,7,7,0,0,4,-0.1,2024-01-20,21.7,2024-07-31,19.1,2024-07-29,2024-08-31
1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38.0,2025,364,5,5,0,0,4,0.1,2025-01-14,21.2,2025-08-13,19.0,2025-08-12,2025-08-25
1167B,"CAMALEÑO, FUENTE DE",CANTABRIA,1100.0,2017,349,0,0,0,0,0,-5.1,2017-01-19,16.0,2017-06-18,13.5,,
1167B,"CAMALEÑO, FUENTE DE",CANTABRIA,1100.0,2018,357,0,0,0,0,0,-6.8,2018-02-27,17.5,2018-08-03,13.3,,
1167B,"CAMALEÑO, FUENTE DE",CANTABRIA,1100.0,2019,356,0,0,0,0,0,-5.6,2019-02-03,16.3,2019-10-12,13.6,,
1167B,"CAMALEÑO, FUENTE DE",CANTABRIA,1100.0,2020,358,0,0,0,0,0,-4.6,2020-12-26,16.5,2020-08-07,13.5,,
1167B,"CAMALEÑO, FUENTE DE",CANTABRIA,1100.0,2021,361,0,0,0,0,0,-8.6,2021-01-08,15.9,2021-09-06,12.4,,
1167B,"CAMALEÑO, FUENTE DE",CANTABRIA,1100.0,2022,356,0,0,0,0,0,-5.5,2022-04-05,19.5,2022-07-17,14.9,,
1167B,"CAMALEÑO, FUENTE DE",CANTABRIA,1100.0,2023,362,0,0,0,0,0,-7.6,2023-03-01,17.7,2023-08-23,13.9,,
1167B,"CAMALEÑO, FUENTE DE",CANTABRIA,1100.0,2024,365,0,0,0,0,0,-6.4,2024-01-20,16.5,2024-07-29,13.4,,
1167B,"CAMALEÑO, FUENTE DE",CANTABRIA,1100.0,2025,362,0,0,0,0,0,-6.6,2025-12-26,19.2,2025-08-11,14.8,,
1167G,"MIRADOR DEL CABLE, PARQUE NACIONAL PICOS DE EUROPA",CANTABRIA,1910.0,2021,360,0,0,0,0,0,-12.2,2021-01-09,16.6,2021-09-06,11.5,,
1167G,"MIRADOR DEL CABLE, PARQUE NACIONAL PICOS DE EUROPA",CANTABRIA,1910.0,2024,355,0,0,0,0,0,-9.8,2024-01-19,17.6,2024-08-10,13.2,,
1167G,"MIRADOR DEL CABLE, PARQUE NACIONAL PICOS DE EUROPA",CANTABRIA,1910.0,2025,342,0,0,0,0,0,-9.5,2025-03-14,17.5,2025-07-01,13.7,,
1167J,"CORISCAO, PARQUE NACIONAL PICOS DE EUROPA",CANTABRIA,1722.0,2024,358,0,0,0,0,0,-10.6,2024-01-19,17.5,2024-08-09,13.1,,
1167J,"CORISCAO, PARQUE NACIONAL PICOS DE EUROPA",CANTABRIA,1722.0,2025,363,1,1,0,0,1,-8.0,2025-03-14,20.6,2025-08-16,16.2,2025-08-16,2025-08-16
1174I,"CILLORIGO DE LIÉBANA, TAMA",CANTABRIA,250.0,2017,364,1,1,0,0,1,-7.3,2017-01-01,20.3,2017-07-17,16.8,2017-07-17,2017-07-17
1174I,"CILLORIGO DE LIÉBANA, TAMA",CANTABRIA,250.0,2018,358,0,0,0,0,0,-4.6,2018-02-24,19.4,2018-08-23,16.9,,
1174I,"CILLORIGO DE LIÉBANA, TAMA",CANTABRIA,250.0,2019,365,0,0,0,0,0,-7.3,2019-01-06,19.4,2019-08-09,16.7,,
1174I,"CILLORIGO DE LIÉBANA, TAMA",CANTABRIA,250.0,2020,365,0,0,0,0,0,-4.1,2020-01-12,19.8,2020-08-10,17.0,,
1174I,"CILLORIGO DE LIÉBANA, TAMA",CANTABRIA,250.0,2021,365,0,0,0,0,0,-5.2,2021-01-07,18.6,2021-07-22,16.3,,
1174I,"CILLORIGO DE LIÉBANA, TAMA",CANTABRIA,250.0,2022,364,1,0,0,1,1,-5.7,2022-01-15,22.6,2022-10-27,17.4,2022-10-27,2022-10-27
1174I,"CILLORIGO DE LIÉBANA, TAMA",CANTABRIA,250.0,2023,362,2,1,0,0,1,-5.7,2023-12-19,21.3,2023-08-20,17.1,2023-08-20,2023-10-18
1174I,"CILLORIGO DE LIÉBANA, TAMA",CANTABRIA,250.0,2024,364,0,0,0,0,0,-6.3,2024-01-20,19.6,2024-04-05,17.4,,
1174I,"CILLORIGO DE LIÉBANA, TAMA",CANTABRIA,250.0,2025,363,0,0,0,0,0,-5.7,2025-01-14,19.9,2025-08-05,16.7,,
1176A,TRESVISO,CANTABRIA,940.0,2017,365,3,3,0,0,2,-2.9,2017-01-18,20.6,2017-06-18,15.3,2017-06-18,2017-06-21
1176A,TRESVISO,CANTABRIA,940.0,2018,365,1,1,0,0,1,-7.0,2018-02-28,20.3,2018-08-03,15.0,2018-08-03,2018-08-03
1176A,TRESVISO,CANTABRIA,940.0,2019,364,0,0,0,0,0,-2.7,2019-01-07,18.6,2019-06-01,15.1,,
1176A,TRESVISO,CANTABRIA,940.0,2020,365,0,0,0,0,0,-2.6,2020-03-31,19.8,2020-06-24,15.3,,
1176A,TRESVISO,CANTABRIA,940.0,2021,363,1,0,0,0,1,-4.1,2021-01-08,21.1,2021-09-06,14.0,2021-09-06,2021-09-06
1176A,TRESVISO,CANTABRIA,940.0,2022,360,6,6,0,2,2,-2.9,2022-01-22,24.5,2022-07-16,17.0,2022-06-17,2022-08-11
1176A,TRESVISO,CANTABRIA,940.0,2023,363,3,1,0,1,1,-3.2,2023-01-30,22.3,2023-10-01,16.6,2023-08-23,2023-10-08
1176A,TRESVISO,CANTABRIA,940.0,2024,362,2,2,0,0,1,-4.3,2024-01-20,20.8,2024-08-11,14.6,2024-07-29,2024-08-11
1176A,TRESVISO,CANTABRIA,940.0,2025,359,8,7,0,1,2,-2.2,2025-12-25,23.4,2025-08-15,16.7,2025-06-19,2025-09-19
1178R,"SOTRES, PARQUE NACIONAL PICOS DE EUROPA",ASTURIAS,1236.0,2021,359,0,0,0,0,0,-8.8,2021-01-06,19.4,2021-09-06,12.1,,
1178R,"SOTRES, PARQUE NACIONAL PICOS DE EUROPA",ASTURIAS,1236.0,2024,347,0,0,0,0,0,-6.3,2024-01-19,19.9,2024-08-10,13.2,,
1178R,"SOTRES, PARQUE NACIONAL PICOS DE EUROPA",ASTURIAS,1236.0,2025,361,3,3,0,1,1,-5.5,2025-12-25,22.7,2025-08-15,15.7,2025-06-20,2025-08-15
1178Y,"POSADA DE VALDEÓN, SOTO ",LEON,953.0,2017,365,0,0,0,0,0,-5.9,2017-12-05,15.4,2017-06-22,13.1,,
1178Y,"POSADA DE VALDEÓN, SOTO ",LEON,953.0,2018,365,0,0,0,0,0,-6.8,2018-02-23,15.2,2018-07-25,12.6,,
1178Y,"POSADA DE VALDEÓN, SOTO ",LEON,953.0,2019,364,0,0,0,0,0,-6.4,2019-01-07,15.8,2019-07-25,12.7,,
1178Y,"POSADA DE VALDEÓN, SOTO ",LEON,953.0,2020,359,0,0,0,0,0,-3.9,2020-02-19,15.8,2020-07-30,13.0,,
1178Y,"POSADA DE VALDEÓN, SOTO ",LEON,953.0,2021,365,0,0,0,0,0,-10.1,2021-01-08,15.2,2021-08-22,12.0,,
1178Y,"POSADA DE VALDEÓN, SOTO ",LEON,953.0,2022,365,0,0,0,0,0,-5.5,2022-01-22,18.1,2022-07-17,14.1,,
1178Y,"POSADA DE VALDEÓN, SOTO ",LEON,953.0,2023,365,0,0,0,0,0,-7.1,2023-01-30,17.0,2023-08-24,13.4,,
1178Y,"POSADA DE VALDEÓN, SOTO ",LEON,953.0,2024,366,0,0,0,0,0,-6.6,2024-01-20,16.8,2024-07-29,13.2,,
1178Y,"POSADA DE VALDEÓN, SOTO ",LEON,953.0,2025,364,0,0,0,0,0,-6.6,2025-12-26,17.1,2025-08-12,13.9,,
1179B,CABRALES,ASTURIAS,458.0,2017,363,0,0,0,0,0,-2.1,2017-01-20,19.4,2017-06-19,15.8,,
1179B,CABRALES,ASTURIAS,458.0,2018,363,0,0,0,0,0,-4.2,2018-02-28,18.1,2018-08-03,15.8,,
1179B,CABRALES,ASTURIAS,458.0,2019,347,0,0,0,0,0,-0.6,2019-01-04,18.3,2019-07-23,16.2,,
1179B,CABRALES,ASTURIAS,458.0,2020,362,0,0,0,0,0,-0.5,2020-03-31,18.1,2020-08-07,16.1,,
1179B,CABRALES,ASTURIAS,458.0,2021,365,0,0,0,0,0,-2.3,2021-01-07,18.5,2021-09-06,15.5,,
1179B,CABRALES,ASTURIAS,458.0,2022,362,2,1,0,1,1,-2.1,2022-04-05,22.8,2022-10-27,16.8,2022-07-16,2022-10-27
1179B,CABRALES,ASTURIAS,458.0,2023,351,1,0,0,0,1,-1.2,2023-01-30,20.6,2023-10-01,16.3,2023-10-01,2023-10-01
1179B,CABRALES,ASTURIAS,458.0,2024,314,0,0,0,0,0,-2.1,2024-01-20,18.9,2024-07-29,16.2,,
1179B,CABRALES,ASTURIAS,458.0,2025,353,0,0,0,0,0,-2.0,2025-01-14,19.6,2025-06-19,16.6,,
1183X,LLANES,ASTURIAS,10.0,2017,365,0,0,0,0,0,1.5,2017-01-20,19.5,2017-08-29,18.0,,
1183X,LLANES,ASTURIAS,10.0,2018,365,6,6,0,0,2,-0.4,2018-02-28,22.0,2018-08-04,19.0,2018-07-18,2018-08-23
1183X,LLANES,ASTURIAS,10.0,2020,365,7,5,0,0,3,3.6,2020-03-31,21.3,2020-08-26,18.8,2020-08-07,2020-09-17
1183X,LLANES,ASTURIAS,10.0,2021,364,1,1,0,0,1,1.6,2021-01-07,20.2,2021-08-22,18.1,2021-08-22,2021-08-22
1183X,LLANES,ASTURIAS,10.0,2022,364,6,4,0,0,1,2.7,2022-01-23,21.7,2022-08-24,19.2,2022-07-17,2022-10-27
1183X,LLANES,ASTURIAS,10.0,2023,348,8,4,0,0,3,2.9,2023-01-23,21.1,2023-08-23,19.2,2023-07-19,2023-09-10
1183X,LLANES,ASTURIAS,10.0,2024,365,6,6,0,0,3,3.3,2024-01-20,21.2,2024-07-31,18.7,2024-07-29,2024-08-09
1183X,LLANES,ASTURIAS,10.0,2025,347,0,0,0,0,0,1.6,2025-01-14,19.9,2025-08-15,18.8,,
1186P,"AMIEVA, PANIZALES",ASTURIAS,370.0,2017,364,1,0,0,0,1,-3.7,2017-01-20,21.4,2017-10-15,16.0,2017-10-15,2017-10-15
1186P,"AMIEVA, PANIZALES",ASTURIAS,370.0,2018,358,0,0,0,0,0,-3.2,2018-02-28,19.2,2018-08-04,16.0,,
1186P,"AMIEVA, PANIZALES",ASTURIAS,370.0,2019,365,0,0,0,0,0,-2.6,2019-01-07,18.5,2019-07-24,16.1,,
1186P,"AMIEVA, PANIZALES",ASTURIAS,370.0,2020,364,1,1,0,0,1,-0.2,2020-01-01,20.1,2020-08-19,16.2,2020-08-19,2020-08-19
1186P,"AMIEVA, PANIZALES",ASTURIAS,370.0,2021,365,1,0,0,0,1,-3.9,2021-01-08,21.0,2021-10-19,15.3,2021-10-19,2021-10-19
1186P,"AMIEVA, PANIZALES",ASTURIAS,370.0,2022,362,3,1,0,1,2,-2.5,2022-01-22,22.3,2022-10-27,17.2,2022-06-17,2022-10-28
1186P,"AMIEVA, PANIZALES",ASTURIAS,370.0,2023,363,1,1,0,0,1,-0.9,2023-02-07,20.1,2023-08-20,16.9,2023-08-20,2023-08-20
1186P,"AMIEVA, PANIZALES",ASTURIAS,370.0,2024,357,0,0,0,0,0,-3.1,2024-01-20,19.1,2024-07-29,16.9,,
1186P,"AMIEVA, PANIZALES",ASTURIAS,370.0,2025,364,0,0,0,0,0,-2.2,2025-01-14,19.1,2025-06-29,17.0,,
1199X,"PILOÑA, BARGAÉU",ASTURIAS,280.0,2017,364,0,0,0,0,0,-5.4,2017-01-07,17.4,2017-08-18,16.0,,
1199X,"PILOÑA, BARGAÉU",ASTURIAS,280.0,2018,361,0,0,0,0,0,-3.2,2018-02-28,19.0,2018-08-04,16.9,,
1199X,"PILOÑA, BARGAÉU",ASTURIAS,280.0,2019,355,0,0,0,0,0,-4.3,2019-01-05,18.5,2019-07-22,16.8,,
1199X,"PILOÑA, BARGAÉU",ASTURIAS,280.0,2020,364,0,0,0,0,0,-2.3,2020-01-12,18.5,2020-08-09,16.4,,
1199X,"PILOÑA, BARGAÉU",ASTURIAS,280.0,2021,360,0,0,0,0,0,-4.9,2021-01-07,18.2,2021-08-14,15.9,,
1199X,"PILOÑA, BARGAÉU",ASTURIAS,280.0,2022,364,0,0,0,0,0,-3.6,2022-01-23,19.8,2022-08-24,17.2,,
1199X,"PILOÑA, BARGAÉU",ASTURIAS,280.0,2023,362,0,0,0,0,0,-4.7,2023-02-11,19.6,2023-08-23,16.9,,
1199X,"PILOÑA, BARGAÉU",ASTURIAS,280.0,2024,364,0,0,0,0,0,-3.8,2024-01-20,19.7,2024-08-11,17.2,,
1199X,"PILOÑA, BARGAÉU",ASTURIAS,280.0,2025,348,1,1,0,0,1,-4.3,2025-01-15,20.2,2025-06-29,16.6,2025-06-29,2025-06-29
1203D,COLUNGA,ASTURIAS,30.0,2017,365,0,0,0,0,0,-1.0,2017-01-07,18.5,2017-08-29,17.2,,
1203D,COLUNGA,ASTURIAS,30.0,2018,365,1,1,0,0,1,-1.5,2018-02-23,20.1,2018-08-04,18.2,2018-08-04,2018-08-04
1203D,COLUNGA,ASTURIAS,30.0,2019,365,1,1,0,0,1,-0.4,2019-01-06,20.1,2019-07-22,17.8,2019-07-22,2019-07-22
1203D,COLUNGA,ASTURIAS,30.0,2020,364,1,1,0,0,1,1.6,2020-03-31,20.7,2020-08-26,17.8,2020-08-26,2020-08-26
1203D,COLUNGA,ASTURIAS,30.0,2021,365,0,0,0,0,0,-0.9,2021-01-08,19.4,2021-08-12,16.9,,
1203D,COLUNGA,ASTURIAS,30.0,2022,364,1,1,0,0,1,-0.8,2022-04-05,20.7,2022-08-24,18.0,2022-08-24,2022-08-24
1203D,COLUNGA,ASTURIAS,30.0,2023,365,3,3,0,0,2,0.4,2023-02-10,20.9,2023-08-20,18.3,2023-08-19,2023-08-23
1203D,COLUNGA,ASTURIAS,30.0,2024,366,2,2,0,0,1,-0.4,2024-01-20,20.2,2024-07-31,18.0,2024-07-31,2024-08-05
1203D,COLUNGA,ASTURIAS,30.0,2025,362,0,0,0,0,0,-0.1,2025-12-26,19.5,2025-08-13,18.0,,
1207U,"GIJÓN, CAMPUS",ASTURIAS,26.0,2017,365,0,0,0,0,0,-3.2,2017-01-07,18.8,2017-08-29,17.1,,
1207U,"GIJÓN, CAMPUS",ASTURIAS,26.0,2018,365,2,2,0,0,1,-1.9,2018-02-23,20.6,2018-08-04,18.1,2018-07-24,2018-08-04
1207U,"GIJÓN, CAMPUS",ASTURIAS,26.0,2019,330,1,1,0,0,1,-3.4,2019-01-05,20.3,2019-07-22,17.6,2019-07-22,2019-07-22
1207U,"GIJÓN, CAMPUS",ASTURIAS,26.0,2020,335,0,0,0,0,0,-0.8,2020-01-02,20.0,2020-08-09,17.6,,
1207U,"GIJÓN, CAMPUS",ASTURIAS,26.0,2021,365,0,0,0,0,0,-2.7,2021-01-07,19.7,2021-08-12,17.0,,
1207U,"GIJÓN, CAMPUS",ASTURIAS,26.0,2022,363,3,3,0,0,2,-1.9,2022-01-15,21.0,2022-08-02,18.1,2022-08-02,2022-08-24
1207U,"GIJÓN, CAMPUS",ASTURIAS,26.0,2023,346,4,4,0,0,2,-2.1,2023-02-11,20.4,2023-08-23,18.6,2023-08-19,2023-08-23
1207U,"GIJÓN, CAMPUS",ASTURIAS,26.0,2024,328,5,5,0,0,3,-2.2,2024-01-20,21.2,2024-08-11,18.2,2024-07-29,2024-08-11
1208H,"GIJÓN, PUERTO",ASTURIAS,5.0,2017,365,1,1,0,0,1,1.9,2017-01-20,20.1,2017-07-29,18.6,2017-07-29,2017-07-29
1208H,"GIJÓN, PUERTO",ASTURIAS,5.0,2018,365,12,12,0,0,3,0.0,2018-02-28,21.5,2018-07-10,19.4,2018-07-08,2018-08-28
1208H,"GIJÓN, PUERTO",ASTURIAS,5.0,2019,365,7,7,0,0,2,2.6,2019-12-30,21.1,2019-07-22,19.0,2019-07-13,2019-08-30
1208H,"GIJÓN, PUERTO",ASTURIAS,5.0,2020,366,6,6,0,0,3,3.4,2020-03-31,21.3,2020-08-26,19.1,2020-08-07,2020-08-26
1208H,"GIJÓN, PUERTO",ASTURIAS,5.0,2021,365,0,0,0,0,0,2.1,2021-01-07,20.0,2021-08-22,18.5,,
1208H,"GIJÓN, PUERTO",ASTURIAS,5.0,2022,365,13,12,0,0,3,3.4,2022-01-23,21.2,2022-08-24,19.8,2022-07-14,2022-09-13
1208H,"GIJÓN, PUERTO",ASTURIAS,5.0,2023,364,17,13,0,0,7,3.1,2023-01-23,21.7,2023-08-23,20.0,2023-07-03,2023-09-07
1208H,"GIJÓN, PUERTO",ASTURIAS,5.0,2024,366,10,10,0,0,5,1.7,2024-01-20,21.5,2024-07-29,19.6,2024-07-26,2024-08-12
1208H,"GIJÓN, PUERTO",ASTURIAS,5.0,2025,363,11,10,0,0,2,3.0,2025-01-14,21.0,2025-09-14,19.5,2025-06-28,2025-09-14
1210X,CABO PEÑAS,ASTURIAS,100.0,2017,302,0,0,0,0,0,3.3,2017-11-30,19.6,2017-07-29,17.4,,
1210X,CABO PEÑAS,ASTURIAS,100.0,2021,324,0,0,0,0,0,1.9,2021-01-09,19.2,2021-08-22,17.6,,
1210X,CABO PEÑAS,ASTURIAS,100.0,2022,357,1,1,0,0,1,3.5,2022-04-05,20.8,2022-08-24,19.0,2022-08-24,2022-08-24
1210X,CABO PEÑAS,ASTURIAS,100.0,2023,324,7,5,0,0,3,3.4,2023-03-01,21.5,2023-08-23,19.4,2023-08-01,2023-09-05
1210X,CABO PEÑAS,ASTURIAS,100.0,2024,307,2,2,0,0,1,2.8,2024-01-20,20.2,2024-07-30,18.7,2024-07-30,2024-08-09
1210X,CABO PEÑAS,ASTURIAS,100.0,2025,365,0,0,0,0,0,4.1,2025-12-26,19.6,2025-08-02,18.7,,
1212E,ASTURIAS AEROPUERTO,ASTURIAS,127.0,2017,360,0,0,0,0,0,-1.1,2017-01-20,19.2,2017-06-20,16.9,,
1212E,ASTURIAS AEROPUERTO,ASTURIAS,127.0,2018,361,0,0,0,0,0,-2.2,2018-02-28,19.7,2018-08-04,17.6,,
1212E,ASTURIAS AEROPUERTO,ASTURIAS,127.0,2019,361,0,0,0,0,0,-1.4,2019-01-04,19.7,2019-08-08,16.9,,
1212E,ASTURIAS AEROPUERTO,ASTURIAS,127.0,2020,364,0,0,0,0,0,1.3,2020-03-31,19.1,2020-08-26,17.0,,
1212E,ASTURIAS AEROPUERTO,ASTURIAS,127.0,2021,358,0,0,0,0,0,-0.6,2021-01-08,18.5,2021-08-22,16.8,,
1212E,ASTURIAS AEROPUERTO,ASTURIAS,127.0,2022,360,0,0,0,0,0,0.4,2022-04-05,19.8,2022-08-02,17.9,,
1212E,ASTURIAS AEROPUERTO,ASTURIAS,127.0,2023,365,0,0,0,0,0,0.5,2023-01-23,20.0,2023-08-23,18.2,,
1212E,ASTURIAS AEROPUERTO,ASTURIAS,127.0,2024,364,0,0,0,0,0,-0.5,2024-01-20,19.5,2024-08-11,17.7,,
1212E,ASTURIAS AEROPUERTO,ASTURIAS,127.0,2025,365,0,0,0,0,0,-0.2,2025-01-14,19.2,2025-06-28,17.5,,
1221D,PAJARES-VALGRANDE,ASTURIAS,1480.0,2017,363,0,0,0,0,0,-8.3,2017-01-19,18.5,2017-06-17,12.8,,
1221D,PAJARES-VALGRANDE,ASTURIAS,1480.0,2018,359,0,0,0,0,0,-10.3,2018-03-22,17.5,2018-08-03,12.2,,
1221D,PAJARES-VALGRANDE,ASTURIAS,1480.0,2019,342,0,0,0,0,0,-7.7,2019-02-03,15.3,2019-07-24,11.9,,
1221D,PAJARES-VALGRANDE,ASTURIAS,1480.0,2020,361,0,0,0,0,0,-5.5,2020-03-30,17.6,2020-08-06,12.3,,
1221D,PAJARES-VALGRANDE,ASTURIAS,1480.0,2021,362,0,0,0,0,0,-10.6,2021-01-07,17.6,2021-09-06,11.2,,
1221D,PAJARES-VALGRANDE,ASTURIAS,1480.0,2022,345,1,1,0,1,1,-7.1,2022-01-22,22.1,2022-07-17,13.8,2022-07-17,2022-07-17
1221D,PAJARES-VALGRANDE,ASTURIAS,1480.0,2023,354,0,0,0,0,0,-9.3,2023-01-30,16.7,2023-08-22,12.3,,
1221D,PAJARES-VALGRANDE,ASTURIAS,1480.0,2024,362,0,0,0,0,0,-8.9,2024-01-12,17.4,2024-08-10,11.7,,
1221D,PAJARES-VALGRANDE,ASTURIAS,1480.0,2025,360,0,0,0,0,0,-8.4,2025-03-16,18.4,2025-08-12,14.2,,
1223P,"LENA, RONZÓN",ASTURIAS,370.0,2017,359,0,0,0,0,0,-5.0,2017-01-20,18.8,2017-07-17,16.1,,
1223P,"LENA, RONZÓN",ASTURIAS,370.0,2018,363,1,1,0,0,1,-3.6,2018-02-24,21.1,2018-08-04,16.7,2018-08-04,2018-08-04
1223P,"LENA, RONZÓN",ASTURIAS,370.0,2019,363,0,0,0,0,0,-5.0,2019-01-07,18.0,2019-07-13,16.5,,
1223P,"LENA, RONZÓN",ASTURIAS,370.0,2020,364,0,0,0,0,0,-2.7,2020-01-01,18.5,2020-11-01,16.2,,
1223P,"LENA, RONZÓN",ASTURIAS,370.0,2021,365,0,0,0,0,0,-4.7,2021-01-08,19.3,2021-10-19,16.2,,
1223P,"LENA, RONZÓN",ASTURIAS,370.0,2022,364,1,0,0,0,1,-3.9,2022-01-23,21.2,2022-10-27,17.2,2022-10-27,2022-10-27
1223P,"LENA, RONZÓN",ASTURIAS,370.0,2023,365,1,1,0,0,1,-4.0,2023-12-19,20.2,2023-08-21,17.2,2023-08-21,2023-08-21
1223P,"LENA, RONZÓN",ASTURIAS,370.0,2024,365,0,0,0,0,0,-4.4,2024-01-20,19.3,2024-07-24,17.1,,
1223P,"LENA, RONZÓN",ASTURIAS,370.0,2025,365,0,0,0,0,0,-4.0,2025-01-15,19.0,2025-08-10,17.0,,
1226X,"ALLER, FELECHOSA",ASTURIAS,750.0,2017,365,0,0,0,0,0,-3.6,2017-01-19,16.5,2017-07-17,14.3,,
1226X,"ALLER, FELECHOSA",ASTURIAS,750.0,2018,365,0,0,0,0,0,-4.3,2018-02-28,16.4,2018-08-04,13.8,,
1226X,"ALLER, FELECHOSA",ASTURIAS,750.0,2019,342,0,0,0,0,0,-4.2,2019-01-02,17.6,2019-08-08,14.3,,
1226X,"ALLER, FELECHOSA",ASTURIAS,750.0,2020,366,0,0,0,0,0,-2.2,2020-01-05,17.5,2020-08-20,14.1,,
1226X,"ALLER, FELECHOSA",ASTURIAS,750.0,2021,316,0,0,0,0,0,-7.2,2021-01-08,15.7,2021-08-22,13.4,,
1226X,"ALLER, FELECHOSA",ASTURIAS,750.0,2022,365,0,0,0,0,0,-4.0,2022-01-22,18.3,2022-07-17,14.7,,
1226X,"ALLER, FELECHOSA",ASTURIAS,750.0,2023,363,0,0,0,0,0,-4.8,2023-01-23,17.7,2023-08-20,14.5,,
1226X,"ALLER, FELECHOSA",ASTURIAS,750.0,2024,366,0,0,0,0,0,-4.7,2024-01-20,16.4,2024-08-11,14.6,,
1226X,"ALLER, FELECHOSA",ASTURIAS,750.0,2025,364,0,0,0,0,0,-3.2,2025-12-26,17.9,2025-06-20,15.2,,
1234P,"MIERES, BAIÑA",ASTURIAS,170.0,2017,364,0,0,0,0,0,-3.1,2017-01-01,19.4,2017-07-17,17.1,,
1234P,"MIERES, BAIÑA",ASTURIAS,170.0,2018,365,3,3,0,0,1,-1.6,2018-12-31,21.1,2018-08-04,18.0,2018-08-04,2018-08-22
1234P,"MIERES, BAIÑA",ASTURIAS,170.0,2019,361,0,0,0,0,0,-4.3,2019-01-06,19.2,2019-07-22,17.7,,
1234P,"MIERES, BAIÑA",ASTURIAS,170.0,2020,366,0,0,0,0,0,-2.0,2020-01-02,19.3,2020-08-09,17.2,,
1234P,"MIERES, BAIÑA",ASTURIAS,170.0,2021,365,0,0,0,0,0,-1.9,2021-01-08,19.5,2021-08-12,17.3,,
1234P,"MIERES, BAIÑA",ASTURIAS,170.0,2022,364,1,1,0,0,1,-2.4,2022-01-23,20.3,2022-08-24,18.6,2022-08-24,2022-08-24
1234P,"MIERES, BAIÑA",ASTURIAS,170.0,2023,363,3,2,0,0,2,-2.7,2023-02-11,21.9,2023-10-17,18.5,2023-08-21,2023-10-17
1234P,"MIERES, BAIÑA",ASTURIAS,170.0,2024,364,3,3,0,0,2,-2.8,2024-01-20,20.5,2024-07-29,18.2,2024-07-29,2024-08-11
1234P,"MIERES, BAIÑA",ASTURIAS,170.0,2025,365,1,1,0,0,1,-2.5,2025-01-15,20.9,2025-06-29,17.8,2025-06-29,2025-06-29
1249I,OVIEDO,ASTURIAS,336.0,2017,365,0,0,0,0,0,-2.3,2017-01-20,18.5,2017-10-15,16.6,,
1249I,OVIEDO,ASTURIAS,336.0,2018,365,0,0,0,0,0,-3.5,2018-02-28,19.7,2018-08-04,16.9,,
1249I,OVIEDO,ASTURIAS,336.0,2019,365,0,0,0,0,0,-1.5,2019-01-07,19.0,2019-08-09,16.8,,
1249I,OVIEDO,ASTURIAS,336.0,2020,366,0,0,0,0,0,0.0,2020-03-30,19.3,2020-08-26,16.6,,
1249I,OVIEDO,ASTURIAS,336.0,2021,365,0,0,0,0,0,-2.1,2021-01-08,18.2,2021-09-06,16.4,,
1249I,OVIEDO,ASTURIAS,336.0,2022,365,2,2,0,0,2,-1.7,2022-04-05,21.1,2022-07-14,18.0,2022-07-13,2022-07-14
1249X,OVIEDO,ASTURIAS,334.0,2017,365,0,0,0,0,0,-2.2,2017-01-20,19.2,2017-06-19,16.6,,
1249X,OVIEDO,ASTURIAS,334.0,2018,365,0,0,0,0,0,-3.4,2018-02-28,19.3,2018-08-04,17.0,,
1249X,OVIEDO,ASTURIAS,334.0,2019,365,0,0,0,0,0,-1.6,2019-01-07,18.7,2019-07-22,17.0,,
1249X,OVIEDO,ASTURIAS,334.0,2020,366,0,0,0,0,0,-0.2,2020-03-31,19.3,2020-08-26,16.7,,
1249X,OVIEDO,ASTURIAS,334.0,2021,365,0,0,0,0,0,-2.1,2021-01-08,18.5,2021-09-06,16.4,,
1249X,OVIEDO,ASTURIAS,334.0,2022,365,3,3,0,0,2,-0.9,2022-01-23,20.5,2022-07-14,18.1,2022-07-14,2022-07-17
1249X,OVIEDO,ASTURIAS,334.0,2023,351,0,0,0,0,0,-1.0,2023-01-23,19.7,2023-09-05,17.7,,
1249X,OVIEDO,ASTURIAS,334.0,2024,366,1,1,0,0,1,-2.0,2024-01-20,20.2,2024-07-29,17.2,2024-07-29,2024-07-29
1249X,OVIEDO,ASTURIAS,334.0,2025,364,0,0,0,0,0,-1.3,2025-01-14,19.8,2025-06-29,17.3,,
1272B,"TINEO, SOUTU",ASTURIAS,280.0,2017,363,0,0,0,0,0,-3.7,2017-01-25,19.3,2017-07-17,17.0,,
