indicativo,nombre,provincia,altitud_m,anio,dias_con_dato,noches_trop,noches_trop_jja,noches_ecua,noches_sobre_22,racha_max,tmin_minima,tmin_minima_fecha,tmin_maxima,tmin_maxima_fecha,tmin_p95,primera_trop,ultima_trop
1059X,PUNTA GALEA,BIZKAIA,81.0,2018,357,5,4,0,1,2,-2.6,2018-02-28,22.2,2018-10-13,18.5,2018-07-15,2018-10-13
1059X,PUNTA GALEA,BIZKAIA,81.0,2019,355,3,3,0,0,1,-0.7,2019-01-05,20.4,2019-07-25,18.0,2019-07-22,2019-08-29
1060X,AMURRIO,ARABA/ALAVA,240.0,2017,365,0,0,0,0,0,-7.3,2017-01-07,19.0,2017-10-15,17.2,,
1060X,AMURRIO,ARABA/ALAVA,240.0,2018,365,1,1,0,0,1,-5.1,2018-02-27,20.2,2018-07-26,17.6,2018-07-26,2018-07-26
1060X,AMURRIO,ARABA/ALAVA,240.0,2019,365,1,1,0,0,1,-6.3,2019-01-06,20.2,2019-08-29,17.7,2019-08-29,2019-08-29
1060X,AMURRIO,ARABA/ALAVA,240.0,2020,366,2,2,0,0,1,-2.6,2020-01-12,20.4,2020-08-07,17.5,2020-08-07,2020-08-10
1060X,AMURRIO,ARABA/ALAVA,240.0,2021,365,0,0,0,0,0,-4.4,2021-01-07,19.6,2021-08-14,16.5,,
1060X,AMURRIO,ARABA/ALAVA,240.0,2022,365,7,3,0,0,3,-3.9,2022-01-23,21.4,2022-08-11,18.6,2022-06-17,2022-10-27
1060X,AMURRIO,ARABA/ALAVA,240.0,2023,365,2,1,0,0,1,-3.5,2023-03-05,21.9,2023-08-24,17.9,2023-08-24,2023-10-18
1060X,AMURRIO,ARABA/ALAVA,240.0,2024,366,2,2,0,0,1,-3.9,2024-01-20,20.8,2024-07-30,17.9,2024-07-30,2024-08-10
1060X,AMURRIO,ARABA/ALAVA,240.0,2025,365,8,8,0,0,5,-3.3,2025-01-15,21.3,2025-08-17,18.0,2025-07-01,2025-08-17
1064L,"OROZKO, IBARRA",BIZKAIA,270.0,2017,359,0,0,0,0,0,-5.3,2017-01-07,17.7,2017-08-25,16.2,,
1064L,"OROZKO, IBARRA",BIZKAIA,270.0,2018,357,1,0,0,0,1,-4.3,2018-02-27,20.4,2018-10-13,16.6,2018-10-13,2018-10-13
1064L,"OROZKO, IBARRA",BIZKAIA,270.0,2019,365,0,0,0,0,0,-3.4,2019-01-05,18.6,2019-07-22,16.7,,
1064L,"OROZKO, IBARRA",BIZKAIA,270.0,2020,365,0,0,0,0,0,-0.6,2020-01-12,18.9,2020-08-10,16.6,,
1064L,"OROZKO, IBARRA",BIZKAIA,270.0,2021,365,0,0,0,0,0,-3.1,2021-01-07,18.9,2021-08-14,15.8,,
1064L,"OROZKO, IBARRA",BIZKAIA,270.0,2022,365,1,0,0,1,1,-2.8,2022-01-23,24.2,2022-10-27,17.6,2022-10-27,2022-10-27
1064L,"OROZKO, IBARRA",BIZKAIA,270.0,2023,365,1,1,0,0,1,-2.6,2023-01-21,21.2,2023-08-24,16.9,2023-08-24,2023-08-24
1064L,"OROZKO, IBARRA",BIZKAIA,270.0,2024,365,0,0,0,0,0,-3.2,2024-01-20,19.5,2024-07-30,17.0,,
1064L,"OROZKO, IBARRA",BIZKAIA,270.0,2025,341,0,0,0,0,0,-1.3,2025-03-17,19.2,2025-08-17,17.0,,
1069Y,"ABADIÑO, URKIOLA",BIZKAIA,747.0,2017,365,0,0,0,0,0,-4.6,2017-01-18,18.0,2017-06-21,14.8,,
1069Y,"ABADIÑO, URKIOLA",BIZKAIA,747.0,2018,364,0,0,0,0,0,-7.2,2018-02-27,17.8,2018-08-03,15.4,,
1069Y,"ABADIÑO, URKIOLA",BIZKAIA,747.0,2019,365,0,0,0,0,0,-2.6,2019-12-31,17.9,2019-07-23,15.2,,
1069Y,"ABADIÑO, URKIOLA",BIZKAIA,747.0,2020,365,0,0,0,0,0,-2.3,2020-01-01,18.3,2020-08-07,14.7,,
1069Y,"ABADIÑO, URKIOLA",BIZKAIA,747.0,2021,353,0,0,0,0,0,-4.3,2021-01-08,17.3,2021-09-06,14.2,,
1069Y,"ABADIÑO, URKIOLA",BIZKAIA,747.0,2022,362,0,0,0,0,0,-2.4,2022-01-22,19.6,2022-07-17,16.0,,
1069Y,"ABADIÑO, URKIOLA",BIZKAIA,747.0,2023,365,0,0,0,0,0,-2.8,2023-02-27,19.2,2023-08-23,15.4,,
1069Y,"ABADIÑO, URKIOLA",BIZKAIA,747.0,2024,364,1,1,0,0,1,-4.9,2024-01-20,20.6,2024-07-29,15.3,2024-07-29,2024-07-29
1069Y,"ABADIÑO, URKIOLA",BIZKAIA,747.0,2025,363,0,0,0,0,0,-2.6,2025-01-14,19.1,2025-08-15,15.8,,
1074C,AMOREBIETA-ETXANO,BIZKAIA,100.0,2017,365,0,0,0,0,0,-5.2,2017-01-07,19.1,2017-06-20,17.2,,
1074C,AMOREBIETA-ETXANO,BIZKAIA,100.0,2018,365,0,0,0,0,0,-4.7,2018-02-27,20.0,2018-07-25,17.9,,
1074C,AMOREBIETA-ETXANO,BIZKAIA,100.0,2019,365,2,1,0,0,1,-3.2,2019-01-05,20.5,2019-09-21,17.9,2019-07-25,2019-09-21
1074C,AMOREBIETA-ETXANO,BIZKAIA,100.0,2020,366,0,0,0,0,0,-1.0,2020-01-02,19.9,2020-08-10,17.4,,
1074C,AMOREBIETA-ETXANO,BIZKAIA,100.0,2021,365,0,0,0,0,0,-1.6,2021-01-08,20.0,2021-08-14,16.9,,
1074C,AMOREBIETA-ETXANO,BIZKAIA,100.0,2022,361,5,2,0,2,1,-2.5,2022-01-15,23.0,2022-10-27,18.8,2022-08-03,2022-10-27
1074C,AMOREBIETA-ETXANO,BIZKAIA,100.0,2023,365,3,1,0,0,2,-2.2,2023-01-21,21.4,2023-10-18,18.0,2023-08-24,2023-10-18
1074C,AMOREBIETA-ETXANO,BIZKAIA,100.0,2024,360,2,2,0,0,2,-2.5,2024-01-20,20.9,2024-07-30,17.9,2024-07-29,2024-07-30
1074C,AMOREBIETA-ETXANO,BIZKAIA,100.0,2025,362,2,2,0,0,1,-1.5,2025-01-19,20.2,2025-08-17,17.7,2025-08-14,2025-08-17
1078C,BALMASEDA,BIZKAIA,210.0,2017,363,0,0,0,0,0,-7.4,2017-01-07,18.8,2017-08-25,16.5,,
1078C,BALMASEDA,BIZKAIA,210.0,2018,364,0,0,0,0,0,-4.7,2018-02-27,19.4,2018-07-26,16.8,,
1078C,BALMASEDA,BIZKAIA,210.0,2019,365,0,0,0,0,0,-5.8,2019-01-05,19.7,2019-08-29,17.2,,
1078C,BALMASEDA,BIZKAIA,210.0,2020,366,0,0,0,0,0,-2.5,2020-01-06,19.5,2020-07-23,17.0,,
1078C,BALMASEDA,BIZKAIA,210.0,2021,365,0,0,0,0,0,-3.2,2021-01-07,19.4,2021-08-14,16.1,,
1078C,BALMASEDA,BIZKAIA,210.0,2022,365,2,2,0,0,1,-3.4,2022-01-18,20.4,2022-08-11,18.2,2022-06-17,2022-08-11
1078C,BALMASEDA,BIZKAIA,210.0,2023,364,1,0,0,0,1,-2.8,2023-02-10,20.8,2023-10-18,17.5,2023-10-18,2023-10-18
1078C,BALMASEDA,BIZKAIA,210.0,2024,366,0,0,0,0,0,-4.1,2024-01-20,19.7,2024-08-12,17.6,,
1078C,BALMASEDA,BIZKAIA,210.0,2025,365,3,3,0,0,1,-3.0,2025-01-14,20.9,2025-08-17,17.0,2025-07-01,2025-08-17
1078I,GÜEÑES,BIZKAIA,208.0,2017,365,0,0,0,0,0,-5.0,2017-01-07,18.4,2017-10-15,16.7,,
1078I,GÜEÑES,BIZKAIA,208.0,2018,365,0,0,0,0,0,-3.4,2018-02-28,19.4,2018-07-26,16.9,,
1078I,GÜEÑES,BIZKAIA,208.0,2021,354,0,0,0,0,0,-1.5,2021-01-07,18.9,2021-09-07,15.6,,
1078I,GÜEÑES,BIZKAIA,208.0,2022,365,1,0,0,1,1,-2.3,2022-01-15,23.2,2022-10-27,17.9,2022-10-27,2022-10-27
1078I,GÜEÑES,BIZKAIA,208.0,2023,365,2,1,0,0,1,-1.9,2023-02-07,20.4,2023-08-24,16.9,2023-08-24,2023-10-18
1082,BILBAO AEROPUERTO,BIZKAIA,42.0,2017,365,4,3,0,1,2,-4.1,2017-01-07,22.2,2017-10-15,18.1,2017-06-20,2017-10-15
1082,BILBAO AEROPUERTO,BIZKAIA,42.0,2018,365,6,5,0,1,2,-3.5,2018-02-27,22.4,2018-10-13,18.8,2018-07-15,2018-10-13
1082,BILBAO AEROPUERTO,BIZKAIA,42.0,2019,365,5,5,0,0,2,-2.3,2019-01-05,21.3,2019-07-25,18.5,2019-07-22,2019-08-29
1082,BILBAO AEROPUERTO,BIZKAIA,42.0,2020,366,4,3,0,0,2,0.1,2020-01-06,21.7,2020-08-20,18.7,2020-08-10,2020-09-14
1082,BILBAO AEROPUERTO,BIZKAIA,42.0,2021,365,2,1,0,0,1,-1.6,2021-01-07,20.7,2021-10-19,17.8,2021-08-14,2021-10-19
1082,BILBAO AEROPUERTO,BIZKAIA,42.0,2022,365,13,7,0,2,2,-2.2,2022-01-23,22.6,2022-10-27,19.6,2022-06-17,2022-10-28
1082,BILBAO AEROPUERTO,BIZKAIA,42.0,2023,365,11,4,0,0,4,-1.5,2023-01-21,21.7,2023-08-24,19.0,2023-08-20,2023-10-18
1082,BILBAO AEROPUERTO,BIZKAIA,42.0,2024,366,8,7,0,0,3,-1.8,2024-01-20,21.7,2024-07-30,18.5,2024-04-05,2024-08-12
1082,BILBAO AEROPUERTO,BIZKAIA,42.0,2025,365,10,10,0,0,5,0.1,2025-01-15,21.7,2025-08-16,18.8,2025-06-24,2025-08-17
1083B,SOPUERTA,BIZKAIA,177.0,2017,364,0,0,0,0,0,-3.8,2017-01-07,19.3,2017-10-15,17.0,,
1083B,SOPUERTA,BIZKAIA,177.0,2018,365,1,0,0,0,1,-3.4,2018-02-28,21.0,2018-10-13,17.2,2018-10-13,2018-10-13
1083B,SOPUERTA,BIZKAIA,177.0,2019,365,0,0,0,0,0,-2.6,2019-01-05,19.3,2019-07-25,17.2,,
1083B,SOPUERTA,BIZKAIA,177.0,2020,366,0,0,0,0,0,0.3,2020-01-12,20.0,2020-08-19,16.6,,
1083B,SOPUERTA,BIZKAIA,177.0,2021,365,0,0,0,0,0,-1.8,2021-01-07,19.3,2021-10-19,16.1,,
1083B,SOPUERTA,BIZKAIA,177.0,2022,365,2,1,0,1,1,-2.4,2022-01-23,23.9,2022-10-27,18.2,2022-08-11,2022-10-27
1083B,SOPUERTA,BIZKAIA,177.0,2023,365,2,1,0,0,1,-1.0,2023-02-03,20.8,2023-10-18,17.3,2023-08-24,2023-10-18
1083B,SOPUERTA,BIZKAIA,177.0,2024,366,0,0,0,0,0,-2.3,2024-01-20,19.7,2024-07-29,17.1,,
1083B,SOPUERTA,BIZKAIA,177.0,2025,364,2,2,0,0,2,-1.2,2025-01-15,20.2,2025-08-17,16.9,2025-08-16,2025-08-17
1083L,CASTRO URDIALES,CANTABRIA,45.0,2017,313,2,1,0,0,1,0.4,2017-01-20,20.6,2017-06-20,18.3,2017-06-20,2017-10-15
1083L,CASTRO URDIALES,CANTABRIA,45.0,2018,335,4,3,0,1,1,-1.7,2018-02-28,22.2,2018-10-13,19.1,2018-07-18,2018-10-13
1083L,CASTRO URDIALES,CANTABRIA,45.0,2019,340,7,7,0,0,4,1.5,2019-01-05,20.9,2019-07-23,18.7,2019-07-22,2019-08-30
1083L,CASTRO URDIALES,CANTABRIA,45.0,2020,358,10,9,0,1,3,2.0,2020-03-31,23.0,2020-08-19,18.8,2020-07-22,2020-09-14
1083L,CASTRO URDIALES,CANTABRIA,45.0,2021,344,2,1,0,0,1,1.8,2021-01-07,20.6,2021-09-07,18.0,2021-08-14,2021-09-07
1083L,CASTRO URDIALES,CANTABRIA,45.0,2022,360,19,11,0,3,3,2.1,2022-04-03,23.2,2022-10-27,20.1,2022-06-17,2022-10-28
1083L,CASTRO URDIALES,CANTABRIA,45.0,2023,363,17,8,0,3,6,2.7,2023-01-18,22.7,2023-10-17,19.9,2023-08-01,2023-10-17
1083L,CASTRO URDIALES,CANTABRIA,45.0,2024,332,13,11,0,2,6,2.6,2024-01-20,22.5,2024-07-29,19.7,2024-04-05,2024-10-15
1083L,CASTRO URDIALES,CANTABRIA,45.0,2025,322,7,7,0,0,3,4.2,2025-01-15,21.7,2025-08-14,19.3,2025-06-19,2025-08-14
1089U,RAMALES DE LA VICTORIA,CANTABRIA,80.0,2017,358,0,0,0,0,0,-6.2,2017-01-07,18.6,2017-06-22,16.7,,
1089U,RAMALES DE LA VICTORIA,CANTABRIA,80.0,2018,360,0,0,0,0,0,-2.4,2018-02-27,20.0,2018-10-12,16.9,,
1089U,RAMALES DE LA VICTORIA,CANTABRIA,80.0,2019,359,1,1,0,0,1,-5.3,2019-01-06,20.5,2019-07-25,17.5,2019-07-25,2019-07-25
1089U,RAMALES DE LA VICTORIA,CANTABRIA,80.0,2020,360,0,0,0,0,0,-2.2,2020-01-06,20.0,2020-08-20,17.1,,
1089U,RAMALES DE LA VICTORIA,CANTABRIA,80.0,2021,358,0,0,0,0,0,-1.3,2021-01-08,19.5,2021-08-14,16.3,,
1089U,RAMALES DE LA VICTORIA,CANTABRIA,80.0,2022,357,1,0,0,1,1,-2.9,2022-01-15,22.4,2022-09-13,18.2,2022-09-13,2022-09-13
1089U,RAMALES DE LA VICTORIA,CANTABRIA,80.0,2023,360,2,0,0,1,2,-3.1,2023-02-11,22.9,2023-10-17,17.3,2023-10-17,2023-10-18
1089U,RAMALES DE LA VICTORIA,CANTABRIA,80.0,2024,361,2,2,0,0,1,-2.9,2024-01-20,20.7,2024-07-29,17.4,2024-07-29,2024-08-01
1089U,RAMALES DE LA VICTORIA,CANTABRIA,80.0,2025,361,2,2,0,0,1,-3.2,2025-01-14,20.3,2025-07-01,17.2,2025-07-01,2025-08-15
1096X,"BARCENA DE CICERO, TRETO",CANTABRIA,10.0,2017,364,0,0,0,0,0,-3.2,2017-01-07,19.3,2017-08-24,17.7,,
1096X,"BARCENA DE CICERO, TRETO",CANTABRIA,10.0,2018,363,0,0,0,0,0,-1.5,2018-02-28,20.0,2018-07-18,18.3,,
1096X,"BARCENA DE CICERO, TRETO",CANTABRIA,10.0,2019,363,2,2,0,0,1,-1.7,2019-01-04,21.0,2019-07-25,18.4,2019-07-22,2019-07-25
1096X,"BARCENA DE CICERO, TRETO",CANTABRIA,10.0,2020,363,2,2,0,0,1,0.2,2020-01-06,21.4,2020-08-20,17.6,2020-08-10,2020-08-20
1096X,"BARCENA DE CICERO, TRETO",CANTABRIA,10.0,2021,360,1,1,0,0,1,-0.7,2021-01-08,20.1,2021-08-14,17.5,2021-08-14,2021-08-14
1096X,"BARCENA DE CICERO, TRETO",CANTABRIA,10.0,2022,365,2,1,0,0,1,-0.9,2022-01-14,20.8,2022-08-11,18.9,2022-08-11,2022-10-23
1096X,"BARCENA DE CICERO, TRETO",CANTABRIA,10.0,2023,365,2,2,0,0,2,-2.3,2023-02-11,20.2,2023-08-23,18.2,2023-08-23,2023-08-24
1096X,"BARCENA DE CICERO, TRETO",CANTABRIA,10.0,2024,365,3,3,0,0,3,-1.1,2024-01-20,21.5,2024-07-29,17.9,2024-07-29,2024-07-31
1096X,"BARCENA DE CICERO, TRETO",CANTABRIA,10.0,2025,363,5,4,0,0,3,-0.6,2025-01-15,20.7,2025-08-15,18.2,2025-07-01,2025-11-13
1103X,SAN ROQUE DE RIOMIERA,CANTABRIA,849.0,2023,364,1,0,0,0,1,-3.3,2023-02-27,21.0,2023-10-01,16.4,2023-10-01,2023-10-01
1103X,SAN ROQUE DE RIOMIERA,CANTABRIA,849.0,2024,365,0,0,0,0,0,-3.3,2024-01-20,19.2,2024-08-11,14.8,,
1103X,SAN ROQUE DE RIOMIERA,CANTABRIA,849.0,2025,362,4,3,0,1,2,-2.9,2025-01-13,23.6,2025-06-20,15.7,2025-06-19,2025-09-19
1109,SANTANDER AEROPUERTO,CANTABRIA,3.0,2017,365,0,0,0,0,0,-2.0,2017-01-07,19.6,2017-08-24,18.5,,
1109,SANTANDER AEROPUERTO,CANTABRIA,3.0,2018,365,15,13,0,0,3,-1.0,2018-02-28,21.7,2018-08-04,19.6,2018-07-03,2018-10-13
1109,SANTANDER AEROPUERTO,CANTABRIA,3.0,2019,365,8,8,0,0,3,-1.4,2019-01-04,21.6,2019-08-09,18.7,2019-07-22,2019-08-31
1109,SANTANDER AEROPUERTO,CANTABRIA,3.0,2020,327,10,10,0,0,3,1.4,2020-01-06,21.4,2020-08-07,19.5,2020-07-22,2020-08-26
1109,SANTANDER AEROPUERTO,CANTABRIA,3.0,2021,365,2,2,0,0,1,-0.6,2021-01-08,20.4,2021-08-14,18.3,2021-08-12,2021-08-14
1109,SANTANDER AEROPUERTO,CANTABRIA,3.0,2022,365,15,10,1,2,3,0.0,2022-01-15,25.5,2022-10-27,19.9,2022-06-16,2022-10-28
1109,SANTANDER AEROPUERTO,CANTABRIA,3.0,2023,364,13,7,0,2,2,-1.3,2023-02-11,23.0,2023-10-17,19.9,2023-06-26,2023-10-17
1109X,SANTANDER AEROPUERTO,CANTABRIA,3.0,2017,365,0,0,0,0,0,-4.3,2017-01-07,19.6,2017-08-24,18.1,,
1109X,SANTANDER AEROPUERTO,CANTABRIA,3.0,2018,365,12,11,0,0,3,-1.5,2018-02-28,21.0,2018-07-25,18.6,2018-07-03,2018-10-12
1109X,SANTANDER AEROPUERTO,CANTABRIA,3.0,2019,365,6,6,0,0,2,-3.6,2019-01-04,21.1,2019-08-09,18.2,2019-07-22,2019-08-31
1109X,SANTANDER AEROPUERTO,CANTABRIA,3.0,2020,366,3,3,0,0,1,-0.9,2020-01-02,21.4,2020-08-20,18.5,2020-08-07,2020-08-20
1109X,SANTANDER AEROPUERTO,CANTABRIA,3.0,2021,364,1,1,0,0,1,-2.5,2021-01-08,20.4,2021-08-14,17.7,2021-08-14,2021-08-14
1109X,SANTANDER AEROPUERTO,CANTABRIA,3.0,2022,364,9,6,0,1,2,-1.9,2022-01-15,24.6,2022-10-27,19.5,2022-06-17,2022-10-27
1109X,SANTANDER AEROPUERTO,CANTABRIA,3.0,2023,365,7,3,0,1,2,-3.1,2023-02-11,23.1,2023-10-17,19.3,2023-08-16,2023-10-17
1109X,SANTANDER AEROPUERTO,CANTABRIA,3.0,2024,366,6,5,0,1,3,-2.1,2024-01-20,22.1,2024-07-29,18.3,2024-04-05,2024-08-09
1109X,SANTANDER AEROPUERTO,CANTABRIA,3.0,2025,364,4,4,0,0,3,-2.1,2025-01-19,21.9,2025-08-15,18.9,2025-07-01,2025-08-15
1111,SANTANDER,CANTABRIA,52.0,2017,365,0,0,0,0,0,1.3,2017-01-26,19.6,2017-06-20,18.5,,
1111,SANTANDER,CANTABRIA,52.0,2018,365,6,6,0,0,3,-0.8,2018-02-28,21.2,2018-08-04,19.0,2018-07-10,2018-08-05
1111,SANTANDER,CANTABRIA,52.0,2019,365,4,4,0,0,2,3.6,2019-01-05,20.9,2019-08-09,18.8,2019-07-25,2019-08-30
1111,SANTANDER,CANTABRIA,52.0,2020,366,5,5,0,0,2,3.5,2020-03-31,22.0,2020-08-19,19.2,2020-08-07,2020-08-26
1111,SANTANDER,CANTABRIA,52.0,2021,365,0,0,0,0,0,2.5,2021-01-07,19.5,2021-08-14,18.2,,
1111,SANTANDER,CANTABRIA,52.0,2022,365,8,5,0,1,2,2.1,2022-04-05,23.6,2022-10-27,19.5,2022-07-13,2022-10-27
1111,SANTANDER,CANTABRIA,52.0,2023,365,15,7,0,1,7,2.5,2023-03-01,22.3,2023-10-17,19.6,2023-08-10,2023-10-17
1111X,SANTANDER,CANTABRIA,51.0,2017,365,0,0,0,0,0,1.3,2017-01-26,19.5,2017-06-20,18.4,,
1111X,SANTANDER,CANTABRIA,51.0,2018,365,9,9,0,0,4,-0.9,2018-02-28,21.2,2018-08-04,19.2,2018-07-10,2018-08-23
1111X,SANTANDER,CANTABRIA,51.0,2019,365,3,3,0,0,2,3.7,2019-01-05,20.7,2019-08-09,18.7,2019-08-08,2019-08-30
1111X,SANTANDER,CANTABRIA,51.0,2020,366,6,6,0,0,2,3.3,2020-03-31,21.5,2020-08-19,19.1,2020-08-07,2020-08-26
1111X,SANTANDER,CANTABRIA,51.0,2021,365,0,0,0,0,0,2.4,2021-01-08,19.9,2021-08-14,18.2,,
1111X,SANTANDER,CANTABRIA,51.0,2022,365,12,9,0,1,2,2.6,2022-04-05,24.5,2022-10-27,19.8,2022-07-13,2022-10-27
1111X,SANTANDER,CANTABRIA,51.0,2023,365,14,6,0,1,6,3.1,2023-03-01,22.5,2023-10-17,19.8,2023-08-19,2023-10-17
1111X,SANTANDER,CANTABRIA,51.0,2024,363,7,7,0,0,3,2.1,2024-01-20,21.3,2024-07-30,19.2,2024-07-29,2024-08-11
1111X,SANTANDER,CANTABRIA,51.0,2025,364,8,7,0,0,6,3.9,2025-01-14,20.6,2025-08-15,19.3,2025-07-05,2025-11-13
1124E,VILLACARRIEDO,CANTABRIA,196.0,2017,365,0,0,0,0,0,-5.5,2017-01-07,19.3,2017-10-15,16.3,,
1124E,VILLACARRIEDO,CANTABRIA,196.0,2018,365,1,1,0,0,1,-4.4,2018-02-24,20.4,2018-08-03,17.2,2018-08-03,2018-08-03
1124E,VILLACARRIEDO,CANTABRIA,196.0,2019,361,0,0,0,0,0,-5.3,2019-01-04,19.3,2019-07-25,16.7,,
1124E,VILLACARRIEDO,CANTABRIA,196.0,2020,366,0,0,0,0,0,-2.3,2020-01-06,19.5,2020-08-19,16.9,,
1124E,VILLACARRIEDO,CANTABRIA,196.0,2021,365,0,0,0,0,0,-4.3,2021-01-07,19.2,2021-10-19,16.4,,
1124E,VILLACARRIEDO,CANTABRIA,196.0,2022,364,3,0,0,1,2,-4.1,2022-01-23,23.8,2022-10-27,17.9,2022-09-13,2022-10-28
1124E,VILLACARRIEDO,CANTABRIA,196.0,2023,362,1,0,0,0,1,-3.4,2023-02-03,20.9,2023-10-17,17.3,2023-10-17,2023-10-17
1124E,VILLACARRIEDO,CANTABRIA,196.0,2024,362,0,0,0,0,0,-3.6,2024-01-20,20.0,2024-07-31,17.3,,
1124E,VILLACARRIEDO,CANTABRIA,196.0,2025,332,1,1,0,0,1,-4.7,2025-01-14,20.4,2025-08-15,17.3,2025-08-15,2025-08-15
1135C,"LOS TOJOS, BÁRCENA MAYOR",CANTABRIA,460.0,2017,363,0,0,0,0,0,-6.4,2017-01-07,16.5,2017-06-22,14.3,,
1135C,"LOS TOJOS, BÁRCENA MAYOR",CANTABRIA,460.0,2018,365,0,0,0,0,0,-4.5,2018-02-24,17.8,2018-07-26,14.5,,
1135C,"LOS TOJOS, BÁRCENA MAYOR",CANTABRIA,460.0,2019,364,0,0,0,0,0,-5.8,2019-01-06,16.6,2019-08-29,14.5,,
1135C,"LOS TOJOS, BÁRCENA MAYOR",CANTABRIA,460.0,2020,366,0,0,0,0,0,-2.9,2020-01-12,17.3,2020-08-09,14.4,,
1135C,"LOS TOJOS, BÁRCENA MAYOR",CANTABRIA,460.0,2021,365,0,0,0,0,0,-5.6,2021-01-07,16.4,2021-06-14,13.7,,
1135C,"LOS TOJOS, BÁRCENA MAYOR",CANTABRIA,460.0,2022,362,0,0,0,0,0,-4.9,2022-04-05,18.3,2022-08-03,15.4,,
1135C,"LOS TOJOS, BÁRCENA MAYOR",CANTABRIA,460.0,2023,356,0,0,0,0,0,-4.8,2023-12-19,17.5,2023-08-22,14.9,,
1135C,"LOS TOJOS, BÁRCENA MAYOR",CANTABRIA,460.0,2024,366,0,0,0,0,0,-5.9,2024-01-20,16.8,2024-08-07,14.8,,
1135C,"LOS TOJOS, BÁRCENA MAYOR",CANTABRIA,460.0,2025,365,0,0,0,0,0,-5.7,2025-01-14,17.6,2025-08-14,14.7,,
1152C,SAN FELICES DE BUELNA,CANTABRIA,105.0,2017,364,0,0,0,0,0,-5.4,2017-01-07,18.4,2017-08-24,16.8,,
1152C,SAN FELICES DE BUELNA,CANTABRIA,105.0,2018,362,1,1,0,0,1,-3.2,2018-02-24,20.3,2018-07-26,17.3,2018-07-26,2018-07-26
1152C,SAN FELICES DE BUELNA,CANTABRIA,105.0,2019,363,0,0,0,0,0,-5.1,2019-01-06,20.0,2019-07-24,17.1,,
1152C,SAN FELICES DE BUELNA,CANTABRIA,105.0,2020,363,0,0,0,0,0,-1.2,2020-01-12,19.6,2020-08-20,17.2,,
1152C,SAN FELICES DE BUELNA,CANTABRIA,105.0,2021,364,0,0,0,0,0,-3.0,2021-01-07,19.4,2021-08-14,16.7,,
1152C,SAN FELICES DE BUELNA,CANTABRIA,105.0,2022,364,4,1,0,1,2,-3.0,2022-01-15,23.1,2022-10-27,18.2,2022-08-03,2022-10-28
1152C,SAN FELICES DE BUELNA,CANTABRIA,105.0,2023,365,1,0,0,0,1,-2.6,2023-02-03,22.0,2023-10-17,17.6,2023-10-17,2023-10-17
1152C,SAN FELICES DE BUELNA,CANTABRIA,105.0,2024,362,2,2,0,0,1,-3.2,2024-01-20,20.7,2024-07-31,16.9,2024-07-29,2024-07-31
1152C,SAN FELICES DE BUELNA,CANTABRIA,105.0,2025,361,0,0,0,0,0,-3.8,2025-01-14,19.8,2025-08-14,17.7,,
1154H,"TORRELAVEGA, SIERRAPANDO",CANTABRIA,110.0,2017,357,0,0,0,0,0,-1.9,2017-01-20,19.7,2017-10-15,17.2,,
1154H,"TORRELAVEGA, SIERRAPANDO",CANTABRIA,110.0,2018,359,0,0,0,0,0,-2.4,2018-02-28,20.0,2018-08-23,17.6,,
1154H,"TORRELAVEGA, SIERRAPANDO",CANTABRIA,110.0,2019,358,1,1,0,0,1,-1.3,2019-01-04,20.4,2019-07-24,17.5,2019-07-24,2019-07-24
1154H,"TORRELAVEGA, SIERRAPANDO",CANTABRIA,110.0,2020,364,1,1,0,0,1,1.9,2020-03-31,20.9,2020-08-19,17.8,2020-08-19,2020-08-19
1154H,"TORRELAVEGA, SIERRAPANDO",CANTABRIA,110.0,2021,363,0,0,0,0,0,-0.1,2021-01-07,19.9,2021-09-06,17.3,,
1154H,"TORRELAVEGA, SIERRAPANDO",CANTABRIA,110.0,2022,363,6,4,0,2,2,-0.6,2022-01-23,24.7,2022-10-27,18.6,2022-06-17,2022-10-27
1154H,"TORRELAVEGA, SIERRAPANDO",CANTABRIA,110.0,2023,360,4,2,0,1,2,0.8,2023-02-03,22.1,2023-10-17,18.5,2023-08-23,2023-10-17
1154H,"TORRELAVEGA, SIERRAPANDO",CANTABRIA,110.0,2024,366,4,4,0,0,3,-0.2,2024-01-20,21.0,2024-07-29,18.0,2024-07-29,2024-08-11
1154H,"TORRELAVEGA, SIERRAPANDO",CANTABRIA,110.0,2025,364,3,3,0,0,1,-0.4,2025-01-14,20.6,2025-08-15,18.5,2025-08-11,2025-08-15
1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38.0,2017,364,0,0,0,0,0,-2.0,2017-01-20,18.9,2017-08-18,17.6,,
1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38.0,2018,361,2,2,0,0,1,-1.8,2018-02-28,20.8,2018-08-04,18.4,2018-08-04,2018-08-23
1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38.0,2019,364,7,7,0,0,4,-1.6,2019-01-04,21.3,2019-08-09,18.6,2019-07-22,2019-08-31
1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38.0,2020,365,7,6,0,0,3,1.9,2020-03-31,20.9,2020-08-26,18.6,2020-08-09,2020-09-17
