rank,indicativo,nombre,provincia,altitud_m,lat,lon,n_anios,tmax_media_verano,tmax_normal_verano,tmax_anomalia,tmax_tendencia,tmax_esperada,residual,score_refugio
410,9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626,42.491,-1.213,9.000,29.322,,,0.201,29.271,0.052,0.072
411,1344X,MONDOÑEDO,LUGO,125,43.431,-7.362,9.000,23.198,,,0.316,26.907,-3.709,0.079
412,1466A,SILLEDA,PONTEVEDRA,435,42.701,-8.258,9.000,26.573,,,0.194,26.247,0.326,0.088
413,C635B,"SAN BARTOLOME TIRAJANA, LAS TIRAJANAS",LAS PALMAS,960,27.920,-15.574,9.000,31.188,,,0.121,28.464,2.724,0.089
414,C611E,VEGA DE SAN MATEO,LAS PALMAS,1702,27.977,-15.584,9.000,25.909,,,0.240,27.075,-1.165,0.092
415,9776D,ELS TORMS,LLEIDA,488,41.393,0.734,8.000,31.213,,,0.196,30.919,0.294,0.097
416,9321X,EJEA DE LOS CABALLEROS,ZARAGOZA,321,42.121,-1.140,8.000,32.024,,,0.145,30.029,1.995,0.100
417,2664B,VALENCIA DE DON JUAN,LEON,788,42.296,-5.505,9.000,28.248,,,0.169,27.063,1.186,0.102
418,4095Y,BELMONTE,CUENCA,745,39.555,-2.706,9.000,33.218,,,0.098,29.666,3.552,0.113
419,C625O,"SAN BARTOLOME TIRAJANA, LOMO PEDRO ALFONSO",LAS PALMAS,806,27.857,-15.645,9.000,29.544,,,0.183,28.742,0.802,0.118
420,1489A,A LAMA,PONTEVEDRA,395,42.407,-8.451,9.000,25.267,,,0.241,26.362,-1.095,0.122
421,9211F,"BAILO, PUYALTO",HUESCA,722,42.514,-0.817,9.000,29.360,,,0.205,29.269,0.091,0.123
422,1658,FOLGOSO DO COUREL,LUGO,612,42.589,-7.192,9.000,25.641,,,0.234,26.469,-0.828,0.135
423,9252X,OLITE/ERRIBERRI,NAVARRA,390,42.489,-1.656,9.000,29.660,,,0.205,29.498,0.162,0.142
424,2362C,"VELILLA DEL RÍO CARRIÓN, CAMPORREDONDO DE ALBA",PALENCIA,1575,42.894,-4.714,9.000,23.586,,,0.276,25.722,-2.136,0.150
425,1476R,"ROIS, CASAS DO PORTO",A CORUÑA,210,42.750,-8.715,9.000,25.124,,,0.253,26.425,-1.302,0.179
426,6175X,RINCÓN DE LA VICTORIA,MALAGA,7,36.715,-4.286,9.000,31.868,,,0.204,31.548,0.320,0.182
427,9171K,LOS ARCOS,NAVARRA,470,42.570,-2.184,9.000,30.692,,,0.166,29.069,1.623,0.194
428,2930Y,NAVASFRÍAS,SALAMANCA,880,40.297,-6.813,9.000,28.306,,,0.182,27.176,1.130,0.203
429,1521I,O PÁRAMO,LUGO,403,42.845,-7.499,9.000,26.694,,,0.214,26.595,0.099,0.206
430,2331,BURGOS AEROPUERTO,BURGOS,891,42.357,-3.620,9.000,27.902,,,0.212,27.724,0.178,0.212
431,2296A,ÓLVEGA,SORIA,1039,41.776,-1.977,9.000,27.826,,,0.238,28.477,-0.651,0.218
432,B103B,ANDRATX - SANT ELM,BALEARES,52,39.579,2.369,8.000,30.838,,,0.293,33.288,-2.449,0.225
433,2742R,BUSTILLO DEL PÁRAMO,LEON,850,42.466,-5.780,9.000,27.603,,,0.194,26.745,0.858,0.237
434,9302Y,TUDELA,NAVARRA,297,42.056,-1.609,9.000,31.191,,,0.180,29.883,1.308,0.237
435,3319D,PUERTO DEL PICO,AVILA,1285,40.340,-5.013,9.000,26.826,,,0.233,27.252,-0.426,0.241
436,7096B,HELLÍN,ALBACETE,605,38.542,-1.703,9.000,32.686,,,0.166,30.841,1.846,0.262
437,9561X,CASTELLOTE,TERUEL,755,40.798,-0.315,9.000,30.420,,,0.216,30.206,0.214,0.263
438,7211B,PUERTO LUMBRERAS,MURCIA,445,37.568,-1.797,9.000,33.551,,,0.162,31.524,2.027,0.275
439,8368U,TERUEL,TERUEL,902,40.351,-1.124,9.000,32.132,,,0.152,29.760,2.373,0.280
440,3514B,TORNAVACAS,CACERES,991,40.259,-5.678,9.000,29.036,,,0.178,27.517,1.519,0.283
441,9390,DAROCA,ZARAGOZA,774,41.114,-1.410,9.000,30.995,,,0.180,29.521,1.474,0.284
442,2626Y,CUBILLAS DE RUEDA,LEON,916,42.620,-5.193,9.000,27.335,,,0.210,26.829,0.507,0.285
443,2084Y,UCERO,SORIA,960,41.722,-3.047,9.000,28.566,,,0.212,28.147,0.419,0.286
444,7007Y,MAZARRÓN,MURCIA,66,37.588,-1.231,8.000,32.162,,,0.235,32.474,-0.312,0.294
445,8057C,PEGO,ALICANTE,60,38.847,-0.118,9.000,32.883,,,0.213,32.442,0.441,0.300
446,2828Y,BARCO DE AVILA,AVILA,1012,40.355,-5.519,9.000,28.416,,,0.199,27.510,0.906,0.301
447,5298X,ANDÚJAR,JAEN,202,38.023,-4.063,9.000,37.449,,,0.021,30.712,6.737,0.304
448,9427X,LA ALMUNIA DE DOÑA GODINA,ZARAGOZA,370,41.481,-1.381,9.000,32.330,,,0.160,30.112,2.219,0.310
449,2401X,PALENCIA,PALENCIA,736,42.009,-4.561,9.000,30.175,,,0.153,27.725,2.450,0.312
450,9771C,LLEIDA,LLEIDA,186,41.626,0.598,9.000,33.714,,,0.154,31.306,2.408,0.313
451,4091Y,VILLARROBLEDO,ALBACETE,718,39.262,-2.593,9.000,35.162,,,0.067,29.899,5.263,0.314
452,9569A,CALANDA,TERUEL,466,40.947,-0.238,9.000,32.498,,,0.174,30.706,1.792,0.322
453,9961X,CABACÉS,TARRAGONA,363,41.249,0.735,9.000,32.063,,,0.203,31.213,0.850,0.325
454,6088X,TORREMOLINOS,MALAGA,85,36.621,-4.515,9.000,30.129,,,0.266,31.341,-1.212,0.326
455,8293X,XÀTIVA,VALENCIA,88,39.002,-0.523,9.000,34.542,,,0.156,32.133,2.410,0.328
456,1631E,A POBRA DE TRIVES,OURENSE,840,42.339,-7.282,9.000,26.362,,,0.222,26.120,0.241,0.330
457,1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38,43.393,-4.392,9.000,22.816,,,0.403,28.466,-5.650,0.334
458,9051,MEDINA DE POMAR,BURGOS,580,42.920,-3.483,9.000,27.733,,,0.242,28.107,-0.374,0.343
459,C623I,"SAN BARTOLOME TIRAJANA, CUEVAS DEL PINAR",LAS PALMAS,1220,27.927,-15.600,9.000,28.257,,,0.222,27.973,0.284,0.344
460,7023X,FUENTE ÁLAMO DE MURCIA,MURCIA,140,37.726,-1.167,9.000,32.693,,,0.219,32.306,0.387,0.344
461,3209Y,BRIHUEGA,GUADALAJARA,835,40.765,-2.874,9.000,30.542,,,0.181,28.883,1.659,0.351
462,2847X,PEDROSILLO DE LOS AIRES   ,SALAMANCA,865,40.676,-5.643,9.000,29.536,,,0.172,27.579,1.957,0.351
463,1639X,CHANDREXA DE QUEIXA,OURENSE,990,42.260,-7.384,9.000,24.579,,,0.270,25.833,-1.254,0.352
464,9394X,CALATAYUD,ZARAGOZA,582,41.331,-1.645,9.000,32.002,,,0.161,29.667,2.335,0.353
465,9019B,"VALDERREDIBLE, POLIENTES   ",CANTABRIA,720,42.806,-3.934,9.000,27.728,,,0.232,27.691,0.037,0.363
466,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,41.661,-1.004,9.000,32.897,,,0.158,30.429,2.468,0.368
467,7080X,MORATALLA,MURCIA,955,38.268,-1.986,9.000,30.590,,,0.222,30.189,0.401,0.370
468,3104Y,RASCAFRÍA,MADRID,1159,40.890,-3.888,9.000,28.843,,,0.201,27.762,1.082,0.370
469,6058I,ESTEPONA,MALAGA,19,36.417,-5.155,9.000,30.652,,,0.254,31.254,-0.603,0.382
470,9354X,ALHAMA DE ARAGON,ZARAGOZA,703,41.293,-1.895,9.000,32.541,,,0.138,29.346,3.196,0.389
471,9016X,"VALDERREDIBLE, CUBILLO DE EBRO",CANTABRIA,770,42.810,-4.032,9.000,26.996,,,0.253,27.552,-0.556,0.391
472,7250C,ABANILLA,MURCIA,174,38.194,-1.034,9.000,33.388,,,0.197,32.097,1.291,0.393
473,5107D,DÓLAR,GRANADA,1197,37.180,-2.986,9.000,30.858,,,0.203,29.765,1.093,0.394
474,9814I,"TORLA-ORDESA, EL CEBOLLAR",HUESCA,1905,42.656,-0.124,6.000,19.588,,,0.474,27.360,-7.772,0.395
475,2568D,"SANTERVÁS DE LA VEGA, VILLAPÚN ",PALENCIA,985,42.524,-4.851,9.000,26.831,,,0.239,26.904,-0.074,0.397
476,8381X,ADEMUZ,VALENCIA,705,40.061,-1.284,9.000,32.832,,,0.156,30.176,2.656,0.397
477,9377Y,EL PEDREGAL,GUADALAJARA,1185,40.779,-1.568,9.000,29.602,,,0.214,28.844,0.759,0.401
478,2804F,VILLADEPERA,ZAMORA,790,41.534,-6.142,9.000,29.366,,,0.168,27.102,2.265,0.402
479,2914C,BOADILLA FUENTE SAN ESTEBAN,SALAMANCA,785,40.786,-6.203,9.000,29.597,,,0.171,27.416,2.181,0.407
480,8005X,FONTANARS DELS ALFORINS,VALENCIA,622,38.780,-0.796,9.000,32.088,,,0.209,31.126,0.963,0.408
481,6277B,ADRA,ALMERIA,8,36.747,-3.021,9.000,28.150,,,0.359,32.121,-3.971,0.410
482,2140A,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135,41.464,-3.786,9.000,27.661,,,0.236,27.597,0.064,0.411
483,1446X,MONTERROSO,LUGO,680,42.810,-7.768,9.000,24.841,,,0.274,25.978,-1.137,0.419
484,9121X,HARO,LA RIOJA,465,42.575,-2.855,9.000,29.280,,,0.224,28.764,0.516,0.427
485,9122I,LABASTIDA,ARABA/ALAVA,612,42.604,-2.777,9.000,28.427,,,0.244,28.518,-0.091,0.435
486,1435C,NOIA,A CORUÑA,128,42.800,-8.876,9.000,24.906,,,0.290,26.478,-1.572,0.447
487,8178D,ALBACETE,ALBACETE,674,39.006,-1.862,9.000,33.576,,,0.146,30.433,3.142,0.450
488,0200E,"BARCELONA, FABRA",BARCELONA,408,41.418,2.124,9.000,29.390,,,0.313,31.702,-2.312,0.451
489,9299X,TARAZONA,ZARAGOZA,475,41.915,-1.723,9.000,30.054,,,0.228,29.567,0.488,0.453
490,9434P,"ZARAGOZA, VALDESPARTERA",ZARAGOZA,258,41.621,-0.935,9.000,33.280,,,0.157,30.462,2.818,0.454
491,C314Z,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474,28.107,-17.249,9.000,24.148,,,0.320,26.659,-2.511,0.456
492,9280B,LARRAGA,NAVARRA,375,42.549,-1.858,9.000,30.242,,,0.218,29.405,0.837,0.461
493,7209,LORCA,MURCIA,312,37.656,-1.687,9.000,34.181,,,0.172,31.780,2.401,0.481
494,9301X,MONTEAGUDO,NAVARRA,410,41.959,-1.691,9.000,30.425,,,0.224,29.681,0.744,0.487
495,5983X,MEDINA SIDONIA,CADIZ,70,36.406,-5.920,9.000,31.601,,,0.223,30.809,0.791,0.491
496,9201K,JACA,HUESCA,823,42.579,-0.547,6.000,29.379,,,0.242,29.181,0.199,0.502
497,2624C,RIAÑO,LEON,1090,42.958,-5.008,9.000,25.823,,,0.268,26.445,-0.622,0.510
498,2430Y,MUÑOTELLO,AVILA,1178,40.543,-5.044,9.000,28.262,,,0.221,27.343,0.919,0.515
499,2172Y,SARDÓN DE DUERO,VALLADOLID,725,41.612,-4.406,9.000,31.928,,,0.129,27.995,3.933,0.517
500,6291B,EL EJIDO,ALMERIA,98,36.775,-2.813,9.000,32.249,,,0.245,32.040,0.209,0.532
501,3126Y,"MADRID, EL GOLOSO",MADRID,740,40.561,-3.712,9.000,30.872,,,0.187,28.758,2.114,0.535
502,7178I,MURCIA,MURCIA,62,38.002,-1.171,9.000,34.698,,,0.179,32.324,2.374,0.537
503,2766E,"SANABRIA, ROBLEDA-CERVANTES",ZAMORA,933,42.083,-6.640,9.000,27.043,,,0.231,26.363,0.679,0.540
504,9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353,42.452,-2.331,9.000,30.612,,,0.211,29.268,1.344,0.540
505,9638D,COLL DE NARGÓ,LLEIDA,609,42.154,1.312,9.000,31.604,,,0.224,30.627,0.977,0.554
506,9650X,ARTESA DE SEGRE,LLEIDA,400,41.881,1.109,9.000,32.720,,,0.202,31.037,1.682,0.554
507,6258X,LANJARÓN,GRANADA,708,36.923,-3.493,9.000,29.659,,,0.281,30.540,-0.881,0.561
508,5858X,ALMONTE,HUELVA,5,36.989,-6.443,9.000,31.973,,,0.207,30.426,1.547,0.565
509,9374X,SANTA EULALIA DEL CAMPO,TERUEL,1000,40.567,-1.321,9.000,30.686,,,0.215,29.392,1.293,0.565
510,2017Y,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",SORIA,1260,41.996,-2.494,9.000,26.192,,,0.302,27.733,-1.540,0.566
511,8337X,TURÍS,VALENCIA,186,39.392,-0.625,9.000,32.546,,,0.230,31.732,0.815,0.566
512,8203O,ZARRA,VALENCIA,856,39.083,-1.101,9.000,30.167,,,0.263,30.420,-0.252,0.568
513,1059X,PUNTA GALEA,BIZKAIA,81,43.375,-3.022,9.000,23.424,,,0.426,29.034,-5.610,0.573
514,9855E,"CAPELLA, LAGUARRES",HUESCA,600,42.201,0.466,9.000,30.751,,,0.240,30.229,0.522,0.577
515,2400E,AUTILLA DEL PINO,PALENCIA,874,41.996,-4.603,9.000,28.960,,,0.211,27.459,1.501,0.587
516,2969U,A GUDIÑA,OURENSE,910,42.027,-7.183,9.000,27.147,,,0.227,26.177,0.970,0.588
517,7012C,CARTAGENA,MURCIA,17,37.601,-0.988,9.000,29.947,,,0.340,32.671,-2.723,0.589
518,7072Y,YESTE,ALBACETE,960,38.295,-2.294,9.000,31.976,,,0.199,30.025,1.951,0.603
519,9647X,TORÀ,LLEIDA,435,41.806,1.396,9.000,32.407,,,0.220,31.141,1.267,0.608
520,8084Y,PANTANO DE LA TOBA (AUTOMATICA),CUENCA,1154,40.223,-1.926,9.000,30.454,,,0.217,28.982,1.472,0.631
521,2044B,LUBIA,SORIA,1100,41.601,-2.507,9.000,29.056,,,0.236,28.196,0.860,0.638
522,B908X,SANT JOAN DE LABRITJA,ILLES BALEARS,110,39.056,1.493,9.000,31.565,,,0.307,33.007,-1.441,0.646
523,9574B,"CASPE, PLANA DEL PILÓN",ZARAGOZA,215,41.242,-0.069,8.000,33.543,,,0.189,31.113,2.430,0.649
524,1309C,"IBIAS, SAN ANTOLIN",ASTURIAS,780,43.027,-6.885,9.000,24.862,,,0.302,26.109,-1.246,0.655
525,8409X,LLÍRIA,VALENCIA,198,39.664,-0.654,9.000,32.850,,,0.225,31.575,1.275,0.659
526,9814X,TORLA - ORDESA,HUESCA,1076,42.638,-0.112,9.000,31.267,,,0.192,28.893,2.374,0.663
527,9344C,ARCOS DE JALÓN,SORIA,863,41.216,-2.293,9.000,31.196,,,0.195,28.901,2.295,0.663
528,2701D,"BARRIOS DE LUNA, MIÑERA",LEON,1120,42.886,-5.871,9.000,26.423,,,0.253,26.021,0.402,0.663
529,B013X,"ESCORCA, LLUC",ILLES BALEARS,490,39.823,2.886,9.000,29.495,,,0.360,32.617,-3.122,0.663
530,1276F,POLA DE SOMIEDO,ASTURIAS,670,43.100,-6.257,9.000,24.869,,,0.317,26.570,-1.701,0.667
531,1302F,DEGAÑA,ASTURIAS,1310,42.955,-6.473,9.000,22.214,,,0.361,25.361,-3.147,0.668
532,7172X,MULA,MURCIA,255,38.041,-1.449,9.000,33.874,,,0.203,31.823,2.051,0.670
533,8008Y,VILLENA,ALICANTE,486,38.577,-0.866,9.000,32.782,,,0.225,31.433,1.349,0.674
534,9998X,BELLO,TERUEL,1006,40.921,-1.494,9.000,29.867,,,0.244,29.143,0.724,0.675
535,3111D,SOMOSIERRA,MADRID,1450,41.136,-3.581,9.000,26.133,,,0.301,27.262,-1.129,0.677
536,2106B,CORUÑA DEL CONDE,BURGOS,955,41.746,-3.382,9.000,29.197,,,0.230,27.990,1.207,0.682
537,5950X,SAN JOSÉ DEL VALLE,CADIZ,105,36.664,-5.783,9.000,33.349,,,0.186,30.694,2.654,0.684
538,7244X,ORIHUELA,ALICANTE,26,38.068,-0.981,9.000,33.378,,,0.239,32.449,0.929,0.686
539,2945A,EL BODÓN BASE AÉREA,SALAMANCA,805,40.485,-6.577,9.000,29.171,,,0.212,27.339,1.832,0.692
540,4075Y,VILLARES DEL SAZ,CUENCA,870,39.840,-2.503,9.000,32.332,,,0.179,29.404,2.929,0.699
541,8492X,ATZENETA DEL MAESTRAT,CASTELLON,420,40.227,-0.170,9.000,32.211,,,0.236,31.143,1.069,0.703
542,4642E,"HUELVA, RONDA ESTE",HUELVA,18,37.278,-6.912,9.000,32.325,,,0.200,30.055,2.271,0.706
543,1700X,O CARBALLIÑO,OURENSE,400,42.421,-8.093,9.000,28.925,,,0.196,26.513,2.412,0.710
544,9729X,MOLLERUSSA,LLEIDA,252,41.617,0.867,9.000,33.015,,,0.219,31.314,1.701,0.719
545,1037Y,ZUMARRAGA,GIPUZKOA,431,43.080,-2.317,9.000,24.566,,,0.402,28.851,-4.286,0.726
546,2048A,MORÓN DE ALMAZÁN,SORIA,978,41.419,-2.420,9.000,30.441,,,0.214,28.541,1.900,0.730
547,4549Y,AYAMONTE,HUELVA,3,37.195,-7.395,9.000,30.751,,,0.246,29.894,0.856,0.730
548,6267X,SALOBREÑA,GRANADA,20,36.748,-3.579,9.000,28.711,,,0.368,31.839,-3.127,0.736
549,8354X,ALBARRACÍN,TERUEL,1130,40.420,-1.441,9.000,29.486,,,0.263,29.163,0.323,0.740
550,4386B,LLERENA,BADAJOZ,655,38.232,-6.017,9.000,33.764,,,0.125,28.879,4.885,0.747
551,7261X,ROJALES,ALICANTE,31,38.088,-0.715,9.000,31.194,,,0.316,32.555,-1.361,0.755
552,9718X,TORDERA - GRANYANELLA,LLEIDA,463,41.681,1.223,9.000,31.668,,,0.256,31.065,0.603,0.757
553,9924X,FRAGA,HUESCA,170,41.525,0.356,9.000,33.661,,,0.202,31.267,2.394,0.758
554,3191E,COLMENAR VIEJO,MADRID,1004,40.696,-3.765,9.000,29.923,,,0.223,28.189,1.733,0.766
555,9935X,VALDERROBRES,TERUEL,483,40.873,0.146,9.000,31.383,,,0.261,30.886,0.497,0.768
556,3386A,NAVALVILLAR DE IBOR,CACERES,923,39.592,-5.392,9.000,30.063,,,0.215,28.073,1.991,0.769
557,1468X,A ESTRADA,PONTEVEDRA,269,42.694,-8.502,9.000,26.046,,,0.291,26.441,-0.395,0.795
558,C628B,"LA ALDEA DE SAN NICOLÁS, TASARTE",LAS PALMAS,318,27.909,-15.770,9.000,31.290,,,0.226,29.555,1.735,0.800
559,2311Y,VILLAMAYOR DE LOS MONTES,BURGOS,884,42.105,-3.768,9.000,28.505,,,0.258,27.780,0.725,0.805
560,9495Y,LECIÑENA,ZARAGOZA,405,41.797,-0.617,9.000,32.864,,,0.201,30.263,2.602,0.806
561,2298,PALACIOS DE LA SIERRA,BURGOS,1080,41.960,-3.132,9.000,28.560,,,0.257,27.782,0.778,0.815
562,1455I,RODEIRO-VILAMAIOR,PONTEVEDRA,645,42.711,-7.954,9.000,24.276,,,0.334,25.999,-1.723,0.820
563,2444,ÁVILA,AVILA,1130,40.659,-4.680,9.000,28.903,,,0.241,27.549,1.354,0.825
564,9908X,LANAJA,HUESCA,380,41.774,-0.333,9.000,31.590,,,0.247,30.451,1.139,0.827
565,2885K,FRESNO DE SAYAGO,ZAMORA,804,41.304,-6.022,9.000,29.833,,,0.205,27.234,2.599,0.845
566,3175,TORREJÓN DE ARDOZ,MADRID,607,40.489,-3.444,9.000,33.552,,,0.150,29.159,4.393,0.848
567,9808X,"AÍNSA-SOBRARBE, LA SERRETA",HUESCA,610,42.422,0.138,9.000,31.149,,,0.248,29.960,1.189,0.848
568,B346X,PORRERES,ILLES BALEARS,120,39.522,3.019,6.000,32.278,,,0.321,33.492,-1.214,0.848
569,8198Y,ALMANSA,ALBACETE,710,38.851,-1.063,9.000,32.904,,,0.221,30.809,2.095,0.852
570,1549,PONFERRADA,LEON,532,42.564,-6.600,9.000,29.762,,,0.198,26.902,2.860,0.856
571,2182C,PEDRAZA,SEGOVIA,1107,41.134,-3.790,9.000,28.637,,,0.260,27.794,0.843,0.862
572,9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,50,40.820,0.493,9.000,33.669,,,0.231,31.865,1.803,0.863
573,9619,LA SEU D'URGELL,LLEIDA,677,42.355,1.463,7.000,29.825,,,0.306,30.484,-0.659,0.865
574,7121A,CALASPARRA,MURCIA,350,38.234,-1.702,9.000,34.168,,,0.203,31.445,2.723,0.867
575,9069C,MIRANDA DE EBRO,BURGOS,460,42.687,-2.961,9.000,29.982,,,0.246,28.674,1.309,0.867
576,2661,"LEÓN, VIRGEN DEL CAMINO",LEON,916,42.588,-5.651,9.000,27.624,,,0.256,26.630,0.994,0.868
577,8283X,ONTINYENT,VALENCIA,350,38.829,-0.608,9.000,33.736,,,0.224,31.690,2.046,0.868
578,6100B,ANTEQUERA AYUNTAMIENTO (AUTOMÁTICA THIES),MALAGA,515,37.024,-4.562,8.000,34.956,,,0.146,30.351,4.605,0.870
579,8300X,CARCAIXENT,VALENCIA,25,39.113,-0.446,9.000,33.608,,,0.245,32.234,1.374,0.870
580,9866C,BARBASTRO,HUESCA,305,42.021,0.141,9.000,33.015,,,0.217,30.699,2.317,0.875
581,2465,SEGOVIA,SEGOVIA,1008,40.945,-4.126,9.000,29.467,,,0.239,27.903,1.565,0.875
582,2728B,"QUINTANA DEL CASTILLO, VILLAMECA",LEON,995,42.648,-6.071,9.000,26.397,,,0.286,26.263,0.134,0.900
583,2863C,PEDRAZA DE ALBA  ,SALAMANCA,897,40.732,-5.366,9.000,29.395,,,0.236,27.624,1.771,0.901
584,3330Y,ROZAS DE PUERTO REAL,MADRID,890,40.313,-4.487,9.000,30.336,,,0.226,28.233,2.103,0.902
585,2734D,ASTORGA,LEON,919,42.477,-6.074,9.000,28.872,,,0.217,26.477,2.395,0.904
586,9894Y,SARIÑENA,HUESCA,300,41.799,-0.161,9.000,32.610,,,0.232,30.666,1.943,0.912
587,2789H,POZUELO DE TABARA,ZAMORA,711,41.786,-5.909,9.000,29.917,,,0.210,27.243,2.674,0.916
588,5246,SANTA ELENA,JAEN,770,38.344,-3.535,9.000,35.542,,,0.116,29.773,5.769,0.921
589,4093Y,OSA DE LA VEGA,CUENCA,763,39.656,-2.760,9.000,33.543,,,0.171,29.562,3.981,0.921
590,2276B,VILLAELES DE VALDAVIA,PALENCIA,908,42.569,-4.575,9.000,28.078,,,0.264,27.154,0.924,0.922
591,2290Y,PEDROSA DEL PRÍNCIPE,BURGOS,771,42.251,-4.199,9.000,29.570,,,0.236,27.722,1.849,0.923
592,2092,BURGO DE OSMA,SORIA,932,41.589,-3.087,9.000,30.339,,,0.228,28.239,2.100,0.923
593,9293X,"ALFARO, LA PLANA",LA RIOJA,371,42.176,-1.744,5.000,31.302,,,0.243,29.631,1.670,0.934
594,6032X,RONDA INSTITUTO,MALAGA,760,36.750,-5.169,9.000,32.055,,,0.224,29.741,2.314,0.942
595,2030,SORIA,SORIA,1081,41.775,-2.483,9.000,29.096,,,0.266,28.164,0.932,0.947
596,6281X,VÁLOR,GRANADA,1020,37.005,-3.071,9.000,31.938,,,0.240,30.127,1.810,0.948
597,9531Y,MONTALBÁN,TERUEL,895,40.829,-0.793,9.000,30.062,,,0.284,29.714,0.348,0.948
598,1272B,"TINEO, SOUTU",ASTURIAS,280,43.290,-6.387,9.000,25.377,,,0.349,27.140,-1.763,0.953
599,4589X,"ALOSNO, THARSIS",HUELVA,276,37.598,-7.119,9.000,33.111,,,0.181,29.343,3.769,0.955
600,5165X,TORRES,JAEN,910,37.781,-3.564,9.000,33.267,,,0.189,29.754,3.512,0.957
601,5406X,ALCALÁ LA REAL,JAEN,908,37.498,-3.908,9.000,32.418,,,0.214,29.724,2.694,0.960
602,6050X,GAUCÍN,MALAGA,594,36.519,-5.319,9.000,30.183,,,0.293,30.079,0.104,0.963
603,7103Y,TOBARRA,ALBACETE,615,38.588,-1.689,9.000,33.843,,,0.204,30.808,3.035,0.966
604,2453E,GOTARRENDURA,AVILA,920,40.829,-4.742,9.000,29.791,,,0.237,27.829,1.962,0.969
605,7237E,MOLINA DE SEGURA,MURCIA,170,38.139,-1.159,9.000,34.909,,,0.211,32.071,2.838,0.970
606,9510X,QUINTO,ZARAGOZA,205,41.429,-0.504,9.000,33.886,,,0.204,30.846,3.041,0.970
607,8096,CUENCA,CUENCA,949,40.067,-2.132,9.000,32.162,,,0.211,29.331,2.831,0.970
608,6042I,JIMENA DE LA FRONTERA,CADIZ,42,36.436,-5.395,9.000,31.945,,,0.272,31.092,0.853,0.973
609,8210Y,SALVACAÑETE,CUENCA,1160,40.103,-1.504,8.000,30.008,,,0.275,29.221,0.787,0.984
610,4501X,FUENTE DE CANTOS,BADAJOZ,602,38.209,-6.311,9.000,32.898,,,0.175,28.849,4.049,0.986
611,9245X,CÁSEDA,NAVARRA,440,42.521,-1.366,9.000,31.459,,,0.240,29.527,1.932,0.990
612,9546B,HIJAR,TERUEL,305,41.172,-0.442,9.000,34.188,,,0.196,30.806,3.382,0.992
613,7275C,YECLA,MURCIA,640,38.602,-1.160,9.000,33.336,,,0.229,31.003,2.334,0.994
614,5941X,EL BOSQUE,CADIZ,295,36.729,-5.512,9.000,33.377,,,0.211,30.443,2.934,0.998
615,4499X,MONESTERIO,BADAJOZ,771,38.081,-6.272,9.000,31.194,,,0.222,28.614,2.580,1.000
616,9501X,VALMADRID,ZARAGOZA,535,41.443,-0.886,9.000,31.614,,,0.253,30.057,1.557,1.004
617,2166Y,PEÑAFIEL,VALLADOLID,756,41.593,-4.125,9.000,29.449,,,0.260,28.077,1.372,1.016
618,9352A,ALMAZUL,SORIA,1000,41.575,-2.140,9.000,29.533,,,0.273,28.562,0.971,1.022
619,4007Y,OSSA DE MONTIEL,ALBACETE,905,38.966,-2.745,9.000,32.932,,,0.202,29.617,3.315,1.023
620,2966D,ALCAÑICES  ,ZAMORA,840,41.683,-6.301,9.000,29.209,,,0.232,26.869,2.339,1.026
621,4622X,VILLARRASA,HUELVA,145,37.451,-6.637,9.000,34.559,,,0.160,29.873,4.686,1.028
622,9336D,CASTEJON DE VALDEJASA,ZARAGOZA,543,41.984,-0.996,9.000,30.698,,,0.275,29.750,0.949,1.030
623,0009X,ALFORJA,TARRAGONA,406,41.214,0.963,9.000,30.360,,,0.333,31.256,-0.896,1.049
624,5390Y,VILLANUEVA DE CÓRDOBA,CORDOBA,750,38.333,-4.609,9.000,33.564,,,0.177,29.315,4.249,1.061
625,9724X,OS DE BALAGUER,LLEIDA,520,41.873,0.756,9.000,31.934,,,0.268,30.657,1.277,1.065
626,2482B,MIGUELAÑEZ,SEGOVIA,870,41.126,-4.376,9.000,30.202,,,0.240,27.959,2.243,1.074
627,7228,"ALCANTARILLA, BASE AÉREA",MURCIA,75,37.958,-1.229,9.000,34.907,,,0.229,32.293,2.613,1.075
628,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,37.849,-4.847,9.000,36.956,,,0.116,30.630,6.326,1.078
629,4245X,GUADALUPE,CACERES,660,39.455,-5.333,9.000,33.342,,,0.167,28.643,4.700,1.097
630,3504X,HERVÁS,CACERES,724,40.265,-5.861,9.000,30.288,,,0.239,27.919,2.369,1.106
631,2507Y,RUEDA,VALLADOLID,724,41.419,-4.964,9.000,30.787,,,0.222,27.822,2.965,1.110
632,1473A,PADRÓN,A CORUÑA,100,42.738,-8.627,9.000,26.908,,,0.305,26.673,0.235,1.113
