rank,indicativo,nombre,provincia,altitud_m,lat,lon,n_anios,tmin_media_verano,noches_trop_anio,noches_ecua_anio,tmin_tendencia,tmin_esperada,residual,score_refugio_noche
375,0411X,CASTELLÓ D'EMPÚRIES,GIRONA,2.000,42.225,3.093,9.000,18.479,26.111,0.222,0.163,19.707,-1.228,-0.609
376,3021Y,ZAOREJAS,GUADALAJARA,1250.000,40.758,-2.200,10.000,13.925,2.400,0.000,0.154,13.268,0.657,-0.598
377,9495Y,LECIÑENA,ZARAGOZA,405.000,41.797,-0.617,10.000,16.533,15.000,0.300,0.159,16.860,-0.327,-0.593
378,1730E,O ROSAL,PONTEVEDRA,55.000,41.944,-8.848,10.000,15.645,4.100,0.100,0.161,15.247,0.397,-0.592
379,2728B,"QUINTANA DEL CASTILLO, VILLAMECA",LEON,995.000,42.648,-6.071,10.000,12.247,0.000,0.000,0.170,11.742,0.505,-0.575
380,1249X,OVIEDO,ASTURIAS,334.000,43.353,-5.874,10.000,15.199,0.600,0.000,0.147,14.236,0.964,-0.575
381,4093Y,OSA DE LA VEGA,CUENCA,763.000,39.656,-2.760,10.000,16.325,10.400,0.000,0.140,15.879,0.446,-0.565
382,9001S,ALTO CAMPOO,CANTABRIA,1650.000,43.037,-4.374,10.000,9.383,0.000,0.000,0.191,9.277,0.106,-0.552
383,1542,PUERTO DE LEITARIEGOS,ASTURIAS,1530.000,42.994,-6.414,10.000,9.077,0.100,0.000,0.195,9.072,0.005,-0.551
384,2978X,VERÍN,OURENSE,380.000,41.927,-7.422,10.000,12.323,0.000,0.000,0.291,14.374,-2.050,-0.541
385,1351,ESTACA DE BARES,A CORUÑA,90.000,43.786,-7.685,10.000,16.243,0.300,0.000,0.108,14.351,1.892,-0.540
386,C611E,VEGA DE SAN MATEO,LAS PALMAS,1702.000,27.977,-15.584,10.000,15.097,14.000,0.100,0.125,14.510,0.587,-0.520
387,B644B,SINEU,ILLES BALEARS,120.000,39.643,3.002,10.000,19.594,40.000,1.100,0.126,20.806,-1.213,-0.503
388,3140Y,MANDAYONA,GUADALAJARA,990.000,40.985,-2.760,10.000,14.505,3.300,0.000,0.167,14.046,0.459,-0.503
389,2311Y,VILLAMAYOR DE LOS MONTES,BURGOS,884.000,42.105,-3.768,10.000,13.191,2.100,0.200,0.203,13.420,-0.230,-0.499
390,1496X,VIGO,PONTEVEDRA,120.000,42.231,-8.724,10.000,15.962,4.000,0.500,0.134,14.828,1.134,-0.499
391,9866C,BARBASTRO,HUESCA,305.000,42.021,0.141,10.000,16.378,9.400,0.000,0.218,17.431,-1.053,-0.498
392,B870C,"CIUTADELLA, CALA GALDANA",BALEARES,43.000,39.945,3.957,10.000,18.695,27.500,0.600,0.232,21.301,-2.606,-0.489
393,C419X,ADEJE,SANTA CRUZ DE TENERIFE,130.000,28.081,-16.711,10.000,20.001,44.500,0.000,0.096,20.853,-0.853,-0.476
394,7138B,JUMILLA,MURCIA,485.000,38.459,-1.335,10.000,17.442,14.500,0.000,0.198,18.375,-0.933,-0.469
395,2891A,VILLARINO DE LOS AIRES,SALAMANCA,690.000,41.263,-6.462,10.000,14.669,3.600,0.000,0.150,13.805,0.864,-0.467
396,C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219.000,28.032,-17.211,10.000,20.069,43.000,1.000,0.074,20.314,-0.245,-0.465
397,2661,"LEÓN, VIRGEN DEL CAMINO",LEON,916.000,42.588,-5.651,10.000,12.540,0.800,0.000,0.187,12.278,0.262,-0.465
398,B013X,"ESCORCA, LLUC",ILLES BALEARS,490.000,39.823,2.886,10.000,16.560,11.200,0.700,0.281,19.042,-2.482,-0.463
399,4244X,HERRERA DEL DUQUE,BADAJOZ,447.000,39.169,-5.062,10.000,18.514,30.500,0.800,0.020,16.711,1.803,-0.454
400,B925,SANT ANTONI DE PORTMANY,BALEARES,32.000,38.963,1.321,9.000,20.117,46.222,1.444,0.094,21.001,-0.884,-0.451
401,3422D,CANDELEDA,AVILA,350.000,40.139,-5.311,10.000,16.852,14.400,0.000,0.137,16.422,0.430,-0.448
402,1484C,PONTEVEDRA,PONTEVEDRA,113.000,42.438,-8.616,10.000,15.169,1.300,0.000,0.181,14.766,0.403,-0.445
403,C916Q,"EL PINAR, DEPÓSITO",STA. CRUZ DE TENERIFE,948.000,27.719,-17.978,10.000,16.636,23.000,4.500,0.149,17.064,-0.429,-0.443
404,1044X,"ARAMAIO, ETXAGUEN",ARABA/ALAVA,617.000,43.058,-2.590,10.000,13.640,1.300,0.000,0.236,14.408,-0.768,-0.437
405,1549,PONFERRADA,LEON,532.000,42.564,-6.600,10.000,14.712,1.100,0.000,0.151,13.611,1.102,-0.416
406,7203A,"LORCA, ZARCILLA DE RAMOS",MURCIA,646.000,37.845,-1.870,10.000,17.619,15.600,0.000,0.168,17.870,-0.251,-0.406
407,1176A,TRESVISO,CANTABRIA,940.000,43.256,-4.668,10.000,12.741,2.300,0.100,0.170,12.111,0.629,-0.405
408,2471Y,SAN RAFAEL,SEGOVIA,1237.000,40.719,-4.212,10.000,12.668,2.600,0.000,0.196,12.607,0.061,-0.403
409,9501X,VALMADRID,ZARAGOZA,535.000,41.443,-0.886,10.000,16.485,8.600,0.100,0.176,16.422,0.063,-0.400
410,4096Y,MUNERA,ALBACETE,918.000,39.017,-2.489,10.000,14.360,3.200,0.000,0.259,15.713,-1.353,-0.398
411,9650X,ARTESA DE SEGRE,LLEIDA,400.000,41.881,1.109,10.000,16.581,10.500,0.000,0.215,17.465,-0.884,-0.382
412,4427X,ZAFRA,BADAJOZ,433.000,38.426,-6.437,10.000,16.498,14.000,0.000,0.175,16.738,-0.240,-0.370
413,8409X,LLÍRIA,VALENCIA,198.000,39.664,-0.654,10.000,18.703,26.500,0.200,0.142,19.105,-0.401,-0.366
414,9171K,LOS ARCOS,NAVARRA,470.000,42.570,-2.184,10.000,15.162,6.100,0.100,0.207,15.506,-0.345,-0.355
415,1183X,LLANES,ASTURIAS,10.000,43.420,-4.748,10.000,16.795,3.200,0.000,0.165,16.015,0.779,-0.347
416,9301X,MONTEAGUDO,NAVARRA,410.000,41.959,-1.691,10.000,16.195,5.400,0.000,0.201,16.339,-0.144,-0.338
417,4395X,VILLAFRANCA DE LOS BARROS,BADAJOZ,430.000,38.552,-6.307,10.000,15.939,12.000,0.200,0.211,16.719,-0.780,-0.316
418,7227X,ALHAMA DE MURCIA,MURCIA,157.000,37.862,-1.335,10.000,19.463,39.000,0.300,0.120,20.180,-0.717,-0.312
419,9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025.000,42.709,-0.673,10.000,14.310,6.200,0.000,0.160,13.566,0.744,-0.301
420,1012P,IRUN,GIPUZKOA,120.000,43.326,-1.797,10.000,17.133,9.800,0.100,0.162,16.687,0.446,-0.296
421,1297E,CERVANTES,LUGO,1020.000,42.769,-7.018,10.000,11.864,2.800,0.000,0.176,11.207,0.657,-0.282
422,4070Y,ABIA DE OBISPALIA,CUENCA,1020.000,40.019,-2.395,9.000,14.793,3.667,0.000,0.198,14.666,0.127,-0.281
423,5835X,CARRIÓN DE LOS CÉSPEDES,SEVILLA,76.000,37.360,-6.334,10.000,17.155,14.700,0.100,0.255,19.005,-1.850,-0.272
424,2507Y,RUEDA,VALLADOLID,724.000,41.419,-4.964,10.000,14.398,2.400,0.000,0.197,14.111,0.287,-0.252
425,8486X,MOSQUERUELA,TERUEL,1515.000,40.363,-0.454,10.000,13.331,1.300,0.000,0.200,13.014,0.316,-0.247
426,6040X,CORTES DE LA FRONTERA,MALAGA,315.000,36.544,-5.386,10.000,17.646,14.300,0.000,0.228,18.837,-1.191,-0.242
427,2106B,CORUÑA DEL CONDE,BURGOS,955.000,41.746,-3.382,10.000,13.836,5.200,0.000,0.186,13.484,0.353,-0.239
428,1331A,CASTROPOL,ASTURIAS,40.000,43.525,-7.031,10.000,15.556,0.800,0.000,0.190,14.976,0.581,-0.237
429,8018X,ELX/ELCHE,ALICANTE,110.000,38.288,-0.681,10.000,19.760,44.600,0.500,0.102,20.354,-0.594,-0.236
430,9252X,OLITE/ERRIBERRI,NAVARRA,390.000,42.489,-1.656,10.000,15.918,4.800,0.000,0.213,16.101,-0.183,-0.224
431,8520X,LA POBLA DE BENIFASSÀ-FREDES,CASTELLON,1165.000,40.694,0.165,10.000,14.389,3.900,0.000,0.215,14.552,-0.163,-0.222
432,2444,ÁVILA,AVILA,1130.000,40.659,-4.680,10.000,14.332,4.100,0.000,0.144,12.937,1.395,-0.197
433,C669B,ARUCAS,LAS PALMAS,86.000,28.142,-15.507,10.000,20.353,55.500,0.000,0.094,21.450,-1.097,-0.182
434,7080X,MORATALLA,MURCIA,955.000,38.268,-1.986,10.000,17.072,11.600,0.600,0.146,16.215,0.857,-0.177
435,9145X,LEZA,ARABA/ALAVA,575.000,42.567,-2.633,10.000,14.291,4.100,0.400,0.239,14.887,-0.595,-0.167
436,C628B,"LA ALDEA DE SAN NICOLÁS, TASARTE",LAS PALMAS,318.000,27.909,-15.770,10.000,19.955,37.800,3.600,0.129,20.494,-0.539,-0.133
437,5341C,FUENCALIENTE,CIUDAD REAL,710.000,38.429,-4.302,10.000,16.096,6.000,0.000,0.219,16.322,-0.225,-0.127
438,C249I,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25.000,28.445,-13.863,10.000,21.199,70.900,1.300,0.041,22.129,-0.930,-0.114
439,3170Y,ALCALA DE HENARES,MADRID,605.000,40.528,-3.290,9.000,16.210,10.778,0.111,0.175,15.813,0.396,-0.113
440,9491X,ALMUDÉVAR,HUESCA,390.000,42.029,-0.586,10.000,16.461,9.800,0.100,0.212,16.788,-0.327,-0.111
441,1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38.000,43.393,-4.392,10.000,16.524,4.800,0.000,0.191,16.042,0.482,-0.108
442,1518A,LUGO,LUGO,442.000,42.998,-7.553,10.000,13.810,0.100,0.000,0.208,13.373,0.437,-0.108
443,1446X,MONTERROSO,LUGO,680.000,42.810,-7.768,10.000,13.126,1.100,0.000,0.191,12.380,0.746,-0.101
444,1473A,PADRÓN,A CORUÑA,100.000,42.738,-8.627,10.000,14.452,0.500,0.000,0.236,14.627,-0.175,-0.100
445,9211F,"BAILO, PUYALTO",HUESCA,722.000,42.514,-0.817,10.000,15.040,7.800,0.000,0.200,14.953,0.088,-0.097
446,4478X,BADAJOZ,BADAJOZ,174.000,38.886,-7.009,10.000,17.158,14.300,0.300,0.193,17.358,-0.200,-0.093
447,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250.000,43.306,-2.041,10.000,16.515,5.800,0.200,0.190,16.045,0.470,-0.093
448,1639X,CHANDREXA DE QUEIXA,OURENSE,990.000,42.260,-7.384,10.000,10.923,0.100,0.000,0.258,11.526,-0.604,-0.090
449,8300X,CARCAIXENT,VALENCIA,25.000,39.113,-0.446,10.000,19.838,47.500,1.000,0.097,20.284,-0.446,-0.089
450,9427X,LA ALMUNIA DE DOÑA GODINA,ZARAGOZA,370.000,41.481,-1.381,10.000,16.715,10.600,0.000,0.207,16.931,-0.216,-0.074
451,3229Y,TIELMES,MADRID,594.000,40.247,-3.312,10.000,16.994,18.600,0.100,0.127,16.032,0.962,-0.071
452,4511C,JEREZ DE LOS CABALLEROS,BADAJOZ,381.000,38.299,-6.765,10.000,16.906,15.200,0.500,0.184,16.924,-0.018,-0.067
453,C839X,LA GRACIOSA,LAS PALMAS,19.000,29.230,-13.510,10.000,20.559,58.700,0.000,0.099,21.785,-1.226,-0.059
454,4589X,"ALOSNO, THARSIS",HUELVA,276.000,37.598,-7.119,10.000,17.463,18.800,1.200,0.183,17.696,-0.232,-0.046
455,4410X,MÉRIDA,BADAJOZ,228.000,38.916,-6.386,10.000,16.865,12.900,0.300,0.214,17.335,-0.470,-0.042
456,6267X,SALOBREÑA,GRANADA,20.000,36.748,-3.579,10.000,18.553,27.000,0.200,0.244,20.656,-2.103,-0.040
457,9756X,BENABARRE,HUESCA,765.000,42.113,0.480,10.000,15.505,6.400,0.000,0.214,15.501,0.005,-0.034
458,5983X,MEDINA SIDONIA,CADIZ,70.000,36.406,-5.920,10.000,18.829,33.200,2.100,0.171,19.792,-0.963,-0.034
459,C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369.000,28.308,-16.500,10.000,13.307,0.800,0.000,0.129,11.064,2.243,-0.019
460,9436X,FONFRÍA,TERUEL,1255.000,40.995,-1.087,10.000,13.682,2.800,0.000,0.219,13.506,0.176,-0.012
461,1475X,SANTIAGO DE COMPOSTELA,A CORUÑA,240.000,42.876,-8.556,10.000,14.844,0.800,0.000,0.193,13.958,0.886,-0.010
462,2182C,PEDRAZA,SEGOVIA,1107.000,41.134,-3.790,10.000,14.243,7.300,0.200,0.159,13.063,1.180,-0.004
463,1347T,BURELA,LUGO,80.000,43.651,-7.357,10.000,16.345,1.500,0.000,0.152,14.601,1.744,0.012
464,0092X,BERGA,BARCELONA,682.000,42.101,1.858,10.000,16.735,9.600,0.000,0.190,16.377,0.358,0.012
465,8072Y,BARX,VALENCIA,340.000,39.017,-0.305,10.000,18.635,28.900,0.100,0.163,19.029,-0.395,0.016
466,2870,SALAMANCA,SALAMANCA,775.000,40.958,-5.662,9.000,15.232,2.333,0.000,0.172,13.926,1.307,0.033
467,9299X,TARAZONA,ZARAGOZA,475.000,41.915,-1.723,10.000,16.024,7.600,0.000,0.217,16.072,-0.048,0.036
468,3434X,NAVALMORAL DE LA MATA,CACERES,269.000,39.946,-5.582,10.000,17.364,19.600,0.300,0.150,16.797,0.567,0.042
469,0034X,VALLS,TARRAGONA,233.000,41.293,1.261,10.000,18.217,22.700,0.000,0.186,18.621,-0.405,0.048
470,1050J,ELGOIBAR,GIPUZKOA,119.000,43.209,-2.413,9.000,15.198,1.889,0.000,0.297,16.539,-1.340,0.049
471,6106X,ANTEQUERA,MALAGA,408.000,37.029,-4.748,10.000,19.032,34.600,2.700,0.099,18.360,0.672,0.066
472,8395X,CHELVA,VALENCIA,515.000,39.753,-0.994,10.000,17.501,13.900,0.000,0.200,17.546,-0.045,0.073
473,1111X,SANTANDER,CANTABRIA,51.000,43.491,-3.801,10.000,17.362,7.100,0.000,0.165,16.142,1.220,0.093
474,7127X,BULLAS,MURCIA,690.000,38.049,-1.695,10.000,18.510,24.300,0.500,0.124,17.613,0.897,0.095
475,5394X,"CÓRDOBA, EMBALSE DE GUADANUÑO",CORDOBA,525.000,38.021,-4.797,10.000,17.835,20.100,0.000,0.150,17.202,0.633,0.101
476,2430Y,MUÑOTELLO,AVILA,1178.000,40.543,-5.044,10.000,13.760,2.800,0.000,0.185,12.668,1.092,0.105
477,0066X,VILAFRANCA DEL PENEDÈS,BARCELONA,177.000,41.330,1.677,10.000,18.570,25.700,0.000,0.183,18.994,-0.425,0.133
478,C314Z,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474.000,28.107,-17.249,10.000,15.121,21.100,2.700,0.164,14.802,0.319,0.133
479,6056X,SAN ROQUE,CADIZ,1.000,36.273,-5.284,10.000,19.610,39.000,0.300,0.158,20.411,-0.802,0.134
480,9145Y,CENICERO,LA RIOJA,429.000,42.483,-2.639,10.000,15.974,6.800,0.000,0.208,15.572,0.402,0.156
481,8472A,MONTANEJOS,CASTELLON,601.000,40.088,-0.547,10.000,17.291,10.000,0.000,0.209,17.124,0.167,0.161
482,B691,LA PUEBLA (SA CANOVA),BALEARES,40.000,39.748,3.015,9.000,18.624,19.000,0.556,0.302,21.092,-2.467,0.164
483,6001,TARIFA,CADIZ,45.000,36.014,-5.597,10.000,19.849,43.000,0.400,0.130,20.270,-0.421,0.171
484,C101A,ROQUE DE LOS MUCHACHOS,SANTA CRUZ DE TENERIFE,2223.000,28.756,-17.895,7.000,14.102,4.000,0.000,0.089,10.898,3.204,0.175
485,1052A,MUTRIKU,GIPUZKOA,150.000,43.317,-2.397,10.000,17.201,9.200,0.000,0.181,16.341,0.860,0.177
486,1014,"HONDARRIBIA, MALKARROA",GIPUZKOA,4.000,43.357,-1.792,10.000,17.860,17.400,0.000,0.162,17.173,0.687,0.180
487,C639U,"SAN BARTOLOME TIRAJANA, EL MATORRAL",LAS PALMAS,41.000,27.812,-15.453,10.000,20.697,56.500,3.000,0.122,21.875,-1.178,0.185
488,3126Y,"MADRID, EL GOLOSO",MADRID,740.000,40.561,-3.712,10.000,16.741,13.000,0.000,0.131,15.050,1.691,0.191
489,2918Y,EL MAÍLLO,SALAMANCA,1027.000,40.569,-6.224,10.000,13.098,3.400,0.100,0.231,12.872,0.226,0.204
490,4138Y,VILLANUEVA DE LOS INFANTES,CIUDAD REAL,900.000,38.738,-3.004,10.000,17.399,17.500,0.200,0.121,15.779,1.620,0.212
491,1387,A CORUÑA,A CORUÑA,57.000,43.366,-8.421,10.000,16.478,1.400,0.000,0.158,14.490,1.988,0.233
492,4452,BADAJOZ AEROPUERTO,BADAJOZ,186.000,38.883,-6.814,10.000,17.578,17.900,0.200,0.188,17.380,0.198,0.236
493,0372C,PORQUERES,GIRONA,157.000,42.104,2.764,9.000,17.799,15.444,0.000,0.260,18.989,-1.190,0.238
494,4090Y,SAN CLEMENTE,CUENCA,728.000,39.417,-2.421,10.000,16.868,12.400,0.000,0.191,16.309,0.559,0.260
495,9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,295.000,42.199,-1.475,10.000,17.351,17.500,0.200,0.173,16.765,0.586,0.270
496,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14.000,28.952,-13.600,10.000,20.648,61.300,0.500,0.120,21.950,-1.302,0.284
497,1690A,OURENSE,OURENSE,146.000,42.325,-7.860,10.000,15.730,4.700,0.000,0.208,14.974,0.756,0.286
498,C239N,"TUINEJE,PUERTO GRAN TARAJAL",LAS PALMAS,1.000,28.209,-14.023,10.000,21.329,69.300,3.200,0.080,22.325,-0.996,0.288
499,B640X,PETRA,BALEARES,95.000,39.616,3.121,6.000,19.215,34.167,0.333,0.229,20.976,-1.761,0.289
500,2422,VALLADOLID,VALLADOLID,734.000,41.641,-4.754,10.000,15.113,4.500,0.000,0.193,14.004,1.109,0.290
501,6375X,FUENTE DE PIEDRA,MALAGA,420.000,37.132,-4.742,10.000,18.077,25.700,0.300,0.183,18.245,-0.167,0.292
502,0421X,ESPOLLA,GIRONA,100.000,42.390,3.006,10.000,19.107,35.000,1.200,0.147,19.144,-0.037,0.296
503,1041A,ZUMAIA,GIPUZKOA,28.000,43.302,-2.251,10.000,17.374,12.000,0.000,0.200,16.934,0.439,0.298
504,4486X,OLIVENZA,BADAJOZ,275.000,38.697,-7.084,10.000,17.107,17.600,1.000,0.198,17.012,0.095,0.298
505,4622X,VILLARRASA,HUELVA,145.000,37.451,-6.637,10.000,17.200,12.600,0.200,0.281,18.536,-1.336,0.300
506,8283X,ONTINYENT,VALENCIA,350.000,38.829,-0.608,10.000,18.904,33.600,0.000,0.156,18.993,-0.089,0.321
507,5514,GRANADA BASE AÉREA,GRANADA,687.000,37.137,-3.631,10.000,17.468,18.200,0.000,0.204,17.492,-0.024,0.326
508,4260,PERALEDA DEL ZAUCEJO,BADAJOZ,542.000,38.480,-5.577,10.000,16.473,10.600,0.000,0.232,16.548,-0.075,0.340
509,1014A,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,GIPUZKOA,4.000,43.357,-1.792,10.000,18.146,21.300,0.000,0.149,17.173,0.972,0.340
510,5906X,CHIPIONA,CADIZ,10.000,36.750,-6.401,10.000,19.396,34.500,0.500,0.163,19.656,-0.260,0.343
511,9336D,CASTEJON DE VALDEJASA,ZARAGOZA,543.000,41.984,-0.996,10.000,16.070,12.000,0.300,0.221,16.002,0.068,0.346
512,C612F,"TEJEDA, CRUZ DE TEJEDA",LAS PALMAS,1514.000,28.007,-15.599,10.000,15.679,20.700,1.000,0.179,15.302,0.378,0.355
513,4497X,VILLANUEVA DEL FRESNO,BADAJOZ,247.000,38.372,-7.158,10.000,17.111,17.700,0.600,0.217,17.314,-0.203,0.369
514,4193Y,EL ROBLEDO,CIUDAD REAL,587.000,39.217,-4.283,10.000,17.344,16.700,0.000,0.166,16.361,0.983,0.381
515,5406X,ALCALÁ LA REAL,JAEN,908.000,37.498,-3.908,10.000,17.349,18.200,0.400,0.154,16.201,1.148,0.389
516,9729X,MOLLERUSSA,LLEIDA,252.000,41.617,0.867,10.000,17.857,18.800,0.000,0.222,18.187,-0.330,0.407
517,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64.000,28.047,-16.561,10.000,20.742,59.200,1.200,0.098,21.217,-0.475,0.409
518,9513X,MUNIESA,TERUEL,800.000,41.031,-0.806,10.000,15.790,8.300,0.200,0.231,15.563,0.226,0.410
519,9911X,BALLOBAR,HUESCA,178.000,41.619,0.188,10.000,18.213,26.100,0.000,0.187,18.256,-0.043,0.431
520,4642E,"HUELVA, RONDA ESTE",HUELVA,18.000,37.278,-6.912,10.000,19.030,33.200,0.200,0.165,19.096,-0.066,0.433
521,6199X,VÉLEZ-MÁLAGA,MALAGA,41.000,36.769,-4.094,5.000,22.373,70.600,5.600,-0.052,20.362,2.011,0.447
522,5941X,EL BOSQUE,CADIZ,295.000,36.729,-5.512,10.000,17.914,24.200,1.000,0.232,18.760,-0.846,0.459
523,7275C,YECLA,MURCIA,640.000,38.602,-1.160,10.000,16.918,10.300,0.000,0.273,17.676,-0.757,0.460
524,7250C,ABANILLA,MURCIA,174.000,38.194,-1.034,10.000,19.210,35.400,0.300,0.194,20.005,-0.795,0.460
525,2512Y,RIVILLA DE BARAJAS,AVILA,925.000,40.882,-5.019,10.000,14.243,5.900,0.000,0.222,13.560,0.684,0.474
526,4549Y,AYAMONTE,HUELVA,3.000,37.195,-7.395,10.000,19.306,34.600,0.300,0.149,19.036,0.270,0.482
527,3504X,HERVÁS,CACERES,724.000,40.265,-5.861,10.000,16.161,13.800,0.300,0.153,14.515,1.646,0.489
528,1521X,BECERREÁ,LUGO,1080.000,42.864,-7.185,10.000,11.876,2.800,0.000,0.216,10.824,1.052,0.493
529,5911A,GRAZALEMA,CADIZ,913.000,36.761,-5.374,10.000,16.777,16.100,1.400,0.191,16.108,0.669,0.496
530,B656A,SANTA MARÍA DEL CAMÍ,BALEARES,121.000,39.652,2.800,10.000,19.317,36.500,0.900,0.221,20.722,-1.404,0.496
531,C689E,MASPALOMAS,LAS PALMAS,6.000,27.736,-15.596,5.000,20.424,49.000,0.200,0.190,22.024,-1.599,0.499
532,8175,ALBACETE BASE AÉREA,ALBACETE,702.000,38.954,-1.856,10.000,17.301,14.900,0.100,0.209,16.925,0.377,0.506
533,2614,ZAMORA,ZAMORA,656.000,41.516,-5.735,10.000,15.527,5.600,0.000,0.190,14.060,1.467,0.514
534,9573X,ALCAÑIZ,TERUEL,334.000,41.058,-0.142,10.000,16.985,12.100,0.000,0.275,17.815,-0.830,0.520
535,5412X,PRIEGO DE CÓRDOBA,CORDOBA,550.000,37.485,-4.208,10.000,18.155,25.400,0.200,0.171,17.653,0.502,0.529
536,4210Y,ABENÓJAR,CIUDAD REAL,718.000,38.898,-4.292,10.000,17.550,22.300,0.100,0.134,15.992,1.558,0.547
537,9975X,RASQUERA,TARRAGONA,112.000,41.005,0.614,9.000,19.619,39.667,0.556,0.126,19.091,0.527,0.554
538,1210X,CABO PEÑAS,ASTURIAS,100.000,43.656,-5.849,9.000,16.897,1.778,0.000,0.189,15.068,1.829,0.568
539,5390Y,VILLANUEVA DE CÓRDOBA,CORDOBA,750.000,38.333,-4.609,10.000,17.977,25.900,0.600,0.110,16.096,1.881,0.589
540,5995B,VEJER DE LA FRONTERA,CADIZ,183.000,36.245,-5.965,10.000,19.743,39.600,1.200,0.137,19.387,0.356,0.598
541,9946X,HORTA DE SANT JOAN,TARRAGONA,495.000,40.953,0.312,10.000,17.675,17.800,0.100,0.210,17.350,0.325,0.608
542,6367B,HUÉRCAL-OVERA,ALMERIA,300.000,37.391,-1.944,9.000,19.838,47.111,0.111,0.121,19.634,0.204,0.617
543,0158O,MONTSERRAT,BARCELONA,738.000,41.594,1.839,9.000,18.168,24.111,1.778,0.126,16.450,1.718,0.622
544,9908X,LANAJA,HUESCA,380.000,41.774,-0.333,10.000,17.512,20.400,0.100,0.198,17.088,0.424,0.624
545,9898,"HUESCA, AEROPUERTO",HUESCA,546.000,42.084,-0.326,10.000,16.917,18.400,0.200,0.190,16.172,0.744,0.625
546,5769X,CALA,HUELVA,618.000,37.974,-6.322,10.000,17.189,16.900,0.200,0.187,16.265,0.924,0.628
547,C019V,YAIZA PLAYA BLANCA,LAS PALMAS,6.000,28.859,-13.835,10.000,20.933,68.200,0.100,0.111,21.958,-1.024,0.636
548,1486E,ESCUELA NAVAL DE MARÍN,PONTEVEDRA,20.000,42.395,-8.707,5.000,16.818,3.400,0.000,0.198,15.164,1.654,0.640
549,2969U,A GUDIÑA,OURENSE,910.000,42.027,-7.183,10.000,13.304,3.600,0.000,0.219,12.096,1.208,0.657
550,6302A,ABLA,ALMERIA,869.000,37.141,-2.780,9.000,18.923,31.444,1.000,0.097,17.014,1.909,0.673
551,9724X,OS DE BALAGUER,LLEIDA,520.000,41.873,0.756,10.000,16.383,11.700,0.200,0.271,16.819,-0.436,0.682
552,4067,MADRIDEJOS,TOLEDO,690.000,39.492,-3.528,10.000,17.024,13.500,0.000,0.199,16.017,1.007,0.692
553,2362C,"VELILLA DEL RÍO CARRIÓN, CAMPORREDONDO DE ALBA",PALENCIA,1575.000,42.894,-4.714,10.000,10.705,0.500,0.000,0.235,9.568,1.137,0.695
554,5996B,BARBATE,CADIZ,4.000,36.185,-5.909,10.000,20.232,49.800,3.100,0.130,20.224,0.008,0.726
555,C919K,TACORON-LAPILLAS-TORTUGA,STA. CRUZ DE TENERIFE,98.000,27.665,-18.019,9.000,20.521,55.333,0.778,0.124,20.774,-0.253,0.730
556,2285B,VILLADIEGO,BURGOS,869.000,42.524,-4.001,8.000,12.845,1.125,0.000,0.304,13.133,-0.288,0.755
557,4263X,VALSEQUILLO,CORDOBA,575.000,38.409,-5.351,10.000,16.782,14.400,0.100,0.236,16.533,0.249,0.759
558,3536X,HOYOS,CACERES,560.000,40.175,-6.724,10.000,17.985,29.200,2.100,0.061,14.966,3.019,0.774
559,C619Y,LA ALDEA DE SAN NICOLÁS,LAS PALMAS,13.000,28.001,-15.808,10.000,20.989,68.600,0.500,0.108,21.746,-0.757,0.778
560,3512X,MONTEHERMOSO,CACERES,351.000,40.081,-6.339,10.000,17.502,21.400,0.600,0.160,16.076,1.427,0.779
561,1083L,CASTRO URDIALES,CANTABRIA,45.000,43.395,-3.234,10.000,17.292,7.700,0.000,0.232,16.439,0.853,0.785
562,9563X,CASTELLFORT,CASTELLON,1220.000,40.499,-0.187,10.000,15.420,11.100,0.100,0.209,14.307,1.113,0.786
563,B103B,ANDRATX - SANT ELM,BALEARES,52.000,39.579,2.369,9.000,19.519,39.667,1.444,0.233,20.908,-1.389,0.806
564,0120X,MOIÀ,BARCELONA,742.000,41.813,2.095,10.000,16.825,12.900,0.000,0.237,16.388,0.438,0.829
565,1208H,"GIJÓN, PUERTO",ASTURIAS,5.000,43.560,-5.701,10.000,17.638,9.900,0.000,0.174,15.597,2.042,0.850
566,7172X,MULA,MURCIA,255.000,38.041,-1.449,9.000,19.495,39.444,0.333,0.178,19.598,-0.103,0.853
567,0370E,GIRONA,GIRONA,76.000,41.972,2.819,10.000,19.144,36.700,0.100,0.197,19.446,-0.301,0.860
568,C639M,"MASPALOMAS, C. INSULAR TURISMO",LAS PALMAS,45.000,27.758,-15.576,10.000,21.318,75.200,1.900,0.082,21.847,-0.530,0.863
