indicativo,nombre,provincia,altitud_m,anios,noches_trop_peor_anio,peor_anio,noches_trop_mejor_anio,noches_trop_ultimo_anio,noches_trop_anio_medio,racha_max_historica,racha_max_en_un_anio,noches_ecua_peor_anio,tmin_p95,peor_noche,peor_noche_fecha,noche_mas_fria,noches_fuera_jja_anio
0324A,RIPOLL,GIRONA,675.0,7,0,2017,0,0,0.0,0,0,0,17.7,20.0,2023-07-12,-8.9,0.0
0321,CAMPDEVANOL,GIRONA,731.0,8,0,2017,0,0,0.0,0,0,0,17.4,19.8,2023-07-16,-9.2,0.0
0360X,LES PLANES D'HOSTOLES,GIRONA,337.0,9,0,2017,0,0,0.0,0,0,0,17.0,19.9,2021-08-23,-9.4,0.0
9839V,"CERLER, COGULLA",HUESCA,2374.0,6,0,2020,0,0,0.0,0,0,0,12.8,17.1,2025-08-10,-17.7,0.0
9838B,BENASQUE,HUESCA,1120.0,9,0,2017,0,0,0.0,0,0,0,13.0,17.6,2019-08-10,-17.3,0.0
9814X,TORLA - ORDESA,HUESCA,1076.0,9,0,2017,0,0,0.0,0,0,0,16.4,19.7,2022-06-17,-10.3,0.0
9814I,"TORLA-ORDESA, EL CEBOLLAR",HUESCA,1905.0,6,0,2020,0,0,0.0,0,0,0,15.4,19.1,2021-08-13,-13.8,0.0
0312X,SANT PAU DE SEGÚRIES,GIRONA,851.0,9,0,2017,0,0,0.0,0,0,0,15.7,18.8,2020-08-22,-10.8,0.0
9843A,SEIRA,HUESCA,825.0,9,0,2017,0,0,0.0,0,0,0,16.5,19.0,2024-08-07,-10.3,0.0
9001D,REINOSA,CANTABRIA,870.0,9,0,2017,0,0,0.0,0,0,0,13.7,17.5,2019-08-08,-17.5,0.0
1167B,"CAMALEÑO, FUENTE DE",CANTABRIA,1100.0,9,0,2017,0,0,0.0,0,0,0,14.9,19.5,2022-07-17,-8.6,0.0
1135C,"LOS TOJOS, BÁRCENA MAYOR",CANTABRIA,460.0,9,0,2017,0,0,0.0,0,0,0,15.4,18.3,2022-08-03,-6.4,0.0
9001S,ALTO CAMPOO,CANTABRIA,1650.0,9,0,2017,0,0,0.0,0,0,0,14.0,19.3,2023-08-23,-13.1,0.0
9027X,SARGENTES DE LA LORA,BURGOS,1017.0,6,0,2017,0,0,0.0,0,0,0,14.5,18.1,2020-08-07,-10.6,0.0
9019B,"VALDERREDIBLE, POLIENTES",CANTABRIA,720.0,9,0,2017,0,0,0.0,0,0,0,14.2,18.0,2018-07-26,-11.5,0.0
9016X,"VALDERREDIBLE, CUBILLO DE EBRO",CANTABRIA,770.0,9,0,2017,0,0,0.0,0,0,0,14.0,18.1,2018-07-26,-12.4,0.0
1212E,ASTURIAS AEROPUERTO,ASTURIAS,127.0,9,0,2017,0,0,0.0,0,0,0,18.2,20.0,2023-08-23,-2.2,0.0
1226X,"ALLER, FELECHOSA",ASTURIAS,750.0,9,0,2017,0,0,0.0,0,0,0,15.2,18.3,2022-07-17,-7.2,0.0
9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,513.0,9,0,2017,0,0,0.0,1,0,0,16.2,19.4,2022-09-12,-10.1,0.0
1178Y,"POSADA DE VALDEÓN, SOTO ",LEON,953.0,9,0,2017,0,0,0.0,0,0,0,14.1,18.1,2022-07-17,-10.1,0.0
9031C,BRIVIESCA,BURGOS,730.0,9,0,2017,0,0,0.0,0,0,0,15.9,19.7,2022-08-03,-7.8,0.0
1344X,MONDOÑEDO,LUGO,125.0,8,0,2017,0,0,0.0,0,0,0,17.7,20.0,2023-08-21,-3.8,0.0
1279X,"SALAS, CAMUÑO",ASTURIAS,240.0,9,0,2017,0,0,0.0,0,0,0,17.4,20.0,2023-08-21,-3.2,0.0
1276F,POLA DE SOMIEDO,ASTURIAS,670.0,9,0,2017,0,0,0.0,0,0,0,14.9,18.1,2023-08-20,-8.3,0.0
1390X,"CARBALLO, DEPURADORA",A CORUÑA,98.0,9,0,2017,0,0,0.0,1,0,0,16.9,20.0,2024-08-17,-5.7,0.0
1410X,SOBRADO,A CORUÑA,500.0,9,0,2017,0,0,0.0,0,0,0,15.4,18.4,2023-08-23,-6.6,0.0
9287A,SAN PEDRO MANRIQUE,SORIA,1096.0,9,0,2017,0,0,0.0,0,0,0,13.1,19.1,2023-08-24,-14.2,0.0
9257X,"ESTERIBAR, EMBALSE DE EUGI",NAVARRA,615.0,9,0,2017,0,0,0.0,0,0,0,16.0,18.8,2022-08-11,-8.0,0.0
9228J,OROZ-BETELU/OROTZ-BETELU,NAVARRA,635.0,9,0,2017,0,0,0.0,1,0,0,16.3,19.6,2024-08-01,-8.8,0.0
9198X,CANFRANC,HUESCA,1197.0,9,0,2017,0,0,0.0,0,0,0,15.0,20.0,2022-06-19,-10.0,0.0
3319D,PUERTO DEL PICO,AVILA,1285.0,9,0,2017,0,0,0.0,0,0,0,10.2,13.8,2022-09-12,-16.5,0.0
1363X,AS PONTES,A CORUÑA,343.0,9,0,2017,0,0,0.0,0,0,0,16.3,18.9,2023-08-23,-3.9,0.0
1696O,BEARIZ,OURENSE,610.0,9,0,2017,0,0,0.0,0,0,0,13.4,16.6,2017-08-04,-10.7,0.0
9619,LA SEU D'URGELL,LLEIDA,677.0,7,0,2017,0,0,0.0,0,0,0,16.2,18.8,2023-07-16,-10.4,0.0
1561I,VEGA DE ESPINAREDA  ,LEON,770.0,8,0,2018,0,0,0.0,0,0,0,15.0,18.5,2022-07-17,-8.8,0.0
1521I,O PÁRAMO,LUGO,403.0,9,0,2017,0,0,0.0,0,0,0,16.4,19.8,2017-08-04,-7.7,0.0
1518A,LUGO,LUGO,442.0,9,0,2017,0,0,0.0,1,0,0,16.6,19.4,2017-06-19,-5.8,0.0
1505,LUGO AEROPUERTO,LUGO,442.0,9,0,2017,0,0,0.0,0,0,0,16.2,18.9,2024-08-11,-7.2,0.0
1541B,VILLABLINO,LEON,958.0,8,0,2017,0,0,0.0,0,0,0,12.6,15.9,2019-08-08,-11.2,0.0
2978X,VERÍN,OURENSE,380.0,9,0,2017,0,0,0.0,0,0,0,16.4,19.8,2020-07-12,-10.0,0.0
3110C,BUITRAGO DEL LOZOYA,MADRID,1030.0,5,0,2017,0,0,0.0,1,0,0,15.5,19.1,2017-08-04,-11.3,0.0
3104Y,RASCAFRÍA,MADRID,1159.0,9,0,2017,0,0,0.0,0,0,0,12.1,16.6,2019-07-13,-12.9,0.0
1679A,MONFORTE DE LEMOS,LUGO,291.0,9,0,2017,0,0,0.0,1,0,0,17.6,20.0,2023-08-19,-8.7,0.0
9590D,CAP DE REC,LLEIDA,1940.0,5,0,2021,0,0,0.0,0,0,0,12.6,18.9,2023-07-18,-15.2,0.0
9585,LA MOLINA,GIRONA,1699.0,9,0,2017,0,0,0.0,0,0,0,14.8,20.0,2023-07-18,-15.6,0.0
9590,MARTINET,LLEIDA,1038.0,9,0,2017,0,0,0.0,0,0,0,14.3,19.0,2024-07-19,-16.7,0.0
9453X,"BIESCAS, EMBALSE DE BÚBAL",HUESCA,1100.0,9,0,2017,0,0,0.0,0,0,0,14.3,17.8,2024-07-28,-12.1,0.0
3130C,SIGÜENZA,GUADALAJARA,1005.0,8,0,2018,0,0,0.0,0,0,0,14.6,19.7,2022-08-10,-16.8,0.0
2930Y,NAVASFRÍAS,SALAMANCA,880.0,9,0,2017,0,0,0.0,0,0,0,13.4,16.7,2022-05-21,-11.7,0.0
3044X,CAÑIZARES,CUENCA,928.0,5,0,2017,0,0,0.0,0,0,0,15.1,17.7,2019-06-27,-11.6,0.0
3013,MOLINA DE ARAGÓN,GUADALAJARA,1062.0,9,0,2017,0,0,0.0,0,0,0,14.5,18.3,2019-06-27,-25.2,0.0
1455I,RODEIRO-VILAMAIOR,PONTEVEDRA,645.0,9,0,2017,0,0,0.0,0,0,0,15.2,20.0,2023-08-23,-7.3,0.0
2742R,BUSTILLO DEL PÁRAMO,LEON,850.0,9,0,2017,0,0,0.0,0,0,0,15.1,18.9,2022-07-17,-10.1,0.0
2737E,LAGUNAS DE SOMOZA,LEON,1020.0,6,0,2018,0,0,0.0,0,0,0,14.8,18.1,2022-07-17,-11.7,0.0
2276B,VILLAELES DE VALDAVIA,PALENCIA,908.0,9,0,2017,0,0,0.0,0,0,0,14.9,19.9,2022-08-03,-9.4,0.0
2243A,AGUILAR DE CAMPOO,PALENCIA,910.0,9,0,2017,0,0,0.0,0,0,0,13.8,18.8,2022-06-16,-11.0,0.0
2235U,CERVERA DE PISUERGA,PALENCIA,1140.0,9,0,2017,0,0,0.0,0,0,0,14.9,20.0,2022-07-17,-9.2,0.0
2044B,LUBIA,SORIA,1100.0,9,0,2017,0,0,0.0,0,0,0,15.5,19.2,2022-07-18,-14.3,0.0
2084Y,UCERO,SORIA,960.0,9,0,2017,0,0,0.0,0,0,0,13.3,18.1,2024-07-28,-16.1,0.0
2048A,MORÓN DE ALMAZÁN,SORIA,978.0,9,0,2017,0,0,0.0,0,0,0,14.5,18.8,2024-07-30,-19.2,0.0
1738U,MUIÑOS,OURENSE,730.0,9,0,2017,0,0,0.0,0,0,0,15.4,19.5,2022-07-14,-7.8,0.0
2005Y,"VINUESA, QUINTANAREJO",SORIA,1197.0,9,0,2017,0,0,0.0,0,0,0,13.8,16.4,2025-08-12,-11.3,0.0
2017Y,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",SORIA,1260.0,9,0,2017,0,0,0.0,0,0,0,13.8,17.5,2018-08-04,-11.7,0.0
1735X,XINZO DE LIMIA,OURENSE,616.0,8,0,2018,0,0,0.0,0,0,0,14.3,17.8,2023-08-19,-11.5,0.0
2624C,RIAÑO,LEON,1090.0,9,0,2017,0,0,0.0,0,0,0,13.4,16.8,2019-06-29,-12.2,0.0
2701D,"BARRIOS DE LUNA, MIÑERA",LEON,1120.0,9,0,2017,0,0,0.0,0,0,0,13.5,18.1,2022-07-17,-12.6,0.0
9677,PORT AINÉ,LLEIDA,2410.0,5,0,2021,0,0,0.0,0,0,0,12.3,16.1,2023-08-24,-18.6,0.0
9689X,TORRE DE CABDELLA,LLEIDA,1273.0,9,0,2017,0,0,0.0,0,0,0,16.0,19.5,2025-08-10,-10.8,0.0
9744B,VALL DE BOÍ,LLEIDA,1089.0,9,0,2017,0,0,0.0,0,0,0,13.2,16.4,2017-06-25,-16.6,0.0
9784P,BIELSA,HUESCA,992.0,9,0,2017,0,0,0.0,0,0,0,14.7,18.3,2019-08-10,-12.5,0.0
8458X,CEDRILLAS,TERUEL,1380.0,9,0,2017,0,0,0.0,0,0,0,15.3,19.5,2023-07-11,-15.1,0.0
8210Y,SALVACAÑETE,CUENCA,1160.0,7,0,2017,0,0,0.0,0,0,0,13.9,19.3,2025-07-09,-16.3,0.0
9657X,ESTERRI D'ÀNEU,LLEIDA,952.0,5,0,2018,0,0,0.0,0,0,0,13.8,18.0,2019-08-11,-13.5,0.0
9660,SANT MAURICI (LLAC),LLEIDA,1907.0,8,0,2017,0,0,0.0,0,0,0,15.1,19.0,2017-06-23,-13.9,0.0
2867,SALAMANCA AEROPUERTO,SALAMANCA,790.0,9,0,2017,0,0,0.0,0,0,0,15.1,20.0,2017-06-19,-11.9,0.0
9990X,"NAUT ARAN, ARTIES",LLEIDA,1161.0,6,0,2017,0,0,0.0,0,0,0,15.4,20.0,2022-07-19,-14.7,0.0
9988B,CAP DE VAQUÈIRA,LLEIDA,2467.0,5,0,2021,0,0,0.0,0,0,0,12.7,16.8,2023-07-11,-18.7,0.0
2885K,FRESNO DE SAYAGO,ZAMORA,804.0,9,0,2017,0,0,0.0,0,0,0,15.6,20.0,2022-07-15,-10.9,0.0
2728B,"QUINTANA DEL CASTILLO, VILLAMECA",LEON,995.0,9,0,2017,0,0,0.0,0,0,0,16.0,19.8,2022-07-17,-9.4,0.0
2828Y,BARCO DE AVILA,AVILA,1012.0,9,0,2017,0,0,0.0,0,0,0,15.1,19.6,2022-07-18,-13.1,0.0
2734D,ASTORGA,LEON,919.0,7,0,2017,0,0,0.0,1,0,0,14.9,19.7,2024-07-29,-11.4,0.0
2766E,"SANABRIA, ROBLEDA-CERVANTES",ZAMORA,933.0,9,0,2017,0,0,0.0,0,0,0,11.9,15.8,2019-08-08,-13.9,0.0
9207,"VALLE DE HECHO, HECHO",HUESCA,860.0,9,1,2022,0,0,0.2,1,1,0,15.5,23.7,2023-09-04,-14.0,0.1
9218A,ISABA/IZABA,NAVARRA,838.0,9,1,2023,0,0,0.1,1,1,0,13.9,22.0,2023-09-04,-12.6,0.1
2298,PALACIOS DE LA SIERRA,BURGOS,1080.0,9,1,2024,0,0,0.1,1,1,0,14.5,21.3,2024-07-28,-14.9,0.0
2172Y,SARDÓN DE DUERO,VALLADOLID,725.0,9,1,2022,0,0,0.1,1,1,0,15.7,20.4,2022-06-16,-11.8,0.0
2491C,"LA COVATILLA, ESTACIÓN DE ESQUÍ",SALAMANCA,1960.0,5,1,2023,0,0,0.2,2,1,0,16.4,21.0,2023-08-09,-13.6,0.0
2401X,PALENCIA,PALENCIA,736.0,9,1,2022,0,0,0.2,1,1,0,16.2,20.3,2024-07-29,-8.7,0.0
7067Y,NERPIO,ALBACETE,1485.0,6,1,2019,0,0,0.3,1,1,0,15.4,21.2,2024-07-20,-14.8,0.0
8245Y,MIRA,CUENCA,815.0,8,1,2023,0,1,0.2,1,1,0,16.3,20.6,2023-07-14,-11.9,0.0
2873X,BARBADILLO,SALAMANCA,817.0,8,1,2017,0,0,0.1,1,1,0,15.5,22.4,2017-06-19,-11.9,0.0
9994X,BOSSÒST,LLEIDA,722.0,8,1,2017,0,0,0.2,1,1,0,15.8,22.5,2017-07-18,-10.6,0.0
2539,VALLADOLID AEROPUERTO,VALLADOLID,846.0,9,1,2022,0,0,0.2,1,1,0,17.1,20.7,2023-08-23,-9.0,0.0
2847X,PEDROSILLO DE LOS AIRES   ,SALAMANCA,865.0,9,1,2017,0,0,0.1,1,1,0,15.3,22.4,2017-06-19,-10.6,0.0
1021Y,ARTICUTZA (AUTOMATICA),NAVARRA,305.0,8,1,2022,0,0,0.1,1,1,0,17.0,20.1,2022-09-13,-6.4,0.1
9998X,BELLO,TERUEL,1006.0,9,1,2019,0,0,0.3,1,1,0,16.0,22.1,2023-07-18,-25.4,0.0
2775X,VILLARDECIERVOS,ZAMORA,850.0,9,1,2024,0,0,0.1,1,1,0,15.3,20.1,2024-08-10,-10.9,0.0
2331,BURGOS AEROPUERTO,BURGOS,891.0,9,1,2022,0,0,0.2,1,1,0,15.1,21.0,2023-08-24,-9.8,0.0
9228T,RONCESVALLES/ORREAGA,NAVARRA,947.0,9,1,2019,0,0,0.1,1,1,0,15.0,22.3,2019-06-27,-10.6,0.0
1639X,CHANDREXA DE QUEIXA,OURENSE,990.0,9,1,2021,0,0,0.2,1,1,0,15.2,21.1,2021-09-06,-10.2,0.1
3111D,SOMOSIERRA,MADRID,1454.0,6,1,2022,0,1,0.5,1,1,0,17.1,20.4,2025-08-10,-10.7,0.0
1542,PUERTO DE LEITARIEGOS,ASTURIAS,1530.0,7,1,2022,0,0,0.1,1,1,0,14.3,20.2,2022-07-16,-12.6,0.0
9381I,CALAMOCHA,TERUEL,884.0,9,1,2020,0,0,0.6,2,1,0,17.7,22.2,2023-07-18,-21.3,0.0
9632X,TUIXENT,LLEIDA,1196.0,9,1,2017,0,0,0.1,1,1,0,15.5,20.1,2017-07-31,-12.3,0.0
1393,CABO VILÁN,A CORUÑA,50.0,9,1,2020,0,0,0.1,1,1,0,17.3,20.8,2020-09-13,1.3,0.1
1465U,LALIN-CRISTIMIL,PONTEVEDRA,463.0,9,1,2017,0,0,0.1,1,1,0,16.1,20.6,2017-10-15,-6.5,0.1
1473A,PADRÓN,A CORUÑA,100.0,9,1,2022,0,1,0.4,1,1,0,17.7,20.3,2022-07-14,-4.1,0.0
1468X,A ESTRADA,PONTEVEDRA,269.0,9,1,2018,0,0,0.2,1,1,0,17.0,21.0,2022-07-14,-3.4,0.0
1406X,MAZARICOS,A CORUÑA,340.0,9,1,2022,0,0,0.1,1,1,0,16.2,22.7,2022-07-14,-3.1,0.0
9352A,ALMAZUL,SORIA,1000.0,9,1,2023,0,0,0.1,1,1,0,16.6,21.0,2023-08-21,-12.1,0.0
1064L,"OROZKO, IBARRA",BIZKAIA,270.0,9,1,2018,0,0,0.3,2,1,0,17.6,24.2,2022-10-27,-5.3,0.2
8489X,VILLAFRANCA DEL CID/VILAFRANCA,CASTELLON,1130.0,9,1,2019,0,0,0.4,1,1,0,16.7,23.4,2023-07-18,-10.1,0.0
1700X,O CARBALLIÑO,OURENSE,400.0,9,1,2018,0,0,0.1,1,1,0,16.2,20.1,2018-08-03,-7.8,0.0
1706A,ALLARIZ,OURENSE,492.0,9,1,2023,0,1,0.2,1,1,0,16.6,20.8,2023-08-23,-8.4,0.0
2030,SORIA,SORIA,1081.0,9,1,2022,0,0,0.1,1,1,0,16.5,20.6,2022-07-19,-11.1,0.0
2302N,MONTERRUBIO DE LA DEMANDA,BURGOS,1197.0,9,1,2019,0,0,0.1,1,1,0,13.6,21.1,2019-06-27,-11.3,0.0
1341B,"TARAMUNDI, OURIA",ASTURIAS,340.0,9,1,2017,0,0,0.2,1,1,0,16.9,21.1,2019-08-08,-2.3,0.1
1221D,PAJARES-VALGRANDE,ASTURIAS,1480.0,9,1,2022,0,0,0.1,1,1,0,14.2,22.1,2022-07-17,-10.6,0.0
9060X,LALASTRA,ARABA/ALAVA,910.0,9,1,2022,0,0,0.1,1,1,0,14.7,20.2,2022-10-27,-10.7,0.1
9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513.0,9,1,2022,0,0,0.1,1,1,0,15.9,20.2,2022-09-12,-8.5,0.1
1069Y,"ABADIÑO, URKIOLA",BIZKAIA,747.0,9,1,2024,0,0,0.1,3,1,0,16.0,20.6,2024-07-29,-7.2,0.0
9012E,SANTA GADEA DE ALFOZ,BURGOS,915.0,9,1,2022,0,0,0.1,1,1,0,15.3,21.6,2022-07-17,-9.0,0.0
1223P,"LENA, RONZÓN",ASTURIAS,370.0,9,1,2018,0,0,0.3,1,1,0,17.2,21.2,2022-10-27,-5.0,0.1
1199X,"PILOÑA, BARGAÉU",ASTURIAS,280.0,9,1,2025,0,1,0.1,1,1,0,17.2,20.2,2025-06-29,-5.4,0.0
1302F,DEGAÑA,ASTURIAS,1310.0,9,1,2022,0,0,0.1,2,1,0,14.4,23.3,2022-07-16,-10.5,0.0
0320I,PLANOLES,GIRONA,1151.0,9,1,2021,0,0,0.1,1,1,0,16.3,20.3,2021-08-12,-9.5,0.0
9263D,"PAMPLONA, AEROPUERTO",NAVARRA,459.0,9,2,2019,0,0,0.9,2,2,0,18.0,22.4,2022-06-17,-7.2,0.2
1387E,A CORUÑA AEROPUERTO,A CORUÑA,98.0,9,2,2023,0,0,0.2,2,1,0,17.6,21.1,2023-08-23,-3.8,0.0
8354X,ALBARRACÍN,TERUEL,1130.0,9,2,2023,0,0,0.8,2,2,0,17.1,23.3,2023-07-18,-17.2,0.0
8309X,UTIEL,VALENCIA,758.0,9,2,2017,0,1,1.0,1,1,0,17.8,21.3,2022-07-27,-11.5,0.0
1476R,"ROIS, CASAS DO PORTO",A CORUÑA,210.0,9,2,2018,0,0,0.7,2,2,0,17.2,22.3,2022-07-13,-1.8,0.1
1428,SANTIAGO DE COMPOSTELA AEROPUERTO,A CORUÑA,370.0,9,2,2018,0,0,0.6,2,2,0,16.3,21.6,2022-07-13,-4.2,0.1
9111,BELORADO,BURGOS,820.0,5,2,2025,0,2,0.8,1,1,0,16.0,22.0,2022-10-27,-8.9,0.2
1179B,CABRALES,ASTURIAS,458.0,9,2,2022,0,0,0.3,1,1,0,16.8,22.8,2022-10-27,-4.2,0.2
1249I,OVIEDO,ASTURIAS,336.0,6,2,2022,0,2,0.3,2,2,0,18.0,21.1,2022-07-14,-3.5,0.0
1327A,"VILLAYÓN, ONETA",ASTURIAS,410.0,9,2,2017,0,0,0.4,1,1,0,16.8,21.7,2017-06-20,-3.3,0.1
1078I,GÜEÑES,BIZKAIA,208.0,5,2,2023,0,2,0.6,3,1,0,17.9,23.2,2022-10-27,-5.0,0.4
0363X,SANT HILARI,GIRONA,810.0,9,2,2022,0,0,0.4,1,1,0,17.1,20.9,2022-05-22,-8.0,0.1
1174I,"CILLORIGO DE LIÉBANA, TAMA",CANTABRIA,250.0,9,2,2023,0,0,0.4,1,1,0,17.4,22.6,2022-10-27,-7.3,0.2
0349,SANT JULIÀ  DE VILATORTA,BARCELONA,578.0,6,2,2023,0,1,0.5,1,1,0,18.1,20.2,2025-07-16,-8.7,0.0
0341,TONA (ESCOLA),BARCELONA,607.0,9,2,2023,0,2,0.7,1,1,0,18.3,20.5,2018-08-03,-7.7,0.0
9374X,SANTA EULALIA DEL CAMPO,TERUEL,1000.0,9,2,2023,0,0,0.3,1,1,0,16.8,20.9,2023-07-18,-23.1,0.0
1089U,RAMALES DE LA VICTORIA,CANTABRIA,80.0,9,2,2023,0,2,0.9,2,2,0,18.2,22.9,2023-10-17,-6.2,0.3
1083B,SOPUERTA,BIZKAIA,177.0,9,2,2022,0,2,0.8,2,2,0,18.2,23.9,2022-10-27,-3.8,0.3
B684A,"ESCORCA, SON TORRELLA",ILLES BALEARS,842.0,9,2,2017,0,0,0.3,2,2,1,16.9,25.7,2017-08-02,-5.3,0.0
9995Y,VALCARLOS/LUZAIDE,NAVARRA,334.0,9,2,2023,0,0,0.7,3,1,0,18.2,21.8,2022-08-11,-7.3,0.1
2626Y,CUBILLAS DE RUEDA,LEON,916.0,9,2,2022,0,0,0.2,2,2,0,15.0,22.7,2022-07-17,-12.4,0.0
1037X,LEGAZPI,GIPUZKOA,460.0,9,2,2022,0,1,0.9,4,2,0,17.4,21.8,2022-10-27,-7.1,0.4
9726E,LLORAC,TARRAGONA,657.0,9,2,2023,0,1,0.4,1,1,0,17.2,20.4,2023-07-15,-11.7,0.1
9188,ENCISO,LA RIOJA,855.0,9,2,2019,0,1,0.8,2,2,0,16.2,24.1,2023-08-24,-9.4,0.0
2661,"LEÓN, VIRGEN DEL CAMINO",LEON,916.0,9,2,2022,0,2,0.7,2,2,0,17.0,24.5,2022-07-17,-8.8,0.0
2914C,BOADILLA FUENTE SAN ESTEBAN,SALAMANCA,785.0,8,2,2022,0,0,0.6,2,2,0,17.1,21.6,2023-08-23,-8.1,0.1
9238X,NAVASCUÉS/NABASKOZE,NAVARRA,612.0,9,2,2022,0,0,0.7,2,2,0,15.5,23.2,2023-09-04,-12.5,0.3
3209Y,BRIHUEGA,GUADALAJARA,835.0,9,2,2022,0,0,0.7,1,1,0,18.0,21.0,2022-08-10,-11.5,0.0
1399,VIMIANZO,A CORUÑA,287.0,9,2,2022,0,0,0.2,2,2,0,16.2,23.1,2022-07-14,-1.5,0.0
1631E,A POBRA DE TRIVES,OURENSE,840.0,9,2,2022,0,0,0.2,2,1,0,15.6,21.5,2022-07-17,-9.2,0.0
2945A,EL BODÓN BASE AÉREA,SALAMANCA,805.0,9,2,2022,0,0,0.4,1,1,0,16.7,23.3,2023-08-23,-8.8,0.1
3103,PANTANO EL VADO,GUADALAJARA,910.0,9,2,2025,0,2,0.7,1,1,0,17.4,21.7,2019-07-13,-8.8,0.0
9451F,"PANTICOSA, PETROSOS",HUESCA,1850.0,6,2,2021,0,2,0.7,2,2,0,16.6,21.3,2021-08-14,-13.4,0.0
9460X,SABIÑÁNIGO,HUESCA,775.0,9,2,2023,0,0,0.4,1,1,0,16.7,23.2,2019-06-26,-15.0,0.1
9069C,MIRANDA DE EBRO,BURGOS,460.0,9,2,2022,0,0,0.3,2,1,0,17.3,20.6,2022-08-03,-8.1,0.1
9136X,"ANGUIANO, VALVANERA",LA RIOJA,1006.0,9,2,2023,0,0,0.2,2,2,0,15.2,20.7,2023-08-24,-8.0,0.0
2296A,ÓLVEGA,SORIA,1039.0,9,2,2022,0,1,0.7,2,2,0,15.9,21.3,2022-07-18,-9.9,0.0
1723X,"PONTEAREAS, CANEDO",PONTEVEDRA,90.0,9,2,2018,0,0,0.6,2,2,0,17.1,21.5,2022-07-14,-5.0,0.0
2517A,FUENTE EL SOL,VALLADOLID,755.0,9,2,2019,0,2,1.2,2,2,0,16.9,22.3,2023-08-23,-14.3,0.1
2777K,SANTIBAÑEZ DE VIDRIALES,ZAMORA,737.0,9,2,2022,0,0,0.3,1,1,0,16.4,21.5,2022-07-14,-10.1,0.0
2374X,CARRIÓN DE LOS CONDES,PALENCIA,830.0,8,2,2022,0,0,0.5,1,1,0,16.0,20.8,2024-08-10,-9.0,0.0
2192C,CUÉLLAR,SEGOVIA,795.0,9,2,2022,0,0,0.2,1,1,0,14.1,20.3,2022-08-10,-16.2,0.0
2135A,FRESNO DE CANTESPINO,SEGOVIA,993.0,9,2,2019,0,0,0.6,1,1,0,15.6,23.7,2019-06-27,-15.3,0.0
2092,BURGO DE OSMA,SORIA,932.0,9,2,2024,0,0,0.4,1,1,0,16.3,21.7,2023-08-22,-17.9,0.0
1489A,A LAMA,PONTEVEDRA,395.0,9,3,2022,0,1,1.1,3,3,0,16.9,23.9,2022-07-14,-4.3,0.1
9201K,JACA,HUESCA,823.0,6,3,2019,0,3,1.3,2,2,0,17.5,22.0,2019-06-27,-11.8,0.0
1435C,NOIA,A CORUÑA,128.0,9,3,2018,0,0,1.1,3,3,0,17.8,24.0,2022-07-13,0.1,0.2
1442U,BOIRO,A CORUÑA,10.0,9,3,2022,0,0,1.3,4,2,0,18.3,23.6,2018-08-04,-1.9,0.0
1466A,SILLEDA,PONTEVEDRA,435.0,9,3,2022,0,2,0.9,3,3,0,16.6,24.3,2022-07-13,-3.1,0.0
1475X,SANTIAGO DE COMPOSTELA,A CORUÑA,240.0,9,3,2022,0,0,0.8,3,3,0,17.8,23.2,2022-07-14,-1.8,0.0
1186P,"AMIEVA, PANIZALES",ASTURIAS,370.0,9,3,2022,0,0,0.8,2,2,0,17.2,22.3,2022-10-27,-3.9,0.4
9141V,NÁJERA,LA RIOJA,500.0,9,3,2022,0,0,0.8,2,2,0,18.3,23.2,2019-06-27,-5.9,0.0
9377Y,EL PEDREGAL,GUADALAJARA,1185.0,9,3,2023,0,1,0.8,2,2,0,16.8,22.6,2023-07-18,-14.0,0.1
8486X,MOSQUERUELA,TERUEL,1515.0,9,3,2021,0,0,0.8,3,3,0,17.1,23.1,2023-07-18,-10.9,0.0
C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369.0,9,3,2023,0,0,0.7,3,3,0,18.2,21.4,2024-07-12,-6.3,0.0
1044X,"ARAMAIO, ETXAGUEN",ARABA/ALAVA,617.0,9,3,2022,0,2,1.2,4,2,0,16.7,21.5,2024-07-29,-6.6,0.2
1078C,BALMASEDA,BIZKAIA,210.0,9,3,2025,0,3,0.7,5,1,0,18.2,20.9,2025-08-17,-7.4,0.1
1124E,VILLACARRIEDO,CANTABRIA,196.0,9,3,2022,0,1,0.7,2,2,0,17.9,23.8,2022-10-27,-5.5,0.4
3494U,NUÑOMORAL,CACERES,470.0,9,3,2023,0,0,1.4,1,1,0,17.4,23.4,2017-08-04,-7.9,0.0
9274X,IRURTZUN,NAVARRA,432.0,9,3,2022,0,1,1.0,4,3,0,18.3,21.6,2022-10-27,-6.6,0.3
9051,MEDINA DE POMAR,BURGOS,580.0,9,3,2022,0,0,0.3,1,1,0,16.2,22.2,2022-10-27,-9.7,0.1
1203D,COLUNGA,ASTURIAS,30.0,9,3,2023,0,0,1.0,2,2,0,18.3,20.9,2023-08-20,-1.5,0.0
1249X,OVIEDO,ASTURIAS,334.0,9,3,2022,0,0,0.4,2,2,0,18.1,20.5,2022-07-14,-3.4,0.0
