indicativo,nombre,provincia,altitud_m,anios,noches_trop_peor_anio,peor_anio,noches_trop_mejor_anio,noches_trop_ultimo_anio,noches_trop_anio_medio,racha_max_historica,racha_max_en_un_anio,noches_ecua_peor_anio,tmin_p95,peor_noche,peor_noche_fecha,noche_mas_fria,noches_fuera_jja_anio
2182C,PEDRAZA,SEGOVIA,1107.0,9,19,2022,2,12,7.0,5,4,1,20.2,25.6,2019-06-29,-10.7,0.0
9724X,OS DE BALAGUER,LLEIDA,520.0,9,19,2023,0,12,10.3,7,7,1,20.2,25.5,2019-06-26,-9.3,0.0
1083L,CASTRO URDIALES,CANTABRIA,45.0,9,19,2022,2,7,9.0,6,6,0,20.1,23.2,2022-10-27,-1.7,2.6
4260,PERALEDA DEL ZAUCEJO,BADAJOZ,542.0,9,19,2020,2,10,10.3,7,7,0,20.2,24.9,2023-08-09,-6.5,0.3
0092X,BERGA,BARCELONA,682.0,9,20,2023,2,11,8.1,7,5,0,20.2,23.6,2021-08-12,-5.8,0.0
7072Y,YESTE,ALBACETE,960.0,9,20,2023,3,13,11.2,10,5,2,20.1,25.9,2024-07-20,-8.1,0.1
5107D,DÓLAR,GRANADA,1197.0,8,20,2023,2,14,12.0,6,6,0,20.3,24.8,2023-07-18,-5.8,0.4
4090Y,SAN CLEMENTE,CUENCA,728.0,9,20,2022,5,17,12.1,5,5,0,20.2,24.5,2021-08-15,-16.0,0.2
4395X,VILLAFRANCA DE LOS BARROS,BADAJOZ,430.0,9,20,2025,5,20,12.1,5,5,1,20.2,25.4,2024-07-29,-8.5,0.3
4410X,MÉRIDA,BADAJOZ,228.0,9,21,2022,3,20,11.9,10,7,1,20.6,26.4,2025-06-30,-5.0,0.9
8472A,MONTANEJOS,CASTELLON,601.0,9,21,2023,2,18,8.4,11,6,0,20.4,22.8,2023-07-24,-3.8,0.0
9562X,MORELLA,CASTELLON,990.0,9,21,2022,3,16,11.8,8,8,0,20.5,24.8,2023-07-18,-7.6,0.1
8175,ALBACETE BASE AÉREA,ALBACETE,702.0,9,21,2023,3,14,13.7,7,7,1,20.2,25.1,2021-08-15,-14.1,0.1
0120X,MOIÀ,BARCELONA,742.0,9,21,2025,5,21,10.7,10,9,0,20.3,24.0,2023-08-21,-6.0,0.1
9866C,BARBASTRO,HUESCA,305.0,9,21,2025,3,21,8.2,7,7,0,20.3,23.4,2023-08-22,-9.4,0.0
9336D,CASTEJON DE VALDEJASA,ZARAGOZA,543.0,9,21,2022,2,13,10.4,8,5,1,20.8,26.0,2024-07-30,-6.7,0.6
9573X,ALCAÑIZ,TERUEL,334.0,9,22,2022,0,19,10.6,12,6,0,20.1,24.2,2025-08-11,-6.7,0.1
9427X,LA ALMUNIA DE DOÑA GODINA,ZARAGOZA,370.0,9,22,2022,2,9,9.8,7,7,0,20.4,24.6,2024-07-30,-9.0,0.4
9918Y,"TAMARITE DE LITERA, LA MELUSA",HUESCA,218.0,9,22,2023,3,14,9.6,5,3,0,20.5,23.3,2023-07-19,-8.7,0.7
1052A,MUTRIKU,GIPUZKOA,150.0,9,22,2022,4,10,9.3,11,7,0,20.4,23.7,2022-08-11,-2.6,3.0
4427X,ZAFRA,BADAJOZ,433.0,9,22,2022,9,22,14.4,6,6,0,20.6,25.0,2020-07-27,-5.9,0.4
0372C,PORQUERES,GIRONA,157.0,8,22,2023,6,21,13.8,8,8,0,20.6,24.7,2023-08-23,-6.4,0.6
0367,GIRONA AEROPUERTO,GIRONA,143.0,9,22,2025,3,22,14.6,9,9,0,20.4,23.7,2023-08-23,-6.7,0.9
3194Y,POZUELO DE ALARCÓN,MADRID,665.0,9,23,2022,4,19,14.4,7,7,2,20.5,25.2,2022-06-16,-12.6,0.4
1057B,MATXITXAKO,BIZKAIA,93.0,8,23,2022,4,11,12.0,13,7,0,20.2,23.6,2022-10-27,-2.0,3.0
4007Y,OSSA DE MONTIEL,ALBACETE,905.0,9,23,2022,3,23,13.7,7,7,0,20.3,23.9,2024-07-30,-10.6,0.3
4468X,PUEBLA DE OBANDO,BADAJOZ,392.0,9,23,2017,6,23,17.6,8,8,2,20.7,28.8,2018-08-04,-4.0,1.1
7275C,YECLA,MURCIA,640.0,9,23,2025,4,23,9.8,4,4,0,20.3,23.8,2025-08-18,-7.9,0.3
4067,MADRIDEJOS,TOLEDO,690.0,9,23,2022,1,18,13.0,5,5,0,20.5,23.4,2025-07-03,-13.5,0.1
1012P,IRUN,GIPUZKOA,120.0,9,23,2022,4,10,10.9,9,7,1,20.4,26.6,2022-10-27,-5.1,3.4
4220X,PUEBLA DE DON RODRIGO,CIUDAD REAL,533.0,6,23,2025,1,23,15.0,7,7,0,21.0,24.6,2022-07-11,-7.9,0.5
4622X,VILLARRASA,HUELVA,145.0,9,23,2023,3,21,12.7,8,8,1,20.4,26.4,2022-07-25,-3.0,0.7
3422D,CANDELEDA,AVILA,350.0,9,23,2022,6,23,14.7,7,7,0,20.4,25.0,2018-08-04,-5.8,0.1
6042I,JIMENA DE LA FRONTERA,CADIZ,42.0,9,23,2024,8,11,14.1,6,5,0,20.3,24.2,2019-08-22,-2.5,3.2
0149D,MANRESA (LA CULLA),BARCELONA,291.0,9,23,2023,6,13,13.4,8,8,1,20.8,26.0,2021-08-12,-6.6,0.4
2140A,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135.0,9,24,2022,4,17,11.4,8,8,1,21.1,26.4,2021-08-14,-9.1,0.3
7203A,"LORCA, ZARCILLA DE RAMOS",MURCIA,646.0,9,24,2023,9,17,14.6,8,8,0,20.6,24.8,2023-08-26,-4.8,0.1
C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070.0,7,24,2017,6,12,14.1,9,9,3,21.1,27.5,2023-08-11,2.2,1.4
3170Y,ALCALA DE HENARES,MADRID,605.0,8,24,2022,2,7,10.6,8,8,1,20.5,25.4,2023-07-18,-14.3,0.1
3175,TORREJÓN DE ARDOZ,MADRID,607.0,9,24,2022,4,10,13.4,8,8,0,20.4,24.2,2022-06-16,-13.7,0.0
4464X,ALBURQUERQUE,BADAJOZ,283.0,9,24,2017,3,6,9.4,7,7,1,20.8,28.4,2018-08-04,-5.9,0.7
C457I,LA VICTORIA DE ACENTEJO,SANTA CRUZ DE TENERIFE,567.0,9,24,2023,0,8,6.8,13,13,2,21.2,27.9,2023-10-04,6.2,4.1
C928I,VALVERDE,STA. CRUZ DE TENERIFE,670.0,5,24,2023,4,11,11.0,13,13,1,21.5,25.2,2023-10-10,7.2,5.6
C611E,VEGA DE SAN MATEO,LAS PALMAS,1702.0,9,24,2017,3,17,14.9,9,9,1,20.5,25.2,2023-08-11,-1.8,0.9
1041A,ZUMAIA,GIPUZKOA,28.0,8,24,2022,5,12,11.4,13,7,1,20.4,25.5,2022-10-27,-2.5,3.0
C317B,AGULO,STA. CRUZ DE TENERIFE,765.0,9,24,2023,2,14,11.8,8,8,2,20.9,27.4,2020-08-27,6.2,5.7
0149X,MANRESA,BARCELONA,291.0,9,25,2023,5,11,12.0,6,6,0,20.9,24.7,2021-08-12,-6.9,0.4
C468X,SAN JUAN DE LA RAMBLA,SANTA CRUZ DE TENERIFE,667.0,6,25,2023,6,9,10.7,14,14,2,22.1,27.3,2021-08-16,5.8,5.8
8096,CUENCA,CUENCA,949.0,9,25,2022,3,12,13.4,10,10,0,20.7,24.7,2023-07-18,-10.9,0.1
4554X,CARTAYA,HUELVA,15.0,9,25,2023,3,14,10.1,5,5,1,20.6,26.5,2022-07-25,-2.2,0.8
9293X,"ALFARO, LA PLANA",LA RIOJA,371.0,5,25,2022,5,20,14.0,11,8,1,20.7,25.6,2024-07-30,-3.6,0.8
4093Y,OSA DE LA VEGA,CUENCA,763.0,9,25,2022,6,15,10.6,8,8,0,20.2,23.3,2024-07-30,-12.0,0.2
0260X,FOGARS DE MONTCLÚS,BARCELONA,936.0,9,25,2025,6,25,13.8,10,10,2,20.9,26.2,2023-08-23,-5.4,0.2
B236C,"PALMA, UNIVERSITAT",BALEARES,95.0,9,26,2023,7,11,15.1,14,14,0,20.9,25.0,2019-07-07,-2.5,2.1
4193Y,EL ROBLEDO,CIUDAD REAL,587.0,8,26,2025,8,26,16.6,8,8,0,20.4,24.4,2024-07-29,-7.2,0.6
C148F,SAN ANDRÉS Y SAUCES,STA. CRUZ DE TENERIFE,362.0,9,26,2023,0,4,6.4,13,13,2,21.1,26.1,2021-08-17,8.2,3.8
9775X,EL SOLERÀS,LLEIDA,392.0,9,26,2019,14,19,20.0,9,7,1,20.6,25.9,2021-07-23,-5.5,0.4
5960,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27.0,9,26,2025,9,26,16.2,7,7,1,20.4,25.5,2021-09-06,-3.1,2.7
4541X,EL GRANADO,HUELVA,60.0,9,26,2025,5,26,16.4,7,7,1,21.2,26.3,2018-08-04,-2.4,1.3
6040X,CORTES DE LA FRONTERA,MALAGA,315.0,9,26,2023,5,16,14.2,10,6,0,20.7,24.7,2023-07-19,-1.1,0.9
9894Y,SARIÑENA,HUESCA,300.0,9,26,2022,7,14,13.7,6,6,0,20.6,22.5,2020-08-09,-8.1,0.4
8395X,CHELVA,VALENCIA,515.0,9,26,2023,6,22,13.3,10,10,0,20.9,24.4,2021-08-15,-5.2,0.1
4511C,JEREZ DE LOS CABALLEROS,BADAJOZ,381.0,9,26,2022,7,24,15.6,8,8,3,21.1,26.5,2025-08-13,-4.4,0.6
9550C,"ANDORRA, HORCALLANA",TERUEL,762.0,9,27,2022,8,25,16.7,11,11,1,21.0,26.7,2024-07-31,-6.5,0.4
1014,"HONDARRIBIA, MALKARROA",GIPUZKOA,4.0,9,27,2022,8,17,16.1,15,8,0,20.6,24.1,2022-09-13,-3.7,2.3
2465,SEGOVIA,SEGOVIA,1008.0,9,27,2022,2,17,10.8,8,8,3,20.8,27.4,2022-07-15,-8.7,0.4
5769X,CALA,HUELVA,618.0,9,27,2023,7,20,16.7,8,8,2,21.2,26.9,2018-08-04,-4.6,0.3
C446G,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868.0,9,27,2023,6,17,14.3,10,10,3,21.5,28.3,2020-08-27,4.0,3.9
8193E,JALANCE,VALENCIA,372.0,9,27,2023,9,17,15.4,8,7,0,20.7,24.4,2022-07-30,-8.2,1.2
4091Y,VILLARROBLEDO,ALBACETE,718.0,9,28,2025,3,28,12.8,7,7,0,20.9,23.9,2023-08-10,-11.1,0.1
3126Y,"MADRID, EL GOLOSO",MADRID,740.0,9,28,2022,4,12,13.0,8,8,0,20.4,23.9,2022-06-16,-12.9,0.0
9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,295.0,9,28,2022,8,22,15.7,10,7,1,20.7,25.8,2024-07-30,-7.6,0.7
4138Y,VILLANUEVA DE LOS INFANTES,CIUDAD REAL,900.0,9,28,2022,5,24,18.1,9,9,1,21.1,26.6,2017-07-13,-8.1,0.4
9898,"HUESCA, AEROPUERTO",HUESCA,546.0,9,28,2022,4,25,15.9,11,10,1,20.7,25.2,2023-08-22,-7.4,0.2
3504X,HERVÁS,CACERES,724.0,9,28,2025,7,28,14.6,10,10,1,21.4,25.8,2025-08-14,-4.7,0.8
4478X,BADAJOZ,BADAJOZ,174.0,9,28,2025,5,28,14.6,7,7,1,20.9,26.4,2024-07-29,-5.2,0.7
B013X,"ESCORCA, LLUC",ILLES BALEARS,490.0,9,28,2023,1,9,10.7,8,7,2,21.2,27.3,2017-08-02,-4.4,1.3
5835X,CARRIÓN DE LOS CÉSPEDES,SEVILLA,76.0,9,28,2023,8,27,16.2,7,7,1,20.8,26.4,2022-07-25,-2.7,1.4
9495Y,LECIÑENA,ZARAGOZA,405.0,9,28,2022,7,16,14.4,7,7,1,20.7,25.1,2022-08-03,-12.2,1.0
C018J,TÍAS,LAS PALMAS,376.0,9,29,2023,2,10,10.4,14,14,3,20.9,28.3,2023-10-08,6.8,6.3
C447A,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632.0,9,29,2023,5,12,11.6,14,14,3,21.7,29.0,2020-08-27,4.6,4.9
7138B,JUMILLA,MURCIA,485.0,9,29,2023,6,22,14.4,8,6,0,20.4,24.5,2019-07-07,-7.2,0.4
3268C,ALPEDRETE,MADRID,924.0,8,29,2022,9,22,19.1,10,10,0,21.1,24.3,2022-07-14,-7.8,0.1
0222X,CALDES DE MONTBUI,BARCELONA,175.0,9,29,2023,9,16,15.6,10,10,0,20.9,24.1,2023-08-22,-6.6,0.8
9946X,HORTA DE SANT JOAN,TARRAGONA,495.0,7,29,2023,7,25,18.7,12,9,1,20.9,25.8,2022-08-13,-4.4,0.3
B362X,"CAMPOS, CAN SION",ILLES BALEARS,40.0,9,30,2019,11,15,21.2,14,10,1,21.6,26.2,2019-07-07,-3.8,4.7
5911A,GRAZALEMA,CADIZ,913.0,9,30,2022,4,29,16.2,10,10,7,22.0,27.4,2022-07-15,-3.0,1.3
7066Y,"YESTE, EMBALSE FUENSANTA",ALBACETE,680.0,9,30,2023,7,27,16.6,13,5,1,20.8,25.8,2019-07-13,-7.1,0.9
4489X,ALCONCHEL,BADAJOZ,170.0,9,30,2025,6,30,15.9,7,7,2,20.9,25.9,2018-08-05,-3.3,1.3
4452,BADAJOZ AEROPUERTO,BADAJOZ,186.0,9,30,2022,6,29,18.4,12,12,1,21.5,26.2,2018-08-05,-4.5,1.1
5625X,LA RAMBLA,CORDOBA,200.0,9,30,2020,15,28,22.7,11,11,1,20.7,25.9,2021-09-06,-4.8,1.4
4103X,TOMELLOSO,CIUDAD REAL,662.0,9,31,2023,10,20,19.2,7,7,1,21.2,25.8,2020-08-01,-9.8,1.0
C665T,VALLESECO,LAS PALMAS,900.0,9,31,2023,7,23,19.2,9,9,4,21.9,28.1,2023-08-12,4.4,6.1
0171X,IGUALADA,BARCELONA,313.0,8,31,2023,5,13,16.6,9,9,0,20.9,24.0,2021-08-12,-4.9,1.9
5514,GRANADA BASE AÉREA,GRANADA,687.0,9,31,2024,6,29,18.1,7,7,0,20.6,25.0,2024-07-29,-7.0,0.8
5406X,ALCALÁ LA REAL,JAEN,908.0,9,31,2022,2,29,18.9,8,8,3,21.1,25.3,2021-07-11,-7.8,1.2
4075Y,VILLARES DEL SAZ,CUENCA,870.0,9,31,2025,6,31,15.2,8,8,0,20.6,23.6,2021-08-15,-15.5,0.2
3229Y,TIELMES,MADRID,594.0,9,32,2022,8,23,18.8,8,8,1,21.3,25.2,2022-06-16,-12.5,0.2
3434X,NAVALMORAL DE LA MATA,CACERES,269.0,9,32,2025,7,32,20.6,9,9,1,21.2,26.3,2023-08-23,-7.1,1.1
5394X,"CÓRDOBA, EMBALSE DE GUADANUÑO",CORDOBA,525.0,9,32,2023,6,22,20.1,11,11,0,21.4,24.8,2018-08-04,-3.9,0.4
3125Y,SAN SEBASTIÁN DE LOS REYES,MADRID,672.0,7,32,2025,13,32,26.6,16,16,1,21.4,25.1,2024-07-25,-9.6,0.3
4263X,VALSEQUILLO,CORDOBA,575.0,9,32,2025,8,32,15.9,8,8,1,21.3,26.2,2025-08-17,-7.0,0.7
7127X,BULLAS,MURCIA,690.0,9,32,2023,12,30,24.0,12,8,2,20.9,25.9,2023-07-19,-4.3,0.4
9561X,CASTELLOTE,TERUEL,755.0,9,33,2022,10,30,22.0,13,10,3,21.5,28.5,2023-07-18,-6.2,0.4
4210Y,ABENÓJAR,CIUDAD REAL,718.0,9,33,2022,10,33,23.0,9,9,1,21.4,25.1,2025-08-17,-6.0,0.7
3099Y,OCAÑA,TOLEDO,733.0,7,33,2022,10,24,18.9,9,9,0,21.0,24.4,2021-08-14,-14.5,0.4
3100B,ARANJUEZ,MADRID,540.0,9,33,2022,10,21,18.4,8,8,1,21.5,25.3,2023-07-18,-11.2,0.4
0034X,VALLS,TARRAGONA,233.0,9,34,2023,16,32,23.3,13,9,0,21.7,23.7,2023-07-24,-3.6,2.3
3337U,CEBREROS,AVILA,850.0,9,34,2022,6,29,21.1,22,22,1,21.1,26.3,2022-07-14,-5.8,0.1
9776D,ELS TORMS,LLEIDA,495.0,7,34,2022,12,25,21.9,10,9,2,21.3,26.9,2024-07-31,-6.2,0.7
0158O,MONTSERRAT,BARCELONA,738.0,9,34,2022,13,33,24.9,14,14,4,21.9,28.0,2023-08-21,-5.2,0.8
0411X,CASTELLÓ D'EMPÚRIES,GIRONA,2.0,8,34,2022,18,32,25.5,9,9,1,21.0,25.4,2022-07-07,-5.1,0.6
9302Y,TUDELA,NAVARRA,297.0,9,34,2022,9,26,19.2,10,9,1,21.4,25.1,2024-07-30,-5.8,0.4
9908X,LANAJA,HUESCA,380.0,9,34,2022,5,31,18.7,12,11,1,21.1,25.2,2023-08-24,-7.3,0.4
0421E,ESPOLLA 'LES ALBERES',GIRONA,100.0,7,34,2018,18,32,26.3,10,10,2,21.7,26.2,2018-08-20,-3.4,1.3
5612B,LA RODA DE ANDALUCÍA,SEVILLA,410.0,8,35,2025,17,35,26.1,9,9,1,21.8,25.1,2017-08-05,-4.6,2.5
3547X,VALVERDE DEL FRESNO,CACERES,450.0,9,35,2017,18,31,28.4,10,10,4,22.3,27.5,2025-08-05,-5.1,1.7
3512X,MONTEHERMOSO,CACERES,351.0,9,35,2025,12,35,22.4,8,8,2,21.5,25.8,2023-08-23,-4.9,1.1
4499X,MONESTERIO,BADAJOZ,771.0,9,35,2025,6,35,23.7,11,11,3,21.7,26.7,2018-08-03,-4.2,1.8
4497X,VILLANUEVA DEL FRESNO,BADAJOZ,247.0,9,35,2025,8,35,19.3,10,10,3,21.8,26.8,2018-08-04,-2.7,2.4
C612F,"TEJEDA, CRUZ DE TEJEDA",LAS PALMAS,1514.0,9,35,2017,14,28,25.1,10,10,3,21.9,27.0,2023-08-13,0.1,4.1
4116I,ALMAGRO / FAMET,CIUDAD REAL,626.0,9,36,2024,7,33,22.3,15,15,0,21.8,24.8,2024-07-25,-7.7,0.7
0158X,MONISTROL DE MONTSERRAT,BARCELONA,738.0,9,36,2025,14,36,24.9,22,16,4,22.2,27.3,2023-08-21,-5.0,0.6
4589X,"ALOSNO, THARSIS",HUELVA,276.0,9,36,2025,11,36,21.1,10,10,5,21.7,28.0,2025-08-13,-0.4,2.8
3514B,TORNAVACAS,CACERES,991.0,9,36,2025,10,36,22.0,12,12,2,21.5,26.1,2018-08-03,-5.3,0.6
3576X,VALENCIA DE ALCÁNTARA,CACERES,444.0,9,36,2025,7,36,16.2,12,12,1,21.3,25.9,2023-08-08,-5.9,0.6
3168D,GUADALAJARA,GUADALAJARA,727.0,9,36,2022,11,30,22.3,14,14,2,21.7,26.3,2023-07-18,-10.6,0.2
5361X,MONTORO,CORDOBA,155.0,9,37,2020,13,37,31.1,23,23,1,21.6,25.2,2020-07-21,-4.8,2.1
5860E,"MOGUER, EL ARENOSILLO",HUELVA,41.0,9,37,2023,15,26,25.4,8,8,1,21.1,27.7,2022-07-25,-0.9,4.1
8337X,TURÍS,VALENCIA,186.0,9,37,2023,9,29,19.8,8,8,0,21.5,24.6,2022-07-27,-5.1,1.3
9569A,CALANDA,TERUEL,466.0,9,38,2022,16,35,26.3,20,11,2,22.0,26.8,2022-08-13,-6.1,1.0
3365A,TALAVERA DE LA REINA,TOLEDO,372.0,7,38,2025,10,38,24.1,10,10,2,21.6,26.2,2019-07-22,-7.4,1.4
3562X,ALISEDA,CACERES,321.0,9,38,2022,15,35,26.0,12,12,2,21.8,26.6,2023-08-23,-6.4,1.4
5726X,GUADALCANAL,SEVILLA,720.0,9,38,2024,13,38,29.2,12,12,3,22.3,29.4,2017-07-13,-4.0,2.1
6307X,LÁUJAR DE ANDARAX,ALMERIA,1510.0,9,38,2023,6,29,20.7,11,11,5,22.0,26.7,2021-08-15,-5.7,0.1
9718X,TORDERA - GRANYANELLA,LLEIDA,463.0,9,38,2022,11,20,23.0,20,11,1,21.2,25.9,2024-08-01,-6.2,0.3
C428T,ARICO,SANTA CRUZ DE TENERIFE,418.0,9,38,2023,5,13,17.3,14,14,2,22.6,27.1,2021-08-17,9.3,7.9
5941X,EL BOSQUE,CADIZ,295.0,9,38,2025,8,38,26.6,10,10,6,21.6,30.1,2022-07-12,-2.2,3.2
9911X,BALLOBAR,HUESCA,178.0,9,38,2025,13,38,25.7,9,9,0,21.7,23.9,2023-07-17,-6.8,1.6
9729X,MOLLERUSSA,LLEIDA,252.0,9,38,2023,4,23,16.8,16,13,0,21.5,25.0,2023-07-19,-7.8,0.6
9772X,LA POBLA DE CÉRVOLES,LLEIDA,673.0,9,39,2022,12,24,23.3,11,9,1,21.3,25.8,2024-07-20,-6.7,1.0
4486X,OLIVENZA,BADAJOZ,275.0,9,39,2025,7,39,19.8,11,11,3,21.9,28.2,2018-08-05,-4.2,2.2
3129,MADRID AEROPUERTO,MADRID,609.0,9,39,2022,6,27,21.8,11,11,1,21.3,25.3,2023-07-19,-13.4,0.6
8178D,ALBACETE,ALBACETE,674.0,9,39,2023,14,30,26.2,14,14,3,21.2,26.1,2021-08-15,-11.3,0.6
4245X,GUADALUPE,CACERES,660.0,9,39,2025,10,39,23.3,11,11,2,21.4,27.7,2018-08-04,-4.7,1.1
B908X,SANT JOAN DE LABRITJA,ILLES BALEARS,110.0,8,39,2023,12,25,27.6,14,14,1,21.6,27.7,2017-08-02,-3.5,4.2
9510X,QUINTO,ZARAGOZA,205.0,9,39,2022,19,35,28.8,17,17,1,21.5,25.2,2024-07-30,-7.5,1.4
C314Z,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474.0,9,40,2017,12,25,26.7,12,12,6,22.6,26.5,2023-08-13,0.9,5.3
3540X,ZARZA LA MAYOR,CACERES,336.0,9,40,2025,13,40,28.8,23,23,7,22.3,28.4,2023-08-22,-4.2,3.2
8270X,BICORP,VALENCIA,305.0,9,41,2023,13,29,27.0,11,11,0,21.9,24.7,2022-07-27,-3.0,2.3
0194D,"CORBERA, PUIG D'AGULLES",BARCELONA,647.0,8,41,2022,14,30,21.8,13,11,3,21.6,27.1,2019-06-28,-4.5,0.5
C126A,EL PASO,SANTA CRUZ DE TENERIFE,844.0,9,41,2020,11,22,26.7,10,9,11,23.4,29.9,2023-07-13,2.8,6.2
0284X,CASTELL D'ARO,GIRONA,14.0,8,41,2022,14,34,28.5,14,11,0,21.3,24.1,2023-07-12,-3.3,2.1
3536X,HOYOS,CACERES,560.0,9,41,2020,21,32,32.4,10,10,6,22.2,29.1,2024-07-24,-3.3,2.7
C117A,PUNTAGORDA,STA. CRUZ DE TENERIFE,684.0,9,41,2023,12,16,23.8,14,14,11,24.2,34.6,2023-08-12,5.5,9.7
3386A,NAVALVILLAR DE IBOR,CACERES,923.0,9,41,2025,14,41,28.0,11,11,2,21.9,27.7,2022-07-14,-4.0,1.1
C916Q,"EL PINAR, DEPÓSITO",STA. CRUZ DE TENERIFE,948.0,9,41,2020,12,26,28.6,10,10,8,22.7,30.7,2023-08-11,3.1,5.3
1014A,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,GIPUZKOA,4.0,9,42,2022,8,20,21.3,15,10,1,21.5,25.1,2022-09-13,-3.1,3.2
3338,ROBLEDO DE CHAVELA,MADRID,770.0,6,42,2022,8,19,19.0,10,10,1,21.9,25.7,2023-08-25,-8.7,0.5
6302A,ABLA,ALMERIA,869.0,9,42,2020,20,38,31.9,22,22,3,21.8,27.2,2024-08-01,-3.8,0.4
3182Y,ARGANDA DEL REY,MADRID,533.0,9,43,2022,2,29,22.6,10,10,1,22.4,25.2,2022-08-10,-15.8,0.8
3565X,BROZAS,CACERES,425.0,9,43,2025,11,43,26.7,19,19,4,22.6,27.7,2018-08-04,-3.6,3.6
5346X,CARDEÑA,CORDOBA,720.0,9,43,2022,15,39,29.3,16,16,4,22.5,27.1,2017-07-13,-3.6,1.8
4095Y,BELMONTE,CUENCA,745.0,6,43,2025,15,43,30.7,17,13,1,22.5,25.7,2025-08-12,-7.0,0.7
4267X,HINOJOSA DEL DUQUE,CORDOBA,551.0,9,43,2025,4,43,25.6,11,11,1,21.8,25.1,2022-08-02,-5.6,0.6
4501X,FUENTE DE CANTOS,BADAJOZ,602.0,9,44,2025,19,44,32.0,12,12,3,22.5,28.6,2018-08-04,-3.8,3.9
5412X,PRIEGO DE CÓRDOBA,CORDOBA,550.0,9,44,2025,6,44,27.2,10,10,1,21.5,27.5,2024-07-29,-4.7,1.9
9901X,HUESCA,HUESCA,463.0,9,44,2022,13,43,29.7,12,12,1,22.3,25.4,2022-06-17,-7.6,1.3
5733X,ALMADÉN DE LA PLATA,SEVILLA,450.0,9,44,2025,19,44,32.1,19,19,4,22.1,28.9,2018-08-04,-1.7,2.7
C438N,CANDELARIA,SANTA CRUZ DE TENERIFE,463.0,9,44,2023,10,20,22.7,14,14,6,23.1,27.4,2022-07-10,8.0,7.4
0066X,VILAFRANCA DEL PENEDÈS,BARCELONA,177.0,9,44,2023,17,34,26.7,20,11,0,22.2,24.1,2025-07-19,-4.6,2.8
3343Y,VALDEMORILLO,MADRID,884.0,9,44,2022,11,41,26.3,16,16,2,21.6,25.8,2021-08-14,-5.4,0.6
9546B,HIJAR,TERUEL,305.0,9,44,2022,15,38,28.0,17,17,1,21.7,27.5,2022-08-13,-6.0,0.8
C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713.0,8,44,2017,16,20,29.6,16,10,14,23.8,31.9,2021-08-17,7.0,9.8
5390Y,VILLANUEVA DE CÓRDOBA,CORDOBA,750.0,8,44,2025,14,44,29.5,14,14,3,21.8,27.9,2017-07-13,-3.9,2.0
