indicativo,temporada,nombre,provincia,altitud,dias_tmin,dias_tmax,noches_calefaccion,noches_frias,heladas,heladas_fuertes,calefaccion_nucleo,heladas_nucleo,dias_terraza,dias_terraza_20,dias_lluvia,racha_terraza,racha_sin_terraza,racha_heladas,tmin_p05,tmin_min,tmin_min_fecha,tmax_max,tmax_max_fecha
1738U,2025-26,MUIÑOS,OURENSE,730,150,150,146,105,24,1,89,18,20,8,57,4,108,4,-1.1,-3.1,2025-12-26,22.2,2026-02-23
1740,2017-18,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150,146,146,129,57,5,0,78,5,18,5,86,5,35,3,1.0,-2.6,2018-02-28,23.1,2017-11-01
1740,2018-19,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150,150,150,137,34,3,0,82,3,24,13,51,4,53,3,2.1,-2.1,2019-01-04,23.3,2019-02-26
1740,2019-20,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150,146,146,127,32,0,0,74,0,20,8,70,3,24,0,2.3,0.9,2020-03-31,25.3,2020-02-03
1740,2020-21,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150,150,150,119,33,2,0,77,2,32,16,62,4,28,2,2.1,-0.8,2021-01-07,27.9,2021-03-31
1740,2021-22,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150,150,150,125,43,2,0,78,2,21,10,63,5,36,1,1.3,-0.2,2022-01-13,23.5,2021-12-30
1740,2022-23,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150,151,151,119,41,0,0,79,0,43,20,58,8,36,0,1.6,0.2,2023-02-07,27.3,2023-03-29
1740,2023-24,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150,152,152,116,31,1,0,76,1,29,14,67,6,37,1,3.6,-0.6,2024-01-20,25.0,2023-11-13
1740,2024-25,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150,150,150,115,29,2,0,78,2,41,18,63,8,16,2,2.4,-1.7,2025-01-14,24.3,2024-11-04
1740,2025-26,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150,140,140,114,21,0,0,72,0,28,14,75,7,14,0,2.9,1.0,2025-12-26,26.4,2026-02-24
2005Y,2017-18,"VINUESA, QUINTANAREJO",SORIA,1197,151,151,151,147,106,37,90,74,3,0,66,2,130,39,-6.2,-9.3,2018-02-09,18.5,2017-11-20
2005Y,2018-19,"VINUESA, QUINTANAREJO",SORIA,1197,151,151,151,145,92,21,90,66,8,2,39,2,115,13,-3.5,-8.2,2019-02-04,21.9,2019-03-15
2005Y,2019-20,"VINUESA, QUINTANAREJO",SORIA,1197,152,152,151,137,74,14,91,52,7,5,55,3,94,8,-3.4,-7.1,2020-01-12,22.8,2020-03-12
2005Y,2020-21,"VINUESA, QUINTANAREJO",SORIA,1197,151,151,151,141,77,26,90,57,6,2,50,3,125,22,-5.8,-11.3,2021-01-08,20.4,2021-03-31
2005Y,2021-22,"VINUESA, QUINTANAREJO",SORIA,1197,151,151,151,145,93,32,90,63,1,1,45,1,93,13,-5.7,-8.5,2022-01-16,20.9,2022-02-02
2005Y,2022-23,"VINUESA, QUINTANAREJO",SORIA,1197,146,146,146,128,82,39,85,57,8,3,42,2,82,27,-6.2,-10.3,2023-01-30,22.1,2023-03-29
2005Y,2023-24,"VINUESA, QUINTANAREJO",SORIA,1197,123,123,123,102,50,17,62,36,12,5,63,7,65,8,-4.3,-7.9,2024-01-12,24.2,2024-03-22
2005Y,2024-25,"VINUESA, QUINTANAREJO",SORIA,1197,135,139,135,123,62,27,84,48,3,1,49,1,59,11,-4.6,-7.0,2025-02-08,24.2,2025-03-31
2005Y,2025-26,"VINUESA, QUINTANAREJO",SORIA,1197,150,150,150,141,72,16,90,49,9,1,65,6,102,6,-4.3,-8.5,2026-01-07,21.0,2026-03-17
2017Y,2017-18,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",SORIA,1260,151,151,151,147,102,45,90,71,0,0,54,0,151,18,-6.1,-11.2,2018-01-09,16.9,2017-11-20
2017Y,2018-19,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",SORIA,1260,151,151,151,147,87,19,90,60,6,2,36,2,113,12,-4.5,-5.9,2018-12-07,21.4,2019-03-16
2017Y,2019-20,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",SORIA,1260,152,152,152,146,78,16,91,52,5,3,40,2,94,12,-3.8,-6.0,2020-01-20,22.9,2020-03-11
2017Y,2020-21,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",SORIA,1260,148,149,148,141,66,25,90,48,5,0,42,2,135,20,-6.4,-11.7,2021-01-04,19.7,2021-03-31
2017Y,2021-22,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",SORIA,1260,151,151,151,148,98,19,90,64,2,0,42,1,57,19,-5.5,-6.9,2022-01-15,18.8,2021-12-14
2017Y,2022-23,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",SORIA,1260,150,150,150,134,79,32,90,60,6,1,29,1,131,25,-6.8,-10.6,2023-02-24,20.6,2023-03-28
2017Y,2023-24,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",SORIA,1260,152,151,152,141,66,17,91,48,9,4,47,6,65,14,-4.1,-7.6,2024-01-12,21.8,2024-03-22
2017Y,2024-25,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",SORIA,1260,151,151,151,141,69,27,90,52,2,1,53,1,144,12,-5.2,-9.7,2025-02-08,23.1,2025-03-31
2017Y,2025-26,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",SORIA,1260,150,150,150,144,87,15,90,56,6,1,65,2,102,10,-4.6,-7.7,2026-01-07,20.0,2026-02-23
2030,2017-18,SORIA,SORIA,1081,151,151,151,136,76,30,90,57,9,1,49,4,125,15,-5.1,-7.5,2018-01-09,21.3,2017-11-17
2030,2018-19,SORIA,SORIA,1081,151,151,151,135,68,12,90,56,22,10,27,10,52,13,-3.3,-5.3,2019-01-15,23.2,2019-03-16
2030,2019-20,SORIA,SORIA,1081,152,152,150,123,52,10,91,41,13,8,38,5,54,12,-3.2,-5.7,2020-01-12,24.7,2020-03-12
2030,2020-21,SORIA,SORIA,1081,151,151,151,129,52,23,90,40,11,6,41,4,124,23,-7.2,-11.1,2021-01-08,22.3,2021-03-31
2030,2021-22,SORIA,SORIA,1081,151,151,151,140,73,25,90,54,10,3,30,3,49,20,-6.2,-9.1,2022-01-22,22.2,2022-02-02
2030,2022-23,SORIA,SORIA,1081,151,151,151,113,59,27,90,50,21,9,38,4,81,15,-6.0,-9.6,2023-02-24,24.4,2023-03-29
2030,2023-24,SORIA,SORIA,1081,152,152,147,115,37,14,91,30,21,11,44,9,65,6,-4.2,-9.2,2024-01-21,25.5,2024-03-22
2030,2024-25,SORIA,SORIA,1081,151,151,150,125,49,20,90,40,7,1,40,2,95,9,-4.6,-6.7,2025-01-14,24.8,2025-03-31
2030,2025-26,SORIA,SORIA,1081,151,151,149,131,41,8,90,31,15,6,55,7,99,6,-3.1,-5.4,2026-01-05,22.4,2026-03-17
2044B,2017-18,LUBIA,SORIA,1100,146,145,146,138,98,43,90,69,5,1,47,4,111,16,-6.9,-8.9,2018-02-08,20.9,2017-11-17
2044B,2018-19,LUBIA,SORIA,1100,151,151,151,144,81,31,90,61,15,5,33,8,79,28,-4.8,-7.3,2019-02-04,22.9,2019-03-16
2044B,2019-20,LUBIA,SORIA,1100,151,152,150,128,63,17,91,44,14,8,48,5,54,21,-4.1,-5.8,2020-01-12,24.0,2020-03-12
2044B,2020-21,LUBIA,SORIA,1100,149,151,149,136,65,28,90,48,11,3,40,4,124,28,-7.6,-14.3,2021-01-11,23.1,2021-03-31
2044B,2021-22,LUBIA,SORIA,1100,150,150,150,144,92,30,90,58,8,2,29,3,43,20,-6.0,-8.1,2022-01-22,21.6,2022-02-02
2044B,2022-23,LUBIA,SORIA,1100,144,144,144,119,68,38,84,54,15,7,33,4,66,29,-7.1,-10.0,2023-02-28,23.5,2023-03-29
2044B,2023-24,LUBIA,SORIA,1100,152,151,150,124,60,17,91,44,20,9,52,8,36,15,-3.9,-9.8,2024-01-21,24.8,2024-03-22
2044B,2024-25,LUBIA,SORIA,1100,144,146,144,129,61,29,90,48,6,2,19,2,86,11,-5.2,-7.7,2025-01-14,23.5,2025-03-31
2044B,2025-26,LUBIA,SORIA,1100,123,123,122,112,49,14,72,30,12,5,44,7,23,7,-4.4,-8.7,2026-01-05,21.3,2026-03-17
2048A,2017-18,MORÓN DE ALMAZÁN,SORIA,978,151,151,151,140,101,65,90,68,8,0,35,3,125,20,-9.4,-13.9,2018-01-09,19.5,2018-03-28
2048A,2018-19,MORÓN DE ALMAZÁN,SORIA,978,151,151,151,141,106,68,90,71,20,10,24,4,53,30,-7.5,-10.5,2019-01-04,22.8,2019-03-16
2048A,2019-20,MORÓN DE ALMAZÁN,SORIA,978,152,152,150,127,70,32,91,49,12,6,36,6,94,21,-6.3,-7.7,2020-01-11,24.1,2020-03-12
2048A,2020-21,MORÓN DE ALMAZÁN,SORIA,978,151,151,151,136,72,38,90,45,13,6,37,4,73,23,-11.1,-19.2,2021-01-11,23.5,2021-03-31
2048A,2021-22,MORÓN DE ALMAZÁN,SORIA,978,151,151,151,144,97,60,90,65,10,4,25,3,43,35,-9.1,-10.9,2022-02-06,21.5,2022-02-02
2048A,2022-23,MORÓN DE ALMAZÁN,SORIA,978,148,148,148,124,80,48,87,59,22,9,33,6,45,31,-9.0,-11.2,2023-03-01,23.7,2023-03-29
2048A,2023-24,MORÓN DE ALMAZÁN,SORIA,978,152,152,152,122,62,27,91,48,21,11,48,9,65,14,-5.6,-8.4,2024-01-21,25.8,2024-03-22
2048A,2024-25,MORÓN DE ALMAZÁN,SORIA,978,151,151,151,128,76,39,90,57,8,3,35,2,95,21,-7.0,-10.2,2025-01-14,26.5,2025-03-31
2048A,2025-26,MORÓN DE ALMAZÁN,SORIA,978,150,150,149,134,74,24,89,42,17,8,51,7,54,9,-5.1,-9.1,2026-01-06,22.8,2026-03-17
2059B,2017-18,LA RIBA DE ESCALOTE,SORIA,1042,151,151,151,137,89,45,90,61,1,0,38,1,147,19,-7.9,-16.7,2018-01-09,18.1,2018-03-28
2059B,2018-19,LA RIBA DE ESCALOTE,SORIA,1042,151,151,151,141,72,30,90,54,10,2,22,3,113,28,-5.8,-7.7,2019-01-05,21.5,2019-03-16
2059B,2019-20,LA RIBA DE ESCALOTE,SORIA,1042,150,151,148,122,51,20,91,41,8,3,32,4,94,14,-5.2,-8.0,2020-01-12,23.6,2020-03-12
2059B,2020-21,LA RIBA DE ESCALOTE,SORIA,1042,151,151,151,131,55,23,90,38,10,3,31,4,125,22,-8.4,-12.5,2021-01-12,21.7,2021-03-31
2059B,2021-22,LA RIBA DE ESCALOTE,SORIA,1042,151,151,151,137,75,40,90,55,2,1,26,1,61,20,-7.6,-9.3,2022-02-06,20.0,2022-02-02
2059B,2022-23,LA RIBA DE ESCALOTE,SORIA,1042,150,150,150,110,65,40,90,53,13,5,29,4,106,29,-6.9,-10.0,2023-01-30,22.6,2023-03-29
2059B,2023-24,LA RIBA DE ESCALOTE,SORIA,1042,152,152,152,117,49,17,91,36,13,4,44,8,65,6,-4.6,-9.6,2024-01-21,24.1,2024-03-22
2059B,2024-25,LA RIBA DE ESCALOTE,SORIA,1042,151,151,150,127,56,28,90,46,2,1,36,1,144,12,-6.2,-9.8,2025-01-14,22.8,2025-03-31
2059B,2025-26,LA RIBA DE ESCALOTE,SORIA,1042,143,143,143,123,52,12,84,31,10,3,41,5,68,6,-4.3,-6.6,2026-01-05,20.7,2026-02-23
2084Y,2017-18,UCERO,SORIA,960,151,151,151,141,104,60,90,67,2,0,53,1,129,16,-7.9,-9.9,2018-02-24,18.8,2017-11-01
2084Y,2018-19,UCERO,SORIA,960,151,151,151,142,109,60,90,73,18,3,36,6,102,31,-7.8,-10.7,2019-01-06,22.4,2019-03-16
2084Y,2019-20,UCERO,SORIA,960,152,152,150,127,81,33,91,60,10,4,47,5,94,31,-5.9,-7.2,2020-01-11,23.8,2020-03-12
2084Y,2020-21,UCERO,SORIA,960,151,151,151,140,82,35,90,49,10,3,41,4,124,20,-10.1,-16.1,2021-01-11,22.4,2021-03-31
2084Y,2021-22,UCERO,SORIA,960,151,151,151,144,109,53,90,70,9,1,32,3,43,36,-8.2,-9.7,2022-01-15,22.4,2022-02-02
2084Y,2022-23,UCERO,SORIA,960,151,151,151,128,84,42,90,62,12,3,46,3,110,35,-8.1,-10.4,2023-03-01,23.9,2023-03-29
2084Y,2023-24,UCERO,SORIA,960,152,152,150,127,73,19,91,53,18,9,57,9,65,10,-5.5,-7.9,2024-01-12,25.7,2024-03-22
2084Y,2024-25,UCERO,SORIA,960,151,151,151,136,90,39,90,61,7,3,38,3,132,15,-7.2,-11.0,2025-01-14,24.5,2025-03-31
2084Y,2025-26,UCERO,SORIA,960,151,151,150,136,80,16,90,45,12,6,47,4,102,9,-5.0,-8.4,2026-01-06,23.3,2026-03-17
2092,2017-18,BURGO DE OSMA,SORIA,932,151,151,151,139,94,51,90,64,6,2,53,3,125,19,-7.9,-10.7,2018-01-09,21.0,2017-11-01
2092,2018-19,BURGO DE OSMA,SORIA,932,151,151,151,139,92,53,90,63,20,10,32,4,41,26,-7.4,-9.2,2019-01-04,23.6,2019-03-16
2092,2019-20,BURGO DE OSMA,SORIA,932,152,152,150,118,65,34,91,51,13,6,51,6,68,28,-5.8,-6.7,2020-01-12,25.1,2020-03-12
2092,2020-21,BURGO DE OSMA,SORIA,932,149,147,149,128,69,26,88,43,16,9,40,4,53,20,-8.9,-17.9,2021-01-11,22.9,2021-03-31
2092,2021-22,BURGO DE OSMA,SORIA,932,151,151,151,141,95,47,90,67,12,4,31,3,35,34,-8.2,-9.8,2022-01-28,22.7,2022-02-02
2092,2022-23,BURGO DE OSMA,SORIA,932,150,150,150,124,74,39,89,55,21,10,45,4,79,17,-7.7,-9.5,2023-03-01,24.6,2023-03-29
2092,2023-24,BURGO DE OSMA,SORIA,932,147,145,143,121,60,20,90,44,22,17,51,9,65,8,-4.5,-7.3,2024-01-12,28.3,2024-03-22
2092,2024-25,BURGO DE OSMA,SORIA,932,151,151,151,128,76,30,90,54,13,5,38,4,76,11,-6.4,-10.8,2025-01-14,27.0,2025-03-31
2092,2025-26,BURGO DE OSMA,SORIA,932,150,150,148,131,64,14,88,35,13,9,58,4,67,9,-4.0,-5.8,2026-01-07,24.8,2026-03-17
2096B,2017-18,LICERAS,SORIA,1150,150,148,149,136,81,33,89,56,0,0,53,0,96,13,-5.2,-9.6,2018-02-08,17.9,2017-11-22
2096B,2018-19,LICERAS,SORIA,1150,151,151,151,142,48,10,90,38,9,2,30,2,60,21,-3.2,-6.2,2019-01-11,21.4,2019-03-16
2096B,2019-20,LICERAS,SORIA,1150,152,152,151,125,39,10,91,23,7,3,43,3,54,5,-3.3,-5.5,2020-01-20,23.6,2020-03-12
2096B,2020-21,LICERAS,SORIA,1150,151,151,151,122,48,21,90,37,8,0,43,4,125,26,-6.1,-10.6,2021-01-08,19.9,2021-03-29
2096B,2021-22,LICERAS,SORIA,1150,151,151,151,140,69,20,90,45,6,3,32,3,57,18,-4.2,-5.4,2022-01-15,21.9,2021-12-30
2096B,2022-23,LICERAS,SORIA,1150,151,151,151,115,57,31,90,50,10,4,41,3,111,24,-6.0,-7.7,2023-01-30,23.1,2023-03-29
2096B,2023-24,LICERAS,SORIA,1150,152,151,148,109,40,8,91,31,16,8,48,7,43,6,-3.1,-5.7,2024-01-21,24.3,2024-03-22
2096B,2024-25,LICERAS,SORIA,1150,151,151,151,125,56,14,90,45,7,1,41,2,118,10,-4.0,-6.8,2025-01-14,23.1,2025-03-31
2096B,2025-26,LICERAS,SORIA,1150,149,149,147,133,50,10,89,36,7,2,53,2,87,6,-3.4,-7.1,2026-01-05,20.7,2026-03-17
2106B,2017-18,CORUÑA DEL CONDE,BURGOS,955,151,151,151,135,84,28,90,61,2,0,53,1,129,18,-5.3,-8.2,2018-02-23,18.7,2017-11-01
2106B,2018-19,CORUÑA DEL CONDE,BURGOS,955,151,151,151,133,68,19,90,53,13,4,31,4,113,23,-4.2,-6.8,2019-01-06,22.3,2019-03-16
2106B,2019-20,CORUÑA DEL CONDE,BURGOS,955,152,152,150,117,50,12,91,38,9,2,41,4,94,14,-3.6,-5.6,2020-01-07,22.8,2020-03-12
2106B,2020-21,CORUÑA DEL CONDE,BURGOS,955,151,151,150,117,48,20,90,37,6,3,41,4,143,23,-6.2,-11.0,2021-01-12,22.2,2021-03-31
2106B,2021-22,CORUÑA DEL CONDE,BURGOS,955,151,151,151,137,66,19,90,47,2,1,32,1,93,23,-4.8,-6.8,2022-01-22,20.7,2022-02-02
2106B,2022-23,CORUÑA DEL CONDE,BURGOS,955,150,150,150,107,58,26,89,49,10,3,28,3,66,17,-4.9,-7.0,2023-01-25,24.3,2023-03-29
2106B,2023-24,CORUÑA DEL CONDE,BURGOS,955,152,152,148,110,42,10,90,34,11,6,51,8,114,7,-3.6,-7.2,2023-12-26,25.2,2024-03-22
2106B,2024-25,CORUÑA DEL CONDE,BURGOS,955,151,151,150,118,50,20,90,40,7,1,45,3,132,9,-4.7,-8.0,2025-01-14,23.6,2025-03-31
2106B,2025-26,CORUÑA DEL CONDE,BURGOS,955,150,150,149,126,41,8,89,26,9,6,58,4,74,7,-3.0,-5.5,2026-01-05,23.1,2026-03-17
2117D,2017-18,ARANDA DE DUERO,BURGOS,790,151,151,150,132,90,54,89,64,3,0,37,2,145,13,-6.8,-8.8,2018-02-25,19.4,2017-11-01
2117D,2018-19,ARANDA DE DUERO,BURGOS,790,151,151,151,134,92,45,90,66,18,6,23,5,107,26,-6.7,-9.9,2019-01-06,23.9,2019-03-16
2117D,2019-20,ARANDA DE DUERO,BURGOS,790,152,152,149,117,61,24,91,45,10,4,24,4,112,20,-4.9,-6.2,2020-01-13,23.8,2020-03-12
2117D,2020-21,ARANDA DE DUERO,BURGOS,790,151,151,151,122,60,27,90,41,7,6,26,4,142,20,-8.1,-14.7,2021-01-12,24.8,2021-03-31
2117D,2021-22,ARANDA DE DUERO,BURGOS,790,151,151,150,133,84,41,90,62,1,0,23,1,93,31,-7.8,-9.4,2022-01-29,19.1,2022-02-02
2117D,2022-23,ARANDA DE DUERO,BURGOS,790,151,151,151,118,71,29,90,55,17,8,32,6,98,29,-6.5,-8.0,2023-03-03,25.8,2023-03-29
2117D,2023-24,ARANDA DE DUERO,BURGOS,790,152,152,145,108,51,8,89,42,12,7,32,9,114,7,-3.1,-5.5,2024-01-20,25.7,2024-03-22
2117D,2024-25,ARANDA DE DUERO,BURGOS,790,124,124,123,97,34,12,63,24,9,1,29,4,40,9,-3.9,-10.1,2025-01-14,23.7,2025-03-31
2117D,2025-26,ARANDA DE DUERO,BURGOS,790,134,134,132,109,38,9,85,23,11,7,41,4,55,8,-3.5,-6.1,2026-01-07,23.4,2026-03-17
2135A,2017-18,FRESNO DE CANTESPINO,SEGOVIA,993,151,151,151,138,92,49,90,62,2,0,52,1,129,20,-8.3,-15.3,2018-01-09,19.2,2017-11-22
2135A,2018-19,FRESNO DE CANTESPINO,SEGOVIA,993,151,151,151,140,92,49,90,67,14,5,25,4,71,27,-6.3,-8.1,2019-01-04,22.6,2019-03-16
2135A,2019-20,FRESNO DE CANTESPINO,SEGOVIA,993,130,129,128,107,63,29,91,52,9,3,24,4,67,28,-5.6,-8.1,2020-01-12,23.8,2020-03-12
2135A,2020-21,FRESNO DE CANTESPINO,SEGOVIA,993,151,151,150,129,77,34,90,44,10,6,38,4,125,20,-8.8,-14.9,2021-01-11,21.9,2021-03-31
2135A,2021-22,FRESNO DE CANTESPINO,SEGOVIA,993,150,147,150,138,85,48,90,62,2,1,26,1,86,24,-7.0,-9.3,2022-01-22,21.2,2022-02-02
2135A,2022-23,FRESNO DE CANTESPINO,SEGOVIA,993,140,140,140,113,68,43,79,52,15,6,41,4,38,29,-7.2,-9.4,2023-01-30,24.1,2023-03-29
2135A,2023-24,FRESNO DE CANTESPINO,SEGOVIA,993,152,151,145,117,56,18,89,42,13,7,52,9,44,9,-5.0,-7.2,2024-01-12,24.3,2024-03-22
2135A,2024-25,FRESNO DE CANTESPINO,SEGOVIA,993,151,151,150,132,65,32,90,49,11,2,36,3,119,16,-6.2,-10.4,2025-01-14,23.3,2025-03-31
2135A,2025-26,FRESNO DE CANTESPINO,SEGOVIA,993,150,150,149,133,70,22,90,41,14,9,54,7,100,11,-5.0,-8.6,2026-01-05,23.1,2026-02-26
2140A,2017-18,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135,151,151,150,130,69,21,90,47,1,0,57,1,129,10,-4.5,-6.3,2018-02-23,18.2,2017-11-22
2140A,2018-19,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135,151,151,151,113,31,5,90,27,5,1,33,2,117,8,-2.4,-5.7,2019-01-11,21.1,2019-03-16
2140A,2019-20,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135,152,152,150,105,27,3,91,12,4,2,46,3,94,4,-2.1,-5.2,2020-01-20,22.2,2020-03-12
2140A,2020-21,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135,151,151,147,101,42,17,90,32,6,1,38,4,126,23,-4.8,-7.9,2021-01-08,20.2,2021-03-31
2140A,2021-22,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135,151,151,149,118,35,5,88,20,3,1,35,1,59,4,-1.8,-4.8,2022-01-22,20.6,2021-12-30
2140A,2022-23,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135,149,149,147,90,37,17,89,32,7,3,45,2,125,12,-4.7,-5.8,2023-03-02,22.4,2023-03-29
2140A,2023-24,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135,152,152,142,92,28,6,89,24,8,4,52,6,69,7,-2.9,-6.7,2024-01-20,23.3,2024-03-22
2140A,2024-25,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135,151,151,149,105,47,8,90,34,3,2,49,1,144,5,-3.1,-4.9,2024-12-30,22.6,2025-03-31
2140A,2025-26,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135,138,148,136,110,40,6,82,27,5,1,39,1,102,6,-2.7,-7.7,2026-01-05,22.3,2026-03-17
2150H,2017-18,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,1798,151,151,151,149,115,80,90,73,0,0,11,0,151,21,-8.7,-11.6,2018-02-23,13.4,2017-11-20
2150H,2018-19,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,1798,151,151,151,142,66,31,90,39,0,0,51,0,151,15,-5.5,-9.0,2019-01-10,16.4,2018-12-25
2150H,2019-20,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,1798,139,139,139,124,69,21,91,39,0,0,60,0,137,11,-4.4,-9.2,2020-01-20,16.8,2020-03-11
2150H,2021-22,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,1798,151,151,150,141,86,35,89,50,0,0,45,0,151,20,-5.5,-9.7,2022-01-06,16.3,2022-02-02
2150H,2022-23,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,1798,151,151,151,141,75,38,90,52,0,0,55,0,151,18,-8.8,-10.8,2023-01-22,16.0,2023-03-28
2150H,2023-24,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,1798,137,137,137,120,60,32,81,32,1,0,10,1,98,20,-5.5,-9.1,2024-01-12,19.3,2024-03-22
2150H,2024-25,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,1798,150,150,150,133,81,39,90,54,0,0,63,0,138,15,-5.4,-8.6,2025-01-31,14.5,2024-11-06
2166Y,2017-18,PEÑAFIEL,VALLADOLID,756,151,151,149,127,79,36,89,55,5,2,40,3,129,12,-5.4,-8.0,2018-02-24,21.4,2017-11-01
2166Y,2018-19,PEÑAFIEL,VALLADOLID,756,151,151,151,130,78,28,90,61,21,7,20,4,105,24,-5.1,-7.7,2019-01-04,23.3,2019-03-16
2166Y,2019-20,PEÑAFIEL,VALLADOLID,756,152,152,148,112,53,13,90,41,13,6,33,3,92,20,-4.1,-5.9,2020-01-12,23.7,2020-03-11
2166Y,2020-21,PEÑAFIEL,VALLADOLID,756,151,151,148,112,52,22,90,39,11,5,28,4,87,20,-6.6,-12.7,2021-01-13,24.1,2021-03-31
2166Y,2021-22,PEÑAFIEL,VALLADOLID,756,151,151,150,127,72,31,90,57,1,0,28,1,114,30,-7.2,-8.5,2022-01-29,18.3,2022-02-23
2166Y,2022-23,PEÑAFIEL,VALLADOLID,756,150,150,147,112,59,25,88,48,18,6,33,6,79,28,-5.9,-7.9,2023-02-11,26.0,2023-03-29
2166Y,2023-24,PEÑAFIEL,VALLADOLID,756,152,152,144,108,44,9,90,37,13,6,41,9,69,15,-3.1,-5.3,2024-01-20,26.0,2024-03-22
2166Y,2024-25,PEÑAFIEL,VALLADOLID,756,151,151,149,117,53,18,90,44,13,5,33,7,83,12,-4.0,-9.1,2025-01-14,23.8,2025-03-31
2166Y,2025-26,PEÑAFIEL,VALLADOLID,756,151,151,147,121,42,8,88,25,13,8,48,4,102,7,-3.0,-6.4,2026-01-06,24.2,2026-03-17
2172Y,2017-18,SARDÓN DE DUERO,VALLADOLID,725,151,151,151,131,95,63,90,65,10,5,35,3,123,18,-7.3,-10.1,2018-02-24,22.6,2017-11-01
2172Y,2018-19,SARDÓN DE DUERO,VALLADOLID,725,151,151,151,138,100,52,90,70,38,28,20,11,70,24,-7.0,-11.8,2019-01-06,24.7,2019-03-24
2172Y,2019-20,SARDÓN DE DUERO,VALLADOLID,725,152,152,149,121,70,30,91,52,29,15,37,6,67,20,-4.8,-8.3,2020-01-12,25.8,2020-03-12
2172Y,2020-21,SARDÓN DE DUERO,VALLADOLID,725,135,135,134,112,59,30,86,43,26,17,18,5,30,23,-7.2,-11.7,2021-01-12,28.2,2021-03-31
2172Y,2021-22,SARDÓN DE DUERO,VALLADOLID,725,146,146,146,131,95,45,90,66,14,5,25,2,46,35,-7.9,-10.1,2022-01-29,22.2,2021-12-31
2172Y,2022-23,SARDÓN DE DUERO,VALLADOLID,725,151,151,148,123,79,34,89,58,27,16,43,7,48,19,-7.0,-9.9,2023-02-11,26.0,2023-03-29
2172Y,2023-24,SARDÓN DE DUERO,VALLADOLID,725,152,152,147,114,61,20,91,48,34,20,43,10,60,15,-4.2,-7.5,2024-01-08,29.7,2024-03-22
2172Y,2024-25,SARDÓN DE DUERO,VALLADOLID,725,147,149,146,119,60,20,90,48,22,12,35,9,77,14,-5.2,-10.7,2025-01-15,26.2,2025-03-31
2172Y,2025-26,SARDÓN DE DUERO,VALLADOLID,725,151,151,148,127,61,21,88,33,24,13,51,7,100,9,-4.3,-8.1,2026-01-06,25.8,2026-03-17
2182C,2017-18,PEDRAZA,SEGOVIA,1107,151,151,149,135,73,27,90,53,2,0,64,1,129,11,-6.3,-9.5,2018-02-08,18.7,2017-11-22
2182C,2018-19,PEDRAZA,SEGOVIA,1107,151,151,151,133,43,12,90,34,12,4,20,4,81,19,-3.7,-6.8,2019-01-11,21.5,2019-03-16
2182C,2019-20,PEDRAZA,SEGOVIA,1107,152,152,151,114,25,4,91,17,8,2,48,4,94,5,-2.6,-6.8,2020-01-20,23.0,2020-03-11
2182C,2020-21,PEDRAZA,SEGOVIA,1107,151,151,147,105,46,20,90,36,8,1,46,2,125,20,-5.0,-10.3,2021-01-11,20.5,2020-11-18
2182C,2021-22,PEDRAZA,SEGOVIA,1107,151,151,150,126,43,9,90,28,4,2,33,3,59,10,-3.2,-5.4,2022-01-22,22.0,2021-12-30
