indicativo,temporada,nombre,provincia,altitud,dias_tmin,dias_tmax,noches_calefaccion,noches_frias,heladas,heladas_fuertes,calefaccion_nucleo,heladas_nucleo,dias_terraza,dias_terraza_20,dias_lluvia,racha_terraza,racha_sin_terraza,racha_heladas,tmin_p05,tmin_min,tmin_min_fecha,tmax_max,tmax_max_fecha
5641X,2024-25,ÉCIJA,SEVILLA,130,150,150,110,42,3,0,81,3,91,53,40,16,8,2,0.4,-2.0,2025-01-15,25.5,2024-11-04
5641X,2025-26,ÉCIJA,SEVILLA,130,151,151,117,38,3,0,71,3,64,45,50,21,33,2,2.0,-2.4,2026-01-07,26.5,2025-11-12
5654X,2017-18,LA PUEBLA DE LOS INFANTES,SEVILLA,200,151,151,139,113,56,11,85,45,51,26,39,13,19,9,-3.8,-6.0,2018-02-09,25.8,2017-11-01
5654X,2018-19,LA PUEBLA DE LOS INFANTES,SEVILLA,200,148,148,142,113,37,12,89,34,70,39,23,24,14,19,-3.9,-5.9,2019-01-12,27.4,2019-03-11
5654X,2019-20,LA PUEBLA DE LOS INFANTES,SEVILLA,200,151,151,140,79,20,2,85,14,73,49,29,16,23,4,-1.1,-3.4,2019-11-17,28.5,2020-03-11
5654X,2020-21,LA PUEBLA DE LOS INFANTES,SEVILLA,200,148,148,136,75,25,12,82,22,62,41,28,11,24,9,-4.3,-6.0,2021-01-13,29.2,2021-03-31
5654X,2021-22,LA PUEBLA DE LOS INFANTES,SEVILLA,200,145,145,133,114,41,6,82,34,67,39,21,13,24,11,-2.4,-4.4,2022-01-21,24.9,2022-02-22
5654X,2022-23,LA PUEBLA DE LOS INFANTES,SEVILLA,200,141,141,126,86,26,15,75,22,70,47,29,25,12,10,-4.7,-5.6,2023-02-01,29.5,2023-03-29
5654X,2023-24,LA PUEBLA DE LOS INFANTES,SEVILLA,200,151,151,140,89,27,4,86,23,68,39,39,16,22,6,-2.0,-4.0,2023-12-27,28.1,2024-03-22
5654X,2024-25,LA PUEBLA DE LOS INFANTES,SEVILLA,200,151,151,138,83,35,9,87,34,66,34,44,12,27,12,-3.1,-5.4,2025-01-15,26.2,2025-03-31
5654X,2025-26,LA PUEBLA DE LOS INFANTES,SEVILLA,200,151,151,138,89,16,1,83,12,50,36,56,12,52,3,-0.8,-5.0,2026-01-07,25.6,2026-03-31
5656,2017-18,FUENTES DE ANDALUCÍA,SEVILLA,165,150,150,128,54,0,0,79,0,44,25,35,25,31,0,1.9,0.0,2018-02-08,26.8,2017-11-01
5656,2018-19,FUENTES DE ANDALUCÍA,SEVILLA,165,148,148,121,32,0,0,86,0,69,44,20,24,22,0,2.0,0.7,2019-01-11,27.0,2019-03-11
5656,2019-20,FUENTES DE ANDALUCÍA,SEVILLA,165,152,152,104,16,0,0,68,0,70,44,28,16,34,0,4.5,2.3,2020-01-13,29.7,2020-03-11
5656,2020-21,FUENTES DE ANDALUCÍA,SEVILLA,165,151,151,104,30,1,0,74,1,65,45,27,25,35,1,0.8,-0.1,2021-01-13,28.2,2020-11-02
5656,2021-22,FUENTES DE ANDALUCÍA,SEVILLA,165,144,144,122,30,0,0,81,0,82,46,24,18,21,0,3.1,1.5,2022-01-20,26.0,2022-02-22
5656,2022-23,FUENTES DE ANDALUCÍA,SEVILLA,165,150,150,95,29,2,0,69,2,79,52,31,25,29,1,0.7,-0.8,2023-01-29,30.3,2023-03-29
5656,2023-24,FUENTES DE ANDALUCÍA,SEVILLA,165,152,152,101,22,0,0,73,0,76,44,31,17,11,0,3.5,1.8,2023-12-27,28.3,2024-03-17
5656,2024-25,FUENTES DE ANDALUCÍA,SEVILLA,165,151,151,104,34,2,0,76,2,74,43,43,12,13,2,2.4,-0.7,2025-01-16,26.1,2025-03-31
5656,2025-26,FUENTES DE ANDALUCÍA,SEVILLA,165,151,151,112,24,0,0,74,0,61,44,48,21,64,0,3.7,0.4,2026-01-07,27.0,2026-03-26
5702X,2017-18,CARMONA,SEVILLA,50,150,150,125,64,3,0,80,3,64,36,37,27,15,1,0.8,-1.5,2018-02-09,27.5,2017-11-01
5702X,2018-19,CARMONA,SEVILLA,50,150,150,127,41,2,0,86,2,80,59,24,24,16,1,0.9,-0.5,2019-01-11,28.5,2019-03-11
5702X,2019-20,CARMONA,SEVILLA,50,146,146,101,19,0,0,69,0,85,56,25,16,14,0,3.6,1.9,2020-01-13,29.5,2020-03-11
5702X,2020-21,CARMONA,SEVILLA,50,150,150,100,30,7,0,69,7,79,52,30,23,24,4,0.3,-2.3,2021-01-03,29.2,2020-11-02
5702X,2021-22,CARMONA,SEVILLA,50,144,144,113,34,0,0,76,0,87,60,23,20,18,0,1.9,0.9,2022-01-20,26.2,2022-02-22
5702X,2022-23,CARMONA,SEVILLA,50,146,146,104,30,11,0,65,8,101,67,28,25,5,4,-0.5,-2.0,2023-03-02,30.6,2023-03-29
5702X,2023-24,CARMONA,SEVILLA,50,146,146,105,29,0,0,73,0,87,58,35,25,10,0,2.5,0.1,2023-12-27,28.1,2024-03-17
5702X,2024-25,CARMONA,SEVILLA,50,149,149,103,41,2,0,79,2,88,55,38,17,9,2,1.0,-1.9,2025-01-15,27.0,2025-03-31
5702X,2025-26,CARMONA,SEVILLA,50,142,142,110,38,1,0,70,1,66,48,40,17,43,1,2.3,-1.4,2026-01-07,27.8,2026-03-31
5704B,2017-18,CAZALLA DE LA SIERRA,SEVILLA,550,151,151,143,109,25,2,87,23,32,16,31,12,34,7,-1.9,-4.1,2018-02-09,23.2,2017-11-01
5704B,2018-19,CAZALLA DE LA SIERRA,SEVILLA,550,147,147,141,100,15,0,88,15,56,24,26,10,10,10,-0.7,-2.2,2019-01-12,24.3,2019-03-15
5704B,2019-20,CAZALLA DE LA SIERRA,SEVILLA,550,148,148,142,70,6,0,86,4,49,31,28,12,23,3,0.6,-1.3,2020-01-13,26.6,2020-03-11
5704B,2020-21,CAZALLA DE LA SIERRA,SEVILLA,550,147,147,133,74,18,7,83,18,46,26,45,10,25,9,-2.6,-4.8,2021-01-03,26.4,2020-11-02
5704B,2021-22,CAZALLA DE LA SIERRA,SEVILLA,550,149,149,143,97,12,0,87,9,42,18,33,8,27,5,-1.0,-1.9,2022-01-09,25.0,2021-12-31
5704B,2022-23,CAZALLA DE LA SIERRA,SEVILLA,550,147,147,134,73,21,6,80,17,54,38,31,13,22,8,-3.0,-4.8,2023-03-02,26.5,2023-03-30
5704B,2023-24,CAZALLA DE LA SIERRA,SEVILLA,550,152,152,142,87,13,0,87,13,46,33,36,10,30,5,-0.5,-2.8,2023-12-27,26.6,2024-03-22
5704B,2024-25,CAZALLA DE LA SIERRA,SEVILLA,550,149,149,136,81,20,3,88,19,40,24,40,7,34,6,-1.6,-3.7,2025-01-15,25.0,2024-11-30
5704B,2025-26,CAZALLA DE LA SIERRA,SEVILLA,550,151,151,145,91,10,1,87,9,34,22,58,9,96,2,-0.1,-4.4,2026-01-07,23.1,2026-02-23
5726X,2017-18,GUADALCANAL,SEVILLA,720,150,150,145,73,8,0,89,7,15,8,43,9,83,4,-0.0,-2.3,2018-02-08,22.3,2017-11-21
5726X,2018-19,GUADALCANAL,SEVILLA,720,146,146,137,39,1,0,82,1,35,17,27,9,42,1,2.5,-0.5,2019-01-11,24.6,2019-03-26
5726X,2019-20,GUADALCANAL,SEVILLA,720,151,151,136,36,0,0,81,0,27,15,34,6,43,0,2.5,1.1,2019-11-16,26.3,2020-03-11
5726X,2020-21,GUADALCANAL,SEVILLA,720,151,151,131,45,11,0,87,11,32,20,44,10,67,5,-0.6,-2.2,2021-01-03,25.9,2021-03-31
5726X,2021-22,GUADALCANAL,SEVILLA,720,151,151,145,59,0,0,85,0,32,7,33,6,27,0,2.1,0.1,2021-11-23,22.3,2022-02-22
5726X,2022-23,GUADALCANAL,SEVILLA,720,134,134,106,35,5,0,66,4,37,25,27,13,28,2,0.3,-2.4,2023-02-28,26.1,2023-03-28
5726X,2023-24,GUADALCANAL,SEVILLA,720,152,152,122,48,0,0,81,0,35,23,32,10,42,0,2.7,0.8,2024-01-07,26.9,2024-03-23
5726X,2024-25,GUADALCANAL,SEVILLA,720,151,151,131,52,0,0,87,0,30,11,46,6,55,0,2.0,0.7,2025-03-15,24.1,2025-03-31
5726X,2025-26,GUADALCANAL,SEVILLA,720,151,151,139,62,5,0,85,5,25,13,57,7,100,3,1.1,-2.2,2026-01-07,24.0,2025-11-03
5733X,2017-18,ALMADÉN DE LA PLATA,SEVILLA,450,145,145,133,49,2,0,87,2,44,25,22,17,21,2,1.0,-1.4,2018-02-07,24.6,2017-11-12
5733X,2018-19,ALMADÉN DE LA PLATA,SEVILLA,450,150,150,133,33,0,0,86,0,60,32,29,12,14,0,3.0,1.1,2019-01-12,25.4,2019-03-11
5733X,2019-20,ALMADÉN DE LA PLATA,SEVILLA,450,144,144,117,20,0,0,73,0,55,35,30,15,22,0,4.1,1.5,2019-11-16,27.3,2020-03-11
5733X,2020-21,ALMADÉN DE LA PLATA,SEVILLA,450,148,148,119,35,4,0,80,4,52,27,38,10,25,2,0.7,-1.7,2021-01-12,27.1,2020-11-02
5733X,2021-22,ALMADÉN DE LA PLATA,SEVILLA,450,146,146,134,35,0,0,80,0,43,18,25,9,21,0,3.0,1.7,2022-01-09,23.9,2021-12-31
5733X,2022-23,ALMADÉN DE LA PLATA,SEVILLA,450,151,151,113,32,2,0,79,2,60,39,28,13,24,1,1.1,-0.4,2023-01-25,27.7,2023-03-30
5733X,2023-24,ALMADÉN DE LA PLATA,SEVILLA,450,152,152,114,28,0,0,76,0,55,31,43,13,21,0,4.0,1.6,2024-01-08,26.7,2023-11-15
5733X,2024-25,ALMADÉN DE LA PLATA,SEVILLA,450,151,151,120,30,0,0,83,0,46,22,44,12,31,0,3.0,1.7,2024-12-11,25.1,2025-03-29
5733X,2025-26,ALMADÉN DE LA PLATA,SEVILLA,450,151,151,133,38,1,0,83,1,40,22,59,9,90,1,2.1,-0.3,2026-01-06,24.3,2026-03-31
5769X,2017-18,CALA,HUELVA,618,149,149,143,84,17,0,87,15,18,3,42,6,58,7,-0.6,-2.4,2018-02-07,23.2,2018-03-28
5769X,2018-19,CALA,HUELVA,618,150,150,147,78,2,0,89,2,34,15,26,10,58,1,1.1,-0.7,2019-02-04,24.3,2019-03-16
5769X,2019-20,CALA,HUELVA,618,152,152,143,47,0,0,88,0,32,15,42,8,51,0,2.4,0.3,2020-01-14,25.8,2020-03-11
5769X,2020-21,CALA,HUELVA,618,150,150,129,55,11,1,84,11,35,21,38,10,56,6,-0.8,-4.6,2021-01-12,24.5,2021-03-31
5769X,2021-22,CALA,HUELVA,618,150,150,146,68,0,0,87,0,38,19,28,7,27,0,1.2,0.5,2021-12-03,23.2,2022-02-22
5769X,2022-23,CALA,HUELVA,618,150,150,127,53,12,0,81,9,46,25,34,13,29,5,-0.8,-2.3,2023-01-25,28.0,2023-03-29
5769X,2023-24,CALA,HUELVA,618,152,152,132,53,4,0,87,4,39,23,40,13,42,2,1.4,-1.0,2024-01-07,26.7,2024-03-22
5769X,2024-25,CALA,HUELVA,618,151,151,135,58,4,0,88,4,28,6,45,6,63,3,0.6,-1.3,2025-01-15,24.5,2025-03-29
5769X,2025-26,CALA,HUELVA,618,151,151,143,61,4,0,87,4,29,13,65,8,100,3,0.8,-1.9,2026-01-06,22.5,2026-03-31
5783,2017-18,SEVILLA AEROPUERTO,SEVILLA,34,151,151,121,48,1,0,80,1,70,35,33,29,13,1,2.5,-0.6,2018-02-09,27.3,2017-11-01
5783,2018-19,SEVILLA AEROPUERTO,SEVILLA,34,151,151,121,35,0,0,87,0,98,61,21,55,14,0,1.6,0.5,2019-01-06,28.1,2019-03-11
5783,2019-20,SEVILLA AEROPUERTO,SEVILLA,34,152,152,87,12,0,0,61,0,99,62,26,32,13,0,4.5,1.3,2019-11-16,31.0,2020-03-11
5783,2020-21,SEVILLA AEROPUERTO,SEVILLA,34,150,150,90,27,4,0,64,4,82,54,24,23,32,2,0.8,-1.5,2021-01-03,30.2,2021-03-31
5783,2021-22,SEVILLA AEROPUERTO,SEVILLA,34,150,150,116,25,0,0,79,0,90,50,22,20,18,0,3.2,1.1,2022-01-09,25.4,2022-02-22
5783,2022-23,SEVILLA AEROPUERTO,SEVILLA,34,150,150,98,27,3,0,67,3,90,60,26,25,23,2,0.4,-0.8,2023-01-26,29.8,2023-03-30
5783,2023-24,SEVILLA AEROPUERTO,SEVILLA,34,148,148,101,24,0,0,72,0,89,43,32,25,9,0,2.4,0.9,2023-12-20,27.4,2024-03-17
5783,2024-25,SEVILLA AEROPUERTO,SEVILLA,34,147,147,99,27,0,0,77,0,86,45,35,16,8,0,3.0,0.7,2025-01-16,27.1,2025-03-31
5783,2025-26,SEVILLA AEROPUERTO,SEVILLA,34,150,150,99,14,0,0,66,0,82,56,45,21,15,0,3.8,1.2,2026-01-07,27.8,2026-03-31
5788X,2019-20,"TOMARES, ZAUDÍN",SEVILLA,84,151,151,91,6,0,0,60,0,88,55,28,16,14,0,5.2,3.3,2019-11-16,29.8,2020-03-11
5788X,2020-21,"TOMARES, ZAUDÍN",SEVILLA,84,151,151,91,25,1,0,70,1,80,54,26,23,33,1,2.0,-0.1,2021-01-04,29.7,2021-03-31
5788X,2021-22,"TOMARES, ZAUDÍN",SEVILLA,84,151,151,110,18,0,0,74,0,89,48,23,28,12,0,4.0,2.5,2021-11-24,25.5,2022-02-22
5788X,2022-23,"TOMARES, ZAUDÍN",SEVILLA,84,151,151,88,22,0,0,67,0,88,63,30,25,11,0,2.6,1.1,2023-01-27,29.6,2023-03-29
5788X,2023-24,"TOMARES, ZAUDÍN",SEVILLA,84,152,152,91,8,0,0,64,0,89,51,32,25,11,0,4.9,2.5,2023-12-20,27.6,2024-03-17
5788X,2024-25,"TOMARES, ZAUDÍN",SEVILLA,84,151,151,94,13,0,0,75,0,80,45,33,12,15,0,4.2,2.0,2025-01-16,28.2,2025-03-31
5788X,2025-26,"TOMARES, ZAUDÍN",SEVILLA,84,151,151,96,12,0,0,67,0,67,44,51,21,52,0,4.3,0.1,2026-01-07,27.0,2026-03-31
5790Y,2017-18,"SEVILLA, TABLADA",SEVILLA,9,151,151,117,47,1,0,78,1,74,44,34,29,13,1,2.2,-0.3,2018-02-09,27.7,2017-11-01
5790Y,2018-19,"SEVILLA, TABLADA",SEVILLA,9,145,145,106,18,0,0,81,0,112,64,21,55,4,0,2.5,1.0,2019-02-03,29.0,2019-03-11
5790Y,2019-20,"SEVILLA, TABLADA",SEVILLA,9,152,152,95,12,0,0,64,0,109,74,22,37,11,0,4.5,3.1,2019-11-16,30.0,2020-03-11
5790Y,2020-21,"SEVILLA, TABLADA",SEVILLA,9,151,151,87,25,4,0,67,4,99,73,27,23,22,2,0.8,-1.6,2021-01-03,31.2,2021-03-31
5790Y,2021-22,"SEVILLA, TABLADA",SEVILLA,9,151,151,110,19,0,0,76,0,116,81,24,34,6,0,3.2,2.1,2022-01-09,27.5,2022-02-22
5790Y,2022-23,"SEVILLA, TABLADA",SEVILLA,9,151,151,93,23,1,0,68,1,114,83,27,25,9,1,1.9,-0.3,2023-01-26,31.1,2023-03-30
5790Y,2023-24,"SEVILLA, TABLADA",SEVILLA,9,152,152,98,18,0,0,70,0,115,80,34,26,8,0,3.5,1.9,2023-12-20,28.5,2024-03-17
5790Y,2024-25,"SEVILLA, TABLADA",SEVILLA,9,151,151,99,21,0,0,77,0,110,69,38,24,4,0,3.3,0.4,2025-01-16,28.3,2025-03-31
5790Y,2025-26,"SEVILLA, TABLADA",SEVILLA,9,151,151,97,19,1,0,68,1,96,67,47,21,10,1,3.6,-0.2,2026-01-07,29.1,2026-03-31
5796,2017-18,MORÓN DE LA FRONTERA,SEVILLA,87,151,151,124,69,4,0,82,4,47,30,40,15,21,1,0.8,-2.9,2018-02-09,27.2,2017-11-01
5796,2018-19,MORÓN DE LA FRONTERA,SEVILLA,87,151,151,128,58,3,0,87,3,82,53,24,24,21,2,0.6,-2.0,2019-01-08,26.7,2019-03-15
5796,2019-20,MORÓN DE LA FRONTERA,SEVILLA,87,152,152,123,40,1,0,82,1,87,51,29,20,16,1,2.3,-0.4,2020-01-13,30.8,2020-03-11
5796,2020-21,MORÓN DE LA FRONTERA,SEVILLA,87,151,151,96,36,8,0,67,8,89,64,29,25,31,3,-0.1,-1.8,2021-01-03,30.3,2021-03-31
5796,2021-22,MORÓN DE LA FRONTERA,SEVILLA,87,151,151,115,41,0,0,77,0,107,64,32,28,12,0,1.8,0.0,2022-01-09,27.6,2022-02-22
5796,2022-23,MORÓN DE LA FRONTERA,SEVILLA,87,151,151,97,30,6,0,65,3,112,68,30,25,14,3,0.1,-2.3,2023-01-26,30.4,2023-03-29
5796,2023-24,MORÓN DE LA FRONTERA,SEVILLA,87,152,152,104,33,0,0,75,0,96,57,33,26,8,0,2.0,0.8,2023-12-19,28.5,2024-03-17
5796,2024-25,MORÓN DE LA FRONTERA,SEVILLA,87,151,151,106,36,1,0,82,1,93,50,41,16,8,1,1.6,-2.3,2025-01-16,27.4,2025-03-31
5796,2025-26,MORÓN DE LA FRONTERA,SEVILLA,87,151,151,112,26,1,0,73,1,64,40,51,21,59,1,3.1,-1.0,2026-01-07,26.7,2025-11-12
5835X,2017-18,CARRIÓN DE LOS CÉSPEDES,SEVILLA,76,150,150,127,75,7,0,83,7,74,37,38,29,13,1,0.0,-2.7,2018-02-07,27.3,2018-03-28
5835X,2018-19,CARRIÓN DE LOS CÉSPEDES,SEVILLA,76,150,150,130,49,2,0,87,2,89,54,21,28,9,1,0.9,-0.5,2019-01-14,28.3,2019-03-11
5835X,2019-20,CARRIÓN DE LOS CÉSPEDES,SEVILLA,76,152,152,113,32,0,0,73,0,97,58,25,33,14,0,3.2,1.2,2020-01-12,29.3,2020-03-11
5835X,2020-21,CARRIÓN DE LOS CÉSPEDES,SEVILLA,76,148,148,102,31,11,0,68,11,82,54,30,12,31,5,-0.6,-2.4,2021-01-03,29.7,2021-03-31
5835X,2021-22,CARRIÓN DE LOS CÉSPEDES,SEVILLA,76,151,151,118,44,0,0,79,0,95,56,23,26,15,0,1.9,0.4,2022-01-09,25.3,2022-02-22
5835X,2022-23,CARRIÓN DE LOS CÉSPEDES,SEVILLA,76,151,151,110,38,11,0,73,8,104,64,28,30,13,4,-0.6,-2.2,2023-01-26,30.2,2023-03-29
5835X,2023-24,CARRIÓN DE LOS CÉSPEDES,SEVILLA,76,148,148,104,32,0,0,72,0,92,54,35,26,9,0,1.6,0.1,2023-12-20,27.5,2024-03-17
5835X,2024-25,CARRIÓN DE LOS CÉSPEDES,SEVILLA,76,151,151,106,33,1,0,82,1,83,44,37,16,14,1,2.1,-1.8,2025-01-16,26.5,2025-03-31
5835X,2025-26,CARRIÓN DE LOS CÉSPEDES,SEVILLA,76,151,151,112,26,0,0,71,0,71,46,45,21,52,0,3.5,0.2,2026-01-07,28.3,2026-03-31
5858X,2017-18,ALMONTE,HUELVA,5,151,151,126,80,7,0,83,7,75,33,35,29,13,3,0.0,-3.0,2018-02-03,27.9,2017-11-01
5858X,2018-19,ALMONTE,HUELVA,5,151,151,129,43,1,0,86,1,92,52,24,25,24,1,1.1,-1.2,2019-02-03,26.5,2019-03-11
5858X,2019-20,ALMONTE,HUELVA,5,152,152,125,36,1,0,84,1,105,74,20,48,11,1,1.4,-0.1,2020-01-08,29.4,2020-03-11
5858X,2020-21,ALMONTE,HUELVA,5,147,147,95,31,9,0,62,9,92,60,34,25,27,4,-0.4,-2.5,2021-01-03,28.3,2020-11-01
5858X,2021-22,ALMONTE,HUELVA,5,151,151,126,67,5,0,82,4,113,74,23,28,11,2,0.5,-1.4,2021-12-01,28.0,2022-02-22
5858X,2022-23,ALMONTE,HUELVA,5,150,150,117,41,16,2,73,13,118,78,30,25,10,5,-1.1,-4.1,2023-01-26,30.3,2023-03-27
5858X,2023-24,ALMONTE,HUELVA,5,147,147,111,45,4,0,77,4,104,70,26,31,7,2,1.2,-1.4,2023-12-26,29.0,2024-03-17
5858X,2024-25,ALMONTE,HUELVA,5,151,151,108,42,3,1,83,3,96,55,35,24,8,2,0.8,-4.4,2025-01-16,26.4,2024-11-07
5858X,2025-26,ALMONTE,HUELVA,5,148,148,105,33,0,0,68,0,75,45,48,21,23,0,2.7,0.4,2026-01-07,27.1,2025-11-04
5860E,2017-18,"MOGUER, EL ARENOSILLO",HUELVA,41,147,147,99,19,0,0,75,0,56,28,27,27,23,0,3.7,0.1,2018-02-05,23.6,2017-11-11
5860E,2018-19,"MOGUER, EL ARENOSILLO",HUELVA,41,150,150,110,17,0,0,82,0,82,37,23,24,10,0,3.9,0.5,2019-01-06,26.0,2019-03-25
5860E,2019-20,"MOGUER, EL ARENOSILLO",HUELVA,41,150,150,87,7,0,0,60,0,72,35,21,13,15,0,5.3,2.1,2019-12-11,28.7,2020-03-10
5860E,2020-21,"MOGUER, EL ARENOSILLO",HUELVA,41,149,149,78,22,0,0,52,0,85,44,35,25,21,0,2.2,0.7,2021-01-15,25.9,2021-03-31
5860E,2021-22,"MOGUER, EL ARENOSILLO",HUELVA,41,124,124,93,10,1,0,64,1,65,29,22,19,12,1,3.9,-0.5,2022-01-09,25.0,2022-02-22
5860E,2022-23,"MOGUER, EL ARENOSILLO",HUELVA,41,147,147,87,25,0,0,61,0,101,45,22,29,12,0,2.6,1.1,2023-01-27,27.3,2023-03-26
5860E,2023-24,"MOGUER, EL ARENOSILLO",HUELVA,41,152,152,81,9,0,0,62,0,101,49,24,31,7,0,4.3,2.6,2024-03-01,27.2,2024-03-22
5860E,2024-25,"MOGUER, EL ARENOSILLO",HUELVA,41,150,150,94,13,1,0,76,1,81,37,36,23,9,1,4.0,-0.9,2025-01-16,25.9,2024-11-07
5860E,2025-26,"MOGUER, EL ARENOSILLO",HUELVA,41,136,136,97,20,0,0,60,0,64,33,43,21,25,0,3.7,1.3,2026-01-06,27.0,2026-03-26
5891X,2017-18,LAS CABEZAS DE SAN JUAN,SEVILLA,105,148,148,119,55,2,0,77,2,48,31,38,15,14,1,1.3,-1.9,2018-02-09,26.5,2017-11-01
5891X,2018-19,LAS CABEZAS DE SAN JUAN,SEVILLA,105,151,151,124,33,0,0,86,0,78,53,29,24,22,0,1.6,0.1,2019-02-03,27.7,2019-03-11
5891X,2019-20,LAS CABEZAS DE SAN JUAN,SEVILLA,105,146,146,105,16,0,0,73,0,88,49,22,31,11,0,3.7,0.5,2019-11-16,29.9,2020-03-11
5891X,2020-21,LAS CABEZAS DE SAN JUAN,SEVILLA,105,151,151,94,28,4,0,64,4,78,55,38,25,34,2,0.8,-1.3,2021-01-03,28.1,2020-11-02
5891X,2021-22,LAS CABEZAS DE SAN JUAN,SEVILLA,105,145,145,117,28,0,0,74,0,96,51,31,15,13,0,2.9,0.6,2021-11-28,26.6,2022-02-22
5891X,2022-23,LAS CABEZAS DE SAN JUAN,SEVILLA,105,145,145,87,25,3,0,62,2,98,62,28,25,16,2,1.1,-1.3,2023-01-26,29.6,2023-03-29
5891X,2023-24,LAS CABEZAS DE SAN JUAN,SEVILLA,105,152,152,101,19,0,0,72,0,95,56,31,26,10,0,2.7,1.3,2023-12-20,29.2,2024-03-22
5891X,2024-25,LAS CABEZAS DE SAN JUAN,SEVILLA,105,151,151,95,28,1,0,75,1,86,47,41,12,10,1,3.7,-0.4,2025-01-16,26.9,2025-03-31
5891X,2025-26,LAS CABEZAS DE SAN JUAN,SEVILLA,105,151,151,109,16,1,0,70,1,62,44,55,21,30,1,4.0,-0.5,2026-01-07,27.4,2026-03-26
5906X,2017-18,CHIPIONA,CADIZ,10,151,151,95,27,0,0,72,0,48,25,38,29,14,0,3.2,1.1,2018-02-09,26.7,2017-11-01
5906X,2018-19,CHIPIONA,CADIZ,10,144,144,94,17,0,0,69,0,72,39,25,24,21,0,3.7,1.8,2019-01-13,25.4,2019-03-25
5906X,2019-20,CHIPIONA,CADIZ,10,150,150,77,5,0,0,62,0,85,35,23,20,14,0,5.3,2.2,2020-01-13,28.6,2020-03-11
5906X,2020-21,CHIPIONA,CADIZ,10,150,150,67,19,0,0,47,0,82,44,34,25,28,0,2.5,0.9,2021-01-14,26.6,2020-11-15
5906X,2021-22,CHIPIONA,CADIZ,10,150,150,96,13,0,0,66,0,89,39,23,17,19,0,4.6,2.3,2022-01-09,26.3,2022-02-22
5906X,2022-23,CHIPIONA,CADIZ,10,151,151,67,19,1,0,54,1,99,57,28,29,21,1,2.7,-0.2,2023-01-26,28.2,2023-03-27
5906X,2023-24,CHIPIONA,CADIZ,10,152,152,76,12,0,0,59,0,98,55,27,26,8,0,4.4,2.6,2023-12-23,28.0,2024-03-17
5906X,2024-25,CHIPIONA,CADIZ,10,150,150,72,14,0,0,63,0,81,40,36,23,9,0,4.3,0.3,2025-01-16,25.2,2025-03-31
5906X,2025-26,CHIPIONA,CADIZ,10,151,151,78,7,0,0,50,0,68,37,55,19,27,0,5.2,1.2,2026-01-07,26.9,2026-03-26
5910,2017-18,"ROTA, BASE NAVAL",CADIZ,21,151,151,104,42,1,0,75,1,65,32,39,29,14,1,2.7,-0.3,2018-02-07,26.4,2017-11-01
5910,2018-19,"ROTA, BASE NAVAL",CADIZ,21,151,151,102,30,0,0,76,0,92,43,22,24,11,0,2.8,0.9,2019-01-13,26.6,2019-03-11
5910,2019-20,"ROTA, BASE NAVAL",CADIZ,21,152,152,87,10,0,0,67,0,100,51,28,27,11,0,4.7,3.0,2020-01-13,28.1,2020-03-11
5910,2020-21,"ROTA, BASE NAVAL",CADIZ,21,151,151,69,20,3,0,47,3,89,49,38,25,28,2,1.8,-0.6,2021-01-16,26.3,2020-11-02
5910,2021-22,"ROTA, BASE NAVAL",CADIZ,21,151,151,104,17,0,0,67,0,96,41,26,18,18,0,3.8,2.0,2022-01-09,25.2,2022-02-22
5910,2022-23,"ROTA, BASE NAVAL",CADIZ,21,151,151,75,23,1,0,54,1,106,66,31,25,18,1,2.2,-0.1,2023-01-29,27.0,2023-03-28
5910,2023-24,"ROTA, BASE NAVAL",CADIZ,21,152,152,80,12,0,0,65,0,112,70,30,31,7,0,4.0,2.3,2023-12-26,29.9,2024-03-22
5910,2024-25,"ROTA, BASE NAVAL",CADIZ,21,151,151,78,23,0,0,66,0,113,57,38,23,8,0,3.2,0.9,2025-01-16,25.2,2025-03-29
5910,2025-26,"ROTA, BASE NAVAL",CADIZ,21,151,151,86,9,0,0,58,0,74,39,53,21,23,0,4.8,1.5,2026-01-07,26.0,2026-03-26
5911A,2017-18,GRAZALEMA,CADIZ,913,146,146,142,95,29,0,89,26,20,4,56,9,36,10,-1.4,-3.0,2018-02-03,21.2,2017-11-21
5911A,2018-19,GRAZALEMA,CADIZ,913,151,151,144,63,3,0,87,3,23,14,32,9,60,1,1.5,-1.2,2019-02-04,22.4,2018-12-06
5911A,2019-20,GRAZALEMA,CADIZ,913,152,152,142,68,1,0,88,1,28,12,48,8,35,1,1.3,-0.2,2020-01-20,23.6,2020-02-03
5911A,2020-21,GRAZALEMA,CADIZ,913,147,147,132,64,12,0,87,12,27,14,48,8,36,5,-0.5,-2.6,2020-12-31,25.3,2020-11-02
5911A,2021-22,GRAZALEMA,CADIZ,913,151,151,143,50,0,0,86,0,21,10,44,6,35,0,1.5,0.5,2022-01-20,23.4,2022-01-01
5911A,2022-23,GRAZALEMA,CADIZ,913,150,150,121,40,8,0,78,6,41,26,43,13,34,6,-0.2,-1.7,2023-01-28,25.9,2023-03-12
5911A,2023-24,GRAZALEMA,CADIZ,913,137,137,131,76,5,0,74,4,32,19,36,9,30,3,0.2,-1.5,2024-01-07,25.0,2024-03-18
5911A,2024-25,GRAZALEMA,CADIZ,913,151,151,143,83,9,0,89,9,21,7,42,6,58,3,-0.3,-2.4,2025-01-15,22.3,2025-03-31
