idema,nombre,provincia,altitud,lat,lon,noches,h20_mediana,h20_peor,h20_mejor,h18_mediana,h18_peor,noches_sin_alivio,cruce_20_tipico,nunca_cruza
B925,SANT ANTONI DE PORTMANY,BALEARES,32,38.963055555555556,1.321388888888889,22,6.5,0,9,2.0,0,8,13,8
1583X,O BARCO DE VALDEORRAS,OURENSE,315,42.41555555555556,-6.993055555555555,23,6,0,9,4,0,2,3,2
1690A,OURENSE,OURENSE,146,42.32527777777778,-7.859722222222222,23,6,0,9,5,0,1,2,1
2804F,VILLADEPERA,ZAMORA,790,41.53388888888889,-6.141944444444444,23,6,0,9,4,0,1,4,1
3100B,ARANJUEZ,MADRID,540,40.06722222222223,-3.546111111111111,23,6,0,9,3,0,4,3,4
3126Y,"MADRID, EL GOLOSO",MADRID,740,40.561388888888885,-3.7119444444444447,23,6,0,9,2,0,3,4,3
3245Y,TEMBLEQUE,TOLEDO,635,39.69611111111111,-3.5058333333333334,23,6,0,9,3,0,1,4,1
3365A,TALAVERA DE LA REINA,TOLEDO,372,39.95861111111111,-4.863611111111111,23,6,0,9,2,0,1,3,1
3434X,NAVALMORAL DE LA MATA,CACERES,269,39.94583333333333,-5.5825,23,6,0,9,4,0,2,2,2
4090Y,SAN CLEMENTE,CUENCA,728,39.416666666666664,-2.4205555555555556,23,6,0,9,5,0,2,6,2
4138Y,VILLANUEVA DE LOS INFANTES,CIUDAD REAL,900,38.737500000000004,-3.0044444444444443,23,6,0,9,4,0,5,5,5
4195E,"ALCORNOQUERA, PARQUE NACIONAL CABAÑEROS",CIUDAD REAL,651,39.32083333333334,-4.3950000000000005,23,6,0,9,4,0,3,2,3
4464X,ALBURQUERQUE,BADAJOZ,283,39.18194444444444,-6.995277777777778,21,6,0,9,4,0,1,2,1
4492F,BARCARROTA,BADAJOZ,377,38.47277777777778,-6.923333333333334,23,6,0,9,3,0,2,3,2
4527X,AROCHE,HUELVA,267,37.98027777777778,-6.975833333333333,23,6,0,8,5,0,3,2,3
5515D,VÍZNAR,GRANADA,1258,37.23694444444445,-3.5505555555555555,23,6,0,9,2,0,8,5,8
5654X,LA PUEBLA DE LOS INFANTES,SEVILLA,200,37.78666666666666,-5.3711111111111105,23,6,0,9,5,0,1,2,1
5704B,CAZALLA DE LA SIERRA,SEVILLA,550,37.92638888888889,-5.769722222222222,23,6,0,9,4,0,2,4,2
5911A,GRAZALEMA,CADIZ,913,36.760555555555555,-5.3741666666666665,23,6,0,9,0,0,11,23,11
5911X,GRAZALEMA,CADIZ,935,36.76027777777778,-5.375,23,6,0,9,0,0,9,23,9
6312E,"RÁGOL, PARQUE NACIONAL SIERRA NEVADA",ALMERIA,601,37.020833333333336,-2.677222222222222,23,6,0,9,0,0,9,2,9
6364X,ALBOX,ALMERIA,508,37.406666666666666,-2.151388888888889,16,6.0,0,8,1.0,0,6,1,6
6367X,HUERCAL OVERA,ALMERIA,326,37.42361111111111,-1.912222222222222,23,6,0,9,2,0,4,3,4
7209,LORCA,MURCIA,312,37.656388888888884,-1.6872222222222222,23,6,0,9,0,0,7,2,7
7250C,ABANILLA,MURCIA,174,38.19444444444444,-1.033888888888889,23,6,0,9,2,0,4,2,4
8178D,ALBACETE,ALBACETE,674,39.00555555555555,-1.8622222222222222,23,6,0,9,4,0,4,4,4
8293X,XÀTIVA,VALENCIA,88,39.001666666666665,-0.5230555555555556,23,6,0,9,1,0,6,2,6
9293X,"ALFARO, LA PLANA",LA RIOJA,371,42.17611111111111,-1.743888888888889,22,6.0,0,9,4.0,0,2,4,2
9510X,QUINTO,ZARAGOZA,205,41.42916666666667,-0.5038888888888889,23,6,0,9,5,0,5,5,5
9561X,CASTELLOTE,TERUEL,755,40.79833333333333,-0.31527777777777777,20,6.0,0,9,3.5,0,6,3,6
9771C,LLEIDA,LLEIDA,186,41.626111111111115,0.5980555555555556,23,6,0,9,2,0,8,2,8
9898,"HUESCA, AEROPUERTO",HUESCA,546,42.08444444444444,-0.32555555555555554,23,6,0,9,2,0,6,6,6
B662X,BINISSALEM,BALEARES,105,39.67805555555555,2.8738888888888887,23,6,0,9,2,0,5,15,5
B691Y,SA POBLA,BALEARES,32,39.74916666666667,3.0166666666666666,23,6,0,9,0,0,7,7,7
2565,CORESES,ZAMORA,702,41.555277777777775,-5.630555555555556,16,6.0,0,9,5.0,0,1,2,1
5406X,ALCALÁ LA REAL,JAEN,908,37.4975,-3.9080555555555554,14,6.0,0,9,3.0,0,3,3,3
9550C,"ANDORRA, HORCALLANA",TERUEL,762,40.974444444444444,-0.4077777777777778,19,6,0,9,2,0,6,2,6
C117Z,TIJARAFE,STA. CRUZ DE TENERIFE,733,28.674722222222222,-17.936666666666667,20,6.0,0,9,0.0,0,5,23,5
4395X,VILLAFRANCA DE LOS BARROS,BADAJOZ,430,38.55166666666666,-6.306666666666667,16,5.5,0,9,4.0,0,2,5,2
9772X,LA POBLA DE CÉRVOLES,LLEIDA,673,41.36611111111111,0.9136111111111112,22,5.5,0,9,2.5,0,5,23,5
9911X,BALLOBAR,HUESCA,178,41.61944444444445,0.18777777777777777,22,5.5,0,9,3.5,0,4,2,4
0284X,CASTELL D'ARO,GIRONA,14,41.80777777777777,3.0308333333333333,21,5,0,9,1,0,4,7,4
2882D,PEÑAUSENDE,ZAMORA,1003,41.23888888888889,-5.8975,23,5,0,9,4,0,3,4,3
3099Y,OCAÑA,TOLEDO,733,39.93527777777778,-3.4961111111111114,23,5,0,9,2,0,5,2,5
3129,MADRID AEROPUERTO,MADRID,609,40.46666666666667,-3.5555555555555554,22,5.0,0,9,3.5,0,1,3,1
3168D,GUADALAJARA,GUADALAJARA,727,40.63027777777778,-3.1502777777777777,23,5,0,9,1,0,4,4,4
3182Y,ARGANDA DEL REY,MADRID,533,40.31166666666666,-3.497777777777778,13,5,0,9,2,0,1,5,1
3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,40.45166666666667,-3.7241666666666666,23,5,0,9,3,0,3,4,3
4061X,QUINTANAR DE LA ORDEN,TOLEDO,691,39.59722222222222,-3.0483333333333333,23,5,0,9,0,0,6,1,6
4103X,TOMELLOSO,CIUDAD REAL,662,39.16916666666666,-3.0075,23,5,0,9,5,0,5,4,5
4116I,ALMAGRO/FAMET,CIUDAD REAL,626,38.950833333333335,-3.7419444444444445,23,5,0,8,2,0,5,2,5
4121,CIUDAD REAL,CIUDAD REAL,626,38.98916666666667,-3.9202777777777778,23,5,0,7,2,0,8,2,8
4554X,CARTAYA,HUELVA,15,37.218333333333334,-7.083611111111111,22,5.0,0,8,0.0,0,6,2,6
5181D,ARROYO DEL OJANCO,JAEN,580,38.31472222222222,-2.8897222222222223,23,5,0,9,1,0,6,3,6
5858X,ALMONTE,HUELVA,5,36.98861111111111,-6.4430555555555555,21,5,0,9,2,0,3,3,3
7121A,CALASPARRA,MURCIA,350,38.23416666666667,-1.702222222222222,23,5,0,9,2,0,5,3,5
7145X,CIEZA,MURCIA,230,38.26,-1.435,23,5,0,9,2,0,5,2,5
7237E,MOLINA DE SEGURA,MURCIA,170,38.138888888888886,-1.158611111111111,22,5.0,0,8,0.0,0,4,2,4
8325X,POLINYÀ DE XÚQUER,VALENCIA,11,39.18388888888889,-0.3713888888888889,21,5,0,9,0,0,6,23,6
8446Y,SAGUNT/SAGUNTO,VALENCIA,24,39.700833333333335,-0.2588888888888889,21,5,0,9,0,0,8,3,8
9302Y,TUDELA,NAVARRA,297,42.05555555555555,-1.6094444444444445,20,5.0,0,9,3.0,0,4,4,4
9775X,EL SOLERÀS,LLEIDA,392,41.41361111111111,0.6783333333333333,23,5,0,9,4,0,4,5,4
9908X,LANAJA,HUESCA,380,41.77388888888889,-0.33305555555555555,23,5,0,9,2,0,5,4,5
9975X,RASQUERA,TARRAGONA,112,41.005,0.6136111111111111,23,5,0,9,4,0,8,3,8
B158X,"CALVIÀ, ES CAPDELLÀ",BALEARES,50,39.55138888888889,2.466388888888889,23,5,0,9,0,0,6,6,6
B278,"PALMA DE MALLORCA, AEROPUERTO",BALEARES,5,39.56083333333333,2.736666666666667,20,5.0,0,9,1.0,0,7,1,7
B373X,"CAMPOS, SALINES LLEVANT",BALEARES,3,39.35111111111111,3.0119444444444445,23,5,0,9,0,0,6,2,6
B496X,SON SERVERA,BALEARES,25,39.63027777777778,3.383611111111111,23,5,0,9,0,0,10,23,10
B526X,ARTÀ,BALEARES,110,39.68861111111111,3.3511111111111114,23,5,0,9,0,0,8,23,8
B957,EIVISSA,BALEARES,3,38.9225,1.4413888888888888,21,5,0,9,0,0,7,1,7
4260,PERALEDA DEL ZAUCEJO,BADAJOZ,542,38.47972222222222,-5.5775,20,5.0,0,8,4.0,0,3,3,3
3268C,ALPEDRETE,MADRID,924,40.65972222222222,-4.0175,22,4.5,0,9,2.0,0,3,7,3
5530E,GRANADA AEROPUERTO,GRANADA,560,37.19027777777777,-3.789722222222222,20,4.5,0,8,3.5,0,2,2,2
9546B,HIJAR,TERUEL,305,41.17194444444444,-0.4419444444444445,22,4.5,0,9,1.5,0,8,3,8
B870C,"CIUTADELLA, CALA GALDANA",BALEARES,43,39.94472222222222,3.956666666666667,22,4.5,0,9,0.5,0,8,23,8
C126A,EL PASO,SANTA CRUZ DE TENERIFE,844,28.653888888888886,-17.853055555555557,18,4.5,0,9,1.5,0,8,23,8
0421X,ESPOLLA,GIRONA,100,42.39,3.006111111111111,16,4.5,0,9,0.0,0,7,23,7
0370E,GIRONA,GIRONA,76,41.97222222222222,2.819444444444444,17,4,0,9,0,0,7,5,7
3125Y,SAN SEBASTIÁN DE LOS REYES,MADRID,672,40.55,-3.6166666666666667,23,4,0,9,1,0,4,4,4
3330Y,ROZAS DE PUERTO REAL,MADRID,890,40.31305555555555,-4.487222222222222,23,4,0,9,2,0,5,6,5
3337U,CEBREROS,AVILA,850,40.4675,-4.4558333333333335,23,4,0,9,1,0,7,6,7
3422D,CANDELEDA,AVILA,350,40.13916666666667,-5.311388888888889,20,4.0,0,9,2.0,0,2,4,2
3576X,VALENCIA DE ALCÁNTARA,CACERES,444,39.414722222222224,-7.231111111111111,23,4,0,8,1,0,4,3,4
4095Y,BELMONTE,CUENCA,745,39.555277777777775,-2.7055555555555557,23,4,0,9,1,0,7,4,7
4147X,VALDEPEÑAS,CIUDAD REAL,700,38.75055555555556,-3.391388888888889,22,4.0,0,9,2.0,0,7,2,7
4148,VISO DEL MARQUÉS,CIUDAD REAL,804,38.518055555555556,-3.5666666666666664,23,4,0,9,1,0,7,2,7
4193Y,EL ROBLEDO,CIUDAD REAL,587,39.216944444444444,-4.282777777777778,23,4,0,8,3,0,3,3,3
4210Y,ABENÓJAR,CIUDAD REAL,718,38.89805555555556,-4.291944444444444,22,4.0,0,9,1.0,0,6,3,6
4220X,PUEBLA DE DON RODRIGO,CIUDAD REAL,533,39.08361111111111,-4.621944444444445,23,4,0,7,3,0,5,3,5
4244X,HERRERA DEL DUQUE,BADAJOZ,447,39.169444444444444,-5.062222222222222,23,4,0,8,2,0,2,4,2
4263X,VALSEQUILLO,CORDOBA,575,38.409444444444446,-5.350555555555555,23,4,0,9,1,0,3,4,3
4267X,HINOJOSA DEL DUQUE,CORDOBA,551,38.49861111111111,-5.121388888888888,23,4,0,9,2,0,6,4,6
4427X,ZAFRA,BADAJOZ,433,38.42583333333333,-6.4366666666666665,23,4,0,9,2,0,3,3,3
5210X,VILLANUEVA DEL ARZOBISPO,JAEN,680,38.175,-2.9980555555555557,23,4,0,9,2,0,10,3,10
5298X,ANDÚJAR,JAEN,202,38.02305555555555,-4.0633333333333335,23,4,0,8,1,0,4,4,4
5304Y,PUERTOLLANO,CIUDAD REAL,665,38.66888888888889,-4.059166666666666,20,4.0,0,7,1.0,0,4,4,4
5346X,CARDEÑA,CORDOBA,720,38.18666666666666,-4.2725,23,4,0,9,0,0,6,3,6
5361X,MONTORO,CORDOBA,155,38.013333333333335,-4.330277777777778,21,4,0,9,2,0,4,4,4
5390Y,VILLANUEVA DE CÓRDOBA,CORDOBA,750,38.33305555555556,-4.608888888888888,23,4,0,9,0,0,6,3,6
5394X,"CÓRDOBA, EMBALSE DE GUADANUÑO",CORDOBA,525,38.020833333333336,-4.796666666666667,23,4,0,9,2,0,3,3,3
5769X,CALA,HUELVA,618,37.97361111111111,-6.322222222222222,23,4,0,8,1,0,7,3,7
7211B,PUERTO LUMBRERAS,MURCIA,445,37.56805555555556,-1.797222222222222,23,4,0,9,0,0,8,3,8
8013X,NOVELDA,ALICANTE,233,38.385555555555555,-0.7577777777777778,21,4,0,8,0,0,8,3,8
8018X,ELX/ELCHE,ALICANTE,110,38.2875,-0.6805555555555555,21,4,0,9,0,0,5,3,5
9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,41.660555555555554,-1.0041666666666667,23,4,0,9,1,0,7,4,7
9569A,CALANDA,TERUEL,466,40.946666666666665,-0.23777777777777778,23,4,0,9,2,0,7,4,7
9776D,ELS TORMS,LLEIDA,495,41.39388888888889,0.7347222222222222,23,4,0,9,3,0,6,23,6
9901X,HUESCA,HUESCA,463,42.138888888888886,-0.395,23,4,0,9,1,0,8,5,8
B640X,PETRA,BALEARES,95,39.61638888888889,3.121111111111111,23,4,0,9,0,0,7,7,7
C314Z,"VALLEHERMOSO, ALTO IGUALERO",STA. CRUZ DE TENERIFE,1474,28.106944444444444,-17.249166666666667,23,4,0,9,0,0,7,23,7
C316I,ARURE,STA. CRUZ DE TENERIFE,916,28.128333333333334,-17.315,23,4,0,9,2,0,9,23,9
4362X,RETAMAL DE LLERENA,BADAJOZ,474,38.57638888888889,-5.845833333333333,21,4,0,7,2,0,3,4,3
4478X,BADAJOZ,BADAJOZ,174,38.88611111111111,-7.009444444444444,18,4.0,0,8,1.5,0,5,3,5
C018J,TÍAS,LAS PALMAS,376,28.96972222222222,-13.690277777777778,12,4.0,0,9,0.0,0,5,23,5
5402,CÓRDOBA AEROPUERTO,CORDOBA,90,37.848888888888894,-4.846666666666667,20,3.5,0,7,1.0,0,4,4,4
9924X,FRAGA,HUESCA,170,41.52472222222222,0.3555555555555555,16,3.5,0,9,2.5,0,4,3,4
9961X,CABACÉS,TARRAGONA,363,41.24944444444444,0.7352777777777777,20,3.5,0,9,1.0,0,7,5,7
B656A,SANTA MARÍA DEL CAMÍ,BALEARES,121,39.652499999999996,2.8002777777777776,20,3.5,0,9,0.5,0,8,6,8
0042Y,TARRAGONA,TARRAGONA,55,41.12388888888889,1.2491666666666668,23,3,0,8,0,0,8,4,8
3094B,TARANCÓN,CUENCA,819,40.011944444444445,-3.0213888888888887,23,3,0,9,0,0,8,3,8
3254Y,MORA,TOLEDO,717,39.68694444444444,-3.7805555555555554,23,3,0,9,0,0,8,3,8
3260B,TOLEDO,TOLEDO,513,39.88472222222222,-4.045277777777778,23,3,0,7,0,0,8,4,8
3343Y,VALDEMORILLO,MADRID,884,40.49666666666667,-4.061111111111111,23,3,0,9,0,0,8,5,8
3386A,NAVALVILLAR DE IBOR,CACERES,923,39.59166666666667,-5.3916666666666675,21,3,0,9,0,0,9,4,9
3469A,CÁCERES,CACERES,394,39.47138888888889,-6.338888888888889,23,3,0,9,0,0,8,4,8
3512X,MONTEHERMOSO,CACERES,351,40.08083333333334,-6.338888888888889,22,3.0,0,8,1.5,0,4,4,4
4064Y,ALCAZAR DE SAN JUAN,CIUDAD REAL,640,39.39083333333333,-3.2158333333333333,23,3,0,8,0,0,8,2,8
4452,BADAJOZ AEROPUERTO,BADAJOZ,186,38.88333333333333,-6.813888888888889,23,3,0,7,1,0,7,3,7
4511C,JEREZ DE LOS CABALLEROS,BADAJOZ,381,38.29861111111111,-6.765,22,3.0,0,7,1.5,0,7,4,7
4541X,EL GRANADO,HUELVA,60,37.55361111111111,-7.52,17,3,0,5,0,0,3,4,3
5165X,TORRES,JAEN,910,37.780833333333334,-3.563611111111111,23,3,0,9,0,0,8,4,8
5515X,GRANADA-CARTUJA,GRANADA,775,37.189722222222215,-3.595555555555556,17,3,0,9,0,0,6,4,6
5582A,LOJA,GRANADA,593,37.16111111111111,-4.152777777777779,23,3,0,7,0,0,8,3,8
5625X,LA RAMBLA,CORDOBA,200,37.63861111111111,-4.763888888888889,23,3,0,8,1,0,7,4,7
5733X,ALMADÉN DE LA PLATA,SEVILLA,450,37.79111111111111,-6.075,22,3.0,0,8,0.0,0,6,4,6
6032X,RONDA INSTITUTO,MALAGA,760,36.75,-5.168611111111112,23,3,0,9,0,0,10,2,10
6040X,CORTES DE LA FRONTERA,MALAGA,315,36.544444444444444,-5.386388888888889,21,3,0,9,0,0,4,5,4
6100B,ANTEQUERA AYUNTAMIENTO (AUTOMÁTICA THIES),MALAGA,515,37.02388888888889,-4.5625,10,3.0,0,7,0.0,0,2,4,2
8050X,JÁVEA/ XÀBIA,ALICANTE,15,38.784166666666664,0.16666666666666666,23,3,0,9,0,0,6,2,6
9434P,"ZARAGOZA, VALDESPARTERA",ZARAGOZA,258,41.62111111111111,-0.9347222222222222,23,3,0,9,0,0,7,4,7
9574B,"CASPE, PLANA DEL PILÓN",ZARAGOZA,215,41.2425,-0.06861111111111111,23,3,0,9,0,0,8,4,8
9947X,LA POBLA DE MASSALUCA,TARRAGONA,370,41.17722222222222,0.35333333333333333,22,3.0,0,9,0.0,0,8,5,8
9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,50,40.82027777777778,0.49333333333333335,23,3,0,8,0,0,10,2,10
B103B,ANDRATX - SANT ELM,BALEARES,52,39.57944444444445,2.368888888888889,19,3,0,9,0,0,8,23,8
B334X,LLUCMAJOR,BALEARES,140,39.495555555555555,2.8916666666666666,23,3,0,9,0,0,10,2,10
B644B,SINEU,ILLES BALEARS,120,39.64333333333333,3.002222222222222,23,3,0,9,0,0,10,6,10
B760X,POLLENÇA,BALEARES,45,39.87694444444445,3.0241666666666664,23,3,0,9,0,0,10,5,10
C148F,SAN ANDRÉS Y SAUCES,STA. CRUZ DE TENERIFE,362,28.804722222222225,-17.78222222222222,23,3,0,9,0,0,5,7,5
C612F,"TEJEDA, CRUZ DE TEJEDA",LAS PALMAS,1514,28.006944444444443,-15.59888888888889,21,3,0,9,0,0,7,23,7
4468X,PUEBLA DE OBANDO,BADAJOZ,392,39.17666666666666,-6.600833333333333,19,3,0,9,0,0,6,5,6
6375X,FUENTE DE PIEDRA,MALAGA,420,37.132222222222225,-4.741944444444444,20,2.5,0,7,0.0,0,6,4,6
0385X,L'ESTARTIT,GIRONA,1,42.053888888888885,3.2013888888888893,22,2.0,0,8,0.0,0,10,3,10
3338,ROBLEDO DE CHAVELA,MADRID,770,40.42861111111111,-4.248611111111111,23,2,0,9,0,0,8,5,8
3423I,MADRIGAL DE LA VERA,CACERES,464,40.153888888888886,-5.373333333333333,23,2,0,9,0,0,8,5,8
3514B,TORNAVACAS,CACERES,991,40.25861111111111,-5.678333333333334,21,2,0,9,0,0,9,23,9
3536X,HOYOS,CACERES,560,40.17472222222222,-6.724444444444445,20,2.0,0,9,0.0,0,9,5,9
3562X,ALISEDA,CACERES,321,39.427499999999995,-6.7363888888888885,23,2,0,7,0,0,7,3,7
4245X,GUADALUPE,CACERES,660,39.45527777777778,-5.333333333333333,23,2,0,8,0,0,9,3,9
4340,NAVALVILLAR DE PELA,BADAJOZ,313,39.10333333333333,-5.461388888888889,17,2,0,7,0,0,4,4,4
4358X,DON BENITO,BADAJOZ,274,38.955555555555556,-5.880555555555556,23,2,0,8,0,0,9,4,9
4410X,MÉRIDA,BADAJOZ,228,38.91583333333333,-6.385555555555556,23,2,0,7,0,0,6,4,6
4489X,ALCONCHEL,BADAJOZ,170,38.484722222222224,-7.281944444444444,23,2,0,6,0,0,6,4,6
4549Y,AYAMONTE,HUELVA,3,37.19472222222222,-7.3950000000000005,21,2,0,7,0,0,8,5,8
5164B,BAEZA,JAEN,771,37.99666666666667,-3.4619444444444447,23,2,0,9,0,0,9,4,9
5412X,PRIEGO DE CÓRDOBA,CORDOBA,550,37.484722222222224,-4.207777777777778,21,2,0,8,0,0,8,5,8
5473X,AZUAGA,BADAJOZ,581,38.26777777777777,-5.686111111111112,23,2,0,9,0,0,9,5,9
5612B,LA RODA DE ANDALUCÍA,SEVILLA,410,37.19444444444444,-4.77,23,2,0,8,0,0,9,5,9
5624X,AGUILAR DE LA FRONTERA,CORDOBA,309,37.481944444444444,-4.685833333333334,23,2,0,9,0,0,8,5,8
5641X,ÉCIJA,SEVILLA,130,37.51611111111111,-5.085,23,2,0,6,0,0,7,6,7
5702X,CARMONA,SEVILLA,50,37.565555555555555,-5.740555555555556,23,2,0,7,0,0,11,3,11
5835X,CARRIÓN DE LOS CÉSPEDES,SEVILLA,76,37.36,-6.3341666666666665,20,2.0,0,8,0.0,0,7,4,7
5941X,EL BOSQUE,CADIZ,295,36.72944444444445,-5.512222222222222,23,2,0,8,0,0,8,5,8
5960,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,36.75055555555556,-6.055833333333333,22,2.0,0,8,0.0,0,8,2,8
6042I,JIMENA DE LA FRONTERA,CADIZ,42,36.43555555555555,-5.3950000000000005,22,2.0,0,9,0.0,0,10,2,10
6045X,ALPANDEIRE,MALAGA,676,36.6325,-5.203055555555555,22,2.0,0,9,0.0,0,8,3,8
6069X,BENAHAVÍS,MALAGA,392,36.54361111111111,-5.0247222222222225,17,2,0,9,0,0,8,6,8
6267X,SALOBREÑA,GRANADA,20,36.748333333333335,-3.578611111111111,23,2,0,9,0,0,7,4,7
7158X,ARCHENA,MURCIA,150,38.128055555555555,-1.3058333333333334,23,2,0,6,0,0,8,3,8
8414A,VALENCIA AEROPUERTO,VALENCIA,56,39.485,-0.4747222222222222,21,2,0,9,0,0,9,4,9
B275E,"SON BONET, AEROPUERTO",BALEARES,47,39.60583333333334,2.706666666666667,23,2,0,8,0,0,11,2,11
B341X,PORRERES,BALEARES,149,39.50611111111111,3.0055555555555555,20,2.0,0,9,0.0,0,9,5,9
B614E,MANACOR,BALEARES,100,39.55694444444444,3.217777777777778,23,2,0,9,0,0,9,23,9
B780X,PORT DE POLLENÇA,BALEARES,2,39.909444444444446,3.100277777777778,23,2,0,9,0,0,10,5,10
C665T,VALLESECO,LAS PALMAS,900,28.065555555555555,-15.565555555555557,17,2,0,9,2,0,8,23,8
C916Q,"EL PINAR, DEPÓSITO",STA. CRUZ DE TENERIFE,948,27.718888888888888,-17.978055555555553,23,2,0,9,0,0,8,23,8
C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,27.725277777777777,-18.115000000000002,22,2.0,0,9,0.0,0,8,15,8
5470,FUENTE PALMERA,CORDOBA,120,37.753055555555555,-5.100555555555555,22,1.5,0,6,0.0,0,7,5,7
5726X,GUADALCANAL,SEVILLA,720,38.099444444444444,-5.819166666666667,18,1.5,0,9,0.0,0,9,3,9
0073X,SITGES,BARCELONA,58,41.24388888888889,1.8525,23,1,0,9,0,0,11,7,11
0076,BARCELONA AEROPUERTO,BARCELONA,1,41.291666666666664,2.0605555555555553,23,1,0,9,0,0,11,5,11
3191E,COLMENAR VIEJO,MADRID,1004,40.69611111111111,-3.765,23,1,0,9,0,0,10,4,10
3503,GUIJO DE GRANADILLA,CACERES,393,40.18944444444444,-6.1675,18,1.0,0,8,0.0,0,8,4,8
3526X,CORIA,CACERES,313,40.00361111111111,-6.5575,23,1,0,7,0,0,6,5,6
3540X,ZARZA LA MAYOR,CACERES,336,39.87138888888889,-6.859999999999999,23,1,0,8,0,0,10,5,10
3565X,BROZAS,CACERES,425,39.61805555555556,-6.745,23,1,0,9,0,0,10,5,10
4386B,LLERENA,BADAJOZ,655,38.23166666666667,-6.016944444444444,23,1,0,9,0,0,11,5,11
4436Y,ALMENDRALEJO,BADAJOZ,371,38.68888888888888,-6.361111111111111,23,1,0,6,0,0,9,5,9
4486X,OLIVENZA,BADAJOZ,275,38.6975,-7.084444444444444,23,1,0,7,0,0,9,3,9
4497X,VILLANUEVA DEL FRESNO,BADAJOZ,247,38.37222222222222,-7.158055555555556,23,1,0,6,0,0,10,3,10
4499X,MONESTERIO,BADAJOZ,771,38.081388888888895,-6.271944444444444,17,1,0,9,0,0,8,3,8
4560Y,ALAJAR,HUELVA,572,37.868611111111115,-6.675000000000001,23,1,0,6,0,0,10,4,10
4642E,"HUELVA, RONDA ESTE",HUELVA,18,37.27833333333333,-6.911666666666667,23,1,0,5,0,0,11,6,11
5038Y,CAZORLA,JAEN,799,37.91583333333333,-3.003888888888889,23,1,0,9,0,0,10,4,10
5192,VILLARRODRIGO,JAEN,862,38.48916666666667,-2.6375,15,1,0,9,0,0,6,5,6
5860E,"MOGUER, EL ARENOSILLO",HUELVA,41,37.09805555555556,-6.7380555555555555,23,1,0,8,0,0,8,5,8
6050X,GAUCÍN,MALAGA,594,36.51861111111111,-5.318611111111111,23,1,0,9,0,0,11,5,11
7218Y,TOTANA,MURCIA,281,37.75861111111111,-1.5127777777777778,17,1,0,7,0,0,8,4,8
7244X,ORIHUELA,ALICANTE,26,38.06777777777778,-0.9813888888888889,23,1,0,7,0,0,10,4,10
7261X,ROJALES,ALICANTE,31,38.088055555555556,-0.7152777777777777,23,1,0,6,0,0,10,5,10
8058X,OLIVA,VALENCIA,1,38.90416666666667,-0.065,23,1,0,8,0,0,11,2,11
C328W,HERMIGUA,STA. CRUZ DE TENERIFE,252,28.16361111111111,-17.194166666666668,23,1,0,6,0,0,10,3,10
C428T,ARICO,SANTA CRUZ DE TENERIFE,418,28.180833333333336,-16.483333333333334,23,1,0,9,0,0,11,4,11
4501X,FUENTE DE CANTOS,BADAJOZ,602,38.20861111111111,-6.311388888888889,21,1,0,7,0,0,9,4,9
3547X,VALVERDE DEL FRESNO,CACERES,450,40.20722222222223,-6.896111111111111,22,0.5,0,9,0.0,0,11,6,11
4589X,"ALOSNO, THARSIS",HUELVA,276,37.59777777777778,-7.1194444444444445,22,0.5,0,6,0.0,0,11,4,11
4608X,EL CAMPILLO,HUELVA,415,37.67722222222222,-6.630000000000001,20,0.5,0,9,0.0,0,10,5,10
5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275,37.81027777777778,-4.4622222222222225,22,0.5,0,6,0.0,0,11,6,11
B893,"MENORCA, AEROPUERTO",BALEARES,91,39.85472222222222,4.2155555555555555,14,0.5,0,9,0.0,0,7,3,7
0002I,VANDELLÒS,TARRAGONA,32,40.95805555555556,0.8713888888888889,23,0,0,5,0,0,19,4,19
0016A,REUS AEROPUERTO,TARRAGONA,71,41.144999999999996,1.163611111111111,12,0.0,0,7,0.0,0,7,5,7
0201X,"BARCELONA, DRASSANES",BARCELONA,11,41.375,2.1738888888888885,16,0.0,0,8,0.0,0,12,7,12
0244X,VILASSAR DE DALT,BARCELONA,56,41.505,2.3625000000000003,22,0.0,0,9,0.0,0,18,13,18
0252D,ARENYS DE MAR,BARCELONA,74,41.58722222222222,2.54,23,0,0,9,0,0,12,5,12
0281Y,BLANES,GIRONA,45,41.676944444444445,2.8049999999999997,23,0,0,9,0,0,17,6,17
3195,"MADRID, RETIRO",MADRID,667,40.41138888888889,-3.6777777777777776,23,0,0,9,0,0,12,4,12
3436D,GARGANTA LA OLLA,CACERES,690,40.111111111111114,-5.784722222222222,20,0.0,0,9,0.0,0,11,5,11
3448X,SERRADILLA,CACERES,406,39.82083333333334,-6.1274999999999995,23,0,0,5,0,0,13,5,13
3463Y,TRUJILLO,CACERES,523,39.46416666666667,-5.874166666666667,23,0,0,8,0,0,14,4,14
3475X,CAÑAVERAL,CACERES,373,39.79055555555556,-6.376388888888888,23,0,0,6,0,0,16,4,16
4236Y,PUERTO REY,CACERES,689,39.45055555555556,-5.026388888888889,23,0,0,7,0,0,14,3,14
